N	2gram	Voloshinov	Freidism
1	таким образом	29	34
2	и не	42	34
3	точки зрения	48	31
4	не может	40	30
5	– это	11	29
6	и пр	31	29
7	в этом	27	28
8	может быть	50	28
9	и в	32	28
10	прежде всего	19	26
11	в его	10	25
12	это –	12	22
13	и его	33	22
14	с помощью	11	20
15	мы можем	6	20
16	как бы	31	19
17	как мы	26	18
18	то что	12	17
19	– в	13	17
20	вовсе не	15	16
21	с точки	31	15
22	точка зрения	8	15
23	все эти	8	15
24	так как	5	15
25	с ним	1	14
26	в своей	5	14
27	так и	21	14
28	самом деле	18	14
29	в душе	3	13
30	и все	8	13
31	как и	19	13
32	по отношению	10	13
33	но в	13	13
34	во всех	13	13
35	психической жизни	4	12
36	в самом	14	12
37	то же	19	12
38	ни в	7	12
39	что он	5	12
40	том что	12	12
41	во внешнем	2	12
42	точку зрения	4	12
43	для него	18	12
44	все это	4	12
45	– не	11	12
46	и потому	7	12
47	и наконец	1	12
48	мы видели	5	12
49	только в	14	11
50	мы знаем	7	11
51	сказать что	7	11
52	отношению к	9	11
53	его в	7	11
54	не только	18	10
55	и с	4	10
56	но и	17	10
57	конечно не	9	10
58	что же	5	10
59	тот же	4	10
60	никогда не	7	10
61	в том	13	10
62	мы уже	7	10
63	в сознание	1	10
64	он не	5	10
65	все те	4	10
66	за пределы	8	10
67	не в	13	10
68	и на	8	9
69	те же	5	9
70	уже не	2	9
71	во всяком	8	9
72	совершенно не	6	9
73	мы не	6	9
74	с его	6	9
75	к этому	10	9
76	к нему	5	9
77	в чем	2	9
78	а не	15	9
79	мы должны	4	9
80	и др	3	9
81	могут быть	4	9
82	при этом	13	8
83	все же	13	8
84	еще не	7	8
85	с этим	6	8
86	было бы	8	8
87	и вот	2	8
88	а в	5	8
89	– все	3	8
90	с другими	6	8
91	в ней	5	8
92	оно и	2	8
93	– только	1	8
94	душевной жизни	1	8
95	всяком случае	4	8
96	что в	5	7
97	и к	3	7
98	не могут	4	7
99	связь с	4	7
100	в жизни	2	7
101	роль в	1	7
102	так сказать	19	7
103	– и	8	7
104	его жизни	2	7
105	хотя бы	8	7
106	в каком	6	7
107	если мы	17	7
108	до конца	6	7
109	что все	3	7
110	и для	15	7
111	из них	3	7
112	на протяжении	2	7
113	сознания с	1	7
114	того что	5	7
115	не является	11	7
116	но не	2	7
117	– с	4	7
118	человека –	1	7
119	с самого	9	7
120	в нем	17	7
121	быть и	9	7
122	в этой	3	7
123	отношение к	1	7
124	в себе	5	7
125	жизни и	4	7
126	и прежде	4	7
127	в то	7	7
128	и ее	4	7
129	более того	7	7
130	зрения на	1	6
131	индивидуальной психики	4	6
132	учение о	3	6
133	одно из	1	6
134	если он	2	6
135	в корне	6	6
136	сознанием и	1	6
137	не менее	5	6
138	объективная психология	4	6
139	к тому	8	6
140	для марксизма	3	6
141	можно сказать	4	6
142	в основе	10	6
143	в свою	6	6
144	для того	8	6
145	же время	7	6
146	внутреннего опыта	1	6
147	объективной психологии	1	6
148	из этих	3	6
149	высшей степени	5	6
150	объективного опыта	1	6
151	ни о	2	6
152	как раз	5	6
153	что такое	3	6
154	во время	2	6
155	на самом	10	6
156	здесь в	5	6
157	сознания и	6	6
158	чем же	7	6
159	психологии –	1	6
160	в таком	8	6
161	большинстве случаев	7	6
162	в психике	2	6
163	– как	6	6
164	она не	2	6
165	совсем не	2	6
166	и что	2	6
167	в пределах	7	6
168	человека и	1	6
169	в высшей	5	6
170	и только	2	6
171	для этого	1	6
172	всех этих	2	6
173	которой мы	2	6
174	в индивидуальную	1	5
175	что это	3	5
176	в более	3	5
177	внешнем опыте	1	5
178	со всеми	1	5
179	в своих	2	5
180	ее в	2	5
181	конечно и	2	5
182	оно –	2	5
183	главе мы	1	5
184	в процессе	31	5
185	с ними	5	5
186	вместе с	2	5
187	со стороны	2	5
188	в следующей	3	5
189	на первый	2	5
190	т.е в	1	5
191	того чтобы	9	5
192	сознание и	1	5
193	увидим что	1	5
194	говорить о	2	5
195	на основании	1	5
196	и до	4	5
197	и те	7	5
198	самого начала	9	5
199	индивидуальную душу	1	5
200	что она	1	5
201	можем сказать	2	5
202	он сам	1	5
203	– говорит	6	5
204	той же	5	5
205	внешнего объективного	1	5
206	периода –	1	5
207	это не	5	5
208	в ее	9	5
209	что и	5	5
210	с их	2	5
211	в которой	4	5
212	тому что	6	5
213	между ними	6	5
214	в этих	2	5
215	внутренней речи	13	5
216	и по	1	5
217	не было	6	5
218	другими словами	4	5
219	индивидуального организма	5	5
220	не знает	4	5
221	как это	2	5
222	внешнего опыта	2	5
223	далеко не	5	5
224	только то	1	5
225	от того	4	5
226	он –	3	5
227	в большинстве	7	5
228	ничего не	9	5
229	в заключение	1	5
230	в общем	1	5
231	отнюдь не	14	5
232	внешней речи	1	5
233	с которыми	1	4
234	все основные	3	4
235	а потому	1	4
236	мы и	1	4
237	в последнем	1	4
238	как с	2	4
239	в основном	10	4
240	же –	3	4
241	смысле слова	4	4
242	уже знаем	2	4
243	мысли и	7	4
244	характер и	1	4
245	в виду	2	4
246	сводится к	5	4
247	по себе	5	4
248	если бы	12	4
249	именно и	1	4
250	теперь мы	4	4
251	именно в	6	4
252	в собственном	2	4
253	может стать	7	4
254	подхода к	4	4
255	как в	5	4
256	себя и	2	4
257	этот вопрос	5	4
258	буржуазной философии	1	4
259	зависимости от	4	4
260	ничего общего	5	4
261	это и	3	4
262	в данном	8	4
263	в котором	6	4
264	мы увидим	3	4
265	потому что	2	4
266	органическое единство	1	4
267	в этот	1	4
268	и т.п	17	4
269	слова и	8	4
270	только на	7	4
271	– один	1	4
272	в мир	1	4
273	а только	2	4
274	в истории	5	4
275	так же	10	4
276	отметить что	1	4
277	свою очередь	5	4
278	связанных с	1	4
279	на которые	1	4
280	нет и	4	4
281	на него	1	4
282	в своем	3	4
283	все время	1	4
284	это вовсе	1	4
285	внутреннее переживание	1	4
286	одна из	6	4
287	и внешней	1	4
288	только с	3	4
289	но это	1	4
290	дает нам	1	4
291	всех своих	1	4
292	влияние на	3	4
293	что оно	3	4
294	этот процесс	4	4
295	– его	4	4
296	этом отношении	4	4
297	внутренней и	1	4
298	– но	2	4
299	тем не	3	4
300	человека в	3	4
301	ее целом	3	4
302	по ту	1	4
303	таком случае	5	4
304	у него	2	4
305	не существует	6	4
306	в зависимости	2	4
307	внутренняя речь	9	4
308	последнем счете	1	4
309	но ведь	4	4
310	между собой	3	4
311	нисколько не	1	4
312	войти в	3	4
313	на язык	3	4
314	и вообще	3	4
315	выражение в	8	4
316	первый план	2	4
317	не дает	4	4
318	и речи	4	4
319	помощью которых	1	4
320	то ни	12	4
321	и может	1	4
322	должны быть	4	4
323	человеческой психики	1	4
324	своей основе	1	4
325	в другом	5	4
326	речи мы	1	4
327	ту сторону	1	4
328	собственного внутреннего	1	4
329	к ней	1	4
330	главным образом	2	4
331	в систему	3	4
332	уже указывали	1	4
333	в узком	4	4
334	в области	3	4
335	его к	4	4
336	с ее	2	4
337	в целом	2	4
338	ответ на	3	3
339	не так	2	3
340	собственном смысле	2	3
341	во втором	2	3
342	для всех	2	3
343	до сих	10	3
344	него только	1	3
345	и очень	1	3
346	на почве	14	3
347	и при	3	3
348	освободиться от	1	3
349	связанное с	1	3
350	о которой	1	3
351	мы в	1	3
352	– к	3	3
353	– продукт	2	3
354	для них	2	3
355	в результате	9	3
356	нет никакого	1	3
357	и тот	4	3
358	жизни –	2	3
359	не сможет	3	3
360	в основу	1	3
361	оно не	1	3
362	и даже	4	3
363	психологии и	7	3
364	все то	1	3
365	все его	1	3
366	их в	1	3
367	это содержание	1	3
368	значение в	5	3
369	себя с	2	3
370	социальной группы	6	3
371	не делает	2	3
372	конечном счете	1	3
373	психики и	8	3
374	очень важный	1	3
375	к его	4	3
376	притом в	1	3
377	нам уже	1	3
378	жизни в	5	3
379	укладывается в	1	3
380	приводит к	3	3
381	сознание –	4	3
382	которое не	1	3
383	где оно	1	3
384	связано с	3	3
385	при анализе	1	3
386	на этой	6	3
387	что мы	1	3
388	он был	2	3
389	ни на	1	3
390	и социальной	1	3
391	на основе	4	3
392	всем этим	2	3
393	– лишь	4	3
394	сознания в	1	3
395	одной и	2	3
396	между двумя	4	3
397	имеет дело	2	3
398	о них	1	3
399	в одном	2	3
400	в совершенно	2	3
401	материалистического монизма	1	3
402	и той	2	3
403	уже в	3	3
404	как на	2	3
405	из наиболее	1	3
406	не совсем	1	3
407	тем же	4	3
408	и дать	1	3
409	психики как	1	3
410	в нашем	4	3
411	непосредственно из	1	3
412	находится в	1	3
413	о том	4	3
414	во всей	2	3
415	в сознании	2	3
416	на этот	3	3
417	иным как	1	3
418	единства и	1	3
419	какой степени	2	3
420	а следовательно	2	3
421	из него	4	3
422	того же	11	3
423	конечно с	2	3
424	выражение и	4	3
425	психологии в	4	3
426	не найдем	2	3
427	субъективной психики	3	3
428	бы то	11	3
429	переходим к	3	3
430	только не	1	3
431	и то	4	3
432	действительно ли	2	3
433	видели что	1	3
434	мы видим	2	3
435	не поддается	1	3
436	они не	2	3
437	ведь именно	1	3
438	не будем	4	3
439	из основных	3	3
440	не без	1	3
441	узком смысле	4	3
442	социального общения	15	3
443	уже приходилось	1	3
444	у нас	4	3
445	сказать –	1	3
446	социальной среды	4	3
447	в конечном	1	3
448	и притом	1	3
449	наших дней	1	3
450	одним из	4	3
451	психического и	1	3
452	в силах	1	3
453	на себя	1	3
454	возможно только	2	3
455	но для	4	3
456	развития как	1	3
457	не остается	2	3
458	случае не	1	3
459	во внутренней	3	3
460	является по	1	3
461	и как	8	3
462	между индивидами	2	3
463	есть только	1	3
464	на все	2	3
465	и со	1	3
466	один и	3	3
467	и следовательно	8	3
468	в условиях	5	3
469	же касается	2	3
470	себе и	2	3
471	которой он	1	3
472	под влиянием	1	3
473	сих пор	10	3
474	следующей главе	3	3
475	этих двух	1	3
476	остается в	2	3
477	выйти за	1	3
478	ни один	1	3
479	между тем	8	3
480	в какой	5	3
481	и желания	1	3
482	в объективном	1	3
483	нам важно	3	3
484	общего не	1	3
485	когда он	1	3
486	не приходится	3	3
487	и является	4	3
488	и ни	2	3
489	конечно в	4	3
490	дать ему	1	3
491	со всею	5	3
492	или как	3	3
493	но во	1	3
494	центр тяжести	1	3
495	вторая часть	1	3
496	явление в	1	3
497	себя в	2	3
498	бы он	3	3
499	и от	6	3
500	и есть	3	3
501	конечно совершенно	4	3
502	же мы	2	3
503	формы и	4	3
504	сознания мы	1	3
505	оно может	6	3
506	нуждается в	4	3
507	а как	7	3
508	независимо от	3	3
509	ведь и	1	3
510	для самого	1	2
511	однако и	1	2
512	и другие	2	2
513	социальной жизни	3	2
514	вступить в	3	2
515	и этот	2	2
516	– является	2	2
517	– так	1	2
518	отношению ко	1	2
519	опирается на	2	2
520	психологии не	2	2
521	или только	1	2
522	к этой	2	2
523	которые он	2	2
524	очень много	1	2
525	его с	1	2
526	должна быть	6	2
527	которых мы	1	2
528	тогда когда	2	2
529	и символы	1	2
530	для себя	4	2
531	не чем	1	2
532	без исключения	9	2
533	и их	2	2
534	в применении	1	2
535	другого человека	1	2
536	хх века	1	2
537	психологических направлений	1	2
538	из которых	2	2
539	не как	5	2
540	находятся в	2	2
541	в науке	6	2
542	из того	1	2
543	самом же	5	2
544	в отношении	7	2
545	– или	1	2
546	механистический материализм	1	2
547	его формы	5	2
548	она становится	1	2
549	в предыдущей	1	2
550	или во	1	2
551	– конечно	1	2
552	особого рода	1	2
553	по пути	1	2
554	в первом	3	2
555	но все	4	2
556	сознание не	2	2
557	ведь все	2	2
558	наоборот мы	1	2
559	относится и	1	2
560	равно как	1	2
561	идеологических явлений	5	2
562	мы остановимся	1	2
563	подходе к	1	2
564	второй –	2	2
565	в составе	1	2
566	из всего	3	2
567	и психическим	1	2
568	слово –	9	2
569	к другим	1	2
570	большое значение	1	2
571	только оно	1	2
572	отношения к	2	2
573	чем иным	1	2
574	для сознания	1	2
575	и они	1	2
576	они и	3	2
577	приходит в	1	2
578	а именно	1	2
579	в широком	2	2
580	и так	2	2
581	явлением в	1	2
582	явлений и	2	2
583	мы только	3	2
584	только для	1	2
585	всю эту	1	2
586	не имеет	6	2
587	является для	3	2
588	отличается от	1	2
589	да и	1	2
590	легче всего	1	2
591	узкие пределы	1	2
592	эта сила	1	2
593	при помощи	1	2
594	нет в	2	2
595	и было	1	2
596	– мы	2	2
597	свой смысл	1	2
598	обратное влияние	4	2
599	не входит	1	2
600	в дальнейшем	3	2
601	все они	1	2
602	всего они	1	2
603	художественный образ	2	2
604	его и	3	2
605	бы и	2	2
606	должно быть	4	2
607	первым и	3	2
608	выводит из	1	2
609	– совершенно	2	2
610	вопрос о	6	2
611	– а	3	2
612	совершенно иной	1	2
613	в круг	1	2
614	в подходе	1	2
615	и между	5	2
616	связана с	4	2
617	одной стороны	2	2
618	высказывания –	7	2
619	относится к	4	2
620	лежат в	1	2
621	являются не	1	2
622	в борьбу	1	2
623	для нее	1	2
624	переживание –	3	2
625	или может	2	2
626	снова и	1	2
627	распадается на	2	2
628	творчества –	3	2
629	в различных	1	2
630	и значение	6	2
631	превращается в	2	2
632	той социальной	2	2
633	еще более	1	2
634	он их	1	2
635	цели и	1	2
636	на первых	1	2
637	пытается объяснить	1	2
638	никаких оснований	1	2
639	же самое	9	2
640	мы полагаем	2	2
641	всего этого	1	2
642	продолжает жить	1	2
643	с другой	6	2
644	ничего что	2	2
645	о каком	1	2
646	его целом	2	2
647	в отличие	7	2
648	которого они	1	2
649	всех областях	2	2
650	содержание психики	5	2
651	мог бы	2	2
652	и во	2	2
653	смотрят на	1	2
654	но именно	4	2
655	за пределами	2	2
656	вещи и	1	2
657	только при	4	2
658	то она	1	2
659	официальной идеологии	1	2
660	присуща и	1	2
661	для понимания	4	2
662	мы говорили	3	2
663	воли и	1	2
664	друг друга	10	2
665	и психики	1	2
666	комплекс –	1	2
667	бы в	4	2
668	исключительно в	1	2
669	– в.в	3	2
670	подойти к	3	2
671	проходит через	1	2
672	конечно только	1	2
673	из этой	1	2
674	жизни но	2	2
675	и социальных	1	2
676	как к	2	2
677	на языке	1	2
678	что с	1	2
679	но более	2	2
680	мы могли	1	2
681	по преимуществу	5	2
682	не выходит	1	2
683	выходит за	1	2
684	и всей	1	2
685	и служит	1	2
686	– на	3	2
687	зависит от	2	2
688	с одной	2	2
689	вполне понятно	6	2
690	такого рода	1	2
691	в состоянии	1	2
692	и борьбы	2	2
693	ни было	15	2
694	ярким и	1	2
695	для всего	3	2
696	пр –	1	2
697	он и	2	2
698	полагаем что	2	2
699	о нем	1	2
700	и сама	2	2
701	в качестве	4	2
702	остальное –	1	2
703	то мы	4	2
704	но как	3	2
705	и выражение	1	2
706	на которой	1	2
707	и современная	2	2
708	критика теории	2	2
709	нет это	2	2
710	силу и	1	2
711	каждого человека	2	2
712	же такое	1	2
713	природной и	1	2
714	– они	1	2
715	в каком-либо	1	2
716	потому-то и	1	2
717	комплекс и	1	2
718	что между	1	2
719	внешнего мира	1	2
720	в их	5	2
721	мировоззрения и	1	2
722	и объективной	1	2
723	сказать не	1	2
724	а на	1	2
725	этого сознания	2	2
726	отказаться от	1	2
727	из важнейших	4	2
728	не нуждается	1	2
729	исторического материализма	1	2
730	дело в	1	2
731	так поступает	1	2
732	откуда же	1	2
733	слагается из	3	2
734	и всего	2	2
735	субъективная психика	3	2
736	в конце	5	2
737	вообще не	2	2
738	между собою	1	2
739	– понятие	1	2
740	 глава	2	2
