N	2gram	Tiupa_Anal	Dialekti
1	не есть	8	181
2	и не	33	120
3	и т	3	82
4	по себе	6	79
5	а не	25	78
6	и в	30	77
7	точки зрения	10	72
8	может быть	33	71
9	не только	30	66
10	то что	11	59
11	и есть	3	55
12	ничего не	10	54
13	не может	26	53
14	и даже	10	47
15	с точки	6	46
16	что это	1	46
17	есть нечто	1	46
18	так как	3	46
19	потому что	3	45
20	не просто	2	44
21	стало быть	2	44
22	как бы	15	43
23	и что	2	42
24	ни в	5	42
25	не имеет	1	41
26	вовсе не	4	41
27	в том	36	40
28	в этом	31	39
29	то же	12	39
30	что она	1	38
31	в себе	17	38
32	что он	3	37
33	том что	21	37
34	прежде всего	8	37
35	так что	3	36
36	это не	7	36
37	она есть	2	35
38	что в	7	34
39	в нем	3	34
40	и все	5	33
41	того что	5	33
42	но и	29	32
43	все это	2	31
44	сказать что	2	30
45	отнюдь не	22	30
46	и как	6	30
47	было бы	4	29
48	так и	16	29
49	как и	23	28
50	никогда не	4	27
51	в виду	2	26
52	крайней мере	4	26
53	не в	17	26
54	по крайней	4	26
55	сама по	1	26
56	говорить о	3	25
57	учение о	1	25
58	и то	4	25
59	есть не	9	25
60	но это	1	24
61	если бы	6	24
62	есть всегда	1	24
63	таким образом	5	23
64	в то	10	23
65	что оно	1	23
66	я не	2	22
67	что не	3	21
68	в чем	2	21
69	личности и	3	21
70	должна быть	1	21
71	личность есть	2	21
72	и с	2	20
73	о том	11	20
74	что и	5	20
75	что все	2	20
76	в таком	5	20
77	только в	8	20
78	в каком	1	20
79	совершенно не	2	20
80	только тогда	1	20
81	уже не	6	20
82	как раз	5	20
83	в самом	12	19
84	не менее	5	19
85	в своем	2	19
86	как это	5	19
87	тогда когда	3	19
88	что мы	3	19
89	и его	9	19
90	же время	7	18
91	хотя бы	4	18
92	не что	5	18
93	с другой	7	18
94	что иное	6	18
95	ни на	1	18
96	что же	3	18
97	мифа и	1	18
98	жизни и	1	18
99	иное как	6	18
100	в особенности	1	17
101	можно сказать	6	17
102	в сущности	10	17
103	той или	8	17
104	должно быть	2	17
105	в основе	6	17
106	но если	1	17
107	одно и	2	16
108	к нему	4	16
109	только не	6	16
110	тем не	3	16
111	или не	2	16
112	сам по	1	16
113	в своей	7	16
114	да и	2	16
115	нет ничего	2	16
