N	2gram	Vygotskiy_	Hudozhes
1	в качестве	9	31
2	и в	47	23
3	не только	36	20
4	состоит в	3	20
5	в том	38	20
6	при этом	4	19
7	может быть	20	19
8	в частности	4	18
9	и не	27	16
10	но и	19	14
11	внутренней речи	78	14
12	а не	7	13
13	но не	13	13
14	а в	3	13
15	в себе	14	13
16	в этом	47	12
17	то же	16	12
18	так и	8	12
19	и его	14	12
20	представляет собой	23	11
21	как бы	13	11
22	точки зрения	39	11
23	в его	7	11
24	по отношению	10	10
25	но в	9	10
26	отношению к	9	10
27	или иной	2	9
28	том что	28	9
29	с другой	7	9
30	не в	7	9
31	не может	23	9
32	особого рода	1	8
33	в области	5	8
34	в то	10	8
35	что в	23	7
36	в самом	15	7
37	только в	24	7
38	в своей	4	7
39	в основе	5	7
40	же время	1	7
41	в отличие	4	7
42	отличие от	4	7
43	как это	7	7
44	по своей	12	7
45	лишь в	3	7
46	отношение к	8	7
47	другой стороны	3	6
48	приводит к	10	6
49	уже не	1	6
50	можно сказать	9	6
51	с ее	2	6
52	с его	1	6
53	мы имеем	3	6
54	в ее	7	6
55	по сути	1	6
56	в нем	6	6
57	ни в	3	5
58	в виду	5	5
59	конечном счете	2	5
60	что он	13	5
61	не менее	6	5
62	не является	4	5
63	того чтобы	26	5
64	для того	24	5
65	иначе говоря	3	5
66	как к	4	5
67	для него	6	5
68	того что	27	5
69	прежде всего	9	5
70	с другими	5	5
71	в их	4	5
72	в конечном	2	5
73	между ними	8	5
74	той или	2	5
75	самим собой	2	5
76	тем самым	14	5
77	то что	40	5
78	в ходе	14	5
79	могут быть	7	5
80	место в	1	5
81	слова как	5	5
82	во втором	5	4
83	для себя	24	4
84	по пути	1	4
85	например в	5	4
86	отношения к	5	4
87	в слове	11	4
88	роли в	1	4
89	из которого	3	4
90	еще не	5	4
91	в данном	7	4
92	языка в	2	4
93	входит в	3	4
94	в другом	3	4
95	говорить о	1	4
96	и т.д	4	4
97	сказать что	18	4
98	к которому	3	4
99	в своем	3	4
100	к тому	13	4
101	и то	10	4
102	это не	6	4
103	в отношении	9	4
104	его в	7	4
105	не знает	3	4
106	деятельности в	3	4
107	и как	7	4
108	в этих	2	4
109	в себя	4	4
110	а только	2	4
111	между тем	2	4
112	речи и	36	4
113	он не	5	4
114	и тем	10	4
115	и что	14	4
116	в форме	1	4
117	далеко не	1	4
118	и о	4	4
119	силу своей	1	4
120	в силу	21	4
121	хотя и	4	4
122	в той	7	3
123	и к	11	3
124	к действительности	2	3
125	на деле	2	3
126	и составляет	2	3
127	и на	4	3
128	в момент	4	3
129	всех и	1	3
130	с этой	5	3
131	даже в	2	3
132	была бы	3	3
133	о чем	8	3
134	подобно тому	2	3
135	если бы	8	3
136	оказывается в	1	3
137	есть в	5	3
138	а именно	1	3
139	одно слово	1	3
140	сути дела	2	3
141	имеет место	4	3
142	как и	19	3
143	к его	3	3
144	их в	2	3
145	никто не	2	3
146	себя и	2	3
147	в иной	2	3
148	тем не	4	3
149	культуры в	1	3
150	и того	3	3
151	и состоит	3	3
152	в противоположность	1	3
153	к нему	5	3
154	потому что	26	3
155	одной стороны	7	3
156	отношении к	4	3
157	в одном	4	3
158	другого в	1	3
159	известной степени	2	3
160	мог бы	6	3
161	как правило	2	3
162	это отношение	3	3
163	во всей	3	3
164	и внешней	1	3
165	в структуре	2	3
166	из этих	6	3
167	и для	5	3
168	в системе	3	3
169	он должен	1	3
170	таким образом	38	3
171	на языке	1	3
172	с одной	7	3
173	том числе	2	3
174	с точки	31	3
175	как раз	6	3
176	двоякого рода	1	3
177	и притом	4	3
178	связи с	4	3
179	но он	3	3
180	в таком	2	3
181	как говорит	6	3
182	в связи	1	3
183	по своему	11	3
184	во всех	9	3
185	деятельность по	1	3
186	тому как	2	3
187	в акте	1	3
188	принадлежит к	2	3
189	в свою	3	3
190	в которой	16	3
191	одно и	3	3
192	к области	1	3
193	анна каренина	1	3
194	в пределах	3	3
195	этом смысле	2	3
196	того же	7	3
197	человека с	1	3
198	что можно	2	3
199	одного и	3	3
200	слова в	7	3
201	в целом	7	3
202	и ее	3	3
203	и другие	1	2
204	один из	3	2
205	речевой деятельности	7	2
206	жизни а	1	2
207	и который	1	2
208	для возникновения	2	2
209	с ним	5	2
210	жить и	2	2
211	из которых	3	2
212	не как	1	2
213	а затем	2	2
214	одно из	6	2
215	том и	3	2
216	по себе	5	2
217	вещами и	1	2
218	в них	3	2
219	оно не	3	2
220	этой точки	4	2
221	самом деле	6	2
222	между которыми	2	2
223	заключается в	14	2
224	все эти	7	2
225	имеет дело	1	2
226	к более	3	2
227	именно в	9	2
228	значения и	3	2
229	в порядке	3	2
230	значительной степени	1	2
231	из тех	2	2
232	и соответственно	1	2
233	в одно	1	2
234	как в	7	2
235	никем не	2	2
236	языка на	2	2
237	бы не	1	2
238	отличается от	6	2
239	у одного	2	2
240	вследствие этого	1	2
241	в известном	2	2
242	всей своей	1	2
243	которая не	1	2
244	в каком	2	2
245	к другому	5	2
246	о том	5	2
247	мы легко	2	2
248	свою очередь	3	2
249	это и	7	2
250	еще и	1	2
