N	3gram	Losev_Dial	Tvorches
1	в то же	3	25
2	то же время	3	24
3	и т д	38	17
4	в том что	12	11
5	у достоевского в	1	9
6	о том что	6	8
7	и в то	2	7
8	в романе достоевского	1	7
9	в конечном счете	1	6
10	не может быть	12	6
11	но в то	1	6
12	и т п	1	5
13	в самом деле	6	5
14	до сих пор	1	4
15	по крайней мере	10	4
16	с точки зрения	25	4
17	с самого начала	1	4
18	это как бы	1	3
19	дело не в	1	3
20	в таком случае	11	3
21	сами по себе	3	3
22	точно так же	3	3
23	том что в	1	3
24	в отличие от	1	3
25	это значит что	25	3
26	во всяком случае	3	3
27	как и в	3	3
28	с другой стороны	3	3
29	хотя и не	2	3
30	и не может	1	3
31	ни во что	1	2
32	это не значит	1	2
33	в данном случае	3	2
34	для того чтобы	1	2
35	тем не менее	10	2
36	не значит что	2	2
37	что у него	1	2
38	не имеют для	1	2
39	но при этом	1	2
40	на первом плане	1	2
41	не потому что	2	2
42	что он сам	1	2
43	в глубине души	1	2
44	в конце концов	1	2
45	та же самая	1	2
46	а потому что	1	2
47	к тому же	2	2
48	не могут быть	3	2
49	не в силах	2	2
50	но это не	2	2
51	по самой своей	1	2
52	в связи с	3	2
53	в одном из	1	2
54	но прежде всего	1	2
55	заключается в том	1	2
56	только то что	1	2
57	можно сказать что	1	2
58	и та же	3	2
59	на самом деле	1	2
60	именно в этом	1	2
61	содержит в себе	2	2
62	так же как	2	2
63	не только в	1	2
64	и что в	1	2
65	в этот момент	1	1
66	я не буду	3	1
67	имеет в виду	1	1
68	и как бы	2	1
69	вмешательство высшей силы	1	1
70	что такое время?	1	1
71	имеет место в	1	1
72	и даже не	2	1
73	по себе а	2	1
74	о том как	2	1
75	в применении к	1	1
76	том смысле что	1	1
77	не содержит в	1	1
78	если же в	1	1
79	не менее чем	1	1
80	в мире нет	1	1
81	ничего не говорит	5	1
82	значит что он	4	1
83	что оно не	1	1
84	то или иное	4	1
85	д и т	7	1
86	не мешает его	1	1
87	он не может	3	1
88	так и от	1	1
89	и не мог	2	1
90	привело нас к	1	1
91	на свете есть	1	1
92	что в них	1	1
93	и мы не	1	1
94	друг на друга	1	1
95	с одной из	1	1
96	т д в	2	1
97	потому что в	1	1
98	мы никогда не	1	1
99	это не просто	1	1
100	уже по самой	1	1
101	не о том	1	1
102	и прежде всего	6	1
103	в чем не	1	1
104	вмешательство высших сил	2	1
105	по себе не	1	1
106	далеко еще не	1	1
107	то ни было	1	1
108	возникает вопрос о	1	1
109	и всякого рода	1	1
110	что это не	3	1
111	по себе и	1	1
112	то же самое	1	1
113	которые сами по	1	1
114	души и тела	2	1
115	к тому что	2	1
116	что с точки	2	1
117	не может не	3	1
118	как же может	1	1
119	на самом же	1	1
120	в нем нет	2	1
121	не только на	1	1
122	бы то ни	2	1
123	на наших глазах	1	1
124	вдруг все это	1	1
125	и в том	1	1
126	не мог бы	1	1
127	и в этом	4	1
128	его движения и	1	1
129	может и не	1	1
130	для него есть	1	1
131	т д и	8	1
132	и тем не	2	1
133	того или иного	3	1
134	за то что	1	1
135	т д все	1	1
136	той или иной	2	1
137	признать что в	1	1
138	равно как и	2	1
139	это вовсе не	1	1
140	от живой жизни	1	1
141	самом же деле	1	1
142	себя но это	1	1
143	не может нас	1	1
144	он хочет быть	1	1
145	а вместе с	1	1
146	мы видим в	1	1
147	он пришел к	1	1
148	в том смысле	1	1
149	может быть ни	1	1
150	же может быть	1	1
151	в чем же	2	1
152	не мог не	1	1
153	могут быть без	1	1
154	существует также и	1	1
155	организации пространства и	1	1
156	именно в этот	1	1
157	не похоже на	1	1
158	имеем в виду	1	1
159	ясно что это	2	1
160	не может и	1	1
161	в них же	1	1
162	служит как бы	1	1
163	может быть иначе	1	1
164	ту или иную	1	1
165	может быть в	1	1
166	и не в	1	1
167	с одной стороны	3	1
168	и даже в	1	1
169	жизнь для него	1	1
170	можно говорить лишь	1	1
171	на точку зрения	1	1
172	в то время	6	1
173	то и другое	2	1
174	со всех сторон	1	1
175	и с самим	1	1
176	но дело не	1	1
177	то что является	1	1
178	исторического процесса в	1	1
179	как и на	1	1
180	я не могу	1	1
181	не что иное	6	1
182	и никогда не	1	1
183	и настоящее и	1	1
184	он видит и	1	1
185	мира а не	1	1
186	и я бы	1	1
187	только потому что	1	1
188	не только потому	1	1
189	мы имеем в	1	1
190	у нас не	1	1
191	есть прежде всего	4	1
192	в этом его	1	1
193	если он не	1	1
194	не зависит от	1	1
195	что в нем	1	1
196	же как и	1	1
197	если он хочет	1	1
198	такое время? время	1	1
199	одна и та	3	1
200	но только не	1	1
201	есть по преимуществу	1	1
202	что иное как	6	1
203	а что если	1	1
204	вопрос о том	1	1
205	личности и ее	2	1
206	и не только	5	1
207	это и есть	4	1
208	и нет ничего	4	1
209	в виду что	2	1
210	ни в чем	2	1
211	мы не можем	2	1
212	в этот день	1	1
213	как и всякая	1	1
214	что оба они	1	1
