N	3gram	Losev_Prob	Dialekti
1	и т д	20	75
2	это значит что	8	47
3	с точки зрения	9	46
4	миф не есть	1	43
5	сама по себе	11	26
6	по крайней мере	9	26
7	в том что	17	25
8	не есть ни	4	24
9	ни в каком	8	18
10	не может быть	5	18
11	не что иное	6	18
12	что иное как	6	18
13	тем не менее	23	16
14	сам по себе	10	16
15	само по себе	5	16
16	в то же	10	14
17	в таком случае	7	14
18	т д и	5	14
19	только тогда когда	1	13
20	д и т	5	12
21	и то же	5	12
22	с другой стороны	11	12
23	о том что	8	12
24	одно и то	4	12
25	ровно ничего не	2	12
26	есть то что	3	11
27	ничего не говорит	1	11
28	есть не что	6	11
29	на то что	2	11
30	в самом деле	1	10
31	той или другой	6	10
32	есть нечто существующее	1	10
33	все на свете	2	9
34	имеется в виду	6	9
35	иметь в виду	2	9
36	по себе не	1	9
37	что он есть	2	9
38	и в этом	6	9
39	содержит в себе	13	9
40	и не только	1	9
41	вовсе не есть	12	9
42	подобно тому как	2	9
43	то или иное	3	9
44	не есть просто	4	9
45	это и есть	3	9
46	не значит что	2	8
47	не только не	5	8
48	только то что	4	8
49	тех или других	3	8
50	или по крайней	6	8
51	а не просто	5	8
52	в то время	6	8
53	то время как	6	8
54	та или иная	4	8
55	в этом смысле	5	8
56	от всего прочего	1	7
57	можно сказать что	2	7
58	вовсе не в	2	7
59	так или иначе	2	7
60	сами по себе	8	7
61	в каком случае	5	7
62	точно так же	5	7
63	в связи с	9	7
64	той или иной	16	7
65	то это значит	3	7
66	не потому что	1	7
67	не говоря уже	1	7
68	и в частности	4	7
69	только потому что	3	6
70	для того чтобы	4	6
71	крайней мере в	1	6
72	более или менее	2	6
73	в зависимости от	3	6
74	и прежде всего	3	6
75	и в то	2	6
76	не нуждается в	1	6
77	не имеет никакого	3	6
78	в каком смысле	1	6
79	то что мы	3	6
80	в сравнении с	4	6
81	во всяком случае	8	6
82	с одной стороны	2	6
83	может быть и	3	6
84	имеет ничего общего	3	5
85	тем более не	2	5
86	на самом деле	5	5
87	и больше ничего	3	5
88	не говорит о	1	5
89	по сравнению с	3	5
90	того или другого	3	5
91	не отличается от	1	5
92	это не есть	1	5
93	несмотря на всю	1	5
94	потому что она	1	5
95	ничего общего с	2	5
96	в конце концов	4	5
97	потому что он	6	5
98	не имеет ничего	3	5
99	тем или другим	1	5
100	по себе и	2	5
101	и тем не	6	5
102	к тому что	1	5
103	на первый план	3	5
104	то и другое	1	5
105	содержать в себе	2	5
106	есть символ в	2	5
107	от того что	1	5
108	в том смысле	4	5
109	не есть только	1	5
110	до сих пор	4	5
111	от всякого другого	1	5
112	одной и той	1	5
113	ничто не мешает	2	5
114	есть прежде всего	3	5
115	что в нем	1	5
116	и той же	1	5
117	это было бы	2	5
118	одной стороны и	1	4
119	это не значит	1	4
120	по себе а	3	4
121	том смысле что	4	4
122	ни в чем	2	4
123	с этой точки	1	4
124	то в чем	1	4
125	имеет никакого отношения	1	4
126	так же как	3	4
127	но даже и	7	4
128	уже по одному	2	4
129	этой точки зрения	2	4
130	так как она	1	4
131	если иметь в	2	4
132	и то и	1	4
133	т д все	1	4
134	одному тому что	1	4
135	в данном случае	12	4
136	и что такое	1	4
137	к тому же	1	4
138	то ясно что	2	4
139	как раз и	5	4
140	то же самое	17	4
141	из того что	1	4
142	но это не	1	4
143	равно как и	2	4
144	и может быть	2	4
145	и все на	1	4
146	не есть нечто	2	4
147	ничем не отличается	1	4
148	может быть в	1	4
149	того и другого	1	4
150	и тем более	4	4
151	и ни в	4	4
152	связи с этим	1	4
153	с той или	5	4
154	можно было бы	6	4
155	да и то	2	4
156	по одному тому	1	4
157	как бы ни	1	4
158	пространства и времени	1	4
159	но только не	1	4
160	никакого отношения к	3	4
161	и нет ничего	1	4
162	в той или	7	3
163	тех или иных	7	3
164	и как бы	2	3
165	самом же деле	7	3
166	как будто бы	7	3
167	каком случае не	4	3
168	ничего общего не	1	3
169	из которых состоит	2	3
170	что это за	3	3
171	когда мы говорим	5	3
172	и есть то	2	3
173	не может существовать	1	3
174	есть нечто и	1	3
175	т д в	1	3
176	не сама по	2	3
177	то же что	1	3
178	где же тут	1	3
179	не есть и	1	3
180	если бы мы	1	3
181	нельзя сказать что	1	3
182	это и значит	2	3
183	а потому что	1	3
184	даже больше того	1	3
185	которая хотя и	1	3
186	говорит ни о	1	3
187	это вовсе не	5	3
188	и говорить о	2	3
189	несмотря ни на	2	3
190	но все же	1	3
191	потому что здесь	1	3
192	мы находим в	2	3
193	на самом же	7	3
194	есть не просто	1	3
195	бы то ни	5	3
196	д все это	1	3
197	даже и не	6	3
198	и не может	1	3
199	не просто как	2	3
200	того или иного	5	3
201	не говорит ни	1	3
202	это не мешает	1	3
203	мы говорим что	1	3
204	в чем же	2	3
205	он всегда есть	1	3
206	ни в какой	1	3
207	не что-нибудь иное	1	3
208	ту или иную	3	3
209	как и в	2	3
210	каком смысле не	1	3
211	может содержать в	1	3
212	о том как	4	3
213	в себе и	2	3
214	хотя и не	2	3
215	и значит что	1	3
216	не было бы	3	3
217	не только в	2	3
218	речь идет о	1	3
219	есть таким образом	1	3
220	же как и	4	3
221	миф есть в	1	3
222	принять во внимание	1	3
223	так что в	2	3
224	что же такое	3	3
225	если угодно можно	1	2
226	что он не	2	2
227	но то что	1	2
228	в вопросе о	1	2
229	речь именно о	1	2
230	начинаем говорить о	1	2
231	ведь мы же	1	2
232	бы и не	1	2
233	то тем самым	2	2
234	по себе но	2	2
235	для нас в	1	2
236	как и вообще	2	2
237	то это будет	1	2
238	как же это	1	2
239	в каждом из	1	2
240	было бы в	1	2
241	отвлеченная идея и	1	2
242	идет речь именно	1	2
243	не содержит в	1	2
244	так что оно	1	2
245	не говорят о	1	2
246	есть та или	1	2
247	не есть материя	1	2
248	времени и пространства	1	2
249	из них и	1	2
250	прежде всего символ	1	2
251	ни в каких	1	2
252	в собственном смысле	1	2
253	хотя бы и	2	2
254	дело не в	4	2
255	только сказать что	1	2
256	ничем не отличаются	1	2
257	то что есть	1	2
258	поскольку речь идет	1	2
259	всякому ясно что	1	2
260	то одно что	1	2
261	во что бы	1	2
262	друг от друга	3	2
263	в подлинном смысле	1	2
264	мы находим например	1	2
265	есть он сам	1	2
266	в нем не	1	2
267	уже не есть	3	2
268	содержат в себе	1	2
269	заключается только в	2	2
270	дело вовсе не	2	2
271	того что не	1	2
272	несет на себе	3	2
273	было бы только	1	2
274	уже сама по	1	2
275	тут перед нами	1	2
276	даже если бы	1	2
277	не отличаются от	1	2
278	что имеется в	1	2
279	ни о чем	1	2
280	это не просто	1	2
281	нечего и говорить	2	2
282	если его брать	2	2
283	как мы это	1	2
284	в чем не	2	2
285	его брать как	1	2
286	но также и	2	2
287	каком случае нельзя	1	2
288	при этом условии	1	2
289	то самое что	1	2
290	точки зрения в	1	2
291	они вовсе не	2	2
292	не думает что	1	2
293	этом смысле есть	1	2
294	мы должны сказать	6	2
295	нет никакой возможности	4	2
296	из всего этого	1	2
297	хотя бы только	1	2
298	совершенно не существует	1	2
299	не менее в	3	2
300	заключается не в	1	2
301	перед нами не	1	2
302	и по сравнению	1	2
303	а это значит	3	2
304	а не что-нибудь	3	2
305	но что же	1	2
306	все же есть	2	2
307	в чистом виде	3	2
308	она еще не	1	2
309	с первого взгляда	3	2
310	и состоит из	1	2
311	друг к другу	1	2
312	по себе есть	1	2
313	еще не есть	4	2
314	ни на какую	1	2
315	то же и	2	2
316	никогда и не	1	2
317	значит что оно	1	2
318	точки зрения диалектики	1	2
319	и даже просто	1	2
320	и не в	2	2
321	к выводу что	1	2
322	сказать что в	1	2
323	бы она ни	2	2
324	должны сказать что	5	2
325	но никак не	4	2
326	потому что мы	2	2
327	мы не можем	2	2
328	идеи и образа	1	2
329	но все это	1	2
330	если принять во	1	2
331	потому что и	1	2
332	несмотря на свою	2	2
333	тот или иной	4	2
334	что бы то	1	2
335	мы говорим об	1	2
336	и не просто	3	2
337	вовсе не обязательно	1	2
338	только на то	1	2
339	дело в том	4	2
340	отнюдь не есть	1	2
341	и все его	1	2
342	не существует но	1	2
343	это и не	3	2
344	она и есть	1	2
345	по себе как	2	2
346	уже не просто	1	2
347	которые могут быть	1	2
348	вопрос о том	1	2
349	что оно есть	1	2
350	в себе не	1	2
351	и то что	8	2
352	мы только что	2	2
353	тем что оно	1	2
354	и вовсе не	6	2
355	на первый взгляд	3	2
356	теми или другими	2	2
357	и поэтический образ	1	2
358	ни с чем	1	2
359	по себе вовсе	1	2
