N	2gram	Tiupa_Anal	Problemy
1	и в	36	106
2	и не	14	90
3	как бы	14	70
4	может быть	19	66
5	т е	2	59
6	в его	12	56
7	в этом	19	52
8	в нем	3	51
9	не может	3	49
10	как и	27	44
11	что он	5	44
12	точки зрения	3	40
13	но и	26	40
14	для него	8	39
15	и его	18	39
16	а не	16	38
17	о себе	4	37
18	то же	7	36
19	не только	40	36
20	в пределах	5	35
21	то что	5	33
22	но в	8	33
23	прежде всего	7	32
24	он не	9	29
25	в то	8	29
26	все это	5	29
27	и все	3	28
28	в одном	4	27
29	не в	9	27
30	к другому	1	27
31	к себе	1	26
32	же время	7	26
33	в самом	7	25
34	и с	1	25
35	с точки	2	25
36	в сущности	5	25
37	и т	1	25
38	себе самому	2	25
39	с самим	3	24
40	не как	3	24
41	вовсе не	2	24
42	героя и	7	24
43	самом деле	2	24
44	рядом с	1	23
45	и на	5	23
46	слова и	1	23
47	по себе	6	22
48	в каждом	4	22
49	таким образом	4	22
50	там где	2	21
51	как мы	4	21
52	все же	6	20
53	никогда не	7	20
54	только в	9	20
55	потому что	1	20
56	что же	1	19
57	что в	15	19
58	с его	15	19
59	отношению к	9	19
60	слова в	2	19
61	уже не	9	18
62	по отношению	9	18
63	в себе	7	18
64	еще не	7	18
65	на самом	1	18
66	но не	13	18
67	все эти	2	18
68	слово о	1	18
69	и к	7	17
70	себе самом	2	17
71	самим собою	3	17
72	с ним	2	17
73	а в	17	17
74	в том	16	17
75	это не	4	17
76	так и	19	17
77	так же	1	16
78	если бы	2	16
79	в своей	12	16
80	этом смысле	1	16
81	в другом	3	16
82	у него	2	15
83	и для	4	15
84	и наконец	1	15
85	и сам	8	14
86	в своем	7	14
87	как раз	8	14
88	в конце	6	14
89	другого человека	1	14
90	в отношении	2	14
91	себя самого	1	14
92	я не	3	14
93	он и	4	14
94	с другим	1	14
95	лишь в	9	14
96	на него	1	13
97	с другими	1	13
98	его в	4	13
99	большинстве случаев	1	13
100	в мире	17	13
101	героя в	1	13
102	в романе	3	13
103	себя и	2	13
104	перед нами	7	13
105	голосов в	1	13
106	в большинстве	2	13
107	в целом	8	13
108	при этом	19	12
109	даже в	6	12
110	и как	5	12
111	и даже	12	12
112	к тому	10	12
113	во всяком	6	12
114	что и	10	12
115	не знает	2	12
116	так сказать	2	12
117	так что	2	12
118	и что	2	12
119	за пределы	3	12
120	было бы	6	12
121	между тем	8	12
122	одного сознания	1	12
123	как в	9	12
124	том что	19	12
125	у меня	1	12
126	но это	3	12
127	ничего не	3	12
128	в одной	2	12
129	в плане	1	12
130	пределах одного	1	11
131	тем что	3	11
132	их в	1	11
133	входит в	4	11
134	с другой	10	11
135	ни одного	1	11
136	он сам	2	11
137	должно быть	1	11
138	бы в	1	11
139	мы уже	2	11
140	в форме	2	11
141	не могут	2	11
142	бы и	2	11
143	сливается с	1	11
144	самого героя	1	11
145	этого слова	3	11
146	она не	3	11
147	или как	1	11
148	как будто	1	11
149	конце концов	1	11
150	слово не	1	10
151	в произведении	3	10
152	второго голоса	1	10
153	что не	3	10
154	сих пор	1	10
155	до сих	1	10
156	для себя	2	10
157	в слове	5	10
158	приводит к	5	10
159	той же	7	10
160	в самой	1	10
161	к одному	2	10
162	слова с	1	10
163	далеко не	8	10
164	отношение к	2	10
165	ведь и	2	10
166	в той	3	9
167	другой стороны	7	9
168	в них	4	9
169	хотя бы	1	9
170	что у	3	9
171	ивана карамазова	1	9
172	хотя и	4	9
173	но он	1	9
174	могут быть	4	9
175	всяком случае	6	9
176	самим собой	3	9
177	да и	3	9
178	романе достоевского	1	9
179	или в	4	9
180	раз и	1	9
181	и потому	3	9
182	человека в	3	9
183	в результате	6	8
184	и до	2	8
185	о том	9	8
186	чужой голос	1	8
187	из них	4	8
188	и он	4	8
189	несмотря на	2	8
190	но как	4	8
191	одним из	1	8
192	здесь не	8	8
193	и у	1	8
194	и от	3	8
195	мы должны	1	8
196	нам кажется	3	8
197	что это	1	8
198	никак не	1	8
199	не на	1	8
200	с ними	2	8
