N	2gram	Vygotskiy_	Tvorches
1	и в	37	56
2	как бы	16	41
3	в его	16	37
4	в то	7	30
5	то же	12	25
6	не только	29	24
7	же время	2	24
8	но в	9	24
9	как и	20	23
10	и не	15	23
11	а в	4	23
12	и его	10	23
13	в этом	32	22
14	и т	1	22
15	что в	25	21
16	в том	47	21
17	он не	11	19
18	том что	42	19
19	может быть	19	19
20	потому что	11	19
21	у него	2	18
22	то что	32	18
23	таким образом	39	17
24	и на	8	17
25	что он	16	17
26	т д	1	17
27	все это	9	17
28	при этом	6	16
29	но и	23	16
30	никогда не	8	16
31	как в	7	16
32	прежде всего	12	16
33	не может	16	16
34	и с	10	15
35	в этой	13	15
36	с его	7	15
37	и даже	5	14
38	это не	5	14
39	там же	1	13
40	о том	14	13
41	а не	5	13
42	в котором	6	12
43	же с	1	12
44	тем самым	8	12
45	в целом	29	12
46	в своей	7	11
47	все же	6	11
48	отнюдь не	2	11
49	для него	5	11
50	в самом	16	10
51	представление о	7	10
52	нашему мнению	1	10
53	он сам	3	10
54	не в	9	10
55	в конце	2	10
56	только в	8	10
57	когда он	5	10
58	в основном	1	10
59	уже в	8	10
60	так и	12	10
61	но не	6	10
62	как будто	1	10
63	по нашему	2	10
64	в своих	6	9
65	наряду с	3	9
66	а затем	5	9
67	по мнению	2	9
68	и от	4	9
69	один из	3	9
70	жизни в	1	9
71	в свою	4	9
72	в нем	2	9
73	даже в	4	8
74	именно в	8	8
75	в соответствии	1	8
76	не менее	1	8
77	так же	18	8
78	к этому	7	8
79	хотя и	2	8
80	одним из	1	8
81	вместе с	14	8
82	соответствии с	1	8
83	одной из	4	8
84	еще не	1	8
85	в себе	8	8
86	так как	11	8
87	в их	5	8
88	на его	1	8
89	об этом	6	8
90	вовсе не	5	8
91	по сути	1	8
92	человека и	6	8
93	в этих	3	7
94	и сам	2	7
95	например в	1	7
96	уже не	2	7
97	казалось бы	8	7
98	в дальнейшем	1	7
99	за собой	4	7
100	он видит	1	7
101	что она	6	7
102	и он	1	7
103	в которой	6	7
104	в чем	5	7
105	самом деле	8	7
106	сути дела	1	7
107	в момент	1	6
108	еще более	1	6
109	в принципе	1	6
110	не столько	4	6
111	и как	7	6
112	конечном счете	4	6
113	на эту	2	6
114	хотя бы	7	6
115	одна из	1	6
116	в конечном	4	6
117	так что	2	6
118	и ее	9	6
119	а потому	1	6
120	с ним	3	6
121	если бы	10	6
122	и все	7	6
123	приводит к	8	6
124	в книге	3	6
125	все эти	6	6
126	ли не	1	6
127	место в	1	6
128	и другие	1	5
129	из всех	3	5
130	в пользу	6	5
131	мысли и	7	5
132	что человек	1	5
133	быть может	1	5
134	в них	5	5
135	что этот	2	5
136	с другой	16	5
137	приходит к	4	5
138	по отношению	12	5
139	в своем	10	5
140	в одной	3	5
141	во всей	8	5
142	все время	8	5
143	из них	4	5
144	что они	5	5
145	что у	3	5
146	на него	3	5
147	в ее	3	5
148	что и	3	5
149	не было	1	5
150	что не	2	5
151	в таком	1	5
152	я не	4	5
153	и это	3	5
154	и у	1	5
155	а с	8	5
156	что это	8	5
157	если не	3	5
158	между тем	10	5
159	в первой	3	5
160	дело не	1	5
161	значит что	1	5
162	показывает что	4	5
163	однако это	1	5
164	на деле	5	5
165	та же	1	5
166	с этим	8	5
167	самим собой	1	5
168	не имеют	1	5
169	это все	1	5
170	в современном	1	5
171	в истории	7	5
172	начиная с	2	5
173	до конца	1	5
174	том же	4	5
175	но если	3	5
176	тот же	7	5
177	ничего не	6	5
178	из этой	2	5
179	мы не	13	5
180	как у	1	5
181	в виде	3	5
182	но с	3	5
183	но эта	3	5
184	в ту	2	5
185	и по	3	5
186	и других	4	5
187	что я	1	5
188	это как	2	5
189	как он	7	5
190	отношению к	11	5
191	в известной	2	5
192	с этой	7	4
193	него в	1	4
194	с собой	5	4
195	тем что	7	4
196	для автора	1	4
197	но эти	1	4
198	представляет собой	13	4
199	по самой	2	4
200	только на	1	4
201	говорить о	4	4
202	говорит что	9	4
203	превращается в	3	4
204	не вполне	1	4
205	самого начала	9	4
206	с большим	1	4
207	что все	8	4
208	точки зрения	49	4
209	это значит	1	4
210	крайней мере	1	4
211	к нему	1	4
212	мы видим	7	4
213	и мы	3	4
214	и потому	3	4
215	с точки	34	4
216	однако этот	1	4
217	сновидения и	1	4
218	не знает	1	4
219	что его	6	4
220	который в	7	4
221	же как	8	4
222	так сказать	1	4
223	сих пор	4	4
224	в такой	4	4
225	личности и	1	4
226	не мог	1	4
227	как это	6	4
228	и я	2	4
229	этот вопрос	6	4
230	ту же	3	4
231	как известно	8	4
232	но без	1	4
233	человек это	1	4
234	однако в	1	4
235	могут быть	5	4
236	о его	1	4
237	и есть	2	4
238	ведет к	1	4
239	до сих	4	4
240	этой книги	2	4
241	в область	1	4
242	утверждает что	3	4
243	в которых	6	4
244	по крайней	1	4
245	перед нами	7	4
246	в основе	9	4
247	и более	6	4
248	связана с	4	4
249	эта мысль	3	4
250	на землю	1	4
251	при помощи	2	4
252	в отличие	3	4
253	той же	4	4
254	того что	28	4
255	связан с	5	4
256	зависит от	2	4
257	дело в	3	4
258	к жизни	1	4
259	личности в	1	4
260	с самого	9	4
261	он говорит	2	4
262	он ни	1	4
263	отличие от	3	4
264	в частности	8	4
265	еще в	1	4
266	действительной жизни	1	4
267	в плане	1	4
268	считает что	1	4
269	такой же	3	4
270	и наконец	3	4
271	что на	2	4
272	и к	9	3
273	психологического анализа	1	3
274	от него	1	3
275	главе с	1	3
276	только что	7	3
277	кроме того	1	3
278	в виду	5	3
279	другой стороны	10	3
280	во главе	1	3
281	но что	3	3
282	по себе	9	3
283	связь с	2	3
284	в первом	2	3
285	к осознанию	1	3
286	в жизни	2	3
287	только для	6	3
288	отличается от	1	3
289	так например	1	3
290	к тому	10	3
291	на все	5	3
292	во всяком	6	3
293	можно сказать	6	3
294	больше чем	1	3
295	с полным	1	3
296	не боится	1	3
297	в свете	5	3
