N	4gram	Vygotskiy_	StatiiOP
1	дело в том что	2	9
2	в то же время	1	9
3	заключается в том что	6	6
4	в то время как	4	5
5	в том что в	1	4
6	о том что он	1	4
7	и в самом деле	1	3
8	в том что он	1	3
9	сомнений в том что	2	2
10	состоит в том что	3	2
11	совершенно так же как	1	2
12	когда речь идет о	1	2
13	на вопрос о том	2	2
14	в том числе и	3	2
15	и в то же	1	2
16	о том что в	1	2
17	все более и более	3	2
18	бы то ни было	1	2
19	но вместе с тем	4	2
20	в том что этот	1	2
21	в той или иной	1	2
22	и в этом отношении	1	2
23	как уже сказано выше	1	1
24	того чтобы убедиться в	1	1
25	в том что такое	1	1
26	с точки зрения той	1	1
27	и я не могу	1	1
28	до самого последнего времени	1	1
29	для того чтобы показать	3	1
30	том виде в каком	1	1
31	в собственном смысле этого	3	1
32	что с точки зрения	2	1
33	даже по отношению к	1	1
34	ответа на вопрос о	1	1
35	собой разумеется что в	1	1
36	не потому что он	2	1
37	само по себе не	1	1
38	потому что он не	1	1
39	а с другой стороны	3	1
40	для того чтобы убедиться	1	1
41	мышления с другой стороны	1	1
42	и мн др но	1	1
43	как раз в этой	1	1
44	с одной стороны а	1	1
45	с этой точки зрения	1	1
46	о чем он думал	1	1
47	то что он не	1	1
48	как мы видели выше	1	1
49	в одной и той	1	1
50	в пользу того что	3	1
51	на вопрос о чем	1	1
52	одной стороны а с	1	1
53	то время как в	2	1
54	само собой разумеется что	1	1
55	состоит в том чтобы	1	1
56	что мы знаем об	2	1
57	но на самом деле	1	1
58	в другом месте и	2	1
59	для того чтобы стать	1	1
60	одной и той же	2	1
61	ответ на этот вопрос	3	1
62	одно и то же	2	1
63	той или иной мере	1	1
64	я не могу себе	1	1
65	и та и другая	1	1
66	то же время не	1	1
67	вместе с ним и	1	1
68	он не может быть	1	1
69	стороны а с другой	1	1
70	приводит к тому что	1	1
71	говорить о том что	1	1
72	в том виде в	1	1
73	не могу себе представить	1	1
74	так же как и	4	1
75	по мере того как	1	1
76	точно так же как	1	1
