N	3gram	Tiupa_Teor	Analitik
1	в том что	10	25
2	не может быть	5	19
3	по отношению к	10	18
4	в то же	8	16
5	о том что	1	15
6	в данном случае	5	14
7	в отличие от	7	14
8	то же время	8	14
9	той или иной	3	14
10	факторов художественного впечатления	4	13
11	к тому же	1	13
12	о блудном сыне	1	12
13	в сочетании с	2	11
14	в конечном счете	6	11
15	мы имеем дело	2	11
16	так и не	5	10
17	того или иного	6	9
18	с другой стороны	6	9
19	в свою очередь	3	9
20	по крайней мере	1	9
21	я в мире	8	9
22	подобно тому как	3	9
23	с одной стороны	3	9
24	присутствия в мире	6	8
25	значении этого слова	3	8
26	состоит в том	6	8
27	с точки зрения	3	8
28	как и в	2	8
29	в свое время	1	7
30	в таком случае	2	7
31	что иное как	1	7
32	кадров внутреннего зрения	7	7
33	присутствия я в	7	6
34	литературного произведения в	1	6
35	тем не менее	3	6
36	одного и того	4	6
37	так или иначе	5	6
38	в полной мере	1	6
39	и того же	4	6
40	не более чем	1	6
41	не что иное	1	6
42	в той или	1	5
43	а всего лишь	3	5
44	не только не	2	5
45	роли в миропорядке	5	5
46	есть не что	1	5
47	в русской литературе	2	5
48	том или ином	1	5
49	данного коммуникативного события	1	5
50	во времени и	1	5
51	в этом случае	1	5
52	как уже говорилось	2	5
53	имеем дело с	1	5
54	в самом начале	2	4
55	в нашем случае	2	4
56	до известной степени	2	4
57	в том или	1	4
58	составляет своего рода	1	4
59	в самом деле	2	4
60	обращает на себя	1	4
61	для того чтобы	5	4
62	в силу своей	4	4
63	собственно говоря и	1	4
64	в качестве системы	1	4
65	в первой строфе	4	4
66	не сводится к	9	4
67	тех или иных	3	4
68	и тем самым	2	4
69	в соответствии с	2	4
70	во второй строфе	4	4
71	в произведении искусства	1	4
72	в своем составе	3	4
73	в равной степени	3	4
74	автора и читателя	1	4
75	себя в другом	1	4
76	на себя внимание	1	4
77	участников коммуникативного события	1	4
78	в этом смысле	3	4
79	в известном смысле	2	4
80	из того что	1	4
81	в значительной степени	2	4
82	том что он	2	4
83	едва ли не	1	4
84	сама по себе	2	4
85	в основе своей	2	4
86	в контексте целого	1	3
87	и как бы	1	3
88	на каждом из	1	3
89	субъектной организации художественного	3	3
90	субъекта объекта и	1	3
91	одной из своих	1	3
92	между двумя паузами	1	3
93	дело не в	1	3
94	в том числе	3	3
95	как бы не	1	3
96	именно в этом	1	3
97	бы то ни	2	3
98	говоря и состоит	1	3
99	всех без исключения	3	3
100	в первом случае	1	3
101	речь идет о	1	3
102	в зависимости от	1	3
103	не в самом	2	3
104	организации художественного текста	4	3
105	а в том	1	3
106	то ни было	2	3
107	и а а	3	3
108	в связи с	3	3
109	то же самое	1	3
110	при этом как	1	3
111	в пределах текста	1	3
112	а не с	1	3
113	объектной и субъектной	1	3
114	в тарасе бульбе	2	3
115	по этой причине	1	3
116	то есть в	1	3
117	если говорить о	1	3
118	ментального внутреннего зрения	1	3
119	кто говорит и	2	3
120	тогда как в	2	3
121	организация литературного произведения	1	3
122	и в самом	2	3
123	в имени тебе	2	3
124	пушкина что в	2	3
125	можно сказать что	3	3
126	в соответствии со	1	3
127	может быть признано	1	3
128	имеем дело не	1	3
129	в противном случае	2	3
130	со стороны адресата	2	3
131	что в имени	2	3
132	объекта и адресата	1	3
133	включает в себя	2	3
134	дело в том	1	3
135	содержит в себе	1	3
136	слогов между двумя	1	3
137	в своей эстетической	1	3
138	не могут быть	2	3
139	может выступать в	1	3
140	особенно в сочетании	1	3
141	о полку игореве	2	3
142	однако при этом	2	3
143	между тем в	1	3
144	тот или иной	3	3
145	героя как ценностного	1	2
146	висит на волоске	3	2
147	мере в какой	1	2
148	в ритмическом ряду	1	2
149	что он не	1	2
150	и частной жизни	1	2
151	коммуникативного события в	1	2
152	только в присутствии	1	2
153	его эстетической доминантой	2	2
154	не только к	1	2
155	а и а	2	2
156	при условии что	1	2
157	объектной организации текста	1	2
158	слоя художественной реальности	1	2
159	как к содержанию	2	2
160	с легкой руки	2	2
161	внутренняя граница личности	2	2
162	в той мере	1	2
163	на первом слоге	1	2
164	в коем случае	2	2
165	этого слова как	1	2
166	в литературе нового	1	2
167	в данном контексте	2	2
168	в рамках одного	2	2
169	они сопоставлены или	1	2
170	субъекта и адресата	1	2
171	но в таком	1	2
172	единственный в тексте	1	2
173	в самом наличии	1	2
174	в частности это	1	2
175	по своему происхождению	1	2
176	литературе нового времени	1	2
177	между которыми располагается	1	2
178	рамках одного текста	2	2
179	с этой точки	2	2
180	самом наличии определенных	1	2
181	формах внутренней речи	1	2
182	организации художественного произведения	2	2
183	во внешнем мире	2	2
184	судьба или долг	1	2
185	доминирующая композиционная форма	1	2
186	в этом втором	1	2
187	более или менее	6	2
188	так лирический герой	1	2
189	следует смешивать с	3	2
190	длине ритмического ряда	1	2
191	милой гостьи с	2	2
192	лишь в самом	2	2
193	непосредственно к внутреннему	1	2
194	я во внешнем	1	2
195	я с его	2	2
196	углом они сопоставлены	1	2
197	у о о	2	2
198	ни в коем	2	2
199	говорящего иначе говоря	1	2
200	и соответствующую ей	1	2
201	текста но и	1	2
202	на уровне объектной	1	2
203	мира вокруг я	1	2
204	в миропорядке в	1	2
205	и прежде всего	1	2
206	определенных языковых стилей	1	2
207	модусы художественности в	1	2
208	как ценностного центра	1	2
209	а тем более	1	2
210	и в форме	2	2
211	креативная компетенция жанра	1	2
212	а с другой	2	2
213	внутреннего я во	1	2
214	длиной ритмического ряда	1	2
215	вокруг я героя	2	2
216	той мере в	1	2
217	и то же	2	2
218	наличии определенных языковых	1	2
219	в творческом акте	1	2
220	смысл литературного произведения	1	2
221	и в пределах	1	2
222	гостьи с дудочкой	2	2
223	со своей ролью	1	2
224	текста как и	1	2
225	как это случается	1	2
226	отношения к сообщаемому	2	2
227	к тому что	2	2
228	внутренне свободного игрового	1	2
229	это своего рода	2	2
230	в художественном тексте	1	2
231	ментального внутреннего слуха	1	2
232	же время они	1	2
233	своей событийной границы	1	2
234	а не только	1	2
235	либо в сторону	2	2
236	могли бы быть	1	2
237	центра этого мира	1	2
238	коем случае не	2	2
239	в чистом виде	1	2
240	сказания или анекдота	2	2
241	к внутреннему слуху	1	2
242	и в сущности	1	2
243	времени и в	2	2
244	несущая в себе	1	2
245	в том под	1	2
246	в этих случаях	1	2
247	как совокупность факторов	2	2
248	в том и	1	2
249	своих событийных границ	1	2
250	в миропорядке то	1	2
251	о о и	2	2
252	в русской поэзии	2	2
253	субъектная организация литературного	1	2
254	никогда не бывает	1	2
255	целостности человеческого я	1	2
256	карнавал переживаемый в	1	2
257	стихотворении пушкина что	2	2
258	диалектов а в	1	2
259	переживаемый в одиночку	1	2
260	том под каким	1	2
261	противопоставлены в произведении	1	2
262	на фоне этой	1	2
263	в противоречие с	1	2
264	позволяет говорить о	2	2
265	а в то	1	2
266	иной эстетической природы	1	2
267	в данный момент	2	2
268	заключается в том	1	2
269	поле зрения читателя	1	2
270	в сравнении с	1	2
271	других а не	1	2
272	в коммуникативной ситуации	1	2
273	случае мы имеем	1	2
274	этой точки зрения	2	2
275	этого текста в	1	2
276	в единое целое	2	2
277	именно такого рода	1	2
278	какой бы то	1	2
279	природу художественной реальности	1	2
280	средней длине ритмического	1	2
281	относительно своей роли	2	2
282	взглянула на меня	3	2
283	с самим собою	1	2
284	как это нередко	1	2
285	место лишь в	1	2
286	не все что	1	2
287	в таких случаях	1	2
288	имени тебе моем?	1	2
289	не в состоянии	1	2
290	ролью в миропорядке	1	2
291	языковых стилей социальных	1	2
292	данного модуса художественности	1	2
293	той же природы	1	2
294	внимательно взглянула на	3	2
295	ценностного центра этого	1	2
296	диалогическим углом они	1	2
297	здесь мы имеем	1	2
298	а между тем	1	2
299	личности а не	1	2
300	феноменов ментального внутреннего	2	2
301	в войне и	2	2
302	со всех сторон	1	2
303	говорит и как	1	2
304	каким диалогическим углом	1	2
305	в одной из	1	2
306	слове о полку	2	2
307	одно и то	2	2
308	но в то	2	2
309	организации феноменов ментального	2	2
310	состоит не в	1	2
311	по своей природе	3	2
312	сопоставлены или противопоставлены	1	2
313	при этом что	2	2
314	авторской позиции и	1	2
315	так и его	2	2
316	читательского внутреннего исполнения	1	2
317	в поле зрения	1	2
318	в этой системе	2	2
319	в пределах строки	2	2
320	и субъектной организации	1	2
321	это еще одна	1	2
322	войне и мире	2	2
323	своей роли в	2	2
324	уже говорилось выше	1	2
325	тем или иным	2	2
326	и его внешней	2	2
327	к предмету речи	1	2
328	социальных диалектов а	1	2
329	имеет в своем	2	2
330	как и ее	2	2
331	или противопоставлены в	1	2
332	в слове о	2	2
333	под каким диалогическим	1	2
334	стих звучит ритмическим	2	2
335	на первый взгляд	1	2
336	в миропорядке судьбы	1	2
337	художественности а не	1	2
338	и как говорит	1	2
339	совершенно особого рода	1	2
340	не следует смешивать	3	2
341	однако в строке	2	2
342	бенвенист ритм манифестирован	2	2
343	в присутствии другого	1	2
344	культурой художественного восприятия	1	2
345	индивидуального речевого замысла	2	2
346	стилей социальных диалектов	1	2
347	о у о	2	2
348	я героя как	2	2
349	с объектной организацией	1	2
350	и служит для	1	2
351	внутренней и внешней	2	2
352	что несмотря на	1	2
353	совокупность факторов художественного	2	2
354	адресата при этом	1	2
355	неожиданности ожидаемого каждая	1	1
356	модус художественности вместе	1	1
357	внутренним отчуждением но	1	1
358	героини расчлененность текста	1	1
359	слова своего семантического	1	1
360	выделяют окказиональные впрочем	1	1
361	а гоголевский хома	1	1
362	несводимости человека к	1	1
363	содержание эстетической деятельности	1	1
364	тыняновым законом тесноты	1	1
365	строфе соответствующей первому	1	1
366	ударного а повтор	1	1
367	они обретают лишь	1	1
368	с кротким мягким	1	1
369	превращается в эстетический	1	1
370	внутренней оторванности от	1	1
371	границей личностного я	1	1
372	свободы я внутри	1	1
373	соответственно риторика сказания	1	1
374	в целом ряде	1	1
375	примеряя ее содержание	1	1
376	в конструктивной маске	1	1
377	ср признание баратынского	1	1
378	он уклоняется от	1	1
379	возводящие архитектонику подвига	1	1
380	заглавие манифестирует авторскую	1	1
381	писал об этом	1	1
382	жизнь природа или	1	1
383	хозяйкой аллитерационная субструктура	1	1
384	лирический герой одновременно	1	1
385	текста абзац знаменующий	1	1
386	ближайшей событийной границей	1	1
387	текста но наоборот	1	1
388	мифологемы в данном	1	1
389	создает эффект распределенности	1	1
390	вдохновения в мировой	1	1
391	пустота личного самоопределения	1	1
392	образуют событийные границы	1	1
393	гоголя или в	1	1
394	слуха и в	1	1
395	ценностей вечность безграничного	1	1
396	звуковой повтор нередко	1	1
397	борющихся сторон чего	1	1
398	это интересно всем	1	1
399	первом случае героические	1	1
400	универсально родственно всем	1	1
401	те два полюса	1	1
402	следует признать финальное	1	1
403	во времени или	1	1
404	в мире едины	1	1
405	основания для сатирической	1	1
406	квазиреальной цепи событий	1	1
407	какой явилась перед	1	1
408	деталей в пределах	1	1
409	персонажа в полноценно	1	1
410	в безударном положении	1	1
411	и сгустившимся в	1	1
412	оно анаграмматически средствами	1	1
413	исполнитель передаваемого текста	1	1
414	малом круге повседневности	1	1
415	из вероятных ликов	1	1
416	уходите куда же	1	1
417	внутреннего зрения оказываются	1	1
418	избежит невидимого тленья	1	1
419	хронотоп ожидания как	1	1
420	отношение к сообщенному	1	1
421	аллитерационная субструктура текста	1	1
422	изменениям естественно внутренние	1	1
423	своеобразие культуры историческое	1	1
424	чище и прозрачнее	1	1
425	ударный а при	1	1
426	и четвертой стопах	1	1
427	его батальной зарисовки	1	1
428	лирического героя художественно	1	1
429	что словно в	1	1
430	том-то и заключается	1	1
431	внутреннюю свободу личности	1	1
432	границами идиллическая цельность	1	1
433	в перспективе окончательного	1	1
434	для сообщения о	1	1
435	качестве бытийной компетенции	1	1
436	композиции обращающий на	1	1
437	ремой заглавие муза	1	1
438	объединяющая субъекта и	1	1
439	картина мира которая	1	1
440	однако искусство никогда	1	1
441	маскам так в	1	1
442	анаграмму имени дант	1	1
443	показателей а выбор	1	1
444	не отделимая от	1	1
445	внешнему осуществлению той	1	1
446	рода оглянулся на	1	1
447	фонемы суть фонетические	1	1
448	объектом эстетического созерцания	1	1
449	отнюдь не оказывается	1	1
450	ударения тогда как	1	1
451	исполненные смысловой значимости	1	1
452	субструктура текста весьма	1	1
453	стопного ямба со	1	1
454	неполного совпадения самоопределения	1	1
455	уст в уста	1	1
456	является специфическая целостность	1	1
457	обособленности ср признание	1	1
458	к готовым заданным	1	1
459	сознанием мнимо героическое	1	1
460	стилистическая проработка обе	1	1
461	ролевых границах это	1	1
462	может быть это	1	1
463	должен слиться эта	1	1
464	в строке отсутствует	1	1
465	для себя если	1	1
466	но эта неожиданность	1	1
467	событием поэтому повторное	1	1
468	голосов в рамках	1	1
469	ср внутреннюю праведность	1	1
470	просто крылатой мухой	1	1
471	кадрового единства фразы	1	1
472	явление встречается нечасто	1	1
473	беспрецедентности очередного прецедента	1	1
474	весьма простых текстовых	1	1
475	сердце внутренне отстраняясь	1	1
476	волю трагический модус	1	1
477	мира личности субъективного	1	1
478	а и сгустившимся	1	1
479	число композиционных субъектов	1	1
480	всей своей полноте	1	1
481	однако с не	1	1
482	совпадая со своей	1	1
483	второй стопе заключительный	1	1
484	сверхличное метапоэтическое я	1	1
485	отличие от сатирического	1	1
486	наиболее очевидная граница	1	1
487	в осмысленном и	1	1
488	личностного я кризис	1	1
489	своего достоинства своей	1	1
490	сверхсхемные ударения на	1	1
491	и жизнерадостная плясовая	1	1
492	синтаксических и фонологических	1	1
493	я есть точка	1	1
494	ситуации состоит в	1	1
495	эта вписанность осуществляется	1	1
496	анаграмматическим субститутом того	1	1
497	риторический предел до	1	1
498	малый отрезок времени	1	1
499	антонимами лирическая героиня	1	1
500	смятенного порыва и	1	1
501	круг без остатка	1	1
502	персонажа фонетически готовится	1	1
503	живущим сопрягаемые в	1	1
504	определяется сверхличной виной	1	1
505	наиболее поздними образованиями	1	1
506	закономерно и смыслосообразно	1	1
507	как поле актуализации	1	1
508	соотнесенность нескольких голосов	1	1
509	художественного текста ведущая	1	1
510	его речевой строй	1	1
511	раз оказывается ложной	1	1
512	быть проделано и	1	1
513	слой характеризуется значительно	1	1
514	и сосредоточенное в	1	1
515	но и отвечает	1	1
516	значительно большей косностью	1	1
517	восприятию задана как	1	1
518	эта контекстуальная несмертность	1	1
519	между лицом и	1	1
520	генерализацию текста поскольку	1	1
521	но не позволяет	1	1
522	фельетонного я из	1	1
523	как другая жизнь	1	1
524	границы присутствия я	1	1
525	положении например начальные	1	1
526	дант его божественные	1	1
527	странник с той	1	1
528	оглянулся на свою	1	1
529	своему собственному я	1	1
530	и по преимуществу	1	1
531	романтиками чужд умилению	1	1
