N	2gram	Vygotskiy_	VelikijI
1	и не	24	20
2	и в	55	16
3	так как	28	9
4	то что	47	9
5	в пустыне	1	8
6	еще не	2	8
7	и потому	2	7
8	что они	7	7
9	а не	18	7
10	к людям	1	6
11	человека и	3	6
12	не есть	4	6
13	что есть	3	5
14	хотя и	3	5
15	того что	15	5
16	все это	11	5
17	по пути	1	5
18	как бы	11	5
19	в мире	1	5
20	но и	12	5
21	все что	4	4
22	в котором	5	4
23	в этом	21	4
24	что мы	9	4
25	о смысле	1	4
26	потому что	27	4
27	в его	8	4
28	в ней	3	4
29	так и	6	4
30	они будут	1	4
31	мы хотим	1	4
32	и есть	5	4
33	и все	8	4
34	что не	2	4
35	что все	10	4
36	как и	25	4
37	что он	17	4
38	в нем	5	4
39	во всех	4	3
40	что в	39	3
41	нет ничего	1	3
42	бы и	5	3
43	и мы	6	3
44	за ним	2	3
45	то это	3	3
46	в конце	6	3
47	должно быть	2	3
48	тех которые	1	3
49	в первый	3	3
50	хотя бы	4	3
51	в том	55	3
52	первый раз	2	3
53	любовь к	1	3
54	тому что	7	3
55	личности и	1	3
56	этих трех	1	3
57	не в	19	3
58	его во	1	3
59	и что	28	3
60	что и	27	3
61	ни в	9	3
62	они в	2	3
63	в этих	6	3
64	в них	4	3
65	оно не	2	3
66	в вопросе	1	3
67	не было	5	3
68	к чему	2	3
69	в жизни	5	3
70	что я	4	3
71	по этому	3	3
72	как не	2	3
73	их от	3	3
74	их в	4	3
75	в своей	6	3
76	должна быть	3	3
77	с его	3	3
78	не имеет	3	3
79	но это	3	3
80	и для	9	3
81	жизни и	5	3
82	в чем	5	3
83	все эти	7	3
84	тот же	8	3
85	но в	5	3
86	к тому	8	3
87	никогда не	13	3
88	людей в	1	3
89	зачем же	1	2
90	чтобы сделать	1	2
91	что было	1	2
92	во всяком	9	2
93	от него	2	2
94	его и	4	2
95	третье и	1	2
96	материалом для	1	2
97	ее и	2	2
98	над ними	1	2
99	что от	1	2
100	а к	1	2
101	один из	6	2
102	мы и	1	2
103	не могли	4	2
104	они и	2	2
105	которые не	3	2
106	на том	2	2
107	его не	3	2
108	не так	2	2
109	того чтобы	13	2
110	это не	1	2
111	земли и	1	2
112	это все	3	2
113	вместо того	1	2
114	между тем	6	2
115	не только	25	2
116	и над	1	2
117	для него	1	2
118	вот почему	1	2
119	человека как	1	2
120	не любят	1	2
121	и тогда	3	2
122	с ним	2	2
123	на этих	1	2
124	является в	1	2
125	не будет	4	2
126	для нас	5	2
127	и то	4	2
128	и за	1	2
129	на нас	2	2
130	прежде всего	5	2
131	а есть	2	2
132	можно было	4	2
133	так не	1	2
134	людей и	2	2
135	а между	1	2
136	вслед за	10	2
137	и это	6	2
138	мы не	15	2
139	конечно не	2	2
140	и теперь	2	2
141	только в	18	2
142	все равно	1	2
143	а с	2	2
144	те которые	1	2
145	а в	10	2
146	в духе	1	2
147	человечества в	1	2
148	не хотел	1	2
149	и сам	3	2
150	я думаю	2	2
151	нет и	1	2
152	это мы	2	2
153	но не	5	2
154	у людей	1	2
155	и никогда	1	2
156	тем что	7	2
157	тот кто	2	2
158	духа и	1	2
159	и во	3	2
160	могут быть	15	2
161	с тем	11	2
162	и т	36	2
163	мир от	1	2
164	одна из	5	2
165	его к	2	2
166	не могут	6	2
167	т д	10	2
168	том что	30	2
169	когда в	1	2
170	мир и	1	2
171	для человека	1	2
172	но мы	3	2
173	в себя	3	2
174	уже не	3	2
175	вопросе о	1	2
176	не к	2	2
177	людей не	1	2
178	гораздо большая	1	2
179	разные эпохи	2	1
180	жизни но	1	1
181	и мир	1	1
182	в самом	18	1
183	который он	3	1
184	во всем	5	1
185	будет с	1	1
186	и каким	1	1
187	бы то	3	1
188	которых этот	1	1
189	могли бы	3	1
190	и другие	5	1
191	то есть	44	1
192	с самыми	1	1
193	а потому	5	1
194	человека в	1	1
195	но как	4	1
196	все в	2	1
197	мы сохраним	1	1
198	человеческой души	1	1
199	детскую игру	2	1
200	мы видим	8	1
201	и самое	1	1
202	природы человека	1	1
203	не хотим	1	1
204	если оно	3	1
205	идет к	2	1
206	что оно	4	1
207	на котором	2	1
208	для нашего	1	1
209	святого и	1	1
210	людей от	1	1
211	это тот	1	1
212	человеческой жизни	1	1
213	должно иметь	1	1
214	речь идет	4	1
215	и столь	1	1
216	мы скажем	1	1
217	сами же	2	1
218	он говорит	4	1
219	будто бы	2	1
220	и на	6	1
221	ничем не	1	1
222	она и	1	1
223	вопрос о	3	1
224	превратившись в	1	1
225	далее и	1	1
226	о духе	1	1
227	на этом	3	1
228	же и	2	1
229	может быть	35	1
230	они не	1	1
231	видим что	5	1
232	после того	2	1
233	между собою	1	1
234	себя только	1	1
235	важный для	1	1
236	не имеют	1	1
237	но часто	1	1
238	и было	1	1
239	и свою	1	1
240	человека не	3	1
241	если в	2	1
242	и нам	1	1
243	вся история	1	1
244	ее на	2	1
245	указать на	1	1
246	того как	5	1
247	мы увидим	4	1
248	и вообще	3	1
249	всего можно	1	1
250	своей целью	1	1
251	общественной жизни	1	1
252	от природы	1	1
253	в роли	1	1
254	и вот	5	1
255	его с	3	1
256	с любовью	1	1
257	она не	6	1
258	но она	1	1
259	уже в	3	1
260	конечно ни	1	1
261	можно хорошо	1	1
262	которое может	2	1
263	на новый	1	1
264	нас как	1	1
265	есть прежде	1	1
266	формы есть	1	1
267	в состоянии	4	1
268	для себя	2	1
269	у них	2	1
270	что уже	1	1
271	с этой	8	1
272	то же	17	1
273	и если	4	1
274	для всякого	1	1
275	живет в	2	1
276	и сказал	1	1
277	во что	1	1
278	глубокий кризис	1	1
279	только мы	2	1
280	по сравнению	3	1
281	то ни	2	1
282	для того	12	1
283	это только	4	1
284	людей но	1	1
285	образ и	2	1
286	не быть	2	1
287	и должна	1	1
288	ничего кроме	2	1
289	на два	2	1
290	значительны и	1	1
291	для таких	1	1
292	утверждают что	2	1
293	что это	12	1
294	это значит	1	1
295	образа в	2	1
