N	2gram	Vygotskiy_	Stilisti
1	и в	38	42
2	как бы	17	30
3	не только	16	28
4	и т.п	3	25
5	прежде всего	6	22
6	и т.д	8	21
7	хотя бы	2	18
8	внутренней речи	19	18
9	то же	18	16
10	но и	9	16
11	и не	16	14
12	может быть	25	13
13	не может	11	13
14	как и	20	12
15	что мы	18	11
16	мы уже	8	11
17	точки зрения	27	11
18	в этом	35	10
19	в себе	9	10
20	и как	11	10
21	мы должны	15	10
22	как мы	14	10
23	отнюдь не	6	10
24	мы не	14	9
25	при этом	13	9
26	все же	11	9
27	язык и	1	9
28	эти слова	1	9
29	то что	27	9
30	для того	14	9
31	в то	5	9
32	таким образом	36	8
33	так как	19	8
34	с тем	18	8
35	данной ситуации	1	8
36	речевого общения	5	8
37	и это	7	8
38	слово как	1	8
39	в ней	3	8
40	тем самым	6	8
41	что же	1	8
42	с его	3	8
43	и на	9	7
44	так и	11	7
45	слов и	5	7
46	мы можем	13	7
47	только в	16	7
48	в которой	4	7
49	речевое общение	4	7
50	зависимости от	7	7
51	и его	5	7
52	потому что	14	7
53	того чтобы	15	7
54	другими словами	3	7
55	и тем	8	7
56	было бы	15	7
57	и той	7	7
58	той же	8	7
59	и от	5	7
60	в зависимости	6	7
61	а не	7	7
62	никогда не	11	7
63	во всех	3	6
64	в его	22	6
65	ситуацией и	1	6
66	не в	10	6
67	говорящего и	1	6
68	в нем	4	6
69	в конце	1	6
70	в процессе	33	6
71	но ведь	1	6
72	на его	5	6
73	бы в	5	6
74	в свою	4	6
75	речи и	11	6
76	с помощью	64	6
77	одно и	7	6
78	в форме	2	6
79	или как	2	6
80	когда мы	2	6
81	в этой	7	6
82	точку зрения	1	6
83	слова в	8	6
84	мы будем	4	6
85	или иной	3	6
86	в области	9	6
87	в той	2	5
88	в самом	8	5
89	уже в	10	5
90	и их	4	5
91	с точки	11	5
92	те же	6	5
93	не является	13	5
94	в живом	3	5
95	все время	6	5
96	внутренняя речь	5	5
97	самом деле	4	5
98	но все	4	5
99	и с	5	5
100	но в	4	5
101	тому что	3	5
102	мы никогда	3	5
103	вместе с	18	5
104	точек зрения	1	5
105	своей жизни	1	5
106	того или	2	5
107	а с	4	5
108	мы увидим	4	5
109	и следовательно	1	5
110	слова и	8	5
111	как это	16	5
112	и является	2	5
113	а в	7	5
114	у которого	1	5
115	же самое	9	5
116	в нашем	2	5
117	и то	9	5
118	т.д и	1	5
119	или иного	2	5
120	независимо от	5	5
121	мы видели	8	5
122	одной и	6	4
123	были бы	3	4
124	и к	9	4
125	мы видим	13	4
126	один из	8	4
127	что это	8	4
128	на него	2	4
129	мы показали	1	4
130	что такое	1	4
131	все это	8	4
132	в качестве	25	4
133	или иную	1	4
134	в одном	4	4
135	его в	8	4
136	слова как	1	4
137	если бы	12	4
138	и все	5	4
139	с самого	6	4
140	в слове	3	4
141	так сказать	1	4
142	у нас	1	4
143	да и	1	4
144	как только	1	4
145	уже не	3	4
146	к тому	8	4
147	о том	6	4
148	связаны с	4	4
149	человека не	1	4
150	той или	2	4
