N	2gram	Trubetskoy	Tvorches
1	и в	24	56
2	как бы	10	41
3	в его	5	37
4	в то	6	30
5	то же	4	25
6	не только	10	24
7	же время	2	24
8	но в	5	24
9	как и	10	23
10	то есть	2	23
11	и не	9	23
12	а в	3	23
13	и его	2	23
14	в этом	13	22
15	что в	9	21
16	в том	31	21
17	он не	4	19
18	том что	20	19
19	может быть	17	19
20	потому что	9	19
21	у него	5	18
22	то что	18	18
23	таким образом	34	17
24	и на	6	17
25	что он	7	17
26	все это	13	17
27	при этом	9	16
28	но и	11	16
29	никогда не	4	16
30	как в	1	16
31	прежде всего	3	16
32	не может	18	16
33	и с	5	15
34	в мире	6	15
35	в этой	7	15
36	с его	1	15
37	и даже	1	14
38	это не	3	14
39	о том	7	13
40	а не	1	13
41	в котором	2	12
42	тем самым	3	12
43	в целом	5	12
44	в своей	1	11
45	все же	15	11
46	отнюдь не	2	11
47	для него	2	11
48	в самом	8	10
49	представление о	3	10
50	он сам	1	10
51	не в	9	10
52	в конце	4	10
53	только в	6	10
54	уже в	1	10
55	так и	10	10
56	но не	3	10
57	как будто	5	10
58	в своих	2	9
59	наряду с	1	9
60	а затем	2	9
61	по мнению	1	9
62	и от	5	9
63	один из	1	9
64	жизни в	1	9
65	в свою	2	9
66	в нем	3	9
67	даже в	3	8
68	в духе	1	8
69	именно в	5	8
70	не менее	7	8
71	так же	8	8
72	к этому	5	8
73	хотя и	4	8
74	одним из	4	8
75	вместе с	7	8
76	тогда как	6	8
77	еще не	6	8
78	в себе	5	8
79	так как	7	8
80	в их	4	8
81	на его	1	8
82	вовсе не	2	8
83	в этих	3	7
84	и сам	2	7
85	например в	1	7
86	уже не	1	7
87	в дальнейшем	4	7
88	что она	2	7
89	в которой	5	7
90	не случайно	1	7
91	самом деле	12	7
92	еще более	1	6
93	в принципе	1	6
94	и как	1	6
95	если он	2	6
96	на эту	1	6
97	хотя бы	4	6
98	одна из	2	6
99	его в	5	6
100	так что	6	6
101	и ее	2	6
102	а потому	5	6
103	с ним	6	6
104	если бы	8	6
105	и все	9	6
106	приводит к	1	6
107	все эти	19	6
108	и другие	1	5
109	из всех	5	5
110	в пользу	5	5
111	мысли и	1	5
112	быть может	1	5
113	в них	2	5
114	русской жизни	1	5
115	что этот	1	5
116	с другой	6	5
117	приходит к	1	5
118	по отношению	11	5
119	в своем	12	5
120	во всей	2	5
121	из них	5	5
122	что они	2	5
123	что у	2	5
124	на него	2	5
125	в ее	1	5
126	что и	7	5
127	не было	2	5
128	в таком	4	5
129	я не	2	5
130	и это	3	5
131	и у	4	5
132	а с	4	5
133	что это	5	5
134	между тем	12	5
135	с большой	1	5
136	однако это	2	5
137	не так	4	5
138	на деле	1	5
139	та же	4	5
140	с этим	12	5
141	это все	1	5
142	в истории	3	5
143	начиная с	1	5
144	до конца	1	5
145	том же	4	5
146	но если	2	5
147	тот же	3	5
148	ничего не	1	5
149	из этой	2	5
150	мы не	1	5
151	как у	3	5
152	бы не	1	5
153	в виде	4	5
154	но с	2	5
155	в ту	2	5
156	и по	3	5
157	и других	3	5
158	что я	1	5
159	отношению к	11	5
160	с этой	3	4
161	а у	1	4
162	него в	2	4
163	на земле	3	4
164	тем что	1	4
165	роль в	1	4
166	так в	1	4
167	а а	1	4
168	и отчасти	1	4
169	только на	1	4
170	говорить о	2	4
171	не вполне	3	4
172	самого начала	1	4
173	с большим	1	4
174	что все	5	4
175	точки зрения	14	4
176	крайней мере	1	4
177	к нему	2	4
178	мы видим	1	4
179	и потому	3	4
180	с точки	8	4
181	не знает	2	4
182	что его	4	4
183	традиции и	1	4
184	же как	3	4
185	сих пор	15	4
186	в такой	4	4
187	в каждом	1	4
188	не мог	1	4
189	и я	1	4
190	на стороне	1	4
191	этот вопрос	2	4
192	ту же	2	4
193	как известно	3	4
194	однако в	1	4
195	могут быть	1	4
196	до сих	15	4
197	в область	1	4
198	в человеке	1	4
199	с ними	2	4
200	в в	4	4
201	в которых	2	4
202	по крайней	1	4
203	перед нами	1	4
204	нет ничего	1	4
205	это и	1	4
206	в основе	2	4
207	и более	2	4
208	при помощи	3	4
209	между людьми	2	4
210	той же	2	4
211	того что	7	4
212	зависит от	1	4
213	и тут	1	4
214	же не	3	4
215	отказаться от	1	4
216	дело в	1	4
217	к жизни	1	4
218	с самого	1	4
219	отличие от	3	4
220	но он	1	4
221	в частности	2	4
222	далеко не	5	4
223	такой же	2	4
224	и наконец	3	4
225	что на	2	4
226	и к	5	3
227	от него	3	3
228	только что	3	3
229	кроме того	1	3
230	в с	3	3
231	в виду	2	3
232	другой стороны	5	3
233	людей и	1	3
234	в первом	1	3
235	мысль о	1	3
236	в жизни	3	3
237	давно уже	2	3
238	но когда	1	3
239	только для	1	3
240	отличается от	6	3
241	к тому	8	3
242	на все	5	3
243	во всяком	2	3
244	больше чем	1	3
245	всегда с	1	3
246	в этот	1	3
247	может служить	3	3
248	точно так	1	3
249	с другим	1	3
250	на миг	1	3
251	и еще	1	3
252	сказать что	1	3
253	и вдруг	1	3
254	не то	3	3
255	то в	2	3
256	время в	1	3
257	мы знаем	10	3
258	несмотря на	6	3
259	сильнее чем	4	3
260	к которому	1	3
261	тому же	6	3
262	для того	8	3
263	на себя	1	3
264	я и	1	3
265	себя как	1	3
266	не есть	4	3
267	из главных	1	3
268	веру в	1	3
269	в себя	2	3
270	на этом	2	3
271	всяком случае	2	3
272	эти слова	1	3
273	совсем не	1	3
274	и тем	1	3
275	должны быть	3	3
276	и что	9	3
277	является одним	1	3
278	что для	4	3
279	оба они	1	3
280	более всего	2	3
281	его к	1	3
282	гораздо более	2	3
283	в один	2	3
284	и особенно	2	3
285	образом и	2	3
286	если в	1	3
287	для себя	2	3
288	от этой	1	3
289	ее и	4	3
290	сводится к	2	3
291	других людей	1	3
292	во имя	3	3
293	заключается в	3	3
294	развития в	1	3
295	в процессе	2	3
296	может не	3	3
297	никто не	2	3
298	да и	1	3
299	о котором	7	3
300	со стороны	1	3
301	ни на	1	3
302	не является	1	3
303	и если	6	3
304	и до	3	3
305	нет и	1	3
306	как мы	3	3
307	только с	1	3
308	друг друга	2	3
309	человека но	1	3
310	как к	5	3
311	но на	2	3
312	что оно	3	3
313	свидетельствует о	1	3
314	и вот	1	3
315	он и	1	3
316	что с	6	3
317	ее в	1	3
318	на самом	7	3
319	у нас	3	3
320	мы находим	1	3
321	идеи и	1	3
322	при виде	2	3
323	не по	1	3
324	нельзя не	1	3
325	в ней	3	3
326	важную роль	1	3
327	просто не	1	3
328	по этому	2	3
329	из этих	8	3
330	и их	5	3
331	с ее	2	3
332	с законом	1	3
333	в начале	3	3
334	в другом	2	3
335	лишь в	5	3
336	отношение к	4	3
337	к ней	1	3
338	бы он	1	3
339	во многих	1	3
340	жизни и	2	3
341	в области	4	3
342	и только	2	3
343	все что	10	2
344	на эти	1	2
345	же и	1	2
346	вообще говоря	1	2
347	эта идея	1	2
348	о каком-то	1	2
349	сам автор	1	2
350	общения с	1	2
351	в результате	9	2
352	ясно что	8	2
353	из нее	2	2
354	чем их	2	2
355	с тем	4	2
356	их в	2	2
357	стремления к	1	2
358	в одно	2	2
359	для их	1	2
360	но мы	1	2
361	художественное произведение	1	2
362	и того	3	2
363	в данном	3	2
364	то это	1	2
365	которой он	1	2
366	но кто	1	2
367	входит в	1	2
368	но даже	3	2
369	из себя	10	2
370	когда она	1	2
371	а между	8	2
372	самого себя	4	2
373	я буду	1	2
374	свою очередь	2	2
375	жизни он	1	2
376	но этот	1	2
377	пока еще	1	2
378	как на	6	2
379	на наших	1	2
380	настоящее время	3	2
381	однако эти	1	2
382	многие русские	1	2
383	у а	1	2
384	того же	9	2
385	жизни с	1	2
386	жизнь и	3	2
387	во всех	10	2
388	не противоречит	1	2
389	и среди	1	2
390	с одной	3	2
391	на том	2	2
392	в раннем	1	2
393	на этих	1	2
394	с народом	1	2
395	тем не	4	2
396	после этого	1	2
397	чем у	8	2
398	в качестве	1	2
399	в тот	1	2
400	отказывается от	1	2
401	с другими	1	2
402	каждого человека	2	2
403	мы все	2	2
404	и притом	1	2
405	прогресса и	1	2
406	связи с	4	2
407	ибо у	1	2
408	причем в	1	2
409	действительности к	1	2
410	сходство с	2	2
411	тому что	2	2
412	в связи	3	2
413	между прочим	2	2
414	рядом с	1	2
415	между собой	4	2
416	в эту	2	2
417	что как	4	2
418	смысл и	1	2
419	но как	2	2
420	ли это	1	2
421	эти примеры	2	2
422	мы уже	4	2
423	для ее	1	2
424	кажется что	1	2
425	не будет	5	2
426	для этой	2	2
427	если же	3	2
428	ибо в	4	2
429	и та	1	2
430	в тех	3	2
431	себя на	1	2
432	в современной	1	2
433	из нас	1	2
434	по своей	7	2
435	говорили что	1	2
436	это действительно	1	2
437	было бы	3	2
438	я в	2	2
439	культуры и	11	2
440	что во	1	2
441	даже если	3	2
442	зато в	1	2
443	в силу	7	2
444	чаще всего	1	2
445	из этого	7	2
446	бы ни	1	2
447	а как	1	2
448	его можно	1	2
449	теперь я	1	2
450	и свою	1	2
451	с такой	1	2
452	у другого	1	2
453	была бы	1	2
454	человек с	1	2
455	в сущности	2	2
456	о которой	2	2
457	в отношении	1	2
458	целом ряде	3	2
459	не могут	4	2
460	здесь мы	1	2
461	заключает в	2	2
462	в целях	1	2
463	произведения в	1	2
464	этот факт	1	2
465	столь же	5	2
466	уже говорили	1	2
467	и будет	2	2
468	как о	1	2
469	к его	1	2
470	отчасти и	1	2
471	не имеет	2	2
472	у одного	1	2
473	является причиной	1	2
474	несколько ниже	1	2
475	знает что	1	2
476	не во	1	2
477	развития человечества	2	2
478	не дают	1	2
479	своей собственной	1	2
480	того чтобы	8	2
481	и поэтому	2	2
482	они считают	1	2
483	а может	1	2
484	и уже	2	2
485	что если	3	2
486	него с	2	2
487	не потому	2	2
488	числе и	1	2
489	учит нас	1	2
490	что же	2	2
491	основан на	1	2
492	характер в	1	2
493	он в	1	2
494	он все	2	2
495	индивидуальном сознании	2	2
496	аргумент в	1	2
497	за пределами	1	2
498	в глазах	2	2
499	не стоит	2	2
500	же он	1	2
501	точку зрения	2	2
502	высшей степени	2	2
503	школы и	1	2
504	этой области	4	2
505	данном случае	3	2
506	сам он	1	2
507	нас не	1	2
508	цивилизации в	3	2
509	том числе	1	2
510	со своим	1	2
511	некоторые из	1	2
512	когда же	1	2
513	образом в	3	2
514	не от	2	2
515	и где	2	2
516	очень много	3	2
517	представляет собою	2	2
518	при таком	2	2
519	стремление к	1	2
520	и со	1	2
521	и без	5	2
522	должен быть	2	2
523	и вообще	3	2
524	к одному	1	2
525	ко всему	2	2
526	за то	1	2
527	а к	2	2
528	каких бы	1	2
529	ли в	1	2
530	не могу	1	2
531	она не	2	2
532	но при	1	2
533	а от	1	2
534	от всех	1	2
535	всех этих	4	2
536	в нашей	1	2
537	только то	2	2
538	на вид	1	2
539	решающую роль	1	2
540	со своими	2	2
541	в высшей	2	2
542	в создании	1	2
543	их на	1	2
544	все более	1	2
545	надо было	1	2
