N	2gram	Propp_Isto	OGranits
1	и в	41	13
2	и его	11	12
3	прежде всего	6	9
4	может быть	19	8
5	и не	12	8
6	не может	19	8
7	и пр	2	7
8	в его	4	7
9	и их	1	7
10	точки зрения	4	7
11	таким образом	15	6
12	не только	30	6
13	мы должны	7	6
14	только в	10	6
15	то что	12	6
16	как бы	8	6
17	хотя бы	1	5
18	с точки	1	5
19	все же	14	5
20	и эта	5	5
21	и наконец	6	5
22	в каждом	1	4
23	мы можем	11	4
24	мы не	10	4
25	то же	12	4
26	было бы	4	4
27	все это	9	4
28	в сознании	1	4
29	в своей	4	4
30	тех пор	1	4
31	но мы	3	4
32	но в	7	4
33	с этим	3	3
34	что в	21	3
35	и то	3	3
36	только путем	1	3
37	связана с	4	3
38	ни один	1	3
39	и уже	1	3
40	так и	8	3
41	не как	1	3
42	в одном	2	3
43	не столько	4	3
44	отношению к	3	3
45	по отношению	3	3
46	превращается в	10	3
47	поставить вопрос	1	3
48	в поэтике	1	3
49	в их	4	3
50	в ее	3	3
51	здесь мы	11	3
52	самом деле	1	3
53	не в	12	3
54	в которой	2	3
55	что же	2	3
56	и все	6	3
57	но для	3	3
58	в себе	3	3
59	так как	21	3
60	вряд ли	1	3
61	но и	20	3
62	к единству	1	3
63	как и	8	3
64	никогда не	16	3
65	в области	3	2
66	своего рода	7	2
67	в самом	2	2
68	во всем	2	2
69	и к	1	2
70	что они	5	2
71	каждый элемент	1	2
72	может иметь	1	2
73	мы видим	14	2
74	в данном	8	2
75	мы уже	10	2
76	и этот	1	2
77	и наиболее	1	2
78	а как	2	2
79	в этом	19	2
80	что иное	2	2
81	в целях	2	2
82	данном случае	7	2
83	героя и	5	2
84	он только	1	2
85	которое мы	1	2
86	с одной	12	2
87	мог бы	1	2
88	входит в	1	2
89	для себя	1	2
90	наконец в	1	2
91	и при	2	2
92	одной стороны	12	2
93	в другом	2	2
94	при этом	7	2
95	в полном	1	2
96	и задача	1	2
97	в этот	1	2
98	и тем	4	2
99	в руках	2	2
100	и может	1	2
101	те же	2	2
102	связанные с	3	2
103	ее в	3	2
