N	2gram	Voloshinov	Sovremen
1	не может	8	17
2	может быть	17	12
3	точки зрения	8	12
4	таким образом	9	11
5	мы не	2	9
6	органической жизни	1	9
7	в этом	9	7
8	и в	16	7
9	не можем	2	7
10	мы можем	9	6
11	только одна	1	6
12	как и	2	6
13	ничего не	1	6
14	и не	4	6
15	с точки	6	5
16	в стадии	1	5
17	прежде всего	9	5
18	что же	1	5
19	все эти	5	5
20	и наконец	4	5
21	а в	3	4
22	так как	4	4
23	вопрос о	1	4
24	не только	7	4
25	мы должны	1	4
26	в развитии	2	4
27	с помощью	2	4
28	как бы	5	4
29	нет и	2	4
30	если мы	2	4
31	их в	3	4
32	жизни и	3	4
33	вместе с	3	4
34	в том	3	4
35	зависимости от	1	4
36	точку зрения	1	4
37	и к	6	3
38	и потому	3	3
39	на этой	3	3
40	и мы	2	3
41	с самого	4	3
42	уже в	1	3
43	то же	2	3
44	при этом	6	3
45	а не	1	3
46	для нас	2	3
47	все это	4	3
48	как он	1	3
49	в одном	3	3
50	у нас	1	3
51	основной вопрос	1	3
52	самого начала	4	3
53	в конце	1	3
54	ведь это	1	3
55	и т.д	1	3
56	было бы	2	3
57	в этой	4	3
58	и все	4	3
59	на две	3	3
60	не подлежит	1	3
61	что она	1	3
62	он может	1	3
63	одна из	1	3
64	все же	1	3
65	при таком	1	3
66	в области	3	3
67	отличается от	1	3
68	между собой	2	3
69	отнюдь не	4	3
70	в нем	4	3
71	но мы	4	3
72	но в	4	3
73	еще не	5	3
74	с этим	2	2
75	что в	3	2
76	этих двух	1	2
77	в самом	2	2
78	дает нам	1	2
79	совершенно не	8	2
80	мы видим	2	2
81	и что	1	2
82	друг с	1	2
83	зародыша в	1	2
84	и пр	12	2
85	то и	1	2
86	с одной	1	2
87	в свою	1	2
88	из этих	2	2
89	в его	4	2
90	во всяком	3	2
91	не будем	1	2
92	мы знаем	3	2
93	не дает	1	2
94	в которую	1	2
95	еще более	1	2
96	можно назвать	2	2
97	то ни	1	2
98	с совершенно	1	2
99	что это	2	2
100	что при	1	2
101	через некоторое	1	2
102	в некоторых	1	2
103	по мнению	1	2
104	что такое	5	2
105	может иметь	2	2
106	говорить о	2	2
107	на его	1	2
108	в науке	2	2
109	конечно в	1	2
110	у него	2	2
111	для его	1	2
112	не могут	2	2
113	со всеми	2	2
114	а на	2	2
115	и даже	4	2
116	как известно	1	2
117	самом деле	6	2
118	некоторое время	1	2
119	к чему	1	2
120	же самое	1	2
121	как мы	4	2
122	она может	1	2
123	развития в	1	2
124	той же	1	2
125	могут быть	3	2
126	в нашем	1	2
127	уже не	1	2
128	и есть	3	2
129	и они	1	2
130	или иной	1	2
131	на этот	1	2
132	говорить об	1	2
133	на этом	3	2
134	роль в	1	2
135	не менее	2	2
136	же мы	1	2
137	приводит к	1	2
138	и по	2	2
139	времени и	1	2
140	с другом	1	2
141	из одного	1	2
142	в один	4	2
143	каждого из	1	2
144	знаем что	2	2
