N	2gram	Vinokur_Vv	Formalny
1	и в	35	95
2	т е	40	94
3	и не	13	78
4	может быть	30	66
5	в этом	35	61
6	не может	19	57
7	вовсе не	6	53
8	таким образом	21	52
9	и его	6	51
10	так и	2	50
11	точки зрения	12	47
12	в нем	13	42
13	в его	12	42
14	прежде всего	10	41
15	с точки	4	40
16	как и	7	39
17	и т	45	37
18	в самом	13	35
19	не в	10	35
20	а не	5	34
21	но и	7	33
22	то же	11	32
23	самом деле	7	32
24	истории литературы	3	31
25	не только	26	30
26	в том	38	26
27	если бы	3	26
28	то что	19	25
29	при этом	3	24
30	в своей	4	24
31	на почве	5	24
32	лишь в	1	24
33	на самом	1	24
34	с помощью	2	23
35	было бы	7	23
36	связи с	3	23
37	в ней	3	23
38	в то	6	22
39	и ее	4	22
40	и с	2	21
41	что в	13	21
42	в истории	9	21
43	как бы	7	21
44	между ними	3	20
45	с тем	6	20
46	не менее	9	20
47	входит в	3	20
48	как мы	11	20
49	и от	1	20
50	же время	6	20
51	место в	1	20
52	в их	12	20
53	по себе	11	19
54	хотя бы	6	19
55	т д	39	19
56	не могут	6	19
57	социального общения	1	19
58	все это	6	19
59	все же	9	18
60	в связи	2	18
61	т п	5	18
62	должна быть	2	18
63	только в	16	18
64	и все	1	18
65	все эти	3	18
66	именно как	3	17
67	как раз	4	17
68	как в	3	17
69	более того	1	17
70	во всяком	5	16
71	с другой	8	16
72	так же	3	16
73	всяком случае	5	16
74	совершенно не	1	16
75	потому что	18	16
76	именно в	8	15
77	все время	2	15
78	должно быть	2	15
79	с другими	1	15
80	его в	6	15
81	бы в	2	15
82	во всех	2	15
83	и на	3	15
84	так как	15	15
85	но в	10	15
86	в литературе	1	15
87	в жизни	1	14
88	только на	3	14
89	в своем	3	14
90	в ее	11	14
91	в этой	3	14
92	что он	5	14
93	вместе с	6	14
94	еще не	4	14
95	языка и	15	14
96	если мы	1	14
97	произведения и	2	14
98	литературное произведение	3	14
99	и потому	2	14
100	жизни и	2	14
101	в целом	5	14
102	в результате	4	13
103	тем что	6	13
104	настоящее время	1	13
105	языка как	2	13
106	что и	5	13
107	говорит он	2	13
108	могут быть	6	13
109	независимо от	5	13
110	для них	2	13
111	науки об	3	13
112	со стороны	16	13
113	что же	3	13
114	до конца	3	13
115	в настоящее	1	13
116	того что	12	13
117	как ее	1	13
118	а в	6	13
119	история литературы	3	12
120	уже не	6	12
121	к тому	4	12
122	в действительности	1	12
123	по отношению	4	12
124	как это	5	12
125	и здесь	3	12
126	оно не	1	12
127	того чтобы	22	12
128	и для	4	12
129	лишь как	2	12
130	отношению к	4	12
131	в реальном	1	11
132	никогда не	3	11
133	что они	2	11
134	так сказать	1	11
135	то ни	1	11
136	между тем	10	11
137	зависимости от	3	11
138	литературы в	3	11
139	они не	1	11
140	это и	1	11
141	для него	1	11
142	этом отношении	4	11
143	в общем	14	11
144	но не	9	11
145	слова и	1	11
146	не как	3	10
147	язык как	5	10
148	другой стороны	5	10
149	в своих	2	10
150	в первом	5	10
151	в дальнейшем	2	10
152	о литературе	3	10
153	в зависимости	3	10
154	бы то	1	10
155	не было	2	10
156	не есть	5	10
157	действительности и	1	10
158	если же	2	10
159	главным образом	1	10
160	мы видели	3	10
161	как о	4	10
162	в слове	3	10
163	и др	2	10
164	мы не	2	10
165	материала и	1	10
166	по существу	2	10
167	и как	9	10
168	еще более	1	9
169	и даже	6	9
170	языка в	5	9
171	говорить о	5	9
172	не могло	1	9
173	мы знаем	1	9
174	ни было	1	9
175	но ведь	4	9
176	в каждом	4	9
177	совсем не	3	9
178	литературы и	2	9
179	или иного	1	9
180	в языке	2	9
181	отношения к	1	9
182	метода в	1	9
183	язык и	3	9
184	в свою	2	9
185	и до	2	9
186	здесь не	3	9
187	но это	2	9
188	ничего не	2	9
189	у нас	2	9
190	быть и	2	9
191	и к	3	8
192	в них	5	8
193	и те	2	8
194	в данном	11	8
195	одной стороны	4	8
196	задачи и	1	8
197	следует что	2	8
198	как такового	3	8
199	с одной	4	8
200	ясно что	11	8
201	же как	3	8
202	между собой	1	8
203	в сторону	1	8
204	сих пор	7	8
205	и речи	1	8
206	и является	1	8
207	до сих	7	8
208	и должно	2	8
209	что это	3	8
210	с этим	3	8
211	это не	8	8
212	должен быть	4	8
213	не следует	3	8
214	для того	23	8
215	в области	4	8
216	для этого	3	8
217	в той	10	7
218	можно говорить	3	7
219	его от	1	7
220	более или	1	7
221	но все	4	7
222	применении к	6	7
223	даже и	4	7
224	в применении	7	7
225	свою очередь	2	7
226	сказать что	6	7
227	установка на	1	7
228	что именно	2	7
229	к этому	3	7
230	в сущности	3	7
231	из них	4	7
232	время в	2	7
233	следовательно и	2	7
234	от этого	5	7
235	и понимание	1	7
236	языке как	1	7
237	значение и	2	7
238	в себе	4	7
239	искусства в	1	7
240	в особенности	4	7
241	самое понятие	1	7
242	во втором	2	7
243	в содержании	2	7
244	литературы как	1	7
245	не на	1	7
246	произведение в	1	7
247	том что	30	7
248	чем же	3	7
249	он и	2	7
250	и более	1	7
251	в какой	6	7
252	и понимания	1	7
253	или менее	1	7
254	в одной	1	7
255	того или	1	7
256	стороны и	3	7
257	как их	1	7
258	как к	1	7
259	в высшей	1	7
260	к действительности	2	6
261	кроме того	1	6
262	в этих	3	6
263	как она	4	6
264	если он	1	6
265	например в	2	6
266	отличается от	1	6
267	о том	16	6
268	действительности в	2	6
269	он был	1	6
270	познания и	2	6
271	общения и	1	6
272	материал в	1	6
273	жизнь и	1	6
274	от его	1	6
275	именно так	1	6
276	и других	3	6
277	в которой	1	6
278	но для	1	6
279	в конце	3	6
280	учение о	2	6
281	литературы с	2	6
282	и это	6	6
283	на этом	3	6
284	и тем	5	6
285	должны быть	1	6
286	за пределы	1	6
287	в статье	1	6
288	один из	6	6
289	с ним	1	6
290	сам по	2	6
291	в россии	1	6
292	его и	1	6
293	из этих	9	6
294	художественных произведений	2	6
295	именно на	2	6
296	элементы художественной	1	6
297	нет и	1	6
298	той же	4	6
299	этого слова	2	6
300	у них	2	6
301	данном случае	5	6
302	уже в	5	6
303	к истории	6	6
304	и восприятия	1	6
305	в формах	2	6
306	ее в	1	6
307	смысле этого	9	6
308	по их	2	6
309	нисколько не	3	6
310	не по	1	6
311	в частности	3	6
