N	2gram	Losev_Dial	Narrotol
1	не только	35	62
2	и не	50	50
3	при этом	7	47
4	но и	14	45
5	а не	39	38
6	в качестве	1	35
7	в частности	3	31
8	может быть	30	30
9	и в	34	30
10	в том	17	29
11	в этом	14	28
12	тогда как	1	28
13	том что	18	28
14	а в	3	27
15	только в	10	25
16	в данном	6	24
17	как и	14	24
18	не в	11	23
19	то что	25	23
20	то есть	1	22
21	не может	29	20
22	в себе	8	17
23	данном случае	3	17
24	так и	11	17
25	со стороны	5	16
26	в его	6	16
27	к тому	4	15
28	можно сказать	5	15
29	но в	3	15
30	в жизни	4	14
31	и его	8	14
32	то же	9	13
33	в своей	4	13
34	уже не	9	13
35	о том	11	13
36	в своем	7	13
37	у него	2	13
38	все же	4	12
39	как в	2	12
40	перед нами	5	12
41	как бы	19	12
42	прежде всего	20	12
43	об этом	8	11
44	к себе	1	11
45	хотя и	9	11
46	в мире	2	11
47	если бы	10	11
48	и тем	3	11
49	в этой	3	11
50	в нем	7	11
51	жизни в	1	11
52	в отличие	1	11
53	отличие от	2	11
54	тем самым	3	11
55	никогда не	9	10
56	тому же	2	10
57	точки зрения	43	10
58	как это	8	10
59	в то	9	10
60	и все	17	10
61	не является	1	10
62	жизни и	8	10
63	с его	7	10
64	ничего не	29	10
65	того что	22	10
66	но не	3	10
67	как раз	11	9
68	тем не	10	9
69	той или	3	9
70	не сводится	1	9
71	отнюдь не	16	9
72	что в	12	9
73	с ним	3	9
74	истории в	1	9
75	что он	18	9
76	еще не	7	9
77	потому что	21	9
78	во времени	1	9
79	для него	4	9
80	далеко не	1	9
81	и к	5	8
82	в самом	9	8
83	в таком	15	8
84	о чем	2	8
85	не менее	11	8
86	не мог	3	8
87	одна из	4	8
88	он не	8	8
89	и он	3	8
90	самом деле	7	8
91	того чтобы	1	8
92	внимание на	1	8
93	мы имеем	3	8
94	же время	5	8
95	и для	5	8
96	этом отношении	2	8
97	у нас	7	8
98	но при	1	8
99	у нее	1	8
100	или иной	4	8
101	мира в	1	8
102	имеет место	1	7
103	при всей	1	7
104	в котором	2	7
105	с другой	5	7
106	едва ли	2	7
107	в ее	5	7
108	на себя	3	7
109	в конце	2	7
110	в чем	11	7
111	в силу	5	7
112	и на	6	7
113	же в	2	7
114	это не	13	7
115	вслед за	1	7
116	или в	4	7
117	также и	6	7
118	в ней	4	7
119	все что	3	6
120	в результате	7	6
121	например в	3	6
122	двух или	5	6
123	сказать что	7	6
124	в нашем	1	6
125	на него	1	6
126	имеем дело	2	6
127	о ней	3	6
128	то в	5	6
129	что у	2	6
130	с одной	4	6
131	человеческого опыта	1	6
132	что и	8	6
133	в конечном	1	6
134	в детстве	1	6
135	не могла	1	6
136	однако в	1	6
137	однако и	1	6
138	во втором	1	6
139	таким образом	14	6
140	никак не	3	6
141	в слове	3	6
142	в известном	1	6
143	то и	5	6
144	из этих	5	6
145	здесь не	2	6
146	они не	3	6
147	о нем	6	6
148	одной стороны	3	6
149	на то	5	6
150	вплоть до	2	6
151	только что	7	5
152	в своих	3	5
153	и даже	21	5
154	и сам	1	5
155	именно в	5	5
156	а именно	7	5
157	мира и	3	5
158	для того	4	5
159	не всегда	3	5
160	о них	1	5
161	в одном	3	5
162	он сам	1	5
163	точка зрения	5	5
164	себя в	3	5
165	из них	4	5
166	к нему	4	5
167	от его	2	5
168	бы и	2	5
169	не было	6	5
170	или не	10	5
171	но для	3	5
172	я не	11	5
173	человек в	1	5
174	его жизни	1	5
175	а для	2	5
176	точку зрения	1	5
177	и от	4	5
178	с ее	10	5
179	и здесь	3	5
180	что это	20	5
181	подобно тому	5	5
182	если не	3	5
183	их в	2	5
184	и у	3	5
185	с ними	3	5
186	да и	4	5
187	о котором	4	5
188	том как	2	5
189	стало быть	23	5
190	было бы	13	5
191	и уже	5	5
192	для нее	1	5
193	событие в	1	5
194	и то	7	5
195	мы не	11	5
196	на самом	2	5
197	о жизни	1	5
198	тем более	5	5
199	тому как	5	5
200	в пределах	1	5
201	и о	9	5
202	место в	2	5
203	как будто	3	5
204	в душе	1	4
205	и мира	4	4
206	даже в	1	4
207	строго говоря	2	4
208	от этих	2	4
209	в виду	12	4
210	по себе	31	4
211	в них	6	4
212	в первом	2	4
213	и с	10	4
214	все его	2	4
215	ведет к	1	4
216	конечном счете	1	4
217	не вполне	2	4
218	он является	1	4
219	не существует	10	4
220	которой он	1	4
221	хотя бы	9	4
222	только на	8	4
223	но они	3	4
224	и когда	4	4
225	к этому	3	4
226	начало и	2	4
227	представить себе	1	4
228	что они	2	4
229	жизни так	1	4
230	на том	1	4
231	несмотря на	2	4
232	и притом	10	4
233	не о	6	4
234	не говорит	6	4
235	тому что	5	4
236	в себя	4	4
237	опыта в	1	4
238	не будет	5	4
239	но зато	2	4
240	по своей	1	4
241	и по	2	4
242	и ее	8	4
243	поскольку не	1	4
244	для себя	2	4
245	это уже	2	4
246	нового времени	2	4
247	не на	7	4
248	со всеми	2	4
249	оно не	7	4
250	вместе с	3	4
251	не имеет	18	4
252	которая не	2	4
253	в аспекте	1	4
254	в москве	1	4
255	истории не	2	4
256	в основе	6	4
257	не могло	1	4
258	в сфере	3	4
259	мог бы	2	4
260	что я	3	4
261	но именно	1	4
262	всяком случае	3	4
263	друг друга	3	4
264	зависит от	4	4
265	во всяком	5	4
266	для нас	2	4
267	а то	2	4
268	и как	13	4
269	так в	2	4
270	ли не	1	4
271	по своему	2	4
272	это было	5	4
273	она не	10	4
274	эти два	3	4
275	быть и	7	4
276	бытия в	2	4
277	не с	1	4
278	как он	4	4
279	к ней	1	4
280	как мы	4	4
281	что на	3	4
282	не к	1	4
283	что было	2	3
284	более не	2	3
285	на одном	1	3
286	с этой	7	3
287	говорит о	5	3
288	своей истории	2	3
289	в культуре	1	3
290	не бывает	1	3
291	ни слова	1	3
292	в этих	3	3
293	о своем	1	3
294	и опять	1	3
295	каждый из	1	3
296	личность не	1	3
297	сознания в	2	3
298	говорить о	13	3
299	точно так	3	3
300	так же	7	3
301	друг на	1	3
302	ни одного	2	3
303	к ним	1	3
304	наряду с	1	3
305	в зависимости	3	3
306	все время	4	3
307	что она	13	3
308	что именно	10	3
309	к ее	2	3
310	только не	10	3
311	ее и	2	3
312	по природе	1	3
313	она в	3	3
314	но еще	2	3
315	с точки	25	3
316	и сама	6	3
317	одно из	8	3
318	видит в	1	3
319	связи с	3	3
320	но он	3	3
321	не знает	4	3
322	в которой	1	3
323	к чему	2	3
324	что не	8	3
325	в связи	3	3
326	между ними	1	3
327	же как	4	3
328	и это	12	3
329	сих пор	1	3
330	о себе	2	3
331	но как	3	3
