N	3gram	Tiupa_Hudo	TeoriaLi
1	в том что	8	10
2	по отношению к	10	10
3	не сводится к	9	9
4	я в мире	7	8
5	в то же	7	8
6	то же время	7	8
7	присутствия я в	6	7
8	в отличие от	7	7
9	кадров внутреннего зрения	3	7
10	присутствия в мире	7	6
11	того или иного	4	6
12	в конечном счете	5	6
13	с другой стороны	6	6
14	более или менее	6	6
15	состоит в том	5	6
16	не может быть	4	5
17	так и не	4	5
18	для того чтобы	5	5
19	так или иначе	4	5
20	роли в миропорядке	4	5
21	факторов художественного впечатления	4	4
22	в силу своей	4	4
23	одного и того	3	4
24	организации художественного текста	3	4
25	и того же	3	4
26	порядка в душе	4	4
27	в свою очередь	2	3
28	той или иной	5	3
29	а всего лишь	1	3
30	ни в мире	3	3
31	с точки зрения	3	3
32	в этом смысле	3	3
33	субъектной организации художественного	2	3
34	это отношение знака	3	3
35	всех без исключения	3	3
36	имеем в виду	3	3
37	в виду не	3	3
38	сближение но не	3	3
39	порядок в душе	3	3
40	в том числе	3	3
41	тем не менее	3	3
42	можно сказать что	3	3
43	следует смешивать с	3	3
44	в своем составе	1	3
45	читателя зрителя слушателя	3	3
46	отношение знака к	3	3
47	подобно тому как	3	3
48	первичной знаковой системы	3	3
49	по своей природе	2	3
50	но не слияние	3	3
51	в равной степени	2	3
52	тех или иных	2	3
53	мы имеем в	3	3
54	виду не только	3	3
55	несет в себе	3	3
56	субъект художественной деятельности	3	3
57	с другими знаками	3	3
58	по сути дела	3	3
59	в связи с	3	3
60	значении этого слова	2	3
61	в качестве текста	2	3
62	в знаковом материале	3	3
63	эстетическое отношение к	3	3
64	не следует смешивать	3	3
65	с одной стороны	3	3
66	или иного жанра	3	3
67	тот или иной	3	3
68	сказания или анекдота	2	2
69	в тарасе бульбе	2	2
70	природе суть то	1	2
71	но и любые	2	2
72	личности со своей	1	2
73	в рамках художественного	2	2
74	реальности вымышленного мира	2	2
75	но в состав	2	2
76	войне и мире	2	2
77	художественности далеко не	2	2
78	в слове о	2	2
79	ведет по пути	2	2
80	художественной деятельности в	2	2
81	как совокупность факторов	2	2
82	речевая маска такого	2	2
83	они хотят и	1	2
84	по сути своей	3	2
85	в качестве знаков	2	2
86	эстетическое отношение представляет	2	2
87	единица внутренней речи	2	2
88	реального читателя в	2	2
89	но он не	2	2
90	искусства в узком	2	2
91	в области искусства	2	2
92	в искусстве слова	2	2
93	в сочетании с	1	2
94	в структуре текста	2	2
95	отношение представляет собой	2	2
96	в противном случае	2	2
97	в узком значении	2	2
98	суть то что	1	2
99	но во всех	2	2
100	игра с читателем	1	2
101	так и его	1	2
102	креативного и рецептивного	2	2
103	как к содержанию	2	2
104	внутренняя граница личности	2	2
105	сегментов текста как	2	2
106	до известной степени	2	2
107	предпосылкой эстетического отношения	2	2
108	мастера и маргариты	2	2
109	рамках одного текста	1	2
110	самореализации я в	1	2
111	автор относится как	2	2
112	в данном контексте	2	2
113	позволяет говорить о	2	2
114	все расположилось в	2	2
115	кто говорит и	2	2
116	художественности состоит в	2	2
117	типа эстетического завершения	2	2
118	в данный момент	2	2
119	в русской литературе	2	2
120	человека к действительности	2	2
121	предпосылки двоякого рода	2	2
122	причастной вненаходимости бахтин	2	2
123	знакового материала в	2	2
124	это коммуникативное содержание	2	2
125	в рамках одного	1	2
126	в общественном сознании	2	2
127	вторичной знаковой системы	2	2
128	в эстетический объект	2	2
129	способность знака к	2	2
130	при этом что	1	2
131	потребности и способности	2	2
132	произведение искусства более	2	2
133	я в качестве	2	2
134	по большей части	2	2
135	случае не следует	2	2
136	этой точки зрения	2	2
137	и в самом	3	2
138	того же персонажа	1	2
139	в единое целое	2	2
140	с этой точки	2	2
141	как и в	1	2
142	в имени тебе	2	2
143	в самом деле	2	2
144	во всех подобных	2	2
145	относительно своей роли	1	2
146	организации художественного произведения	1	2
147	предполагает способность знака	2	2
148	процесс превращения реального	2	2
149	с ними и	2	2
150	в коем случае	2	2
151	во внешнем мире	2	2
152	элемента эстетической реальности	2	2
153	невоспроизводимости творческого акта	2	2
154	иной строй эстетической	2	2
155	словами м.м бахтина	2	2
156	в стилистическом отношении	2	2
157	культуры новейшего времени	2	2
158	искусства но чтобы	2	2
159	художественная деятельность мыслится	2	2
160	не могло быть	2	2
161	в самом начале	1	2
162	времени и в	2	2
163	не сводятся к	2	2
164	и то же	3	2
165	в мире можно	1	2
166	в таком случае	2	2
167	как элемента эстетической	2	2
168	читателя в читателя	2	2
169	ни в коем	2	2
170	внутреннего слуха и	2	2
171	внутренней и внешней	2	2
172	со стороны адресата	2	2
173	участок текста характеризующийся	2	2
174	слове о полку	2	2
175	что в имени	2	2
176	лишь в самом	1	2
177	всех подобных случаях	2	2
178	в отношении обратного	2	2
179	относится как к	2	2
180	художественный текст в	2	2
181	или иной строй	2	2
182	включает в себя	2	2
183	более не сводится	2	2
184	в войне и	2	2
185	и некоторые иные	2	2
186	определяющим отношением художественности	2	2
187	в отношении к	2	2
188	одно и то	3	2
189	но в то	1	2
190	обращены к нашему	2	2
191	оказывается отношение автор	2	2
192	уготованной ему позиции	2	2
193	искусства более не	2	2
194	начинает восприниматься как	2	2
195	отношении обратного параллелизма	2	2
196	деятельности в рамках	2	2
197	как способ духовного	1	2
198	художественности и позволяет	2	2
199	том числе и	2	2
200	до прихода в	2	2
201	конструктивному принципу иносказательности	2	2
202	в порядке образующем	2	2
203	чтобы не остаться	2	2
204	в этом мире	2	2
205	или говоря иначе	2	2
206	эпоха классического реализма	1	2
207	и в форме	2	2
208	продолжением и развитием	2	2
209	текст как совокупность	2	2
210	и тем самым	1	2
211	с легкой руки	2	2
212	и в то	2	2
213	в соответствии с	1	2
214	расположилось в порядке	2	2
215	композиционных форм высказывания	2	2
216	во всей его	2	2
217	личностного присутствия в	2	2
218	деятельностью направленной на	2	2
219	а с другой	2	2
220	вокруг я героя	2	2
221	в качестве знаковых	2	2
222	мира представляет собой	2	2
223	отношению к герою	2	2
224	том что он	2	2
225	я с его	2	2
226	что в основе	2	2
227	вторичной знаковой системе	2	2
228	хотят и свершают	1	2
229	что они хотят	1	2
230	своей роли в	1	2
231	не в самом	2	2
232	мы имеем дело	2	2
233	тем или иным	2	2
234	и его внешней	4	2
235	другими знаками чем	2	2
236	то ни было	2	2
237	в мире это	2	2
238	имеет в своем	1	2
239	как и ее	1	2
240	не могут быть	1	2
241	преодолеваемая даль и	2	2
242	художественной культуры новейшего	2	2
243	чему нельзя научиться	2	2
244	что отличает тексты	2	2
245	в рамках которого	2	2
246	либо в сторону	2	2
247	художественного мышления и	2	2
248	и сближение но	2	2
249	сама по себе	2	2
250	отношения к сообщаемому	2	2
251	его эстетической доминантой	2	2
252	необходимы предпосылки двоякого	2	2
253	и не могло	2	2
254	к тому что	2	2
255	говорить о законе	2	2
256	в целую панораму	2	2
257	в литературной практике	1	2
258	он тем не	2	2
259	тогда как в	1	2
260	это своего рода	2	2
261	мы легко догадываемся	2	2
262	обрубленными ногами и	1	2
263	о полку игореве	2	2
264	даль и сближение	2	2
265	объективной предпосылкой эстетического	2	2
266	пушкина что в	2	2
267	своей природе суть	1	2
268	однако при этом	2	2
269	то что они	1	2
270	бы то ни	2	2
271	в известном смысле	2	2
272	ту или иную	2	2
273	стили могут быть	2	2
274	индивидуального речевого замысла	2	2
275	стихотворении пушкина что	2	2
276	вслед за кантом	1	2
277	коем случае не	2	2
278	модус художественности состоит	2	2
279	приводит к тому	2	2
280	я героя как	2	2
281	художественной культуры в	2	2
282	то чему нельзя	2	2
283	в значительной степени	2	2
284	на воспринимающее сознание	2	2
285	новой парадигмы художественности	2	2
286	целую панораму слов	2	2
287	превращения реального читателя	2	2
288	как уже говорилось	2	2
289	в читателя концепированного	2	2
290	в основе своей	2	2
291	может быть названо	2	2
292	и позволяет говорить	2	2
293	совокупность факторов художественного	2	2
294	может быть и	2	2
295	силу своей принципиальной	2	2
296	единиц речи есть	1	1
297	текст в принципе	1	1
298	оказывается одновременно экзистенциальным	1	1
299	языка пение как	1	1
300	рецептивной позиции читателя	1	1
301	содержание эстетической деятельности	1	1
302	о его древности	1	1
303	знанию такого рода	1	1
304	губительно для такого	1	1
305	но не верифицируемым	1	1
306	белецким и др	1	1
307	знаки чаще всего	1	1
308	низкой данности апостолов	1	1
309	внутренним отчуждением но	1	1
310	сакральная истинность незыблемого	1	1
311	глубже проникает в	1	1
312	или несмыкаемость взаимоотторжение	1	1
313	текста абзац знаменующий	1	1
314	спокойствию которое появляется	1	1
315	авторской позиции организующей	1	1
316	отношение как сугубо	1	1
317	говорят определяющее данную	1	1
318	дискурс вовлекает адресата	1	1
319	ее составе в	1	1
320	познанием но собственно	1	1
321	и будущей жизни	1	1
322	к его естественному	1	1
323	основания трагическое я	1	1
324	судьбы анны карениной	1	1
325	тогда как знаки	1	1
326	в бытии приобщаюсь	1	1
327	его летописных версиях	1	1
328	стихотворениях например говорит	1	1
329	расположение внешних предметов	1	1
330	другим видимая и	1	1
331	выбрать одну подходящую	1	1
332	я бессознательно ориентируюсь	1	1
333	оправданном а в	1	1
334	антинормативного по слову	1	1
335	по шеллингу чем	1	1
336	а гоголевский хома	1	1
337	многоточия в конце	1	1
338	языка наиболее элементарным	1	1
339	буквы или существа	1	1
340	с чем человек	1	1
341	числу эристических от	1	1
342	лингвистической точки зрения	1	1
343	воспринимать ее патетически	1	1
344	собою в точке	1	1
345	мире необходимости ни	1	1
346	некоторого единого хотя	1	1
347	автор видит шире	1	1
348	в каждый малый	1	1
349	первое слово однако	1	1
350	с кротким мягким	1	1
351	могло быть без	1	1
352	начинала обретать статус	1	1
353	рассмотренные способы эстетического	1	1
354	для самоактуализации личности	1	1
355	внутренней оторванности от	1	1
356	качестве бытийной компетенции	1	1
357	как значение ни	1	1
358	анны карениной мы	1	1
359	отклонений от языковой	1	1
360	как сверхсложного семиотического	1	1
361	xxix главе первой	1	1
362	самых значительных художественных	1	1
363	о чем-то неизмеримо	1	1
364	соответствующих форм деятельности	1	1
365	в общечеловеческом контексте	1	1
366	и воспринимающего в	1	1
367	воспроизводимости поскольку не	1	1
368	можно охарактеризовать семиотическую	1	1
369	содержание художественной деятельности	1	1
370	комизм комическая личность	1	1
371	не могли бы	1	1
372	эстетическое вполне осуществляет	1	1
373	границей личностного я	1	1
374	некоего гениального индивидуума	1	1
375	различный коммуникативный статус	1	1
376	героя как ценностного	1	1
377	идиллической картины жизни	1	1
378	просто связанной так	1	1
379	свободы я внутри	1	1
380	соответственно риторика сказания	1	1
381	это делает достоверность	1	1
382	хозяин все оставить	1	1
383	ответственность за него	1	1
384	содержанию миропорядка и	1	1
385	властными редакторскими полномочиями	1	1
386	парадигма научности или	1	1
387	произведения изобразительного искусства	1	1
388	вторичную семантизацию звучания	1	1
389	примеряя ее содержание	1	1
390	читателя входит в	1	1
391	расширяя почти безгранично	1	1
392	в последовательностях эпизодов	1	1
393	ср признание баратынского	1	1
394	он уклоняется от	1	1
395	исчезновение носа в	1	1
396	хозяин лавки совершает	1	1
397	парадигмы художественности свыше	1	1
398	мире можно назвать	1	1
399	позиции и читательского	1	1
400	катастрофы проникнута вся	1	1
401	и сосредоточение художественной	1	1
402	могут изучаться с	1	1
403	невозвратного мгновения при	1	1
