N	2gram	Bakhtin_Fr	KFilosof
1	может быть	4	45
2	в его	17	42
3	в нем	20	32
4	не может	9	29
5	и не	23	28
6	и в	67	28
7	по отношению	1	26
8	в котором	3	24
9	для меня	1	22
10	отношению к	1	22
11	в себе	3	21
12	только в	6	18
13	и его	19	18
14	в своем	13	17
15	в ее	2	17
16	а не	6	17
17	в этом	27	15
18	для него	4	13
19	не в	8	13
20	точки зрения	7	13
21	к нему	5	12
22	мир в	4	12
23	ни в	5	12
24	но не	6	12
25	и это	5	12
26	в своей	6	11
27	все эти	12	11
28	во всех	20	11
29	из себя	1	11
30	все это	15	10
31	это не	5	10
32	в едином	1	10
33	с точки	5	10
34	его целом	1	10
35	и есть	5	10
36	и для	4	10
37	в целом	2	10
38	в их	4	9
39	и все	18	9
40	но и	23	9
41	как бы	18	9
42	для нее	1	9
43	не было	3	8
44	если бы	2	8
45	в мире	1	8
46	было бы	5	8
47	лишь в	3	8
48	в себя	6	8
49	жизни и	11	8
50	себя в	1	8
51	во всем	1	7
52	и здесь	6	7
53	этот момент	3	7
54	что и	8	7
55	должен быть	2	7
56	вовсе не	19	7
57	уже не	1	7
58	то что	9	7
59	конечно не	5	7
60	но лишь	1	7
61	момент в	2	7
62	и только	2	7
63	ее и	1	6
64	но все	2	6
65	но эта	3	6
66	менее всего	4	6
67	не имеет	4	6
68	в смысле	1	6
69	смысл и	1	6
70	в том	16	6
71	и их	6	6
72	отношение к	1	6
73	место в	3	6
74	он не	9	6
75	но это	10	6
76	мира в	1	6
77	от его	4	5
78	со всем	2	5
79	то же	18	5
80	ко всему	3	5
81	не только	23	5
82	мира но	1	5
83	с ним	6	5
84	но как	1	5
85	его в	10	5
86	не знает	1	5
87	в основе	6	5
88	но в	20	5
89	именно в	5	5
90	как и	19	5
91	все же	7	5
92	жизни в	3	5
93	себя и	2	5
94	еще не	5	5
95	мир где	1	5
96	бытия как	1	5
97	что я	1	5
98	время и	2	5
99	хотя бы	2	5
100	в одном	7	5
101	ни одно	1	5
102	а в	4	5
103	его как	4	5
104	там где	10	5
105	никогда не	6	5
106	что в	14	4
107	должна быть	1	4
108	и весь	1	4
109	при этом	5	4
110	что это	4	4
111	о нем	2	4
112	не как	3	4
113	прежде всего	19	4
114	в своих	1	4
115	единая и	2	4
116	как его	2	4
117	и момент	1	4
118	с ними	1	4
119	мира и	10	4
120	том что	13	4
121	в чем	6	4
122	могло бы	1	4
123	и жизни	2	4
124	нисколько не	4	4
125	во всей	1	4
126	не по	1	4
127	между тем	3	4
128	как моменты	1	4
129	времени и	4	4
130	чем не	3	4
131	и т.д	2	4
132	к ним	2	4
133	из него	1	4
134	жизни но	1	3
135	ближе к	1	3
136	от него	2	3
137	положения и	1	3
138	та же	2	3
139	и на	12	3
140	здесь нет	4	3
141	на язык	1	3
142	этого мира	1	3
143	и пр	1	3
144	мы не	6	3
145	был бы	1	3
146	тогда когда	3	3
147	для которой	1	3
148	и этот	2	3
149	того что	4	3
150	где он	2	3
151	и этим	2	3
152	ее целом	1	3
153	на самом	8	3
154	ясно что	1	3
155	в виду	2	3
156	и тот	2	3
157	самом деле	6	3
158	единой и	1	3
159	тем что	3	3
160	людей и	1	3
161	в акте	5	3
162	в корне	2	3
163	стороны в	3	3
164	что этот	1	3
165	не дает	2	3
166	рядом с	6	3
167	не менее	4	3
168	для этой	2	3
169	по своему	5	3
170	бы не	2	3
171	здесь не	7	3
172	один и	1	3
173	той или	1	3
174	в каждом	3	3
175	это и	10	3
176	бы и	2	3
177	что не	4	3
178	отсюда и	1	3
179	но здесь	3	3
180	в свою	1	3
181	не должен	1	3
182	и ни	3	3
183	не должно	1	3
184	в другом	4	3
185	для того	8	3
186	и должна	1	3
187	в ней	10	3
188	быть и	1	3
189	и та	2	3
190	смысл в	1	3
191	в современной	1	3
192	от того	3	3
193	человека и	1	3
194	на своем	2	3
195	мы здесь	1	3
196	из его	2	3
197	нет и	4	3
198	только с	1	3
199	могут быть	1	3
200	это единство	1	3
201	до конца	2	3
202	нигде не	1	3
203	котором мы	1	3
204	о том	8	3
205	исторический материализм	1	3
206	тем как	2	3
207	в то	17	3
