N	2gram	Losev_Vesc	Marksizm
1	точки зрения	10	69
2	может быть	37	64
3	и в	44	63
4	и не	57	55
5	как бы	19	53
6	не может	44	47
7	с точки	6	46
8	и пр	10	42
9	и его	4	41
10	в этом	17	39
11	таким образом	16	38
12	как мы	6	32
13	в пределах	1	31
14	философии языка	1	31
15	лишь в	1	30
16	не только	48	29
17	то же	12	28
18	в нем	6	28
19	языка как	2	27
20	но и	19	27
21	в языке	1	26
22	связи с	1	25
23	самом деле	7	25
24	в самом	13	24
25	как и	15	24
26	прежде всего	17	24
27	только в	23	23
28	так и	4	23
29	в том	15	22
30	то что	47	22
31	а не	34	22
32	– в	13	21
33	при этом	1	20
34	для него	8	20
35	если мы	12	20
36	на почве	6	19
37	не в	14	19
38	если бы	8	19
39	том что	13	19
40	в его	5	19
41	языка в	1	18
42	в ее	8	18
43	в слове	2	18
44	и для	13	18
45	но в	8	18
46	вовсе не	11	18
47	все же	18	17
48	это –	38	17
49	в сущности	7	17
50	ни было	12	16
51	слова и	7	16
52	и как	12	16
53	в то	11	16
54	во всех	5	15
55	в связи	1	15
56	отнюдь не	8	15
57	что он	7	15
58	же время	4	15
59	– не	11	15
60	в данном	6	14
61	хотя бы	9	14
62	в смысле	22	14
63	– это	4	14
64	в своей	6	13
65	– и	2	13
66	так же	4	13
67	то ни	13	13
68	что в	11	13
69	и здесь	5	13
70	не является	3	13
71	того чтобы	4	13
72	было бы	24	13
73	ничего не	12	13
74	мы не	8	13
75	слова в	2	13
76	для того	3	12
77	того же	5	12
78	бы то	12	12
79	в результате	9	12
80	выражение в	3	12
81	он не	4	12
82	в основе	4	12
83	является не	2	12
84	а в	6	12
85	не столько	2	11
86	и того	2	11
87	к нему	3	11
88	мы уже	3	11
89	и что	22	11
90	и от	4	11
91	до сих	1	11
92	и на	2	11
93	и все	6	11
94	как в	3	11
95	еще не	12	11
96	так как	17	11
97	на самом	1	11
98	все эти	5	11
99	в ней	14	11
100	сих пор	1	11
101	именно в	2	10
102	во всяком	4	10
103	с другой	8	10
104	сказать что	21	10
105	к этому	2	10
106	никогда не	5	10
107	в своем	9	10
108	его в	8	10
109	в таком	1	10
110	одна из	6	10
111	– как	8	10
112	в основном	1	10
113	здесь мы	1	10
114	совершенно не	11	10
115	конечно не	2	10
116	в отличие	1	10
117	с его	2	10
118	и потому	8	10
119	с самого	1	10
120	отличие от	1	10
121	бытия в	2	10
122	быть и	5	9
123	к тому	3	9
124	одного и	1	9
125	только на	3	9
126	общения и	2	9
127	точка зрения	5	9
128	в себе	23	9
129	лишь на	1	9
130	и следовательно	20	9
131	и это	17	9
132	мы видели	3	9
133	что это	18	9
134	ни в	11	9
135	слово –	3	9
136	не имеет	2	9
137	и более	4	9
138	отношении к	4	9
139	это не	9	9
140	в истории	3	9
141	одной из	1	9
142	и эта	4	9
143	же самое	1	9
144	кроме того	5	8
145	мысли и	5	8
146	не как	2	8
147	другой стороны	3	8
148	но что	9	8
149	и даже	12	8
150	и с	11	8
151	на этой	2	8
152	в данной	2	8
153	мы знаем	1	8
154	что и	11	8
155	у него	3	8
156	не было	4	8
157	что не	11	8
158	тому что	2	8
159	ясно что	10	8
160	мы можем	4	8
161	не будет	13	8
162	в отношении	7	8
163	сводится к	4	8
164	в каком	6	8
165	к другому	3	8
166	перед нами	3	8
167	чем же	5	8
168	в свою	5	8
169	этого слова	1	8
170	с этим	4	8
171	у нас	9	8
172	смысле этого	1	8
173	в их	4	8
174	и их	11	8
175	в науке	3	8
176	и ее	19	8
177	или иной	1	8
178	на то	9	8
179	в этих	1	7
180	не существует	4	7
181	в котором	4	7
182	свою очередь	5	7
183	и формы	2	7
184	языка не	1	7
185	он сам	2	7
186	как раз	16	7
187	в качестве	4	7
188	бы в	9	7
189	в этой	4	7
190	могут быть	1	7
191	оно может	3	7
192	речи а	1	7
193	с ними	4	7
194	может стать	1	7
195	на основе	1	7
196	по себе	22	7
197	восприятия чужой	1	7
198	той же	2	7
199	о том	11	7
200	того что	16	7
201	общения в	1	7
202	конечно в	1	7
203	в начале	1	7
204	далеко не	2	7
205	бы он	1	7
206	в той	6	6
207	является в	2	6
208	от одного	2	6
209	уже не	15	6
210	одной стороны	3	6
211	в другом	3	6
212	в различных	1	6
213	как оно	4	6
214	она может	4	6
215	с одной	3	6
216	с другими	8	6
217	между ними	6	6
218	не есть	79	6
219	– с	2	6
220	всяком случае	2	6
221	должны быть	6	6
222	философия языка	1	6
223	этот вопрос	6	6
224	с ее	10	6
225	то есть	2	6
226	должна быть	8	6
227	переживания и	2	6
228	зависимости от	1	6
229	ничего общего	1	6
230	в организме	1	6
231	не имеют	1	6
232	что же	17	6
233	тем же	2	6
234	для всего	2	6
235	слово и	4	6
236	тот же	4	6
237	он и	2	6
238	все это	7	6
239	сознания и	2	6
240	слово в	2	6
241	в какой	1	6
242	вопрос о	6	6
243	как ее	2	6
244	мы должны	5	6
245	из этих	1	6
246	лишь как	2	6
247	же в	1	6
248	пр и	1	6
249	не к	3	6
250	еще более	4	5
251	о чем	2	5
252	самом же	1	5
253	в одном	6	5
254	нами в	1	5
255	в виду	2	5
256	что слово	1	5
257	в первом	2	5
258	она является	4	5
259	понимания и	3	5
260	не менее	11	5
261	понятно что	1	5
262	от того	7	5
263	себя в	11	5
264	и выражения	2	5
265	по преимуществу	2	5
266	на язык	3	5
267	должно быть	8	5
268	необходимо чтобы	7	5
269	что такое	20	5
270	– вот	1	5
271	как же	6	5
272	все время	1	5
273	от этого	3	5
274	в двух	1	5
275	жизни в	3	5
276	и у	4	5
277	той или	3	5
278	но как	3	5
279	в целях	1	5
280	и тем	7	5
281	и является	1	5
282	же он	1	5
283	в конце	3	5
284	язык есть	2	5
285	знак не	1	5
286	то в	4	5
287	для себя	6	5
288	и внешнего	2	5
289	вместе с	4	5
290	да и	5	5
291	различие между	3	5
292	и вот	4	5
293	ее в	1	5
294	связана с	1	5
295	хотя и	5	5
296	из него	1	5
297	формы и	1	5
298	этом случае	1	5
299	в более	2	5
300	значение в	1	5
301	этом отношении	2	5
302	то мы	3	5
303	или в	3	5
304	но не	9	5
305	– то	3	5
306	по смыслу	5	5
307	тем более	3	5
308	к одному	3	5
309	же деле	1	5
310	она не	9	5
311	в особенности	3	5
312	какого бы	2	4
313	и к	1	4
314	же и	2	4
315	только что	2	4
316	какой бы	1	4
317	именно эти	1	4
318	в них	1	4
319	но все	3	4
320	тем что	7	4
321	из всего	1	4
322	выражения и	1	4
323	нем нет	2	4
324	к другой	3	4
325	этой связи	1	4
326	к проблеме	1	4
327	говорит что	1	4
328	точке зрения	4	4
329	как от	1	4
330	в зависимости	1	4
331	во всей	1	4
332	исходит из	2	4
333	к ее	3	4
334	к языку	1	4
335	из них	7	4
336	едва ли	1	4
337	внутренней жизни	1	4
338	переходим к	1	4
339	что они	12	4
340	него как	1	4
341	и он	1	4
342	она и	2	4
343	именно для	2	4
344	несмотря на	6	4
345	не хватает	2	4
346	что все	2	4
347	в которой	5	4
348	одним из	1	4
349	что она	23	4
350	но для	2	4
351	слово слово	1	4
352	но ведь	2	4
353	следовательно и	2	4
354	его значение	1	4
355	в других	1	4
356	но к	2	4
357	для его	2	4
358	стремится к	1	4
359	не дает	1	4
360	и речи	1	4
361	между двумя	1	4
362	к этим	2	4
363	так что	9	4
364	если же	5	4
365	всех других	1	4
366	все те	1	4
367	и тот	1	4
368	он –	1	4
369	отвлекаясь от	1	4
370	из этого	3	4
371	независимо от	5	4
372	имеет свою	1	4
373	к целому	1	4
374	от нее	2	4
375	внутреннего и	4	4
376	мы замечаем	1	4
377	не могут	1	4
378	со всеми	1	4
379	себя с	5	4
380	допустим что	3	4
381	и действительно	1	4
382	можно назвать	1	4
383	к его	2	4
384	быть понято	2	4
385	нет ничего	2	4
386	первом случае	2	4
387	бы и	9	4
388	именно на	1	4
389	слов и	1	4
390	и до	6	4
391	что здесь	2	4
392	переход от	2	4
393	нет и	4	4
394	мог бы	7	4
395	но именно	3	4
396	только при	1	4
397	и то	14	4
398	только с	3	4
399	категории и	1	4
400	нас не	2	4
401	уже в	2	4
402	это и	12	4
403	в определенном	2	4
404	можно сказать	8	4
405	как она	5	4
406	выражение и	2	4
407	это мышление	2	4
408	он ни	1	4
409	каких бы	1	4
410	свое выражение	3	4
411	другими словами	9	4
412	может идти	2	4
413	как он	2	4
414	относится к	6	4
415	стороны и	2	4
416	и вне	2	4
417	одного из	2	4
418	и самого	1	4
419	к пониманию	3	4
420	жизни и	6	4
421	и прежде	2	4
422	нуждается в	2	4
423	– лишь	1	4
424	мы сказали	2	4
425	что было	1	3
426	в применении	2	3
427	однако и	1	3
428	дана как	1	3
429	даже в	1	3
430	не сможет	2	3
431	в своих	3	3
432	границы между	1	3
433	оно –	6	3
434	форму и	1	3
435	с тем	8	3
436	языкового сознания	1	3
437	так в	1	3
438	ними как	1	3
439	на первый	1	3
440	себя от	2	3
441	в дальнейшем	1	3
442	первым и	1	3
443	в действительности	7	3
444	и история	1	3
445	или вернее	2	3
446	– а	3	3
447	применении к	3	3
448	мы увидим	1	3
449	даже и	5	3
450	одной и	1	3
451	но они	2	3
452	говорить о	9	3
453	каждое слово	1	3
454	эта система	1	3
455	является как	1	3
456	действительности на	1	3
457	всегда и	1	3
458	или если	1	3
459	находится в	4	3
460	момент в	6	3
461	с ним	8	3
462	и внешней	1	3
463	а следовательно	4	3
464	друг с	2	3
465	в системе	1	3
466	какое бы	1	3
467	мы видим	5	3
468	от его	2	3
469	– на	1	3
470	к себе	4	3
471	в социальной	1	3
472	тем не	11	3
473	лежит в	1	3
474	и становление	1	3
475	такое понимание	1	3
476	не о	2	3
477	прежде чем	1	3
478	для историка	1	3
479	или хотя	1	3
480	дано в	1	3
481	действительности к	1	3
482	и вторым	1	3
483	между этими	1	3
484	в живом	1	3
485	деле в	1	3
486	между собой	2	3
487	действительности и	5	3
488	данный момент	1	3
489	ли это	9	3
490	мы говорили	2	3
491	более или	4	3
492	все основные	1	3
493	как это	4	3
494	что эта	2	3
495	одно и	6	3
496	не приходится	1	3
497	и та	2	3
498	по своей	3	3
499	по вопросу	1	3
500	могла бы	3	3
501	подход к	1	3
502	и есть	40	3
503	в данный	1	3
504	речи о	1	3
505	нее не	1	3
506	действительности –	2	3
507	не так	2	3
508	субъективизма и	3	3
509	во втором	2	3
510	социальной жизни	1	3
511	и этот	2	3
512	– именно	1	3
513	мы встречаем	1	3
514	они и	1	3
515	если он	3	3
516	почти не	1	3
517	же –	3	3
518	как к	5	3
519	слово для	1	3
520	тогда когда	5	3
521	нужно прибавить	1	3
522	учение о	2	3
523	они –	3	3
524	понимание в	3	3
525	из которых	3	3
526	не на	2	3
527	можно было	6	3
528	должен был	1	3
529	поэтому и	2	3
530	все то	2	3
531	имеет значение	1	3
532	– все	2	3
533	границу между	1	3
534	к которым	1	3
535	они дают	1	3
536	и они	2	3
537	в которых	1	3
538	приводит к	2	3
539	со стороны	9	3
540	пр но	1	3
541	– мы	3	3
542	еще и	11	3
543	ни к	3	3
544	его и	4	3
545	к нашему	1	3
546	то он	2	3
547	поэтому не	1	3
548	потому что	25	3
549	творчества –	1	3
550	нет никакой	4	3
551	– может	1	3
552	этого общения	1	3
553	на этот	1	3
554	здесь не	2	3
555	но если	12	3
556	главным образом	3	3
557	у них	2	3
558	но это	14	3
559	мы возьмем	3	3
560	подойти к	1	3
561	понять и	4	3
562	находятся в	2	3
563	ответ на	1	3
564	что оно	10	3
565	они не	1	3
566	свидетельствует о	3	3
567	и сама	4	3
568	из основных	3	3
569	бы на	3	3
570	она будет	2	3
571	себя самого	4	3
572	– что	2	3
573	в каком-нибудь	2	3
574	с их	1	3
575	однако не	4	3
576	ведь это	1	3
577	вне этой	1	3
578	этого рода	1	3
579	или иначе	5	3
580	на нее	2	3
581	в бытии	2	3
582	в ту	1	3
583	говорить об	2	3
584	есть только	18	3
585	на все	2	3
586	один и	2	3
587	только и	8	3
588	с другом	2	3
589	в виде	3	3
590	должен быть	5	3
591	или менее	4	3
592	и вообще	6	3
593	не все	3	3
594	бы это	1	3
595	и по	1	3
596	этих двух	2	3
597	того или	1	3
598	человека в	1	3
599	первый план	1	3
600	как ни	1	3
601	– одна	1	3
602	ту или	3	3
603	также и	9	3
604	когда он	2	3
605	не с	8	3
606	в нашей	1	3
607	не следует	1	3
608	одного слова	1	3
609	как чисто	2	3
610	или как	3	3
611	со своими	1	3
612	и о	4	3
613	и значения	2	3
614	по законам	2	3
615	и только	11	3
616	конце концов	2	3
617	в целом	3	3
618	и тогда	7	3
619	это восприятие	1	2
620	во всем	2	2
621	и другие	2	2
622	есть вещь	7	2
623	для всех	1	2
624	вообще не	6	2
625	к этой	1	2
626	есть прежде	4	2
627	с этой	6	2
628	дело с	1	2
629	вопросу о	1	2
630	из всех	1	2
631	они уже	1	2
632	это значит	30	2
633	в разных	6	2
634	или –	3	2
635	правда это	1	2
636	силой и	1	2
637	и реальное	1	2
638	нет еще	1	2
639	жизни –	1	2
640	находится не	1	2
641	в духе	1	2
642	как вещь	9	2
643	но по	1	2
644	мы и	1	2
645	где они	1	2
646	превращается в	3	2
647	исходить из	2	2
648	том или	2	2
649	в жизни	5	2
650	его на	4	2
651	образом между	1	2
652	к самому	1	2
653	в собственном	3	2
654	их в	6	2
655	а именно	1	2
656	момент и	1	2
657	может существовать	1	2
658	отличается от	8	2
659	почти все	2	2
660	психологизм и	1	2
661	сам же	1	2
662	действительности в	3	2
663	перестает быть	3	2
664	восприятия и	1	2
665	во все	1	2
666	и единое	1	2
667	было в	3	2
668	внутри самой	1	2
669	то этот	1	2
670	сам и	1	2
671	она могла	2	2
672	всего этого	1	2
673	– философия	2	2
674	и другой	2	2
675	путь –	1	2
676	мы все	1	2
677	и выражение	3	2
678	тем самым	2	2
679	принадлежит не	1	2
680	не вполне	2	2
681	то как	2	2
682	не что	12	2
683	каковым является	1	2
684	может стремиться	1	2
685	момента в	1	2
686	ничего что	1	2
687	образ и	3	2
688	становление смысла	1	2
689	но ни	1	2
690	явления так	1	2
691	него не	1	2
692	ее как	4	2
693	на него	3	2
694	это отношение	1	2
695	на такое	1	2
696	иначе и	1	2
697	как всякое	1	2
698	от них	1	2
699	бы ее	1	2
700	от себя	1	2
701	коем случае	1	2
702	и стать	1	2
703	распадается на	1	2
704	не просто	23	2
705	они могут	1	2
706	ними в	2	2
707	крайней мере	10	2
708	гораздо более	2	2
709	и во	3	2
710	мы скажем	1	2
711	и весь	1	2
712	видели что	3	2
713	ее и	2	2
714	собой и	1	2
715	мы как	1	2
716	мышления и	1	2
717	которое он	1	2
718	же они	3	2
719	это будет	4	2
720	в состоянии	2	2
721	быть в	1	2
722	ведь есть	1	2
723	есть его	1	2
724	формы этого	1	2
725	внутренней и	1	2
726	отношения к	3	2
727	после этого	1	2
728	или иную	3	2
729	отсюда что	1	2
730	бы что	3	2
731	тому же	1	2
732	и притом	4	2
733	является и	3	2
734	но он	2	2
735	этим и	1	2
736	не остается	1	2
737	эти три	1	2
738	же как	3	2
739	между прочим	4	2
740	зрения и	2	2
741	должно было	1	2
742	средство для	1	2
743	она –	6	2
744	себе и	2	2
745	а только	3	2
746	в чем	10	2
747	что как	1	2
748	целое не	1	2
749	всех своих	1	2
750	здесь как	2	2
751	и руки	1	2
752	могли бы	1	2
753	но можно	3	2
754	а с	3	2
755	если оно	9	2
756	бы к	2	2
757	лишь ее	1	2
758	социального бытия	2	2
759	в философии	8	2
760	самый вопрос	2	2
761	зрения в	1	2
762	еще только	1	2
763	от каких	1	2
764	ту же	2	2
765	совсем не	2	2
766	раз эта	1	2
767	уже к	1	2
768	ее например	1	2
769	не могла	1	2
770	но только	4	2
771	является одним	1	2
772	нас –	1	2
773	где в	1	2
774	даже не	8	2
775	также не	1	2
776	этом смысле	2	2
777	в современной	1	2
778	в нее	1	2
779	в новое	1	2
780	когда мы	6	2
781	тот или	1	2
782	этот предмет	1	2
783	культуры и	1	2
784	его как	2	2
785	части в	1	2
786	вопроса в	1	2
787	не значит	11	2
788	в первой	2	2
789	не то	4	2
790	в общем	1	2
791	же мы	2	2
792	всех этих	1	2
793	так или	5	2
794	собственном смысле	4	2
795	в частности	3	2
796	а потому	2	2
797	важно как	1	2
798	та же	1	2
799	оно и	4	2
800	как с	7	2
801	психики не	1	2
802	была бы	3	2
803	сущности оно	1	2
804	что большинство	1	2
805	поэтому в	2	2
806	им принадлежит	1	2
807	оно не	6	2
808	и взаимно	1	2
809	сами по	3	2
810	конечно и	2	2
811	мы понимаем	1	2
812	то на	1	2
813	есть лишь	2	2
814	ни о	3	2
815	смысла и	8	2
816	это положение	1	2
817	заключается в	3	2
818	содержание и	1	2
819	прибавить еще	1	2
820	имеет дело	1	2
821	этот тип	3	2
822	свой собственный	1	2
823	как о	5	2
824	мы отвлекаемся	1	2
825	при более	1	2
826	и так	2	2
827	с собою	6	2
828	никто не	1	2
829	– действительность	1	2
830	явлений и	3	2
831	себя и	8	2
832	метода в	1	2
833	говорили о	1	2
834	ее понимает	2	2
835	по крайней	10	2
836	к данной	3	2
837	перейти в	1	2
838	где нет	1	2
839	– совершенно	4	2
840	что мы	17	2
841	которых будет	1	2
842	это явление	1	2
843	и реального	3	2
844	что самое	1	2
845	мы его	1	2
846	и если	5	2
847	явления и	4	2
848	быть не	5	2
849	тех пор	1	2
850	для нее	2	2
851	и вся	1	2
852	к своим	1	2
853	мы получим	3	2
854	впрочем и	1	2
855	слово от	1	2
856	и модификации	1	2
857	на что-то	1	2
858	то для	1	2
859	за пределами	1	2
860	в сознании	1	2
861	это является	1	2
862	вопрос в	1	2
863	какие бы	1	2
864	это одно	1	2
865	мы еще	2	2
866	знаков не	1	2
867	в самой	3	2
868	исключительно в	1	2
869	он должен	1	2
870	уже с	1	2
871	почве этого	1	2
872	их к	1	2
873	категорий и	1	2
874	показать место	1	2
875	нет ни	1	2
876	в коем	1	2
877	данном случае	2	2
878	зависит от	1	2
879	совершенно иначе	1	2
880	оно само	1	2
881	к истории	2	2
882	о нем	1	2
883	что с	1	2
884	и всегда	1	2
885	нет это	3	2
886	же не	4	2
887	возможно только	1	2
888	чтобы и	3	2
889	сказать не	1	2
890	но с	2	2
891	и где	1	2
892	указывает на	8	2
893	между собою	12	2
894	сама по	7	2
895	форм но	1	2
896	один момент	1	2
897	есть в	4	2
898	эти две	6	2
899	язык и	1	2
900	можно выразить	2	2
901	ли не	1	2
902	этого вопроса	3	2
903	это было	2	2
904	но уже	3	2
905	случайной и	1	2
906	это так	4	2
907	и внутренней	1	2
908	что эти	2	2
909	они все	1	2
910	один путь	1	2
911	в эти	1	2
912	стремиться к	1	2
913	эти последние	1	2
914	то не	7	2
915	и ни	3	2
916	другой в	1	2
917	есть и	13	2
918	– только	4	2
919	речи она	1	2
920	конечно нет	2	2
921	и часто	1	2
922	идет о	1	2
923	как из	1	2
924	явление в	1	2
925	оно должно	1	2
926	в понимании	1	2
927	этом и	2	2
928	ее из	1	2
929	как наиболее	1	2
930	иное как	12	2
931	и самый	1	2
932	которой мы	1	2
933	само по	4	2
934	и наконец	1	2
935	что данное	1	2
936	форме и	2	2
937	можно только	6	2
938	и зафиксировать	1	1
939	более не	1	1
940	было так	1	1
941	только активное	1	1
942	уничтожается в	1	1
943	философии и	1	1
944	и объяснить	1	1
945	в единую	1	1
946	внутреннего –	1	1
947	оно все	1	1
948	этих вопросов	1	1
949	или и	1	1
950	но слишком	1	1
951	можно говорить	2	1
952	отвечает на	1	1
953	зрения на	1	1
954	этого в	1	1
955	которые совершенно	1	1
956	что почти	1	1
957	и очень	1	1
958	на эти	1	1
959	со всем	5	1
960	может ведь	1	1
961	как явления	1	1
962	сущности всегда	1	1
963	которые не	1	1
964	или только	1	1
965	если под	2	1
966	выражение это	1	1
967	собою все	1	1
968	за исключением	1	1
969	ровно ничего	1	1
970	случае мы	1	1
971	в определенное	1	1
972	до самого	1	1
973	рационализму и	1	1
974	будет не	1	1
975	из понятия	2	1
976	основном –	1	1
977	вещи и	40	1
978	которой говорят	1	1
979	случае не	3	1
980	всей проблемы	1	1
981	не имеющее	1	1
982	или нет	1	1
983	смысле полного	1	1
984	строго говоря	1	1
985	философского мышления	1	1
986	нужен только	1	1
987	не зависит	2	1
988	в некоторых	1	1
989	есть функция	1	1
990	говорит о	3	1
991	свой анализ	1	1
992	и говорить	1	1
993	существование это	1	1
994	может так	1	1
995	явлениями в	1	1
996	не хочет	1	1
997	вопрос –	1	1
998	одно из	2	1
999	его от	2	1
1000	– общение	1	1
1001	бы с	1	1
1002	говорить что	4	1
1003	с собой	2	1
1004	и само	3	1
1005	же эти	1	1
1006	это определение	1	1
1007	но после	1	1
1008	несет с	1	1
1009	читателя и	1	1
