N	2gram	Propp_Isto	RusskieA
1	и в	44	79
2	в том	13	64
3	том что	12	59
4	что в	18	57
5	т е	27	54
6	не только	17	41
7	во время	12	38
8	так как	19	34
9	и другие	5	33
10	в этом	20	33
11	состоит в	1	32
12	как бы	4	31
13	но и	16	31
14	в других	4	30
15	как и	12	28
16	и на	11	28
17	может быть	31	28
18	в этот	2	26
19	одна из	6	24
20	о том	11	23
21	и т	39	23
22	при этом	4	22
23	т д	36	21
24	там же	2	20
25	этот обычай	5	20
26	это не	8	20
27	е в	6	20
28	а в	9	20
29	как мы	9	20
30	из них	4	19
31	представляют собой	6	18
32	все это	4	18
33	с тем	9	17
34	таким образом	21	17
35	то что	16	17
36	вместе с	26	17
37	об этом	6	17
38	показывает что	7	17
39	потому что	18	17
40	д к	1	17
41	во многих	1	16
42	мы не	6	16
43	или на	3	15
44	будто бы	2	15
45	один из	6	15
46	в них	3	14
47	и с	8	14
48	не менее	6	14
49	сообщает что	3	14
50	тем не	6	14
51	как это	5	14
52	и что	13	14
53	мы видели	9	14
54	и не	19	14
55	для нас	6	14
56	у нас	1	14
57	уже не	14	13
58	к этому	5	13
59	в некоторых	6	13
60	так что	2	13
61	в землю	2	13
62	и по	3	13
63	к зеленин	1	13
64	как в	11	13
65	в которых	4	13
66	еще не	16	13
67	не может	10	13
68	тем что	12	12
69	других местах	2	12
70	этом случае	13	12
71	этот обряд	9	12
72	мы имеем	22	12
73	в виде	13	12
74	в дом	3	11
75	а затем	7	11
76	мы увидим	6	11
77	в лесу	3	11
78	следующим образом	1	11
79	не имеет	4	11
80	но это	10	11
81	а на	2	11
82	далеко не	1	11
83	что на	1	11
84	все же	17	10
85	так например	3	10
86	представляет собой	8	10
87	том чтобы	3	10
88	его в	17	10
89	между тем	1	10
90	что и	11	10
91	в течение	2	10
92	так и	9	10
93	или в	7	10
94	а также	5	10
95	по существу	2	10
96	в воду	10	10
97	и других	5	10
98	то же	9	9
99	о чем	6	9
100	видно что	1	9
101	что они	3	9
102	к жизни	1	9
103	с ней	2	9
104	и все	4	9
105	данном случае	2	9
106	того как	8	9
107	на голову	1	9
108	но в	7	9
109	в русском	1	9
110	но не	8	9
111	одно из	3	8
112	в этих	7	8
113	представление о	22	8
114	что по	1	8
115	так же	14	8
116	после этого	3	8
117	связи с	10	8
118	на себя	4	8
119	во всех	3	8
120	что это	8	8
121	песни и	2	8
122	подобно тому	2	8
123	их в	7	8
124	не объясняет	3	8
125	того чтобы	3	8
126	того что	3	8
127	ее в	8	8
128	в данном	3	8
129	не все	1	8
130	как уже	1	8
131	тому как	2	8
132	для того	3	8
133	же в	3	8
134	в это	3	7
135	в руках	1	7
136	в лес	3	7
137	в своем	3	7
138	на них	2	7
139	к нему	5	7
140	а и	1	7
141	не в	11	7
142	в свете	5	7
143	а с	2	7
144	не совсем	6	7
145	мы рассмотрим	4	7
146	было бы	2	7
147	главным образом	2	7
148	только в	8	7
149	с этого	2	7
150	еще в	2	7
151	это время	2	7
152	связанные с	5	7
153	говорится что	4	7
154	в земле	2	7
155	из этих	5	7
156	а не	5	7
157	ничего не	4	7
158	иногда и	4	7
159	животных и	2	7
160	и как	5	7
161	предположить что	3	7
162	в сибири	1	7
163	мы должны	7	7
164	из леса	1	7
165	по этому	1	7
166	как будто	2	7
167	в эти	1	7
168	к реке	2	7
169	для этого	3	7
170	в обряде	6	6
171	с собой	6	6
172	же как	12	6
173	этих обрядов	1	6
174	к тому	1	6
175	что этот	5	6
176	выше мы	2	6
177	и другой	1	6
178	не всегда	9	6
179	только на	2	6
180	но они	1	6
181	в одном	2	6
182	также на	1	6
183	этого обряда	5	6
184	что она	3	6
185	после того	4	6
186	в качестве	13	6
187	чем в	1	6
188	в таком	2	6
189	тому что	1	6
190	также в	2	6
191	на земле	1	6
192	должно было	3	6
193	и у	3	6
194	на этом	5	6
195	после чего	3	6
196	должны были	3	6
197	в фольклоре	2	6
198	в этой	5	6
199	в нем	10	6
200	видели что	2	6
201	должен был	1	6
202	с ними	4	6
203	приводит к	2	6
204	и более	3	6
205	что здесь	9	6
206	друг друга	5	6
207	эти представления	1	6
208	и пр	6	6
209	не будем	6	6
210	или с	1	6
211	в их	1	6
212	на нее	3	6
213	все эти	11	6
214	так в	5	6
215	а иногда	2	6
