N	2gram	Propp_Isto	Hudozhes
1	в качестве	5	31
2	то есть	1	26
3	и в	41	23
4	не только	30	20
5	состоит в	1	20
6	в том	14	20
7	при этом	7	19
8	может быть	19	19
9	в частности	3	18
10	и не	12	16
11	тогда как	4	15
12	но и	20	14
13	а не	9	13
14	но не	8	13
15	а в	12	13
16	я в	1	13
17	в себе	3	13
18	в этом	19	12
19	то же	12	12
20	так и	8	12
21	и его	11	12
22	сводится к	3	11
23	представляет собой	8	11
24	как бы	8	11
25	точки зрения	4	11
26	в его	4	11
27	по отношению	3	10
28	но в	7	10
29	отношению к	3	10
30	своего рода	7	9
31	том что	18	9
32	с другой	20	9
33	не в	12	9
34	не может	19	9
35	в области	3	8
36	в то	6	8
37	что в	21	7
38	в самом	2	7
39	только в	10	7
40	в своей	4	7
41	в основе	2	7
42	отличие от	1	7
43	не столько	4	7
44	как это	6	7
45	по своей	1	7
46	отношение к	6	7
47	другой стороны	17	6
48	в состав	1	6
49	более или	3	6
50	приводит к	1	6
51	уже не	8	6
52	можно сказать	3	6
53	с ее	1	6
54	с его	4	6
55	мы имеем	27	6
56	в ее	3	6
57	а также	2	6
58	или менее	3	6
59	в нем	12	6
60	ни в	4	5
61	что он	29	5
62	не менее	5	5
63	того чтобы	1	5
64	для того	2	5
65	со стороны	3	5
66	того что	7	5
67	прежде всего	6	5
68	в их	4	5
69	а на	2	5
70	или иначе	2	5
71	между ними	1	5
72	я есть	1	5
73	героя и	5	5
74	тем самым	3	5
75	то что	12	5
76	могут быть	3	5
77	для себя	1	4
78	на смену	2	4
79	так или	2	4
80	например в	6	4
81	отношения к	2	4
82	из которого	1	4
83	еще не	13	4
84	в данном	8	4
85	входит в	1	4
86	в другом	2	4
87	сказать что	5	4
88	в своем	3	4
89	к тому	4	4
90	во времени	1	4
91	на почве	1	4
92	и то	3	4
93	это не	14	4
94	его в	7	4
95	не знает	2	4
96	и как	3	4
97	в этих	16	4
98	так в	10	4
99	а только	1	4
100	он не	8	4
101	и тем	4	4
102	и что	15	4
103	в форме	4	4
104	далеко не	3	4
105	со своей	2	4
106	и о	2	4
107	однако в	2	4
108	в силу	2	4
109	хотя и	3	4
110	и к	1	3
111	и на	12	3
112	текст в	1	3
113	с этой	7	3
114	даже в	2	3
115	о чем	2	3
116	если бы	3	3
117	оказывается в	1	3
118	и сам	3	3
119	есть в	1	3
120	а именно	12	3
121	в жизни	2	3
122	как и	8	3
123	их в	3	3
124	никто не	2	3
125	себя и	1	3
126	в иной	3	3
127	тем не	4	3
128	в противоположность	1	3
129	к нему	8	3
130	потому что	13	3
131	одной стороны	12	3
132	в одном	2	3
133	имеем в	8	3
134	мог бы	1	3
135	во всей	1	3
136	от себя	1	3
137	из этих	6	3
138	таким образом	15	3
139	на языке	1	3
140	с одной	12	3
141	с точки	1	3
142	связи с	3	3
143	но он	4	3
144	в таком	1	3
145	в связи	3	3
146	или даже	3	3
147	по своему	1	3
148	во всех	8	3
149	в русской	8	3
150	как уже	1	3
151	в свою	1	3
152	в которой	2	3
153	не будет	6	3
154	к области	1	3
155	автора и	1	3
156	того же	3	3
157	что можно	1	3
158	не случайно	3	3
159	герой не	4	3
160	в целом	2	3
161	и ее	6	3
162	более не	1	2
163	мире и	1	2
164	и другие	10	2
165	образом и	3	2
166	один из	7	2
167	рассказ о	2	2
168	связей с	2	2
169	для возникновения	1	2
170	с ним	9	2
171	из которых	3	2
172	не как	1	2
173	а затем	1	2
174	задолго до	1	2
175	по себе	2	2
176	в них	4	2
177	оно не	2	2
178	этой точки	3	2
179	самом деле	1	2
180	героя как	1	2
181	на свою	1	2
182	все эти	8	2
183	именно в	2	2
184	с ними	2	2
185	в одно	2	2
186	как в	17	2
187	никем не	1	2
188	говоря и	1	2
189	отличается от	4	2
190	в известном	1	2
191	жизни на	1	2
192	к другому	2	2
193	своей жизни	1	2
194	о том	15	2
195	мы легко	2	2
196	не входит	1	2
197	при всем	1	2
198	при всей	1	2
199	вытекает из	2	2
200	не могли	1	2
201	между собой	1	2
202	совпадает с	1	2
203	на основе	1	2
204	не всегда	6	2
205	могло быть	2	2
206	между двумя	2	2
207	и больше	3	2
208	не могло	2	2
209	быть названо	1	2
210	вступает в	4	2
