N	3gram	Vygotskiy_	DiskursI
1	в том что	33	28
2	в отличие от	3	26
3	по отношению к	19	17
4	с одной стороны	10	14
5	не может быть	4	12
6	в данном случае	3	12
7	той или иной	1	10
8	о том что	7	9
9	в то же	1	8
10	состоит в том	7	8
11	в этом отношении	7	8
12	и все же	1	7
13	так и в	1	6
14	к тому же	1	6
15	с точки зрения	12	6
16	одной стороны и	2	5
17	и как бы	1	5
18	но при этом	2	5
19	то же самое	7	5
20	с другой стороны	8	5
21	в первую очередь	4	5
22	в свою очередь	4	5
23	по своей природе	2	5
24	и может быть	1	5
25	не только в	1	5
26	подобно тому как	6	5
27	тем не менее	1	4
28	можно сказать что	7	4
29	одного и того	8	4
30	в полной мере	1	4
31	а с другой	3	4
32	и того же	8	4
33	и не может	3	4
34	в свое время	2	4
35	в этом случае	5	4
36	говоря уже о	1	3
37	в том числе	2	3
38	более или менее	1	3
39	и то же	1	3
40	того или иного	1	3
41	в обоих случаях	2	3
42	по аналогии с	2	3
43	том числе и	2	3
44	мы имеем дело	2	3
45	не говоря уже	1	3
46	и в частности	3	3
47	одно и то	1	3
48	том что в	2	3
49	во всяком случае	2	3
50	на передний план	1	3
51	мере в какой	3	2
52	бы то ни	1	2
53	точка зрения на	1	2
54	в той мере	3	2
55	на том что	1	2
56	как и его	1	2
57	я не знаю	1	2
58	мысли и ее	1	2
59	потому что в	4	2
60	не совпадает с	1	2
61	сами по себе	1	2
62	возникает в результате	1	2
63	речь идет о	1	2
64	если можно так	1	2
65	той мере в	3	2
66	то ни было	1	2
67	значении этого слова	1	2
68	к которому он	1	2
69	а не только	1	2
70	можно так выразиться	1	2
71	представляет собой не	1	2
72	в том и	1	2
73	не столько в	1	2
74	но и в	1	2
75	в том чтобы	3	2
76	а не как	2	2
77	только то что	2	2
78	только в том	2	2
79	и той же	3	2
80	включает в себя	2	2
81	как мы видели	4	2
82	одной и той	3	2
83	которое может быть	1	2
84	с самого начала	8	2
85	и то что	6	2
86	тем или иным	2	2
87	тех случаях когда	1	2
88	в тех случаях	1	2
89	едва ли не	1	2
90	то что они	2	2
91	и не только	1	2
92	прежде всего в	1	2
93	что он не	3	1
94	тем самым он	1	1
95	благодаря тому что	1	1
96	как и во	1	1
97	в этот период	3	1
98	тем более не	1	1
99	имеет в виду	1	1
100	с этим связан	1	1
101	а не на	2	1
102	в скрытом виде	2	1
103	в этом направлении	1	1
104	на каждом шагу	3	1
105	и тем самым	3	1
106	его точка зрения	1	1
107	о том как	3	1
108	в применении к	1	1
109	согласно которому в	1	1
110	такой же мере	3	1
111	обнаруживает в своей	1	1
112	к другому в	1	1
113	в самых общих	2	1
114	но они же	1	1
115	равной мере и	2	1
116	к одному и	3	1
117	в этом смысле	5	1
118	по сравнению с	9	1
119	о чем мы	1	1
120	в себя и	1	1
121	и в другом	3	1
122	но и на	1	1
123	одни и те	1	1
124	не говорит об	1	1
125	и приводит к	1	1
126	но оказывается что	1	1
127	идти этим путем	1	1
128	в самом деле	6	1
129	для того чтобы	20	1
130	с ним в	1	1
131	друг от друга	5	1
132	с целым рядом	1	1
133	и здесь в	1	1
134	друг на друга	2	1
135	сам по себе	1	1
136	собственно и составляет	1	1
137	которая состоит в	1	1
138	так и с	1	1
139	именно в этой	1	1
140	во всяком новом	1	1
141	до сих пор	3	1
142	приходит к выводу	1	1
143	принципиальный вопрос о	1	1
144	в такой же	3	1
145	данном случае не	2	1
146	здесь имеет место	1	1
147	на всем протяжении	5	1
148	в этом пункте	1	1
149	не может иметь	1	1
150	в одном ряду	1	1
151	процесс развития с	2	1
152	тех или иных	2	1
153	и таким образом	1	1
154	по мере его	1	1
155	представляют собой два	2	1
156	первую очередь по	1	1
157	что они не	1	1
158	постановки вопроса о	1	1
159	не могло быть	1	1
160	есть не что	2	1
161	возможно только при	1	1
162	и т.п и	1	1
163	не может не	3	1
164	имеет дело с	1	1
165	но в этом	2	1
166	одновременно с этим	1	1
167	как раз и	1	1
168	связи и отношения	2	1
169	в связи с	6	1
170	на этот раз	1	1
171	но все же	2	1
172	в другом месте	4	1
173	что с помощью	2	1
174	один из наиболее	1	1
175	том и в	1	1
176	из того что	4	1
177	определенного рода в	2	1
178	что на деле	1	1
179	в равной мере	4	1
180	говорит об этом	1	1
181	еще и в	1	1
182	в переходе от	1	1
183	принципиальное различие между	1	1
184	в этом последнем	1	1
185	в качестве своих	1	1
186	лежат в основе	1	1
187	не только по	1	1
188	во второй половине	1	1
189	в этих случаях	1	1
190	внимание на то	1	1
191	в данной главе	1	1
192	только по отношению	1	1
193	и потому что	1	1
194	вместе с тем	4	1
195	равно как и	1	1
196	лежали в основе	1	1
197	и те же	1	1
198	в этом заключается	2	1
199	по мере развития	1	1
200	и только в	1	1
201	на то что	5	1
202	речи подобно тому	1	1
203	заключается в том	12	1
204	и тому же	2	1
205	противоречие с собственной	1	1
206	случае мы имеем	1	1
207	в которой он	1	1
208	того положения что	2	1
209	в себе и	1	1
210	что не только	1	1
211	оно имеет свою	2	1
212	в целом ряде	1	1
213	то что в	1	1
214	может быть в	1	1
215	поэтому что не	1	1
216	не может ли	1	1
217	только в качестве	1	1
218	в результате этого	1	1
219	не в состоянии	6	1
220	и тем более	2	1
221	и даже с	1	1
222	можно даже сказать	1	1
223	которое никогда не	1	1
224	то что оба	1	1
225	связанных между собой	1	1
226	в известном смысле	7	1
227	лежит не в	1	1
228	тогда как процесс	1	1
229	что к этому	1	1
230	он выступает в	1	1
231	на самом деле	3	1
232	если в первой	1	1
233	в следующей главе	2	1
234	состоит в образовании	1	1
235	не требует от	2	1
236	не что иное	2	1
237	именно в этом	3	1
238	тому как в	3	1
239	но в той	2	1
240	и для другого	1	1
241	что во всех	1	1
242	вопрос на который	1	1
243	это и не	1	1
244	можно было бы	8	1
245	в меру нашего	1	1
246	не подлежит сомнению	1	1
247	между собой и	2	1
248	и это не	1	1
249	не только потому	1	1
250	к которому мы	1	1
251	данном случае мы	1	1
252	может иметь в	1	1
253	одному и тому	2	1
254	в этой связи	1	1
255	том что он	3	1
256	в состоянии решить	1	1
257	и при этом	1	1
258	самых общих чертах	1	1
259	и то в	1	1
260	не могут быть	3	1
261	а представляет собой	1	1
262	стоит в отношениях	1	1
263	что представляет собой	3	1
264	что иное как	2	1
265	природе своей предполагает	1	1
266	интересуют в первую	1	1
267	как бы в	1	1
268	при переходе от	2	1
269	во всех областях	1	1
270	оно может быть	1	1
271	его в качестве	1	1
272	имеем дело с	1	1
273	после того как	1	1
274	в другом случае	2	1
