N	2gram	Bakhtin_Fr	DiskursI
1	в качестве	2	72
2	а не	6	60
3	может быть	10	56
4	не только	21	49
5	и в	68	49
6	как и	17	47
7	при этом	5	46
8	и не	25	44
9	в том	12	44
10	представляет собой	1	41
11	то есть	31	41
12	том что	6	40
13	в этом	28	38
14	в себе	5	37
15	в частности	4	36
16	но и	17	35
17	и т.п	17	32
18	своего рода	5	32
19	но не	4	31
20	отличие от	3	28
21	со стороны	2	28
22	но в	20	28
23	так и	8	28
24	в отличие	3	27
25	не может	5	27
26	по своей	4	26
27	как в	4	25
28	такого рода	5	24
29	отнюдь не	1	23
30	еще не	3	23
31	а также	6	20
32	в своей	11	19
33	все же	6	19
34	в нем	12	19
35	прежде всего	23	19
36	далеко не	3	18
37	в основе	7	18
38	то же	14	17
39	в данном	5	17
40	с другой	8	17
41	в мире	6	17
42	по отношению	3	17
43	отношению к	2	17
44	точки зрения	8	16
45	только в	9	16
46	о том	5	15
47	то что	11	15
48	роль в	7	15
49	в его	21	15
50	речевых жанров	1	15
51	не менее	2	14
52	можно сказать	2	14
53	одной стороны	4	14
54	с одной	5	14
55	не в	2	14
56	ни к	1	14
57	это не	5	14
58	или иной	2	14
59	как бы	7	13
60	для него	7	13
61	в целом	3	13
62	в своих	7	12
63	в своем	11	12
64	того же	4	12
65	и на	16	12
66	и все	16	12
67	данном случае	3	12
68	не было	7	11
69	что в	14	11
70	с его	6	11
71	и как	5	11
72	той или	2	10
73	вследствие этого	2	10
74	а в	3	10
75	же время	13	10
76	также и	6	10
77	в них	19	9
78	уже не	2	9
79	себя в	2	9
80	внимание на	1	9
81	между тем	3	9
82	в то	14	9
83	еще в	4	9
84	тем самым	1	9
85	в этих	8	8
86	и даже	7	8
87	в котором	3	8
88	в противоположность	2	8
89	в творчестве	5	8
90	в одном	7	8
91	из них	8	8
92	хотя и	2	8
93	в себя	2	8
94	он не	11	8
95	если в	1	8
96	не на	2	8
97	жизни в	1	8
98	потому что	3	8
99	этом отношении	4	8
100	не с	1	8
101	и о	5	8
102	о чем	3	7
103	другой стороны	5	7
104	таким образом	22	7
105	одной из	3	7
106	что и	3	7
107	его в	7	7
108	к этому	6	7
109	в этой	15	7
110	например в	2	7
111	ни в	6	7
112	перед нами	4	7
113	ни для	4	7
114	той же	9	7
115	но это	5	7
116	и для	6	7
117	основе своей	2	7
118	нового времени	2	7
119	в пределах	1	7
120	лишь в	3	7
121	и ее	3	7
122	и его	26	7
123	мира в	2	7
124	не как	1	6
125	одно из	3	6
126	в строгом	1	6
127	именно в	5	6
128	конечном счете	1	6
129	и того	1	6
130	в контексте	1	6
131	одна из	3	6
132	никогда не	2	6
133	то в	2	6
134	с точки	4	6
135	в ее	5	6
136	в конечном	1	6
137	не знает	1	6
138	во всех	8	6
139	в особенности	6	6
140	в сущности	15	6
141	и то	2	6
142	и одновременно	3	6
143	что он	7	6
144	к его	1	6
145	в истории	5	6
146	здесь не	5	6
147	одновременно и	3	6
148	дело в	4	6
149	в эпоху	18	6
150	времени и	5	6
151	в одной	3	6
152	тому как	2	6
153	речевые жанры	1	6
154	отношение к	11	6
155	одного из	3	6
156	в той	7	5
157	зрения на	1	5
158	в виду	8	5
159	в ряду	1	5
160	в первую	1	5
161	было в	2	5
162	в другом	3	5
163	не всегда	1	5
164	но они	4	5
165	значительной степени	2	5
166	свою очередь	2	5
167	за рамки	1	5
168	в прошлом	2	5
169	к ним	1	5
170	сказать что	3	5
171	на протяжении	7	5
172	несмотря на	1	5
173	как раз	8	5
174	для своего	1	5
175	так сказать	7	5
176	на этом	3	5
177	с ее	1	5
178	тем что	6	5
179	одного и	1	5
180	во второй	2	5
181	во втором	1	5
182	один из	9	5
183	подобно тому	2	5
184	себе не	1	5
185	претендует на	1	5
186	хвала и	5	5
187	в свою	3	5
188	в значительной	3	5
189	известной степени	1	5
190	переход от	2	5
191	принадлежит к	2	5
192	при котором	1	5
193	ничего не	4	5
194	того что	3	5
195	в литературе	10	5
196	того как	1	5
197	о нем	3	5
198	здесь в	6	5
199	по словам	2	5
200	в ней	6	5
201	и состоит	1	5
202	мира и	4	5
203	в их	6	5
204	и потому	6	5
205	из этих	2	5
206	стороны и	2	5
207	как будто	2	5
208	не к	2	5
209	существенную роль	1	4
210	в самом	6	4
211	и к	4	4
212	практики и	1	4
213	говорит о	2	4
214	в году	11	4
215	в результате	1	4
216	по мере	1	4
217	в первом	1	4
218	и до	14	4
219	в жизни	1	4
220	его на	2	4
221	отличается от	1	4
222	во всяком	2	4
223	только на	4	4
224	что они	3	4
225	по преимуществу	3	4
226	в произведении	3	4
227	к жизни	2	4
228	связи с	8	4
229	будто бы	2	4
230	полной мере	1	4
231	одним из	2	4
232	что не	1	4
233	одном из	2	4
234	по себе	1	4
235	и это	5	4
236	и тем	1	4
237	как это	1	4
238	должны быть	2	4
239	хотя в	2	4
240	это в	4	4
241	и есть	5	4
242	в культуре	4	4
243	однако и	1	4
244	с ним	3	4
245	не могут	1	4
246	не более	1	4
247	свое время	1	4
248	традиции в	1	4
249	во мне	1	4
250	подобного рода	1	4
251	и во	6	4
252	до конца	10	4
253	до известной	1	4
254	у них	1	4
255	этом случае	1	4
256	в свое	1	4
257	мы имеем	2	4
258	не для	1	4
259	во внешнем	1	4
260	есть в	1	4
261	и др	9	4
262	слова не	1	4
263	или в	3	4
264	с той	1	4
265	по своему	3	4
266	на его	4	4
267	вследствие чего	2	4
268	в полной	1	4
269	своей основе	1	4
270	т.п но	1	4
271	для обозначения	1	4
272	и прежде	4	4
273	речевыми жанрами	1	4
274	более того	1	4
275	и событием	1	3
276	рассказ о	1	3
277	которая в	1	3
278	дело с	2	3
279	характер и	3	3
280	ее становления	1	3
281	более или	1	3
282	но все	5	3
283	и сам	5	3
284	там же	2	3
285	их в	7	3
286	направлен на	1	3
287	на первый	1	3
288	тенденция к	1	3
289	с этим	2	3
290	в действительности	1	3
291	в пределе	1	3
292	входит в	2	3
293	имея в	1	3
294	как на	3	3
295	момент в	2	3
296	это прежде	1	3
297	тут же	3	3
298	на почве	1	3
299	и он	2	3
300	и столь	1	3
301	вплоть до	5	3
302	к которому	2	3
303	и притом	1	3
304	в которой	6	3
305	из важнейших	2	3
306	в области	5	3
307	между собой	1	3
308	здесь как	1	3
309	но как	5	3
310	начало в	2	3
311	причастности к	1	3
312	своего времени	5	3
313	одно и	1	3
314	и что	2	3
