N	3gram	Tiupa_Hudo	Mirosoze
1	не может быть	5	28
2	в том что	15	9
3	а не в	1	9
4	для того чтобы	2	7
5	в высшей степени	1	7
6	в этом он	1	6
7	и в этом	3	6
8	о том что	14	6
9	до сих пор	3	5
10	на этом пути	1	5
11	прежде всего в	1	5
12	что он не	3	4
13	по отношению к	15	4
14	заключает в себе	1	4
15	в конце концов	1	4
16	и в самом	4	4
17	на то что	2	4
18	потому что он	1	4
19	можно было бы	5	4
20	как будто бы	3	3
21	он уже не	1	3
22	она не может	1	3
23	том что он	1	3
24	он живет в	1	3
25	не может не	1	3
26	к тому что	8	3
27	одна и та	1	3
28	и потому не	1	3
29	и быть может	3	3
30	на поверхности земли	1	3
31	и та же	1	3
32	как и все	1	3
33	так же как	2	3
34	в значительной степени	3	3
35	не до конца	1	3
36	же как и	2	3
37	с тем что	1	3
38	во всяком случае	1	3
39	я никогда не	1	3
40	как и в	5	3
41	в самом центре	1	2
42	что она не	2	2
43	не только в	4	2
44	хотя бы и	1	2
45	лежит в основе	1	2
46	ни у кого	1	2
47	человека а не	2	2
48	и в конце	1	2
49	все более и	1	2
50	именно потому что	1	2
51	между тем как	1	2
52	в ней все	1	2
53	в чем не	1	2
54	том что в	4	2
55	в нем не	1	2
56	не было ничего	1	2
57	в человеке и	1	2
58	в них нет	1	2
59	на то чтобы	2	2
60	в этих словах	2	2
61	потому что не	1	2
62	никогда не бывает	1	2
63	не для себя	1	2
64	для себя а	1	2
65	в том смысле	1	2
66	так и не	3	2
67	себя а для	1	2
68	в себе и	1	2
69	к тому чтобы	1	2
70	с самим собою	1	2
71	более и более	1	2
72	ли может быть	1	2
73	и тот и	2	2
74	тот и другой	1	2
75	он не знает	1	2
76	подобно тому как	4	2
77	в ней есть	1	2
78	друг для друга	3	2
79	по своей природе	2	2
80	как бы в	2	2
81	в этом отношении	4	2
82	ни в чем	1	2
83	лишь в том	1	1
84	но ведь это	1	1
85	в этот момент	1	1
86	в самом начале	1	1
87	мне не нужно	1	1
88	было не только	1	1
89	вопрос о природе	1	1
90	в тот момент	3	1
91	потому что сознание	1	1
92	с другим и	1	1
93	с другим я	1	1
94	с утра до	1	1
95	человека в его	1	1
96	только о том	1	1
97	ни с какой	2	1
98	и т п	10	1
99	на том что	2	1
100	и от нее	1	1
101	никогда никогда не	1	1
102	в существовании этого	1	1
103	оправдать все что	1	1
104	и это было	1	1
105	что нет у	1	1
106	достоевского и л	1	1
107	в самом деле	5	1
108	для себя и	1	1
109	нет у него	1	1
110	и теперь я	1	1
111	чтобы не было	1	1
112	уже не существует	1	1
113	как ему казалось	1	1
114	у него в	1	1
115	в плену у	1	1
116	не несет в	1	1
117	всякого человека в	1	1
118	и в последней	1	1
119	что у него	2	1
120	во многих отношениях	1	1
121	но и его	1	1
122	в центре внимания	1	1
123	не в том	2	1
124	друг с другом	1	1
125	в письме к	1	1
126	никогда не упрекал	1	1
127	в том случае	2	1
128	не потому что	1	1
129	а также в	1	1
130	а между тем	3	1
131	речь идет о	2	1
132	очень существенно для	1	1
133	вместо того чтобы	2	1
134	также о том	1	1
135	человека к богу	1	1
136	между этими двумя	1	1
137	связывает его с	1	1
138	и весь мир	1	1
139	лишь во второй	1	1
140	в отличие от	1	1
141	точки зрения в	1	1
142	и в других	1	1
143	и по отношению	1	1
144	в котором она	1	1
145	но и от	1	1
146	в этом новом	1	1
147	на наших глазах	1	1
148	из нас в	1	1
149	с другой стороны	1	1
150	друга и каждый	1	1
151	друг друга как	1	1
152	берет на себя	1	1
153	определяется тем что	1	1
154	в стороне от	1	1
155	в чистом виде	1	1
156	xx века в	1	1
157	друг друга даже	1	1
158	в другом и	1	1
159	за то что	1	1
160	людей и не	1	1
161	а в конце	1	1
162	той или иной	1	1
163	не только для	2	1
164	в духовной глубине	1	1
165	то что ведь	1	1
166	к ней в	1	1
167	не только от	1	1
168	что в центре	1	1
169	с точки зрения	5	1
170	с того что	2	1
171	а не как	1	1
172	этот смысл в	1	1
173	них нет ничего	1	1
174	сбросить с себя	1	1
175	в иных случаях	1	1
176	к жизни в	1	1
177	в то же	11	1
178	он не любил	1	1
179	и вот я	1	1
180	не в этом	1	1
181	человек и что	1	1
182	и не случайно	2	1
183	образ человека в	1	1
184	то же время	11	1
185	на самом деле	1	1
186	все та же	2	1
187	у нее нет	1	1
188	я не могу	1	1
189	они были бы	1	1
190	не означает что	1	1
191	что если бы	1	1
192	жизни и смерти	4	1
193	я верю в	1	1
194	также в значительной	1	1
195	только потому что	2	1
196	это прежде всего	2	1
197	несет в себе	4	1
198	с самим собой	1	1
199	таит в себе	1	1
200	как и сама	1	1
201	утра до вечера	1	1
202	не случайно в	3	1
203	и все же	1	1
204	момент когда он	2	1
205	между тем в	2	1
206	с себя бремя	1	1
207	том случае если	2	1
208	и сам он	2	1
209	та или иная	4	1
210	и она не	1	1
211	с одной стороны	4	1
212	что же такое	1	1
213	человеческой жизни то	1	1
214	в человеческой жизни	1	1
215	нет и не	1	1
216	а не о	1	1
217	это было бы	1	1
218	если бы не	2	1
219	что он один	1	1
