N	2gram	Potebnia_M	Komedia
1	и в	58	77
2	и не	34	47
3	в том	38	44
4	том что	21	42
5	о том	6	33
6	в г	2	33
7	едва ли	1	32
8	но и	26	32
9	может быть	47	30
10	из них	2	29
11	таким образом	21	29
12	в то	6	28
13	и его	7	28
14	в этом	18	27
15	потому что	89	27
16	что он	5	26
17	к тому	5	26
18	тому же	1	25
19	не только	32	25
20	вместе с	12	25
21	так как	29	24
22	как и	16	23
23	ни в	2	23
24	что в	34	23
25	в самом	5	22
26	что и	16	22
27	если бы	23	22
28	то же	13	21
29	так и	17	21
30	а в	11	21
31	в его	7	20
32	к этому	3	19
33	во время	5	19
34	со стороны	11	19
35	в этой	3	18
36	тем что	15	17
37	же время	4	17
38	в нем	26	17
39	и здесь	1	17
40	и т	10	17
41	еще не	9	17
42	при этом	17	16
43	все же	11	16
44	не менее	10	16
45	у него	3	16
46	сих пор	5	16
47	он не	4	16
48	и сам	1	16
49	до сих	5	16
50	тот же	5	16
51	не в	23	15
52	в своем	3	15
53	точки зрения	8	15
54	его в	3	15
55	в которой	5	15
56	на себя	1	15
57	между тем	7	15
58	один из	2	15
59	и на	8	15
60	было бы	21	15
61	прежде всего	8	15
62	и с	3	14
63	столь же	6	14
64	к нему	2	14
65	iii в	1	14
66	в свою	8	14
67	все это	3	14
68	об этом	1	14
69	только что	4	13
70	самом деле	2	13
71	в них	7	13
72	в одном	13	13
73	что она	3	13
74	того же	13	13
75	мы можем	10	13
76	так что	23	13
77	то что	24	13
78	того чтобы	4	13
79	но в	12	13
80	в котором	5	12
81	для того	8	12
82	так же	7	12
83	с другой	13	12
84	несмотря на	5	12
85	хотя и	6	12
86	как это	1	12
87	т п	6	12
88	как в	18	12
89	уже в	5	12
90	в истории	8	12
91	не по	4	12
92	в начале	2	12
93	не может	30	12
94	но не	19	12
95	и даже	4	11
96	с тем	9	11
97	по отношению	15	11
98	что его	2	11
99	с ним	7	11
100	то время	3	11
101	должны были	2	11
102	как мы	3	11
103	на этот	2	11
104	и для	8	11
105	в их	3	11
106	к ней	3	11
107	одного из	3	11
108	с этим	11	10
109	свою очередь	8	10
110	на него	6	10
111	с одной	7	10
112	к себе	1	10
113	в чем	6	10
114	как бы	12	10
115	и что	13	10
116	в отношении	1	10
117	и все	6	10
118	более чем	1	10
119	на основании	3	10
120	в глазах	4	10
121	с его	3	10
122	ничего не	2	10
123	мы не	17	10
124	на его	1	10
125	тем более	2	10
126	что касается	2	10
127	еще в	1	10
128	отношение к	1	10
129	же в	7	10
130	в целом	3	10
131	все что	5	9
132	но все	4	9
133	в своей	3	9
134	одной стороны	6	9
135	тому что	4	9
136	время как	2	9
137	только в	36	9
138	друг друга	6	9
139	в тех	1	9
140	о его	2	9
141	судя по	5	9
142	и по	8	9
143	независимо от	15	9
144	из его	1	9
145	в образе	1	9
146	однако в	4	9
147	ответ на	2	9
148	того как	12	9
149	с участием	1	9
150	вовсе не	13	9
151	отличие от	1	9
152	в ней	9	9
153	отношению к	13	9
154	с этой	3	8
155	другой стороны	7	8
156	что ни	2	8
157	то это	8	8
158	по поводу	7	8
159	что у	2	8
160	такого рода	1	8
161	не было	7	8
162	бы в	6	8
163	во всех	12	8
164	то ни	3	8
165	можно было	1	8
166	что для	5	8
167	если не	5	8
168	в которых	2	8
169	да и	1	8
170	в течение	2	8
171	тех пор	2	8
172	связи с	6	8
173	и других	6	8
174	с самого	5	8
175	как он	5	8
176	при всем	1	8
177	и ее	1	8
178	место в	3	8
179	дело с	2	7
180	в результате	1	7
181	в этих	10	7
182	равно как	1	7
183	если в	3	7
184	себе в	2	7
185	во всяком	9	7
186	вопрос о	5	7
187	хотя бы	4	7
188	в другом	3	7
189	самого начала	5	7
190	по которым	2	7
191	бы то	2	7
192	что они	6	7
193	ни было	4	7
194	в связи	2	7
195	и это	3	7
196	в других	6	7
197	и тот	1	7
198	и хотя	1	7
199	в себе	22	7
200	скорее всего	2	7
201	и у	3	7
202	не имеет	9	7
203	из этих	8	7
204	и поэтому	2	7
205	мы знаем	2	7
206	и во	6	7
207	но если	4	7
208	всяком случае	7	7
209	для нас	29	7
210	должен был	1	7
211	тех же	1	7
212	и о	3	7
213	говоря уже	1	6
214	еще более	2	6
215	даже в	1	6
216	его от	2	6
217	в виду	2	6
218	то ли	1	6
219	в своих	4	6
220	там же	9	6
221	до того	2	6
222	уже о	1	6
223	не мог	3	6
224	не зная	3	6
225	после того	3	6
226	с точки	4	6
227	что не	15	6
228	о которых	5	6
229	на этом	3	6
230	не дает	2	6
231	и тем	5	6
232	могут быть	17	6
233	с и	3	6
234	в сущности	2	6
235	в другой	4	6
236	никто не	3	6
237	а не	38	6
238	в отличие	1	6
239	главным образом	4	6
240	в области	1	6
241	тем не	11	6
242	на вопрос	3	6
243	так в	4	6
244	когда же	2	6
245	или в	4	6
246	что к	2	6
247	в какой	2	6
248	и как	11	6
249	на то	5	6
250	это было	3	6
251	не говоря	1	6
252	на которые	1	6
253	человека в	3	6
254	до тех	1	6
255	во второй	1	6
256	когда он	1	6
257	на это	2	6
258	как будто	2	6
259	для всех	6	5
260	из всех	1	5
261	в первом	5	5
262	за ним	2	5
263	именно в	2	5
264	его на	3	5
265	что по	3	5
266	роль в	1	5
267	в действительности	6	5
268	любви к	1	5
269	а на	2	5
270	к ним	3	5
271	сказать что	5	5
272	от них	2	5
273	тем же	4	5
274	себя в	1	5
275	ни малейшего	3	5
276	никогда не	7	5
277	представить себе	3	5
278	и мы	1	5
279	еще больше	1	5
280	в ее	2	5
281	после этого	2	5
282	чем в	2	5
283	но он	3	5
284	одним из	2	5
285	в мире	3	5
286	одном из	3	5
287	в каждом	6	5
288	т д	6	5
289	все остальные	9	5
290	в развитии	2	5
291	не могла	2	5
292	друг другу	4	5
293	в первой	1	5
294	и от	5	5
295	в ответ	1	5
296	от нее	6	5
297	не так	6	5
298	известно что	3	5
299	что это	5	5
300	здесь нет	1	5
301	из того	3	5
302	за пределы	4	5
303	приводит к	1	5
304	том как	6	5
305	похожи на	1	5
306	признать что	1	5
307	конечно не	1	5
308	и если	6	5
309	и теперь	1	5
310	только один	3	5
311	вслед за	2	5
312	в птицах	1	5
313	той же	3	5
314	что я	2	5
315	в сознании	8	5
316	этом отношении	1	5
317	это не	10	5
318	мы имеем	1	5
319	же не	2	5
320	и без	4	5
321	в следующем	1	5
322	отказаться от	1	5
323	от того	9	5
324	что из	2	5
325	жизни и	3	5
326	для этого	2	5
327	что на	9	5
328	в той	1	4
329	следует что	1	4
330	тем как	3	4
331	нас в	2	4
332	не столько	3	4
333	чтобы в	1	4
334	в духе	1	4
335	и опять	1	4
336	в построении	1	4
337	например в	4	4
338	видно из	3	4
339	вполне вероятно	1	4
340	их в	2	4
341	по тому	1	4
342	всякого рода	1	4
343	из других	1	4
344	нам по	3	4
