N	2gram	Tiupa_Hudo	DiskursI
1	в качестве	31	72
2	а не	13	60
3	может быть	19	56
4	не только	20	49
5	и в	23	49
6	как и	3	47
7	тогда как	15	47
8	при этом	19	46
9	и не	16	44
10	в том	20	44
11	представляет собой	11	41
12	то есть	26	41
13	том что	9	40
14	в этом	12	38
15	в себе	13	37
16	состоит в	20	37
17	в частности	18	36
18	но и	14	35
19	и т.п	7	32
20	своего рода	9	32
21	но не	13	31
22	отличие от	7	28
23	со стороны	5	28
24	но в	10	28
25	так и	12	28
26	в отличие	7	27
27	не может	9	27
28	по своей	7	26
29	как в	2	25
30	такого рода	12	24
31	коммуникативного события	9	24
32	литературных жанров	1	23
33	отнюдь не	2	23
34	еще не	4	23
35	в рамках	13	23
36	а также	6	20
37	в своей	7	19
38	все же	1	19
39	в нем	6	19
40	прежде всего	5	19
41	лирического героя	2	18
42	далеко не	4	18
43	в основе	7	18
44	то же	12	17
45	в данном	4	17
46	с другой	9	17
47	в мире	24	17
48	по отношению	10	17
49	отношению к	10	17
50	точки зрения	11	16
51	только в	7	16
52	о том	2	15
53	художественного письма	9	15
54	то что	5	15
55	роль в	2	15
56	в его	11	15
57	не менее	5	14
58	можно сказать	6	14
59	одной стороны	3	14
60	с одной	3	14
61	не в	9	14
62	картины мира	3	14
63	ни к	2	14
64	не является	5	14
65	стихотворения в	1	14
66	это не	4	14
67	или иной	9	14
68	как бы	11	13
69	для него	5	13
70	в целом	3	13
71	в своих	1	12
72	ведет к	2	12
73	при всей	2	12
74	в своем	4	12
75	того же	3	12
76	жанра в	1	12
77	и на	3	12
78	являет собой	3	12
79	система ценностей	1	11
80	по мысли	2	11
81	как правило	3	11
82	не было	1	11
83	не сводится	9	11
84	столь же	2	11
85	что в	7	11
86	с его	6	11
87	и как	4	11
88	в тексте	13	11
89	не столько	7	10
90	той или	5	10
91	а с	2	10
92	для себя	4	10
93	вследствие этого	2	10
94	по сути	6	10
95	а в	13	10
96	же время	7	10
97	также и	1	10
98	высказывания в	5	10
99	и т.д	4	10
100	в них	2	9
101	уже не	6	9
102	себя в	8	9
103	внимание на	1	9
104	коммуникативное событие	2	9
105	между тем	4	9
106	в силу	4	9
107	в то	8	9
108	героя в	1	9
109	сводится к	11	9
110	художественного целого	3	9
111	картина мира	5	9
112	тем самым	5	9
113	в этих	4	8
114	и даже	1	8
115	в соответствии	1	8
116	к тому	4	8
117	в котором	1	8
118	в противоположность	3	8
119	в одном	3	8
120	из них	1	8
121	хотя и	4	8
122	в себя	4	8
123	он не	4	8
124	если в	1	8
125	не на	5	8
126	не следует	4	8
127	жизни в	2	8
128	совпадает с	2	8
129	потому что	3	8
130	соответствии с	1	8
131	как уже	3	8
132	не с	2	8
133	и о	4	8
134	лирический герой	5	8
135	коммуникативной ситуации	1	7
136	о чем	3	7
137	другой стороны	6	7
138	быть определена	1	7
139	с позиций	4	7
140	на сцене	1	7
141	в притче	3	7
142	таким образом	3	7
143	иначе говоря	5	7
144	в русской	3	7
145	одной из	2	7
146	что и	2	7
147	тому же	1	7
148	его в	4	7
149	жанровой традиции	2	7
150	в этой	2	7
151	я в	13	7
152	могут быть	5	7
153	в рассказе	3	7
154	коммуникативную ситуацию	1	7
155	о блудном	1	7
156	например в	4	7
157	ни в	5	7
158	в составе	1	7
159	литературный жанр	1	7
160	блудном сыне	1	7
161	приводит к	6	7
162	перед нами	1	7
163	ни для	2	7
164	присутствия в	9	7
165	той же	1	7
166	и для	3	7
167	основе своей	2	7
168	нового времени	2	7
169	в пределах	3	7
170	лишь в	7	7
171	определена как	1	7
172	в ходе	5	7
173	и ее	3	7
174	и его	12	7
175	мира в	2	7
176	литературного дискурса	1	6
177	не как	2	6
178	одно из	2	6
179	в строгом	1	6
180	однако при	3	6
181	именно в	2	6
182	конечном счете	5	6
183	литературные жанры	1	6
184	в сказании	2	6
185	и того	3	6
186	времени в	2	6
187	в контексте	3	6
188	одна из	2	6
189	крайней мере	1	6
190	никогда не	2	6
191	то в	2	6
192	в принципе	8	6
193	с точки	3	6
194	в ее	6	6
195	в ситуации	1	6
196	в конечном	5	6
197	можно признать	1	6
198	не знает	4	6
199	во всех	3	6
200	анекдота и	1	6
201	героя и	5	6
202	однако в	4	6
203	в особенности	1	6
204	в сущности	1	6
205	и то	4	6
206	имеет место	3	6
207	и одновременно	5	6
208	значении этого	4	6
209	что он	5	6
210	к его	3	6
211	собственно и	1	6
212	по крайней	1	6
213	в истории	1	6
214	здесь не	2	6
215	одновременно и	1	6
216	дело в	1	6
217	своей коммуникативной	1	6
218	времени и	2	6
219	жанр в	1	6
220	в одной	1	6
221	по рассуждению	1	6
222	тому как	3	6
223	и может	2	6
224	отношение к	7	6
225	в той	3	5
226	субъекта в	1	5
227	можно говорить	1	5
228	русской литературе	2	5
229	исходя из	1	5
230	может служить	2	5
231	строго говоря	2	5
232	в виду	5	5
233	мысль о	1	5
234	по своим	1	5
235	обращения к	1	5
236	в первую	1	5
237	своей природе	2	5
238	в другом	4	5
239	писал бахтин	2	5
240	не всегда	2	5
241	с.с аверинцева	2	5
242	форма авторства	2	5
243	говорить о	4	5
244	для данного	1	5
245	не обязательно	3	5
246	значительной степени	2	5
247	не вполне	2	5
248	свою очередь	2	5
249	перед ним	1	5
250	в прошлом	1	5
251	к ним	1	5
252	биографического дискурса	2	5
253	ситуации рассказывания	2	5
254	сказать что	4	5
255	жанровая форма	2	5
256	несмотря на	2	5
257	проявляется в	1	5
258	как раз	3	5
259	сути своей	3	5
260	высказывания не	2	5
261	я и	7	5
262	в сторону	2	5
263	внутренней речи	14	5
264	на этом	2	5
265	текста а	1	5
266	эстетической деятельности	2	5
267	остановленного мгновения	1	5
268	следует признать	1	5
269	подход к	1	5
270	с ее	6	5
271	тем что	1	5
272	одного и	3	5
273	первую очередь	1	5
274	во втором	4	5
275	один из	2	5
276	представляют собой	1	5
277	по слову	1	5
278	подобно тому	3	5
279	за пределы	2	5
280	оно не	2	5
281	в свою	3	5
282	в значительной	2	5
283	известной степени	3	5
284	адресата в	2	5
285	известного рода	2	5
286	принадлежит к	3	5
287	при котором	2	5
288	того что	5	5
289	в литературе	2	5
290	общения в	1	5
291	несет в	3	5
292	и состоит	3	5
293	самоопределения в	1	5
294	не предполагает	5	5
295	мира и	2	5
296	в их	5	5
297	сказания или	3	5
298	и потому	2	5
299	в вероятностном	1	5
300	в акте	3	5
301	из этих	3	5
302	по бахтину	2	5
303	что касается	1	5
304	но она	2	5
305	коммуникативной стратегии	2	5
306	стороны и	1	5
307	же самое	1	5
308	становления и	1	5
309	как будто	1	5
310	в самом	7	4
311	и к	3	4
312	и составляет	3	4
313	человеческой жизни	3	4
314	в равной	2	4
315	оказывается не	1	4
316	по выражению	1	4
317	говорит о	1	4
318	в году	2	4
319	в результате	1	4
320	и само	1	4
321	а напротив	1	4
322	в первом	1	4
323	в жизни	3	4
324	коммуникативную стратегию	2	4
325	отличается от	2	4
326	данному жанру	1	4
327	и рецептивной	1	4
328	восходит к	1	4
329	на адресата	1	4
330	из жизни	1	4
331	между двумя	2	4
332	чего не	1	4
333	только на	1	4
334	из виду	2	4
335	с читателем	2	4
336	что они	1	4
337	по преимуществу	3	4
338	стороны адресата	2	4
339	в произведении	3	4
340	на статус	1	4
341	тем не	3	4
342	к жизни	2	4
343	связи с	3	4
344	полной мере	1	4
345	одним из	2	4
346	адресата к	1	4
347	что не	1	4
348	жизненной позиции	1	4
349	я не	2	4
350	не есть	1	4
351	этического выбора	2	4
352	по себе	2	4
353	и это	2	4
354	частной жизни	2	4
355	коммуникативным событием	2	4
356	и весьма	2	4
357	и тем	4	4
358	как это	7	4
359	силу своей	4	4
360	речевой акт	1	4
361	и есть	1	4
362	события в	2	4
363	или иного	4	4
364	для притчи	1	4
365	в культуре	3	4
366	однако и	1	4
367	жизни а	2	4
368	с ним	2	4
369	не ограничивается	1	4
370	из того	1	4
371	не могут	1	4
372	особого рода	8	4
373	не более	1	4
374	между которыми	2	4
375	можно назвать	1	4
376	сути дела	3	4
377	и адресата	3	4
378	к другому	2	4
379	свое время	1	4
380	более чем	1	4
381	высказывания и	2	4
382	во мне	2	4
383	для меня	2	4
384	тот или	3	4
385	до конца	1	4
386	мире в	1	4
387	до известной	2	4
388	неотделимо от	1	4
389	предстает как	1	4
390	текста в	3	4
391	не знают	1	4
392	этом случае	1	4
393	в свое	1	4
394	зависит от	1	4
395	того и	1	4
396	мы имеем	6	4
397	не для	1	4
398	в основании	2	4
399	во внешнем	2	4
400	есть в	3	4
401	поведения в	1	4
402	и др	2	4
403	слова не	2	4
404	целого высказывания	1	4
405	или в	2	4
406	объекта и	3	4
407	с той	1	4
408	в какой	2	4
409	однако это	1	4
410	по своему	3	4
411	на его	1	4
412	а на	5	4
413	того или	4	4
414	может иметь	1	4
415	в полной	1	4
416	в анекдоте	2	4
417	одну из	1	4
418	а по	1	4
419	коммуникативной природе	2	4
420	частности в	1	4
421	человеческого сознания	1	4
422	для обозначения	2	4
423	организации текста	1	4
424	н.д тамарченко	1	4
425	и прежде	3	4
426	может и	1	4
427	настоящего времени	1	4
428	в е	1	4
429	или напротив	2	4
430	более того	1	4
431	более не	2	3
432	таковы например	2	3
433	жизненных позиций	1	3
434	в момент	3	3
435	рассказ о	2	3
436	которая в	1	3
437	эстетическая деятельность	5	3
438	дело с	1	3
439	к числу	1	3
440	речевая маска	5	3
441	не бывает	1	3
442	на смену	4	3
443	более или	6	3
444	и сам	3	3
445	рассказывания а	1	3
446	их в	3	3
447	в одно	2	3
448	на первый	1	3
449	первый взгляд	1	3
450	с этим	1	3
451	и предполагает	1	3
452	в действительности	1	3
453	в пределе	1	3
454	входит в	4	3
455	индивидуального бытия	2	3
456	имея в	1	3
457	наличие в	1	3
458	принадлежащих к	1	3
459	имеем дело	2	3
460	момент в	1	3
461	речь о	1	3
462	о ней	1	3
463	на почве	4	3
464	к которому	4	3
465	своего другого	2	3
466	предметом целью	1	3
467	анекдот как	1	3
468	опираясь на	1	3
469	стремится к	1	3
470	и притом	3	3
471	в которой	3	3
472	к чему	1	3
473	и ситуацией	1	3
474	в области	8	3
475	между собой	2	3
476	как у	1	3
477	анекдота но	1	3
478	здесь как	1	3
479	о себе	2	3
480	но как	2	3
481	причастности к	2	3
482	дистанции между	1	3
483	этой причине	1	3
484	одно и	3	3
485	и что	4	3
486	в форме	4	3
487	героя как	2	3
488	не просто	2	3
489	то ни	2	3
490	равной степени	2	3
491	в иных	1	3
492	было бы	1	3
493	не будучи	1	3
494	его как	1	3
495	о его	2	3
496	ситуацией высказывания	1	3
497	и от	1	3
498	бы быть	1	3
499	пушкиным в	1	3
500	героический эпос	1	3
501	и по	2	3
502	в точке	3	3
503	не случайно	3	3
504	имеет дело	2	3
505	этого термина	2	3
506	мире и	2	3
507	жизненного поведения	1	3
508	эстетического завершения	9	3
509	целью и	1	3
510	принадлежат к	1	3
511	исторического бытия	1	3
512	живет в	1	3
513	содержит в	1	3
514	жанры в	1	3
515	не требует	1	3
516	различного рода	1	3
517	речи как	1	3
518	в миропорядке	8	3
519	литературного произведения	13	3
520	текста и	1	3
521	необходимая для	1	3
522	ориентировано на	1	3
523	оказывается в	3	3
524	говорящего и	1	3
525	в структуре	3	3
526	заключается в	2	3
527	в романе	3	3
528	или анекдота	2	3
529	отношения к	4	3
530	вместе с	1	3
531	перед лицом	3	3
532	не имеет	1	3
533	да и	1	3
534	роли в	4	3
535	о котором	1	3
536	в следующей	1	3
537	всей своей	2	3
538	он мог	1	3
539	уже говорилось	2	3
540	это и	2	3
541	и более	2	3
542	языка и	1	3
543	это мир	1	3
544	своей собственной	1	3
545	идет о	2	3
546	автора и	3	3
547	художественной целостности	3	3
548	слова и	2	3
549	значение для	1	3
550	сочетании с	1	3
551	на основании	1	3
552	дискурс как	1	3
553	определяется предметом	1	3
554	тем же	1	3
555	как мы	1	3
556	может оказаться	2	3
557	то она	1	3
558	одноименной трагедии	1	3
559	к миру	1	3
560	по этой	1	3
561	а.н веселовского	2	3
562	жизни не	1	3
563	к содержанию	3	3
564	жизни но	2	3
565	в сочетании	1	3
566	жанр это	1	3
567	или притчи	2	3
568	от лат	19	3
569	на языке	3	3
570	они не	1	3
571	произведения как	3	3
572	динамическое равновесие	1	3
573	мира которая	1	3
574	том числе	3	3
575	еще и	2	3
576	внешнем мире	2	3
577	в формах	2	3
578	этом в	1	3
579	с их	2	3
580	место в	5	3
581	эмоциональной рефлексии	8	3
582	текста не	2	3
583	виду что	1	3
584	как целого	1	3
585	и без	1	3
586	за которым	1	3
587	не подлежит	1	3
588	все эти	2	3
589	или даже	3	3
590	ли не	1	3
591	в каждой	1	3
592	об этом	2	3
593	или менее	6	3
594	мере в	1	3
595	возможность иного	2	3
596	том случае	1	3
597	личности в	4	3
598	он говорит	1	3
599	как представляется	1	3
600	некоторого рода	1	3
601	дело не	2	3
602	эстетического переживания	1	3
603	референтная компетенция	2	3
604	при всем	2	3
605	с человеком	2	3
606	герой не	3	3
607	в организации	2	3
608	числе и	2	3
609	это разумеется	1	3
610	дискурса в	1	3
611	слова в	3	3
612	жизни и	1	3
613	себе самому	1	3
614	для этого	1	3
615	интонации и	1	3
616	и иные	1	3
617	мира с	2	3
618	котором он	1	3
619	не выбирают	1	2
620	для всех	1	2
621	в душе	9	2
622	субъекта жизни	2	2
623	л.с выготским	1	2
624	и читателем	2	2
625	все люди	1	2
626	граница между	1	2
627	кому рассказывается	1	2
628	с этой	3	2
629	что делает	1	2
630	и героя	1	2
631	эстетического объекта	4	2
632	как способ	1	2
633	создает эффект	2	2
634	те же	1	2
635	исторического деятеля	1	2
636	активность адресата	1	2
637	ни столь	2	2
638	с собачкой	1	2
639	требует от	1	2
640	переходит к	1	2
641	как было	1	2
642	не сможет	1	2
643	мыслится как	5	2
644	речевого строя	1	2
645	я героя	3	2
646	как субъекта	1	2
647	к ролевому	1	2
648	в классическом	1	2
649	о мире	1	2
650	жизнь в	1	2
651	самом общем	1	2
652	за ним	1	2
653	от всего	1	2
654	своем значении	1	2
655	чужому слову	1	2
656	отграниченная система	1	2
657	принципиальная для	1	2
658	в собственном	1	2
659	приходит в	1	2
660	всех подобных	2	2
661	тем или	2	2
662	своего присутствия	1	2
663	городского фольклора	1	2
664	речь идет	2	2
665	воспринимающего сознания	4	2
666	такого дискурса	2	2
667	большей части	2	2
668	ставят перед	1	2
669	культуры не	1	2
670	в центр	1	2
671	вследствие которого	1	2
672	не могли	2	2
673	текста так	2	2
674	субъектов и	1	2
675	в лесу	1	2
676	повести белкина	1	2
677	для того	5	2
678	не таково	1	2
679	сознания в	4	2
680	разворачивается в	1	2
681	самоопределения и	1	2
682	строго отграниченная	1	2
683	выбирают а	1	2
684	в различных	1	2
685	обращаясь к	1	2
686	е годы	1	2
687	анекдот не	2	2
688	о литературе	3	2
689	своей является	2	2
690	самоотождествление с	1	2
691	преодолеваемая даль	2	2
692	в чистом	1	2
693	обратим внимание	1	2
694	я с	5	2
695	жизни как	4	2
696	романного образа	1	2
697	все то	1	2
698	призван обладать	1	2
699	в нашем	2	2
700	реализуется в	2	2
701	для понимания	2	2
702	который в	2	2
703	текст и	3	2
704	по поводу	1	2
705	что даже	1	2
706	деятельности в	4	2
707	к языку	1	2
708	индивидуальный характер	1	2
709	едва ли	1	2
710	все перечисленные	1	2
711	и свершают	1	2
712	к нему	3	2
713	слово анекдота	1	2
714	или иным	4	2
715	всего в	1	2
716	ситуации и	1	2
717	бы то	2	2
718	не происходит	1	2
719	к общему	1	2
720	из анекдота	1	2
721	той мере	1	2
722	этих двух	2	2
723	при сохранении	1	2
724	сверхличной заданности	2	2
725	мышления и	2	2
726	я на	2	2
727	на язык	1	2
728	должно быть	1	2
729	очередь определяется	1	2
730	теории литературы	2	2
731	время в	1	2
732	я как	2	2
733	как эстетической	4	2
734	ни было	2	2
735	м.л гаспарова	1	2
736	чем у	1	2
737	бытия и	1	2
738	человек как	1	2
739	быть субъектом	1	2
740	текст не	1	2
741	с другими	5	2
742	не обладает	1	2
743	не от	2	2
744	иного рода	1	2
745	существенная роль	1	2
746	в третьем	1	2
747	у него	2	2
748	и развития	1	2
749	отношения между	1	2
750	я помню	1	2
751	классическом романе	1	2
752	на объект	1	2
753	жизнеописания как	1	2
754	система смыслов	1	2
755	что она	2	2
756	но для	1	2
757	из уст	1	2
758	высказывания как	1	2
759	даль и	2	2
760	вненаходимости бахтин	2	2
761	человек в	1	2
762	же как	1	2
763	к явлениям	1	2
764	субъекта речи	1	2
765	служит для	1	2
766	и сближение	2	2
767	себе и	1	2
768	а только	4	2
769	это ведет	1	2
770	в чем	2	2
771	это тоже	2	2
772	такова например	2	2
773	в каждом	1	2
774	по большей	2	2
775	ни убавить	1	2
776	но оказывается	1	2
777	определенной жанровой	1	2
778	области значений	1	2
779	до нас	1	2
780	всего лишь	6	2
781	м.м пришвина	1	2
782	личности и	3	2
783	своей внутренней	2	2
784	речи и	4	2
785	в случае	2	2
786	художественное целое	2	2
787	действующих лиц	1	2
788	сказании или	1	2
789	главного героя	1	2
790	между жизнью	1	2
791	иметь в	1	2
792	позицию в	1	2
793	они хотят	1	2
794	в историческом	1	2
795	в новое	1	2
796	не совпадает	1	2
797	могла бы	2	2
798	произведения в	1	2
799	качестве его	1	2
800	ответственность за	1	2
801	что может	2	2
802	обращен к	1	2
803	теми же	1	2
804	сказания это	2	2
805	писателя в	1	2
806	а как	1	2
807	является его	1	2
808	в него	1	2
809	чем и	3	2
810	оцененном мире	1	2
811	рамках которого	3	2
812	к такому	1	2
813	на деле	3	2
814	один голос	1	2
815	личностного самоопределения	2	2
816	повесть о	2	2
817	не позволяет	1	2
818	речевой деятельности	2	2
819	для становления	1	2
820	во множестве	2	2
821	герой жизнеописания	1	2
822	как с	1	2
823	в хх	1	2
824	но обязательно	1	2
825	через посредство	1	2
826	о коммуникативной	1	2
827	как к	5	2
828	на ее	1	2
829	в литературной	1	2
830	хх веке	1	2
831	xix столетия	1	2
832	лично для	2	2
833	переживание переживания	1	2
834	не всякий	1	2
835	говорит и	3	2
836	хотят и	1	2
837	из которых	2	2
838	разного рода	1	2
839	к различным	1	2
840	общения не	1	2
841	в отношении	4	2
842	трагизма в	1	2
843	и делает	1	2
844	то с	1	2
845	анекдота не	1	2
846	и вполне	1	2
847	том и	2	2
848	позиции в	1	2
849	этом как	1	2
850	и строго	1	2
851	состоит что	1	2
852	письма как	1	2
853	узнавания себя	1	2
854	к искусству	1	2
855	если бы	3	2
856	самом деле	2	2
857	как писал	1	2
858	самим собой	5	2
859	предлагая адресату	1	2
860	также может	1	2
861	речевого замысла	2	2
862	от своего	2	2
863	ни одно	2	2
864	в придании	1	2
865	содержанием анекдота	1	2
866	одновременно с	1	2
867	в различные	1	2
868	и оцененном	1	2
869	авторства и	1	2
870	героев и	1	2
871	иному роду	1	2
872	и.а бунина	1	2
873	предстает субъектом	1	2
874	от его	1	2
875	в xix	1	2
876	художественного мышления	3	2
877	себя и	3	2
878	ни прибавить	1	2
879	выготским и	1	2
880	наиболее очевидным	1	2
881	высказывание в	1	2
882	природе суть	1	2
883	и адресат	1	2
884	дифференцированном и	1	2
885	и выступает	1	2
886	которых можно	1	2
887	одним и	1	2
888	время и	1	2
889	жизненным опытом	1	2
890	прибавить ни	1	2
891	основу такой	1	2
892	тех же	1	2
893	жизнь личности	2	2
894	как ценностного	1	2
895	заключать в	1	2
896	в роли	3	2
897	не должно	1	2
898	на основе	2	2
899	причастной вненаходимости	2	2
900	и теперь	1	2
901	себя не	1	2
902	вступает в	2	2
903	отношении к	3	2
904	к одному	1	2
905	текстов они	1	2
906	новое время	1	2
907	вслед за	2	2
908	выдвигается на	1	2
909	от позиции	1	2
910	притчи может	1	2
911	на их	1	2
912	завершенная и	1	2
913	и возможность	2	2
914	каждый из	1	2
915	было и	2	2
916	автора в	1	2
917	ритмических рядов	1	2
918	индивидуальной жизненной	1	2
919	есть его	1	2
920	из наиболее	1	2
921	благоговейного приятия	1	2
922	своими корнями	1	2
923	неотделима от	1	2
924	к однозначности	1	2
925	конститутивный момент	1	2
926	мышления но	1	2
927	анекдот но	1	2
928	событий в	1	2
929	героя оказывается	1	2
930	субъекта объекта	1	2
931	одного сознания	3	2
932	коммуникативные стратегии	1	2
933	всякий раз	2	2
934	легко может	1	2
935	адресата при	1	2
936	этого слова	2	2
937	не предполагается	1	2
938	к предмету	1	2
939	общем виде	1	2
940	сближение но	3	2
941	друг друга	1	2
942	и персонажи	1	2
943	во времени	4	2
944	в самой	2	2
945	только о	2	2
946	предметно-тематическое содержание	1	2
947	могли быть	1	2
948	стабильно дифференцированном	1	2
949	но на	2	2
950	это делает	1	2
951	значение в	1	2
952	не поддается	1	2
953	инициативного самообнаружения	1	2
954	может не	1	2
955	свидетельствует о	1	2
956	художественного высказывания	2	2
957	аналогичным образом	4	2
958	все это	2	2
959	в художественной	3	2
960	на роль	1	2
961	сказание или	1	2
962	вести речь	1	2
963	дискурса состоит	1	2
964	себя самого	1	2
965	романного дискурса	1	2
966	не слияние	3	2
967	ее в	2	2
968	высказывания с	1	2
969	в широком	1	2
970	в дискурсе	2	2
971	восприятия со	1	2
972	другого в	3	2
973	это всегда	1	2
974	просто как	1	2
975	звучит один	1	2
976	это еще	1	2
977	себя а	1	2
978	согласно характеристике	2	2
979	окказиональная случайностная	1	2
980	как притчу	1	2
981	к сообщаемому	2	2
982	анна каренина	3	2
983	можно предположить	1	2
984	первом значении	1	2
985	с некоторыми	1	2
986	является не	1	2
987	эстетического субъекта	3	2
988	так в	4	2
989	на фоне	1	2
990	перед собой	1	2
991	к своему	2	2
992	м.м бахтиным	2	2
993	со своей	4	2
994	жизненного опыта	1	2
995	по его	1	2
996	в воображении	4	2
997	готовом стабильно	1	2
998	это было	1	2
999	путь к	1	2
1000	вовсе не	2	2
1001	за его	1	2
1002	тем более	2	2
1003	здесь также	1	2
1004	и другого	1	2
1005	связаны с	1	2
1006	ему не	1	2
1007	нем звучит	1	2
1008	чужой речи	1	2
1009	н.и жинкиным	1	2
1010	миропорядка а	1	2
