N	3gram	Losev_Prob	VLabPisa
1	и т д	20	16
2	не может быть	5	8
3	с другой стороны	11	8
4	более или менее	2	6
5	в том что	17	5
6	хотя бы и	2	5
7	в зависимости от	3	5
8	в то же	10	5
9	в художественном произведении	1	4
10	вместе с тем	1	4
11	равно как и	2	4
12	можно сказать что	2	4
13	не было бы	3	4
14	в связи с	9	4
15	к тому что	1	4
16	бы и не	1	3
17	в значительной мере	2	3
18	о том как	4	3
19	для того чтобы	4	3
20	о том что	8	3
21	а значит и	1	3
22	подобно тому как	2	3
23	и в то	2	3
24	та или иная	4	3
25	это и есть	3	3
26	одной стороны и	1	2
27	не могут не	1	2
28	во всяком случае	8	2
29	от того что	1	2
30	в том чтобы	1	2
31	по крайней мере	9	2
32	в чем же	2	2
33	в самом понятии	1	2
34	этой точки зрения	2	2
35	в том числе	1	2
36	таким образом в	1	2
37	у л толстого	1	2
38	уже по одному	2	2
39	до сих пор	4	2
40	не только не	5	2
41	это видно из	1	2
42	иметь в виду	2	2
43	в конце концов	4	2
44	том числе и	1	2
45	по одному тому	1	2
46	не только в	2	2
47	во всех этих	1	2
48	и никогда не	1	2
49	только в том	2	2
50	только то что	4	2
51	одному тому что	1	2
52	с одной стороны	2	2
53	можно было бы	6	2
54	и не может	1	2
55	так же как	3	1
56	это то что	2	1
57	что он не	2	1
58	в едином и	1	1
59	в той или	7	1
60	одним из главнейших	1	1
61	имеет ничего общего	3	1
62	сказать что до	1	1
63	художественными образами и	1	1
64	того или иного	5	1
65	прямо и непосредственно	1	1
66	отнюдь не являются	1	1
67	между собою и	1	1
68	то это вовсе	1	1
69	как будто бы	7	1
70	характером и не	1	1
71	той или иной	16	1
72	не обходится без	2	1
73	по существу своему	1	1
74	том смысле что	4	1
75	в каждой из	1	1
76	в какой мере	1	1
77	имеются в виду	1	1
78	сливается в единый	1	1
79	для самого себя	2	1
80	на то что	2	1
81	и может быть	2	1
82	но и в	2	1
83	в том смысле	4	1
84	в этом смысле	5	1
85	по сравнению с	3	1
86	не имели бы	1	1
87	в результате этого	1	1
88	человеческого познания и	1	1
89	таким образом сама	1	1
90	может быть даже	4	1
91	ни в какой	1	1
92	из них и	1	1
93	имеем в виду	4	1
94	то время как	6	1
95	мы говорим о	2	1
96	содержания и формы	1	1
97	в этом случае	8	1
98	не впасть в	1	1
99	том или ином	3	1
100	это понятие или	1	1
101	или иной мере	3	1
102	ту или иную	3	1
103	дело не в	4	1
104	по существу же	1	1
105	прав в том	2	1
106	с этой точки	1	1
107	вовсе не значит	1	1
108	в виду не	1	1
109	может быть в	1	1
110	в самом деле	1	1
111	хотя может быть	1	1
112	и тем более	4	1
113	необходимо подчеркнуть что	1	1
114	мы в данном	1	1
115	не отличается от	1	1
116	только в пределах	2	1
117	не значит что	2	1
118	и многих других	2	1
119	с бытием и	1	1
120	в то время	6	1
121	могло бы быть	2	1
122	с теми или	2	1
123	тех или иных	7	1
124	идеи и образа	1	1
125	но даже и	7	1
126	и то же	5	1
127	на этот вопрос	1	1
128	в художественном образе	2	1
129	и есть то	2	1
130	в таком случае	7	1
131	все же не	1	1
132	же в таком	2	1
133	того что не	1	1
134	тому что на	1	1
135	не говоря уже	1	1
136	так или иначе	2	1
137	хотя и не	2	1
138	сами по себе	8	1
139	и значит что	1	1
140	какой мере не	1	1
141	чем отличается от	1	1
142	что для него	1	1
143	уже сама по	1	1
144	не чем иным	2	1
145	крайней мере для	2	1
146	художественного произведения и	1	1
147	художественных образов в	1	1
148	на то или	2	1
149	может быть никакого	1	1
150	ничего общего с	2	1
151	по себе в	2	1
152	на известной ступени	1	1
153	нет например в	1	1
154	ответ на этот	1	1
155	одно и то	4	1
156	в виду именно	2	1
157	и в обыденной	1	1
158	то или иное	3	1
159	в прямом смысле	1	1
160	мы только что	2	1
161	что они отнюдь	1	1
162	бросается в глаза	1	1
163	том что и	1	1
164	когда говорят о	1	1
165	это и значит	2	1
166	быть и речи	1	1
167	в данном случае	12	1
168	есть то что	3	1
169	в том или	2	1
170	даже и в	3	1
171	анализа и синтеза	1	1
172	мало чем отличается	1	1
173	того или другого	3	1
174	что они не	1	1
175	может обойтись без	2	1
176	а в том	1	1
177	к тому же	1	1
178	чем иным как	2	1
179	не имеет ничего	3	1
180	же как и	4	1
181	в существе своем	1	1
182	не может обойтись	2	1
183	самые разнообразные формы	1	1
184	они отнюдь не	1	1
185	в целом и	1	1
186	в новое время	1	1
187	то же самое	17	1
188	сама по себе	11	1
189	это вовсе не	5	1
190	у тургенева и	1	1
191	ни к какому	2	1
192	но все же	1	1
193	отдельных частей и	1	1
194	произведения и его	1	1
195	чем же выражается	1	1
196	хотя в порядке	1	1
197	в целом но	1	1
198	точки зрения на	1	1
199	стихах и в	1	1
200	мы не будем	3	1
201	вопрос о том	1	1
202	таким образом и	1	1
203	хотя оно и	1	1
204	только тогда когда	1	1
205	или ином отношении	1	1
206	даже и не	6	1
207	чем же в	4	1
208	тот или иной	4	1
209	те или иные	6	1
210	если бы он	2	1
211	теми или иными	1	1
212	мы имеем дело	2	1
213	но с другой	2	1
214	является не чем	1	1
215	может быть и	3	1
