N	4gram	Vygotskiy_	StatiiOP
1	дело в том что	2	9
2	в то же время	1	9
3	заключается в том что	6	6
4	в то время как	4	5
5	в том что в	2	4
6	о том что он	2	4
7	пир во время чумы	1	4
8	на то что в	2	4
9	и в самом деле	2	3
10	если принять во внимание	1	3
11	в том что он	2	3
12	одним и тем же	3	3
13	в каждом отдельном случае	1	2
14	состоит в том что	2	2
15	до тех пор пока	2	2
16	сомневаться в том что	1	2
17	в данном случае в	1	2
18	я имею в виду	1	2
19	сомнения в том что	1	2
20	том что он не	1	2
21	и т д и	1	2
22	и то обстоятельство что	1	2
23	бы то ни было	1	2
24	но вместе с тем	1	2
25	и в этом смысле	1	2
26	и в том что	1	1
27	понятно если принять во	1	1
28	на них как на	1	1
29	вопрос о том в	2	1
30	именно в том что	1	1
31	ни в каком случае	1	1
32	мысль о том что	1	1
33	для того чтобы показать	1	1
34	трагедии дело в том	1	1
35	что с точки зрения	1	1
36	он должен был бы	1	1
37	во время чумы и	1	1
38	а с другой стороны	3	1
39	мнение о том что	1	1
40	именно то что он	1	1
41	в том смысле в	1	1
42	но может быть это	1	1
43	как бы он не	1	1
44	надо сказать что в	1	1
45	с этой точки зрения	3	1
46	в одной и той	1	1
47	что в то время	1	1
48	с ним и до	1	1
49	в том что именно	1	1
50	но и это не	2	1
51	до сих пор в	1	1
52	по этому поводу что	1	1
53	а на самом деле	1	1
54	вовсе не в том	1	1
55	одной и той же	4	1
56	т д и т	1	1
57	ответ на этот вопрос	2	1
58	одно и то же	3	1
59	только потому что оно	1	1
60	не в том чтобы	1	1
61	исключительно для того чтобы	2	1
62	связи которая существует между	2	1
63	то же самое и	2	1
64	свидетельствуют о том что	1	1
65	с одной стороны он	2	1
66	принять во внимание что	1	1
67	вместе с ним и	1	1
68	до сих пор не	1	1
69	за то что он	2	1
70	приводит к тому что	1	1
71	и не до конца	1	1
72	так же как и	1	1
73	мы имеем дело с	1	1
74	и когда пушкин говорит	1	1
75	д и т д	1	1
