N	2gram	Berdyaev_M	Otkroven
1	о человеке	24	29
2	у него	38	22
3	человеческой природы	27	20
4	у достоевского	75	19
5	и в	61	19
6	и не	26	13
7	но и	34	13
8	в этом	34	12
9	человека в	26	11
10	а не	36	11
11	из подполья	11	11
12	не только	42	11
13	не в	16	11
14	может быть	42	11
15	вопрос о	7	10
16	человека и	19	10
17	и все	13	10
18	в нем	26	10
19	к человеку	21	9
20	потому что	25	9
21	в человеке	10	9
22	прежде всего	18	9
23	не было	25	9
24	в самой	8	9
25	никогда не	30	9
26	и он	21	8
27	он был	18	8
28	великий инквизитор	2	8
29	нет ничего	9	7
30	от него	4	7
31	ни с	4	7
32	в его	10	7
33	ивана карамазова	10	7
34	он не	34	7
35	но он	17	7
36	лишь в	8	7
37	в глубине	10	7
38	до конца	16	7
39	достоевского он	8	7
40	человек не	17	7
41	человеческой личности	11	6
42	все это	6	6
43	великом инквизиторе	7	6
44	как и	14	6
45	о великом	6	6
46	в самом	15	5
47	достоевский раскрывает	5	5
48	все герои	3	5
49	достоевского и	12	5
50	в творчестве	13	5
51	в том	9	5
52	нужно искать	2	5
53	человеке и	8	5
54	для него	28	5
55	для достоевского	11	5
56	в этой	12	5
57	раскрывается в	6	5
58	а в	4	5
59	человеке в	2	5
60	отношение к	9	5
61	в россии	2	5
62	о его	1	5
63	русского человека	3	5
64	то что	10	5
65	человеку и	5	5
66	записок из	5	5
67	герои достоевского	6	4
68	все в	7	4
69	что в	12	4
70	в преступлении	3	4
71	и мысли	1	4
72	достоевского все	5	4
73	через человека	2	4
74	достоевского не	7	4
75	только и	7	4
76	о человеческой	3	4
77	того чтобы	4	4
78	т е	5	4
79	достоевский раскрыл	2	4
80	дважды два	5	4
81	в божественном	1	4
82	есть лишь	23	4
83	не может	39	4
84	в идиоте	3	4
85	него и	3	4
86	человеческих отношений	1	4
87	всегда есть	1	4
88	что не	3	4
89	достоевский не	9	4
90	в самую	5	4
91	человек и	7	4
92	человеке о	2	4
93	все эти	3	4
94	на земле	7	4
95	курсив мой	4	4
96	в легенде	4	4
97	и его	13	4
98	русский человек	2	4
99	он сам	11	4
100	человеческой природе	3	4
101	в романах	2	4
102	о бессмертии	3	4
103	о боге	7	4
104	русского духа	2	4
105	с его	6	4
106	достоевского есть	25	4
107	достоевский был	13	3
108	только одно	3	3
109	в русской	4	3
110	и от	3	3
111	экстазе и	1	3
112	загадка о	4	3
113	записки из	1	3
114	до самой	5	3
115	все что	5	3
116	человеку надо	3	3
117	к гибели	5	3
118	влечет к	6	3
119	записках из	2	3
120	самой глубине	4	3
121	что человек	5	3
122	и вот	7	3
123	хотя бы	8	3
124	это не	10	3
125	для того	4	3
126	острота его	1	3
127	проблема человека	1	3
128	более всего	1	3
129	с ним	5	3
130	подполья и	1	3
131	мысли и	2	3
132	когда он	3	3
133	преступлении и	1	3
134	легенде о	2	3
135	в бесах	8	3
136	романах достоевского	2	3
137	достоевского было	4	3
138	и великий	1	3
139	и наказании	1	3
140	в огненную	1	3
141	он лишь	4	3
142	быть может	9	3
143	в этих	6	3
144	не могут	6	3
145	не исчезает	1	3
146	самого достоевского	2	3
147	со злом	3	3
148	в своих	4	3
149	всякой человеческой	1	3
150	о природе	1	3
151	в записках	2	3
152	как бы	10	3
153	было бы	11	3
154	глубине человека	3	3
155	человека его	5	3
156	сердце в	1	3
157	раскольникова ставрогина	3	3
158	могут быть	2	3
159	в себе	12	3
160	два четыре	4	3
161	достоевского в	10	3
162	и есть	21	3
163	откровений о	1	3
164	творчестве его	4	3
165	во имя	26	3
166	что он	16	3
167	самой глубины	6	3
168	человеческих страстей	1	3
169	сделать людей	1	3
170	никто не	3	3
171	дороже всего	1	3
172	человеческого духа	31	3
173	различие между	2	3
174	это было	1	3
175	свободной любви	4	3
176	в свободе	7	3
177	нем нет	1	3
178	и ее	2	3
179	кроме человека	1	3
180	о том	5	3
181	того что	13	3
182	в экстазе	1	3
183	к нему	8	3
184	еще не	1	3
185	достоевский показал	1	2
186	только бога	1	2
187	свобода и	7	2
188	все дозволено	12	2
189	всего в	2	2
190	антропологии достоевского	2	2
191	человека к	10	2
192	достоевский весь	2	2
193	и к	9	2
194	и ивана	3	2
195	как к	2	2
196	что человеку	2	2
197	природы в	5	2
198	и потому	17	2
199	так и	5	2
200	что они	4	2
201	самое главное	1	2
202	и то	2	2
203	человека есть	6	2
204	и все-таки	1	2
205	но никогда	1	2
206	и против	3	2
207	в душе	1	2
208	открытия о	2	2
209	людей счастливыми	1	2
210	все же	2	2
211	что у	3	2
212	своя воля	2	2
