N	3gram	Voloshinov	Marksizm
1	с точки зрения	5	46
2	не может быть	2	25
3	в самом деле	2	19
4	по отношению к	2	15
5	то же время	7	15
6	в то же	9	15
7	в том что	1	14
8	в связи с	2	14
9	и не может	1	12
10	в высшей степени	1	12
11	для того чтобы	7	11
12	до сих пор	1	11
13	с самого начала	4	10
14	в большинстве случаев	1	9
15	одного и того	1	9
16	и того же	1	9
17	но в то	2	9
18	то же самое	4	8
19	смысле этого слова	2	7
20	с другой стороны	1	7
21	в свою очередь	4	7
22	как мы уже	3	6
23	в точном смысле	2	6
24	на самом деле	3	6
25	отнюдь не является	1	5
26	одни и те	2	5
27	и как бы	2	5
28	к тому что	2	5
29	той или иной	4	5
30	и те же	2	5
31	внутренней речи и	2	5
32	как мы видели	3	5
33	в этом случае	3	5
34	в этом отношении	2	5
35	вполне понятно что	1	4
36	мы уже знаем	1	4
37	так и от	1	4
38	в зависимости от	7	4
39	но все же	3	4
40	данной социальной группы	1	4
41	о том что	2	4
42	можно сказать что	2	4
43	и здесь мы	1	4
44	нашей точки зрения	1	4
45	лишь там где	1	4
46	у нас не	2	4
47	точном смысле этого	2	4
48	является одной из	1	3
49	свое выражение в	1	3
50	не только в	3	3
51	тем не менее	1	3
52	и тем же	2	3
53	хотя бы и	1	3
54	более или менее	1	3
55	и то же	5	3
56	а не наоборот	1	3
57	но при этом	2	3
58	в конце концов	3	3
59	между этими двумя	1	3
60	слова как идеологического	1	3
61	социального общения и	3	3
62	вовсе не является	1	3
63	в значительной степени	2	3
64	или хотя бы	2	3
65	и в этом	1	3
66	в жизненной речи	1	3
67	речи в ее	1	3
68	но и в	3	3
69	может быть понято	2	3
70	и той же	4	3
71	связи с этим	2	3
72	на этот вопрос	1	3
73	не было бы	2	3
74	одним и тем	1	3
75	одно и то	5	3
76	во внутренней речи	3	3
77	ни в какой	1	3
78	можно было бы	1	3
79	в пределах одного	1	3
80	одной и той	4	3
81	лежит в основе	1	3
82	если б мы	1	2
83	а в этом	1	2
84	из всего сказанного	1	2
85	речевого общения в	2	2
86	является как бы	1	2
87	в целое высказывание	1	2
88	не становится знаком	2	2
89	в собственном смысле	1	2
90	происходит как бы	2	2
91	речи мы можем	1	2
92	что же является	1	2
93	трением слова о	2	2
94	их точки зрения	1	2
95	мы видели что	2	2
96	внутренней и внешней	3	2
97	то же слово	2	2
98	мы никогда не	5	2
99	само по себе	1	2
100	как идеологический знак	1	2
101	языка и не	1	2
102	той социальной группы	1	2
103	и этот момент	1	2
104	осознание своего голода	1	2
105	идеологический знак в	1	2
106	в нашем случае	1	2
107	с нашей точки	1	2
108	собственном смысле слова	1	2
109	в конкретном высказывании	1	2
110	того или иного	5	2
111	говорящего и слушающего	3	2
112	чуть ли не	2	2
113	нет ничего что	1	2
114	слово как идеологический	1	2
115	связь с жизненной	1	2
116	как к своему	1	2
117	и в особенности	1	2
118	по крайней мере	1	2
119	сложившиеся идеологические системы	1	2
120	ту или иную	4	2
121	если мы возьмем	1	2
122	как и в	1	2
123	в социальный кругозор	1	2
124	обратное влияние на	4	2
125	и внешней речи	1	2
126	всякой связи с	1	2
127	как идеологического знака	1	2
128	быть понято и	2	2
129	во всех своих	3	2
130	независимо от того	1	2
131	таким образом в	1	2
132	идеологического знака в	1	2
133	тем же языком	2	2
134	с жизненной идеологией	1	2
135	и та же	1	2
136	в идеологическом материале	1	2
137	всякий идеологический знак	2	2
138	при этом мы	1	2
139	в социальной среде	1	2
140	при этом конечно	2	2
141	хотя бы в	1	2
142	в каждом идеологическом	2	2
143	как мы увидим	2	2
144	одна и та	1	2
145	что было бы	1	2
146	в нем и	1	2
147	он сказал что	1	2
148	вопрос о том	1	2
149	о происхождении языка	2	2
150	должен был бы	1	2
151	прежде всего в	4	2
152	нет и не	1	2
153	каждом идеологическом знаке	2	2
154	тот или иной	2	2
155	сторону борьбы классов	1	1
156	момент диалектического потока	1	1
157	действительности он ни	1	1
158	материального существования данной	1	1
159	и аудитория заставляют	1	1
160	совершенно особый тип	1	1
161	же время является	1	1
162	что у нас	2	1
163	особый тип жанрового	1	1
164	стирается отчетливая смысловая	1	1
165	выходящее за пределы	1	1
166	или иного слова	1	1
167	знаковым коллективом т.е	1	1
168	никакого значения иметь	1	1
169	погасить или загнать	1	1
170	произвол при этом	1	1
171	замечаем отчетливую смысловую	1	1
172	искажающая особенность идеологического	1	1
173	благодаря тому что	1	1
174	где имеют место	1	1
175	речевое общение людей	1	1
176	слова о чужое	1	1
177	целый ряд вопросов	1	1
178	себе не может	1	1
179	класс не совпадает	1	1
180	ними внешних выражений	1	1
181	и в сознании	2	1
182	так как нам	1	1
183	особый и ограниченный	1	1
184	отчетливая смысловая граница	1	1
185	разумения таких умерших	1	1
186	встретить степенью повиновения	1	1
187	краем основы материального	1	1
188	вопрос восклицание приказание	1	1
189	неизбежно должна звучать	1	1
190	существенными социально-экономическими предпосылками	1	1
191	этого вопроса мы	1	1
192	вырабатывается в беседе	1	1
193	языком пользуются разные	1	1
194	был связан с	1	1
195	имели в виду	2	1
196	все то что	2	1
197	точки зрения и	1	1
198	знаковое идеологическое значение	1	1
199	а не иначе	1	1
200	просьбу как отстаивание	1	1
201	этих маленьких жизненных	1	1
202	из двух моментов	1	1
203	и революционных сдвигов	1	1
204	жив и подвижен	1	1
205	и подвижен способен	1	1
206	и определяется ею	2	1
207	приказания определяется теми	1	1
208	с целевым производственным	1	1
209	жанрового завершения выработан	1	1
210	правда и в	1	1
211	индивидуальный произвол при	1	1
212	производства также и	1	1
213	историк они еще	1	1
214	потока социального становления	1	1
215	заключать в себе	1	1
216	хлеб и вино	1	1
217	конечно все эти	1	1
218	в конечном счете	1	1
219	для этого необходимо	1	1
220	надклассовый вечный характер	1	1
221	являются как бы	1	1
222	реакционен и как	1	1
223	интересов в пределах	1	1
224	из напряженной социальной	1	1
225	об определенных типах	1	1
226	других как величайшая	1	1
227	строят заявления и	1	1
228	всякая живая брань	1	1
229	в языке? неужели	1	1
230	называется творческой индивидуальностью	1	1
231	социальное событие речевого	1	1
232	прежде всего самые	1	1
233	определяется ею во	1	1
234	и где основная	1	1
235	форма приказания определяется	1	1
236	здесь вырабатываются особые	1	1
237	природы техники или	1	1
238	орнаментами т.е покрыты	1	1
239	социального состава житейский	1	1
240	знаком можно далее	1	1
241	говорить лишь там	1	1
242	знаками но при	1	1
243	какого-нибудь ощущения хотя	1	1
244	не живого социального	1	1
245	бы по ту	1	1
246	звучать для многих	1	1
247	так что это	1	1
248	орудия в этом	1	1
249	знак в сложившейся	1	1
250	словесным ответом других	1	1
251	действием поступком или	1	1
252	с идеологическими знаками	1	1
253	производства придать художественную	1	1
254	того чтобы не	1	1
255	общения являясь идеологическим	1	1
256	внутрь совершающуюся в	1	1
257	орудия первобытного человека	1	1
258	быть знаком в	1	1
259	бытия данной группы	1	1
260	определенным репертуаром маленьких	1	1
261	бы знаковую идеологическую	1	1
262	было бы порождено	1	1
263	житейский жанр укладывается	1	1
264	и т.п не	1	1
265	по сравнению с	1	1
266	в одной и	1	1
267	полна историческая память	1	1
268	знака раскрывается до	1	1
269	особенность идеологического знака	1	1
270	обычно называется творческой	1	1
271	определяется теми препятствиями	1	1
272	социальной группы к	1	1
273	знаком и знак	1	1
274	и ни к	1	1
275	жизненных ситуаций об	1	1
276	внутренней интонации и	1	1
277	о милости в	1	1
278	то или иное	4	1
279	и заложенные уже	1	1
280	правду этим определяется	1	1
281	с большими оговорками	1	1
282	так совершенно особый	1	1
283	орудием производства также	1	1
284	слово других людей	1	1
285	на каждом этапе	1	1
286	человечества но все	1	1
287	время является и	1	1
288	основы материального существования	1	1
289	подвижен способен на	1	1
290	целые жизненных высказываний	1	1
291	речь не может	1	1
292	носят творческий характер	1	1
293	болтовне где все	1	1
294	т.е классовой борьбой	1	1
295	потребности например голода	1	1
296	художественное оформление будет	1	1
297	всю совокупность жизненных	1	1
298	знаков слово как	1	1
299	кругозор группы и	1	1
300	иначе как требование	1	1
301	бытия в идеологическом	1	1
302	максимальное сближение почти	1	1
303	случайные праздные слова	1	1
304	знакового коллектива т.е	1	1
305	до наших дней	1	1
306	является знаком продукты	1	1
307	предмет был связан	1	1
308	переживание с самого	1	1
309	сколько-нибудь устойчивые закрепленные	1	1
310	этот предмет был	1	1
311	жены брата и	1	1
312	того чтобы предмет	1	1
313	в жизни и	1	1
314	с существенными социально-экономическими	1	1
315	теперь мы можем	1	1
316	растворяется в его	1	1
317	социальной среды праздника	1	1
318	речевого взаимодействия осуществляемое	1	1
319	общественное положение и	1	1
320	высказываний все они	1	1
321	все время сохраняют	1	1
322	место хоть сколько-нибудь	1	1
323	типы знают деревенские	1	1
324	внесловесного начала самый	1	1
325	не только его	1	1
326	между индивидами в	1	1
327	и реплики случайно	1	1
328	многих других как	1	1
329	становятся религиозными символами	1	1
330	маленьких житейских жанров	2	1
331	как отстаивание своего	1	1
332	как бы максимальное	1	1
333	мысли и случайные	1	1
334	так одним и	1	1
335	наше сознательное состояние	1	1
336	причащения но продукт	1	1
337	брань может стать	1	1
338	форма отнюдь не	1	1
339	в аллегорию станет	1	1
340	с какой точки	1	1
341	производства но все	1	1
342	необходимо чтобы он	1	1
343	зачаточном внутреннем стиле	1	1
344	жанровых завершений в	1	1
345	жизненных высказываний все	1	1
346	действие и каждое	1	1
347	должна звучать для	1	1
348	вещи и как	1	1
349	жанров определяется трением	1	1
350	было бы равнодушно	1	1
351	продукты все время	1	1
352	но для того	3	1
353	ситуаций об определенных	1	1
354	заведомо несерьезных рассказов	1	1
355	уясняет направление внутренней	1	1
356	до конца только	1	1
357	типах жанровых завершений	1	1
358	этом она приобретает	1	1
359	материальные вещи и	1	1
360	они особенно такие	1	1
361	люди где-нибудь в	1	1
362	и вызвал бы	1	1
363	оказавшийся как бы	1	1
364	как и орудия	1	1
