N	4gram	Bakhtin_Pr	Analitik
1	в то же время	10	14
2	одного и того же	1	6
3	в той или иной	2	5
4	и не может быть	1	4
5	в том что он	4	4
6	дело в том что	1	3
7	одной и той же	1	3
8	бы то ни было	2	3
9	той мере в какой	1	2
10	с этой точки зрения	1	2
11	в той мере в	1	2
12	а в то же	2	2
13	нет и не может	1	2
14	какой бы то ни	1	2
15	заключается в том что	1	2
16	но в то же	5	2
17	и в том что	1	1
18	но не может быть	1	1
19	мы имеем в виду	2	1
20	точке соприкосновения разных сознаний	1	1
21	собою в точке выхода	1	1
22	по природе событийна и	1	1
23	с точки зрения художественного	1	1
24	бы в точке этого	1	1
25	выхода его за пределы	1	1
26	во всяком случае не	1	1
27	человека с самим собою	1	1
28	из чужих для него	1	1
29	как бы в точке	1	1
30	а не так как	1	1
31	по себе еще не	2	1
32	не может претендовать на	1	1
33	точке выхода его за	1	1
34	а в том что	1	1
35	то же время оно	1	1
36	под этим углом зрения	2	1
37	позицию по отношению к	2	1
38	природе событийна и рождается	1	1
39	бы оно ни было	1	1
40	совершается как бы в	1	1
41	можно сказать что в	1	1
42	в точке этого несовпадения	1	1
43	оно и не может	1	1
44	в том числе и	1	1
45	как это происходит в	1	1
46	но при условии что	1	1
47	с самим собою в	1	1
48	подлинная жизнь личности совершается	1	1
49	жизнь личности совершается как	1	1
50	как более или менее	1	1
51	в самом деле в	1	1
52	в точке выхода его	1	1
53	в точке соприкосновения разных	1	1
54	личности совершается как бы	1	1
55	несовпадения человека с самим	1	1
56	но с другой стороны	2	1
57	рождается в точке соприкосновения	1	1
58	в пределы одного сознания	3	1
59	с другой стороны и	1	1
60	событийна и рождается в	1	1
61	точке этого несовпадения человека	1	1
62	другой стороны и сама	1	1
63	друг с другом в	2	1
64	чужих для него слов	1	1
65	этого несовпадения человека с	1	1
66	и в этом смысле	2	1
67	самим собою в точке	1	1
68	и рождается в точке	1	1
69	в том что мы	1	1
70	не в том что	1	1
71	этим углом зрения мы	1	1
