N	3gram	Propp_Isto	KulturaY
1	и т п	1	93
2	и т д	25	42
3	для того чтобы	1	38
4	с точки зрения	1	36
5	в том что	7	33
6	в самом деле	1	29
7	можно было бы	3	25
8	тем не менее	4	19
9	во всяком случае	3	19
10	с другой стороны	17	17
11	в зависимости от	3	16
12	до сих пор	4	14
13	в том чтобы	2	14
14	по отношению к	3	13
15	только потому что	1	13
16	в связи с	1	12
17	не может быть	5	11
18	о том что	9	10
19	вместе с тем	6	9
20	не только в	9	8
21	в этом случае	4	8
22	а с другой	1	7
23	только в том	1	7
24	с одной стороны	11	7
25	после того как	4	7
26	к тому же	1	6
27	этой точки зрения	3	6
28	в свое время	1	6
29	дело не в	3	5
30	с этой точки	3	5
31	так и в	3	5
32	более или менее	3	5
33	в данном случае	7	5
34	т е в	2	5
35	но все же	3	5
36	на этот вопрос	3	5
37	как мы видели	3	5
38	что все эти	1	4
39	так или иначе	2	4
40	том что он	1	4
41	в иных случаях	1	4
42	смысле этого слова	1	4
43	а в том	2	4
44	к тому что	1	4
45	состоит в том	1	4
46	т д и	1	4
47	и потому что	1	4
48	на то что	1	4
49	только то что	1	4
50	точно так же	2	4
51	т е с	1	4
52	зависимости от того	1	4
53	так же как	4	4
54	и в области	2	4
55	и дело что	1	3
56	о том как	3	3
57	совершенно ясно что	1	3
58	в прямой связи	2	3
59	и вместе с	3	3
60	тех случаях когда	6	3
61	есть вместе с	1	3
62	того что в	1	3
63	с тем что	2	3
64	в тех случаях	7	3
65	сама по себе	1	3
66	мере того как	1	3
67	мы увидим что	2	3
68	здесь можно было	1	3
69	по мере того	1	3
70	все это не	1	3
71	и не в	1	3
72	к тому чтобы	1	3
73	в то время	4	3
74	уже не может	1	3
75	что и в	3	3
76	в таких случаях	1	3
77	но с другой	1	3
78	что он не	1	2
79	потому что я	1	2
80	это не значит	1	2
81	еще один пример	1	2
82	только о том	1	2
83	стоит в прямой	1	2
84	в большинстве случаев	1	2
85	уже не в	1	2
86	здесь прежде всего	1	2
87	в том-то и	2	2
88	не забудем что	1	2
89	по себе не	1	2
90	обращает на себя	1	2
91	и в других	2	2
92	и тот же	1	2
93	но в том-то	2	2
94	сами по себе	1	2
95	мы знаем что	1	2
96	таким образом если	1	2
97	все свое внимание	1	2
98	том что на	1	2
99	поставить вопрос о	1	2
100	далеко еще не	1	2
101	хотя и не	1	2
102	а не с	1	2
103	так как он	4	2
104	бы то ни	1	2
105	для этой цели	1	2
106	ответить на вопрос	1	2
107	прямой связи с	1	2
108	но он не	1	2
109	а так как	1	2
110	один и тот	1	2
111	в другом месте	2	2
112	можно сказать что	1	2
113	том-то и дело	1	2
114	и в особенности	1	2
115	но дело не	1	2
116	того как они	1	2
117	то у нас	1	2
118	мы имеем в	7	2
119	сюда же относится	1	2
120	к этому же	1	2
121	и здесь можно	1	1
122	должны были бы	1	1
123	еще указать что	1	1
124	или в том	1	1
125	может быть это	1	1
126	что оно имеет	1	1
127	с представлением о	2	1
128	с полным правом	1	1
129	во многих других	1	1
130	и где он	1	1
131	это тем более	1	1
132	вопроса обратимся к	1	1
133	не потому ли	1	1
134	те случаи когда	1	1
135	не только свое	1	1
136	для борьбы с	1	1
137	от того в	1	1
138	по существу однако	1	1
139	никак не может	1	1
140	то что он	1	1
141	также вопрос о	1	1
142	знает что он	1	1
143	на том что	2	1
144	но и у	1	1
145	не в этом	1	1
146	то что не	1	1
147	но и на	2	1
148	он пишет у	1	1
149	в первый раз	1	1
150	влечет за собой	1	1
151	до наших дней	1	1
152	от того какое	1	1
153	мы должны признать	1	1
154	она сводится к	1	1
155	если они не	1	1
156	не значит что	1	1
157	о котором говорилось	1	1
158	не может но	1	1
159	а именно что	2	1
160	здесь же мы	2	1
161	создает благоприятную почву	1	1
162	и у других	1	1
163	что в данном	1	1
164	на вопрос о	1	1
165	по тому что	1	1
166	уже выше в	4	1
167	для нее в	1	1
168	и некоторые другие	1	1
169	обстановки в которой	1	1
170	ли сказать что	1	1
171	не стоит в	2	1
172	его как и	1	1
173	т д в	3	1
174	на которой он	1	1
175	есть случаи когда	1	1
176	то же что	2	1
177	и здесь следует	1	1
178	даже в тех	2	1
179	как мы видим	1	1
180	как он будет	1	1
181	за что не	1	1
182	один из самых	1	1
183	совсем не в	1	1
184	мне кажется что	1	1
185	потому что этого	1	1
186	и тем самым	1	1
187	в частности и	1	1
188	котором говорилось выше	1	1
189	том что в	2	1
190	не в качестве	1	1
191	он приходит в	1	1
192	пока он не	1	1
193	связанные с этим	1	1
194	то ни было	1	1
195	с этим в	1	1
196	то же самое	1	1
197	все тех же	2	1
198	с тех пор	1	1
199	но все это	1	1
200	при этом на	1	1
201	лицом к лицу	1	1
202	а именно в	1	1
203	должен быть поставлен	1	1
204	сколько угодно о	1	1
205	все дело в	1	1
206	для нас особенно	1	1
207	что представление о	1	1
208	той обстановки в	1	1
209	то это значит	2	1
210	еще не все	3	1
211	и должны быть	1	1
212	но это не	3	1
213	о том чтобы	1	1
214	как в сказке	2	1
215	из этих задач	1	1
216	все же есть	1	1
217	и не может	1	1
218	в них не	1	1
219	что в тех	3	1
220	в этих случаях	12	1
221	еще одно важное	1	1
222	несколько случаев в	1	1
223	ни один из	1	1
224	есть вопрос о	1	1
225	но связь эта	1	1
226	тем что в	1	1
227	можно предположить что	3	1
228	одним из самых	1	1
229	но и в	4	1
230	вопрос этот не	1	1
231	повлечет за собой	1	1
232	как только мы	1	1
233	то же значение	1	1
234	в связи со	2	1
235	не может и	1	1
236	этого можно будет	1	1
237	так что между	1	1
238	чаще всего в	1	1
239	ту или иную	1	1
240	следует отметить что	1	1
241	собственно не может	1	1
242	заключается не только	1	1
243	как и в	3	1
244	в главе о	2	1
245	прямой связи со	1	1
246	к выводу что	1	1
247	он мог бы	1	1
248	не только у	1	1
249	изучаемое нами явление	1	1
250	но тут же	1	1
251	т е если	1	1
252	на его пути	2	1
253	чтобы ответить на	1	1
254	и может быть	1	1
255	можно ли сказать	1	1
256	все это в	1	1
257	связь между собой	1	1
258	то время как	4	1
259	показывает что этот	1	1
260	ни за что	1	1
261	и здесь мы	2	1
262	указать что в	1	1
263	что есть еще	1	1
264	данном случае в	1	1
265	в одной из	2	1
266	на ту пору	1	1
267	того как ты	1	1
268	т д или	2	1
269	новые и новые	2	1
270	в достаточной степени	2	1
271	ответ на этот	1	1
272	ту же роль	1	1
273	мы имеем здесь	1	1
274	всех этих случаях	6	1
275	она все же	1	1
276	русской сказки и	1	1
277	однако и в	1	1
278	из этих форм	1	1
279	во всех этих	6	1
280	дело совсем не	1	1
281	и такие случаи	1	1
282	у нас на	1	1
283	если он не	1	1
284	из всего предыдущего	1	1
285	языка так и	1	1
286	по своим результатам	1	1
287	и то что	1	1
288	в котором можно	1	1
