N	2gram	Losev_Dial	Otkroven
1	у него	2	22
2	у достоевского	1	19
3	и в	35	19
4	и не	51	13
5	но и	17	13
6	в этом	18	12
7	а не	24	11
8	не только	26	11
9	не в	12	11
10	может быть	30	11
11	вопрос о	3	10
12	человека и	2	10
13	и все	11	10
14	в нем	25	10
15	потому что	23	9
16	прежде всего	14	9
17	не было	7	9
18	никогда не	18	9
19	и он	6	8
20	он был	1	8
21	нет ничего	1	7
22	от него	4	7
23	ни с	8	7
24	в его	4	7
25	он всегда	3	7
26	он не	5	7
27	но он	3	7
28	в глубине	1	7
29	все это	14	6
30	как и	10	6
31	в самом	6	5
32	в том	20	5
33	для него	2	5
34	в этой	3	5
35	а в	8	5
36	отношение к	5	5
37	то что	25	5
38	все в	2	4
39	что в	19	4
40	только и	5	4
41	того чтобы	1	4
42	т е	49	4
43	дважды два	1	4
44	есть лишь	1	4
45	не может	16	4
46	него и	1	4
47	всегда есть	4	4
48	что не	13	4
49	человек и	2	4
50	все эти	4	4
51	на земле	3	4
52	и его	6	4
53	он сам	6	4
54	только одно	1	3
55	и от	5	3
56	все что	2	3
57	что человек	2	3
58	и вот	10	3
59	хотя бы	6	3
60	это за	5	3
61	это не	18	3
62	о христе	1	3
63	для того	2	3
64	с ним	9	3
65	мысли и	3	3
66	когда он	2	3
67	быть может	5	3
68	в этих	6	3
69	не могут	4	3
70	в своих	1	3
71	как бы	19	3
72	было бы	14	3
73	человека его	1	3
74	могут быть	6	3
75	в себе	23	3
76	достоевского в	1	3
77	и есть	20	3
78	что он	16	3
79	никто не	2	3
80	это было	4	3
81	нем нет	3	3
82	и ее	1	3
83	о том	8	3
84	того что	6	3
85	к нему	12	3
86	еще не	4	3
87	всего в	1	2
88	и к	8	2
89	природы в	1	2
90	и потому	6	2
91	так и	18	2
92	больше всех	1	2
93	что они	8	2
94	самое главное	1	2
95	и то	15	2
96	и все-таки	3	2
97	в душе	8	2
98	все же	9	2
99	что у	3	2
100	никогда и	1	2
101	не могли	1	2
102	так как	24	2
103	и очень	2	2
104	при чтении	1	2
105	должно быть	7	2
106	к этой	1	2
107	даже и	3	2
108	к ней	4	2
109	его не	7	2
110	для всякого	2	2
111	и ни	7	2
112	уже в	5	2
113	никакого другого	1	2
114	ничто не	3	2
115	в другом	6	2
116	совсем не	1	2
117	личности и	2	2
118	с чего	1	2
119	и любовь	1	2
120	так что	21	2
121	в своем	7	2
122	с тем	2	2
123	и из	6	2
124	в которой	3	2
125	ее в	2	2
126	не все	1	2
127	и этим	1	2
128	одно из	2	2
129	что и	7	2
130	от самого	3	2
131	можно ли	3	2
132	в истории	1	2
133	рационализма и	1	2
134	его в	3	2
135	их не	1	2
136	ведь это	3	2
137	мысль о	2	2
138	не очень	2	2
139	и с	10	2
140	что же	5	2
141	то к	1	2
142	и там	1	2
143	и о	4	2
144	природы и	2	2
145	сказать что	19	2
146	настолько же	1	2
147	что для	3	2
148	тем что	2	2
149	что есть	2	2
150	из всего	2	2
151	много раз	3	2
152	сложнее и	1	2
153	в других	1	2
154	с чем	2	2
155	учение о	11	2
156	же можно	2	2
157	что все	2	2
158	ничего не	19	2
159	хотя и	4	2
160	не есть	67	2
161	в своей	9	2
162	момент в	2	2
163	жизни в	1	2
164	по себе	39	2
165	не имеет	15	2
166	к этому	2	2
167	сразу же	2	2
168	же это	6	2
169	том что	18	2
170	от человека	1	2
171	и душа	1	2
172	в глубину	1	2
173	и для	2	2
174	в ее	3	2
175	своей жизни	1	2
176	подойти к	1	2
177	но в	8	2
178	и нет	2	2
179	в великом	1	1
180	предстала перед	1	1
181	было у	1	1
182	уже с	2	1
183	во всем	3	1
184	к одному	1	1
185	братьях карамазовых	1	1
186	в каждом	4	1
187	одно время	3	1
188	не подходит	1	1
189	если вы	2	1
190	во всяком	5	1
191	не так	1	1
192	бросается в	1	1
193	человек может	1	1
194	ко всему	3	1
195	ни к	2	1
196	видели в	1	1
197	его и	1	1
198	с образом	1	1
199	одном месте	1	1
200	во внешнем	1	1
201	совершенно не	13	1
202	он производит	1	1
203	попадает в	1	1
204	человеческая личность	1	1
205	а потому	3	1
206	то он	2	1
207	к счастью	1	1
208	он больше	1	1
209	вот оказывается	1	1
210	над ними	1	1
211	которой все	1	1
212	всему этому	1	1
213	а с	2	1
214	и самое	1	1
215	это конечно	5	1
216	не существует	8	1
217	все его	3	1
218	и действий	1	1
219	и других	1	1
220	и всякий	3	1
221	стремиться к	1	1
222	указывали на	1	1
223	к другу	2	1
224	один из	3	1
225	в котором	5	1
226	и здесь	1	1
227	та же	6	1
228	по природе	1	1
229	виду не	1	1
230	после этого	3	1
231	с пауками	1	1
232	характер его	1	1
233	самой природе	1	1
234	не нужна	1	1
235	и состоит	2	1
236	друг к	2	1
237	мир в	1	1
238	они и	1	1
239	же и	11	1
240	ней не	1	1
241	от самой	2	1
242	бытия но	1	1
243	она должна	2	1
244	я имею	2	1
245	каждом из	2	1
246	и вечно	1	1
247	в пределе	1	1
248	но о	1	1
249	того как	3	1
250	эта не	1	1
251	к одной	1	1
252	жизни а	1	1
253	и пр	7	1
254	и заключается	1	1
255	ее ни	2	1
256	в братьях	1	1
257	и везде	1	1
258	его с	6	1
259	она не	10	1
260	том как	1	1
261	есть одно	1	1
262	должна быть	5	1
263	мы не	1	1
264	не могу	9	1
265	есть откровение	1	1
266	бы даже	1	1
267	в руководстве	1	1
268	человек совершает	1	1
269	больше всего	2	1
270	ли так	1	1
271	личность и	1	1
272	и крови	1	1
273	один только	1	1
274	смысле слова	1	1
275	связана с	1	1
276	не идет	2	1
277	не приходит	1	1
278	всего мира	1	1
279	еще более	3	1
280	жизнь а	2	1
281	также и	7	1
282	но не	9	1
283	по сравнению	2	1
284	это все	2	1
285	природе своей	1	1
286	и менее	1	1
287	это я	6	1
288	с тою	1	1
289	из жизни	2	1
290	не по	2	1
291	но всегда	2	1
292	образ и	5	1
293	с какой	5	1
294	быть осуществлено	1	1
295	не быть	3	1
296	был бы	1	1
297	в ней	4	1
298	что нужно	1	1
299	выходе из	1	1
300	и дело	1	1
301	этого только	1	1
302	лишь его	1	1
303	что это	21	1
304	погруженность в	1	1
305	а ведь	1	1
306	человека от	2	1
307	и тогда	4	1
308	а это	2	1
309	и нигде	4	1
310	этом отношении	2	1
311	всяком случае	3	1
312	на этих	1	1
313	он и	2	1
314	небывалое в	1	1
315	о чем	4	1
316	сознания в	1	1
317	в сущности	2	1
318	кажется что	1	1
319	сам по	8	1
320	только их	1	1
321	в частности	4	1
322	говорит о	6	1
323	как это	8	1
324	между двумя	1	1
325	и больше	2	1
326	только один	2	1
327	с утра	1	1
328	чего не	1	1
329	на нем	2	1
330	и тут	6	1
331	самой вечности	2	1
332	со всей	2	1
333	как у	3	1
334	со стороны	2	1
335	я бы	1	1
336	в которую	1	1
337	в науке	3	1
338	и метафизика	2	1
339	не с	5	1
340	отношении к	3	1
341	сама душа	1	1
342	и ему	2	1
343	ты не	1	1
344	он убивает	1	1
345	и что	17	1
346	в одном	4	1
347	на самом	5	1
348	бытие и	2	1
349	в отношении	5	1
350	можно было	5	1
351	уже указывали	1	1
352	людей и	1	1
353	оказывается что	1	1
354	нет никакой	2	1
355	плоти и	1	1
356	не потому	5	1
357	же не	4	1
358	гибели и	1	1
359	бы и	4	1
360	им самим	2	1
361	и это	6	1
362	ее с	1	1
363	вообще но	1	1
364	мира по	1	1
365	свете в	1	1
366	есть самая	1	1
367	в нас	2	1
368	это есть	13	1
369	и когда	5	1
370	и до	2	1
371	нет никакого	1	1
372	доходит до	1	1
373	с их	2	1
374	диалектика но	1	1
375	природу и	1	1
376	за это	1	1
377	которые будут	1	1
378	есть уже	2	1
379	по своей	5	1
380	от того	2	1
381	всей ее	1	1
382	человека с	1	1
383	его образ	1	1
384	свой метод	1	1
385	думать что	3	1
386	в них	4	1
387	у нее	1	1
388	вопрос об	5	1
389	было и	1	1
390	любви к	2	1
391	вы так	1	1
392	сказать с	1	1
393	и всех	4	1
394	видно что	2	1
395	есть для	2	1
396	что нет	1	1
397	как например	2	1
398	но остается	1	1
399	и даже	23	1
400	в чистом	1	1
401	в глаза	1	1
402	веры а	1	1
403	всего что	1	1
404	это вопрос	1	1
405	всегда и	4	1
406	если бы	12	1
407	самом деле	6	1
408	себе что	1	1
409	образ божий	1	1
410	до последней	1	1
411	говорит в	1	1
412	и более	7	1
413	его судьба	1	1
414	вот что	1	1
415	на примере	1	1
416	с ними	4	1
417	к чему	1	1
418	была бы	4	1
419	истории и	1	1
420	и сам	1	1
421	тут все	1	1
422	почему же	2	1
423	светом и	2	1
424	остается и	1	1
425	всегда в	1	1
426	или лучше	1	1
427	свое учение	2	1
428	имею в	1	1
429	и можно	3	1
430	чем образ	1	1
431	его собственная	1	1
432	может ли	1	1
433	людей а	1	1
434	есть просто	6	1
435	будто бы	3	1
436	в виду	9	1
437	в силу	6	1
438	не иметь	2	1
439	и начинается	1	1
440	дело в	1	1
441	лишь по	1	1
442	почему не	1	1
443	месте и	1	1
444	стремится к	2	1
445	из самых	1	1
446	от бога	3	1
447	раз навсегда	2	1
448	и эта	3	1
449	только несколько	1	1
450	конечно они	1	1
451	в эпоху	2	1
452	это какое-то	2	1
453	его как	1	1
454	отношения к	3	1
455	тем же	3	1
456	опять-таки не	2	1
457	но есть	2	1
458	и каждый	1	1
459	от которой	2	1
460	заключается в	4	1
461	но от	1	1
462	начиная с	1	1
463	та самая	1	1
464	действительно в	2	1
465	и действительно	1	1
466	вещей и	5	1
467	еще ничего	1	1
468	в конце	5	1
469	указывает на	3	1
470	и скорее	1	1
471	например в	2	1
472	в жизни	3	1
473	великое дело	1	1
474	но к	2	1
475	от демонических	1	1
476	и почему	1	1
477	в корне	2	1
478	в сферу	1	1
479	характер и	1	1
480	был в	2	1
481	ибо вечность	1	1
482	с той	2	1
483	и без	1	1
484	бога он	1	1
485	на поверхности	1	1
486	и как	14	1
