N	3gram	Berdyaev_M	Psycholo
1	в том что	3	78
2	для того чтобы	4	70
3	на то что	1	55
4	в самом деле	1	51
5	и т п	1	37
6	о том что	3	34
7	с точки зрения	1	29
8	не может быть	22	23
9	до сих пор	5	23
10	и в самом	3	22
11	к тому что	1	20
12	мы увидим что	4	19
13	на самом деле	1	17
14	в зависимости от	1	15
15	так же как	1	14
16	во всяком случае	1	14
17	в то время	2	14
18	в этом отношении	1	14
19	заключает в себе	3	13
20	можно было бы	1	13
21	и в этом	1	13
22	то время как	2	13
23	сам по себе	1	12
24	в конце концов	3	12
25	и той же	2	12
26	одной и той	2	12
27	по сравнению с	2	11
28	подобно тому как	2	11
29	к тому чтобы	2	10
30	вместе с тем	5	10
31	не в том	1	10
32	том что он	1	10
33	потому что в	4	9
34	в отличие от	1	9
35	в том случае	1	9
36	потому что он	3	9
37	что он не	3	9
38	смысле этого слова	1	8
39	с тем что	3	8
40	том случае если	1	7
41	психологической точки зрения	1	7
42	что и в	3	7
43	как и в	2	7
44	потому что она	2	6
45	сама по себе	1	6
46	с психологической точки	1	6
47	и та же	2	6
48	не что иное	4	6
49	никогда не может	2	6
50	что у него	1	6
51	и в том	1	6
52	не только в	2	6
53	что иное как	4	6
54	друг к другу	6	6
55	и вместе с	4	5
56	что в основе	1	5
57	мы видим в	1	5
58	не было бы	5	5
59	и мы увидим	1	5
60	в том смысле	2	5
61	как бы в	1	5
62	же как и	1	5
63	как будто бы	2	4
64	и в этой	5	4
65	лежит в основе	1	4
66	но и это	1	4
67	и когда мы	1	4
68	он не может	2	4
69	не значит что	1	4
70	был бы тот	1	4
71	том что в	1	4
72	и никогда не	3	4
73	только тогда когда	1	4
74	и не может	2	4
75	от того что	4	4
76	все более и	1	4
77	более и более	1	4
78	так как они	1	4
79	несет в себе	1	4
80	одна и та	2	4
81	это и есть	7	4
82	одни и те	1	3
83	в русской поэзии	1	3
84	не потому что	1	3
85	в отношении к	3	3
86	что до сих	1	3
87	что это не	2	3
88	на наших глазах	1	3
89	по прямой линии	1	3
90	а не только	3	3
91	по отношению к	4	3
92	имел в виду	1	3
93	он не только	2	3
94	того чтобы сделать	1	3
95	не могут быть	2	3
96	как бы его	2	3
97	а вовсе не	1	3
98	может быть и	2	3
99	он никогда не	3	3
100	том смысле что	1	3
101	она должна быть	1	3
102	и в конце	2	3
103	бросается в глаза	1	3
104	один из самых	4	3
105	в нем нет	1	3
106	в высшей степени	4	3
107	в наше время	1	3
108	склонен думать что	1	3
109	но он не	3	3
110	и те же	2	3
111	она не имеет	2	3
112	во всех этих	1	3
113	до конца и	1	3
114	после того как	2	3
115	мере в какой	1	2
116	а может быть	1	2
117	том что это	1	2
118	а следовательно и	1	2
119	и не было	2	2
120	к концу и	1	2
121	когда мы говорим	1	2
122	они не могут	1	2
123	она не может	1	2
124	решить вопрос о	1	2
125	к которой мы	1	2
126	он рассказывает о	1	2
127	в котором она	1	2
128	что она не	1	2
129	между тем как	2	2
130	потому что не	1	2
131	было бы назвать	1	2
132	и на этом	2	2
133	это значит что	3	2
134	всего того что	1	2
135	потому не может	1	2
136	он хотел бы	3	2
137	что в конце	1	2
138	но и в	4	2
139	не до конца	2	2
140	которые могли бы	1	2
141	другом и в	1	2
142	не означает что	1	2
143	потому что мы	1	2
144	как и все	1	2
145	мы имеем в	1	2
146	было бы и	1	2
147	и в той	1	2
148	человек и в	1	2
149	выходит за пределы	1	2
150	для этого необходимо	2	2
151	а не к	2	2
152	не так как	1	2
153	с такой силой	1	2
154	он всю жизнь	1	2
155	возможны только в	1	2
156	то же что	1	2
157	есть не что	3	2
158	не может не	2	2
159	так как он	1	2
160	тем что в	1	2
161	не мог бы	2	2
162	когда мы читаем	1	2
163	что в то	1	2
164	сих пор не	1	2
165	к нему и	1	2
166	по своему значению	3	2
167	но она не	1	2
168	и если он	1	2
169	и ничего не	1	2
170	имеем в виду	1	2
171	оно не может	2	2
172	о человеке и	6	2
173	такой силой как	1	2
174	в самом центре	2	1
175	она никогда не	3	1
176	возвращается к нему	1	1
177	в той мере	1	1
178	в чем не	2	1
179	и характер его	1	1
180	нет ничего кроме	1	1
181	и тогда когда	1	1
182	они были бы	1	1
183	только с одним	1	1
184	есть не только	4	1
185	к миру и	1	1
186	но под этой	1	1
187	но не имеет	1	1
188	и он был	1	1
189	из самой глубины	1	1
190	своих героев он	1	1
191	это не есть	1	1
192	отличает его от	1	1
193	в прошлое и	1	1
194	только с другой	1	1
195	и во многих	1	1
196	иное что как	1	1
197	как бы не	2	1
198	в романах достоевского	2	1
199	в которых он	2	1
200	к другу и	2	1
201	нему и много	1	1
202	стоит в самом	1	1
203	хотел этим сказать	1	1
204	и по ним	1	1
205	в которой она	1	1
206	и состоит чтобы	1	1
207	внешних условий все	1	1
208	между этими двумя	1	1
209	быть отнесена к	1	1
210	не только те	1	1
211	той мере в	1	1
212	не порождает из	1	1
213	никогда не откажется	1	1
214	но не в	1	1
215	никогда не был	2	1
216	ли что он	1	1
217	нужно сказать что	1	1
218	бы ни в	1	1
219	и этим он	1	1
220	и можно назвать	1	1
221	одну и ту	1	1
222	а не из	1	1
223	от него и	1	1
224	ни к какому	2	1
225	что вопрос о	1	1
226	он не видел	1	1
227	отрицанию не только	1	1
228	в свои права	1	1
229	на этом основании	1	1
230	но это не	3	1
231	может быть что	1	1
232	и потому не	3	1
233	что она может	1	1
234	и не быть	1	1
235	никогда не бывает	2	1
236	я хотел бы	2	1
237	и ту же	1	1
238	никогда не достигает	1	1
239	так это в	1	1
240	может быть он	1	1
241	в смысле психологического	1	1
242	и различие между	1	1
243	с того что	1	1
244	из нее одной	1	1
245	не находит себе	1	1
246	на том что	1	1
247	он доходит до	1	1
248	но к чему	1	1
249	свету я не	1	1
250	в себе и	2	1
251	тут не будет	1	1
252	русской интеллигенции по	1	1
253	уже в конце	1	1
254	должна быть скрыта	1	1
255	во всех своих	1	1
256	новый свет и	1	1
257	которые принадлежат к	1	1
258	есть только одно	1	1
259	его во всех	1	1
260	ничего подобного нет	1	1
261	не хотел этим	1	1
262	все та же	1	1
263	чем не подозревает	1	1
264	делает то же	1	1
265	бы для этого	1	1
266	разрушения мира и	1	1
267	открыть что в	1	1
268	у нас не	2	1
