N	2gram	Bakhtin_Pr	DiskursI
1	в качестве	1	72
2	а не	19	60
3	может быть	23	56
4	не только	14	49
5	и в	83	49
6	как и	13	47
7	при этом	6	46
8	и не	41	44
9	в том	22	44
10	то есть	86	41
11	том что	9	40
12	в этом	24	38
13	в себе	10	37
14	состоит в	1	37
15	в частности	1	36
16	но и	16	35
17	и т.п	42	32
18	своего рода	7	32
19	но не	9	31
20	отличие от	1	28
21	со стороны	1	28
22	но в	12	28
23	так и	9	28
24	в отличие	1	27
25	не может	18	27
26	по своей	12	26
27	как в	10	25
28	литературных жанров	1	23
29	еще не	10	23
30	а также	4	20
31	в своей	5	19
32	все же	3	19
33	в нем	21	19
34	прежде всего	20	19
35	далеко не	4	18
36	в основе	6	18
37	данного жанра	5	18
38	то же	10	17
39	в данном	1	17
40	с другой	4	17
41	в мире	8	17
42	по отношению	6	17
43	отношению к	5	17
44	точки зрения	17	16
45	только в	10	16
46	о том	3	15
47	то что	14	15
48	роль в	1	15
49	в его	15	15
50	не менее	4	14
51	можно сказать	12	14
52	не в	10	14
53	не является	1	14
54	это не	10	14
55	или иной	2	14
56	как бы	27	13
57	для него	1	13
58	в целом	3	13
59	в своих	4	12
60	ведет к	3	12
61	при всей	3	12
62	в своем	2	12
63	того же	5	12
64	жанра в	3	12
65	и на	27	12
66	и все	14	12
67	данном случае	1	12
68	как правило	1	11
69	не было	5	11
70	столь же	1	11
71	что в	5	11
72	с его	4	11
73	и как	1	11
74	той или	2	10
75	а с	1	10
76	в жанровом	4	10
77	а в	4	10
78	же время	8	10
79	жанровом отношении	4	10
80	также и	5	10
81	и т.д	5	10
82	в них	4	9
83	уже не	5	9
84	себя в	1	9
85	внимание на	1	9
86	между тем	2	9
87	в силу	1	9
88	в то	8	9
89	героя в	2	9
90	еще в	1	9
91	тем самым	2	9
92	этого жанра	17	8
93	в этих	8	8
94	и даже	5	8
95	в соответствии	3	8
96	к тому	2	8
97	в котором	8	8
98	в творчестве	8	8
99	в одном	4	8
100	из них	7	8
101	хотя и	10	8
102	в себя	8	8
103	он не	5	8
104	если в	2	8
105	не на	1	8
106	жизни в	4	8
107	совпадает с	1	8
108	потому что	9	8
109	соответствии с	2	8
110	этом отношении	1	8
111	человека в	6	8
112	как уже	1	8
113	не с	1	8
114	и о	3	8
115	о чем	2	7
116	другой стороны	3	7
117	таким образом	9	7
118	одной из	6	7
119	что и	4	7
120	тому же	3	7
121	его в	4	7
122	жанровой традиции	8	7
123	к этому	5	7
124	в этой	3	7
125	могут быть	5	7
126	в рассказе	2	7
127	например в	8	7
128	ни в	4	7
129	в процессе	4	7
130	литературный жанр	1	7
131	перед нами	17	7
132	той же	6	7
133	но это	7	7
134	и для	5	7
135	нового времени	8	7
136	в пределах	8	7
137	лишь в	1	7
138	и ее	8	7
139	и его	13	7
140	не как	5	6
141	в строгом	3	6
142	именно в	3	6
143	литературные жанры	1	6
144	одна из	9	6
145	крайней мере	2	6
146	никогда не	10	6
147	то в	1	6
148	с точки	13	6
149	в ее	3	6
150	не знает	8	6
151	во всех	15	6
152	героя и	3	6
153	в особенности	2	6
154	в сущности	15	6
155	и то	2	6
156	и одновременно	6	6
157	что он	6	6
158	к его	2	6
159	в которых	2	6
160	по крайней	2	6
161	в истории	4	6
162	здесь не	5	6
163	одновременно и	5	6
164	дело в	3	6
165	в эпоху	12	6
166	времени и	4	6
167	литературного жанра	1	6
168	в одной	4	6
169	и может	1	6
170	отношение к	14	6
171	одного из	1	6
172	в период	1	6
173	в той	2	5
174	зрения на	1	5
175	может служить	2	5
176	строго говоря	2	5
177	в виду	3	5
178	по своим	2	5
179	к своим	1	5
180	своей природе	4	5
181	в другом	1	5
182	не всегда	3	5
183	но они	5	5
184	говорить о	2	5
185	не вполне	1	5
186	к ним	5	5
187	сказать что	12	5
188	на протяжении	5	5
189	к себе	8	5
190	несмотря на	3	5
191	проявляется в	4	5
192	как раз	6	5
193	я и	2	5
194	так сказать	8	5
195	в сторону	1	5
196	на этом	4	5
197	но при	2	5
198	жанров в	1	5
199	подход к	1	5
200	с ее	3	5
201	тем что	2	5
202	во второй	1	5
203	во втором	1	5
204	один из	7	5
205	жанра и	3	5
206	себе не	1	5
207	за пределы	7	5
208	претендует на	1	5
209	хвала и	1	5
210	в свою	1	5
211	принадлежит к	1	5
212	при котором	1	5
213	к той	1	5
214	ничего не	8	5
215	того что	1	5
216	в литературе	8	5
217	того как	4	5
218	о нем	2	5
219	здесь в	11	5
220	несет в	1	5
221	в ней	8	5
222	мира и	3	5
223	в их	7	5
224	и потому	6	5
225	в акте	1	5
226	из этих	3	5
227	что касается	2	5
228	но она	3	5
229	стороны и	1	5
230	же самое	1	5
231	в античной	3	5
232	как будто	3	5
233	не к	3	5
234	существенную роль	1	4
235	в самом	7	4
236	и к	13	4
237	человеческой жизни	3	4
238	в равной	1	4
239	говорит о	2	4
240	в году	2	4
241	в результате	2	4
242	по мере	3	4
243	и само	1	4
244	а напротив	1	4
245	или на	3	4
246	и до	6	4
247	в жизни	14	4
248	его на	1	4
249	отличается от	2	4
250	во всяком	2	4
251	восходит к	1	4
252	из жизни	1	4
253	между двумя	4	4
254	только на	3	4
255	из виду	1	4
256	данной жанровой	1	4
257	точка зрения	1	4
258	что они	2	4
259	по преимуществу	1	4
260	указать на	1	4
261	в произведении	3	4
262	тем не	2	4
263	к жизни	2	4
264	связи с	1	4
265	не о	2	4
266	рассказа как	1	4
267	одним из	6	4
268	что не	1	4
269	который по	1	4
270	я не	6	4
271	не есть	1	4
272	одном из	1	4
273	по себе	3	4
274	в исторической	1	4
275	и это	3	4
276	частной жизни	1	4
277	в наше	1	4
278	и тем	4	4
279	как это	2	4
280	должны быть	2	4
281	это в	1	4
282	и есть	1	4
283	события в	1	4
284	наше время	1	4
285	опирается на	2	4
286	жизни а	2	4
287	с ним	3	4
288	из того	1	4
289	не могут	4	4
290	с ней	4	4
291	можно назвать	2	4
292	свое время	4	4
293	традиции в	1	4
294	высказывания и	2	4
295	и во	6	4
296	до конца	3	4
297	мире в	1	4
298	не знают	2	4
299	этом случае	1	4
300	в свое	4	4
301	того и	3	4
302	мы имеем	4	4
303	не для	1	4
304	есть в	7	4
305	и др	18	4
306	слова не	2	4
307	или в	7	4
308	с той	1	4
309	по своему	6	4
310	но уже	2	4
311	на его	4	4
312	вследствие чего	1	4
313	а на	2	4
314	может иметь	1	4
315	а по	1	4
316	и прежде	6	4
317	более того	9	4
318	жизненных позиций	1	3
319	в момент	1	3
320	рассказ о	2	3
321	которая в	1	3
322	дело с	1	3
323	к числу	1	3
324	жанры как	2	3
325	характер и	1	3
326	не бывает	1	3
327	у пушкина	1	3
328	на смену	1	3
329	более или	3	3
330	говорящего к	1	3
331	но все	1	3
332	и сам	1	3
333	к другим	4	3
334	их в	3	3
335	в одно	1	3
336	направлен на	2	3
337	тенденция к	1	3
338	с этим	3	3
339	вопрос о	1	3
340	входит в	1	3
341	различия между	1	3
342	принадлежащих к	1	3
343	прозы в	2	3
344	как на	1	3
345	имеем дело	1	3
346	тут же	1	3
347	о ней	1	3
348	на почве	1	3
349	и он	5	3
350	вплоть до	5	3
351	данного высказывания	1	3
352	бориса годунова	1	3
353	и притом	2	3
354	в которой	2	3
355	исторической поэтики	4	3
356	на себя	3	3
357	отношения говорящего	1	3
358	в области	6	3
359	между собой	1	3
360	как у	5	3
361	в борисе	1	3
362	здесь как	3	3
363	о себе	2	3
364	повестях белкина	1	3
365	но как	2	3
366	своей жанровой	2	3
367	одно и	1	3
368	и что	3	3
369	в тех	2	3
370	в форме	6	3
371	не просто	1	3
372	равной степени	1	3
373	было бы	6	3
374	его как	3	3
375	о его	1	3
376	и от	4	3
377	жанр и	2	3
378	в жанре	3	3
379	бы быть	1	3
380	и по	5	3
381	художественной литературе	1	3
382	рассказ в	3	3
383	этого термина	1	3
384	мире и	2	3
385	они и	3	3
386	них в	3	3
387	принадлежат к	1	3
388	живет в	3	3
389	должна быть	1	3
390	жанры в	1	3
391	речи как	2	3
392	в структуре	4	3
393	заключается в	1	3
394	в романе	9	3
395	рассказчика и	1	3
396	обоих случаях	1	3
397	диалогические отношения	15	3
398	вместе с	5	3
399	и герой	1	3
400	перед лицом	1	3
401	этих жанров	3	3
402	не имеет	1	3
403	да и	3	3
404	о котором	1	3
405	жанров и	2	3
406	в следующей	1	3
407	всей своей	2	3
408	но оно	1	3
409	это и	1	3
410	в главе	1	3
411	и более	3	3
412	языка и	1	3
413	своей собственной	1	3
414	этой традиции	1	3
415	который не	2	3
416	но здесь	2	3
417	образ человека	1	3
418	слова и	5	3
419	значение для	5	3
420	в первых	1	3
421	рассказ с	1	3
422	в обоих	1	3
423	заметить что	1	3
424	тем же	1	3
425	как мы	12	3
426	их с	1	3
427	к миру	2	3
428	всяком случае	1	3
429	жизни не	2	3
430	жизни но	1	3
431	ему в	1	3
432	они не	5	3
433	произведения как	1	3
434	том числе	15	3
435	уже в	3	3
436	мы не	7	3
437	еще и	4	3
438	в формах	2	3
439	в полном	1	3
440	с их	3	3
441	место в	3	3
442	однако не	1	3
443	что ни	1	3
444	а о	1	3
445	в литературу	5	3
446	борисе годунове	1	3
447	и без	4	3
448	не подлежит	1	3
449	все эти	9	3
450	или даже	1	3
451	дистанцию между	1	3
452	ли не	1	3
453	не столь	1	3
454	сюжетной ситуации	1	3
455	в каждой	1	3
456	об этом	3	3
457	или менее	3	3
458	особенно в	7	3
459	личности в	1	3
460	он говорит	1	3
461	она не	4	3
462	хотя бы	6	3
463	дело не	1	3
464	когда он	2	3
465	для освоения	1	3
466	в начале	2	3
467	при всем	3	3
468	в большинстве	9	3
469	с человеком	3	3
470	имеет свою	1	3
471	рассматривать как	1	3
472	числе и	13	3
473	к ней	3	3
474	указывает на	2	3
475	рассказа в	1	3
476	слова в	3	3
477	жизни и	13	3
478	себе самому	7	3
479	событий и	2	3
480	для этого	2	3
481	и наконец	4	3
482	что на	2	3
483	котором он	2	3
484	что было	2	2
485	во всем	5	2
486	мы можем	9	2
487	для всех	2	2
488	в душе	1	2
489	эти жанры	3	2
490	все люди	1	2
491	с этой	1	2
492	или по	3	2
493	еще более	6	2
494	что делает	1	2
495	и героя	1	2
496	мысли и	2	2
497	в некоторых	7	2
498	действие и	1	2
499	можно определить	1	2
500	те же	1	2
501	не являются	1	2
502	пожалуй и	1	2
503	из ее	1	2
504	к собственному	1	2
505	в предыдущей	1	2
506	или во	1	2
507	под углом	3	2
508	и с	10	2
509	о мире	1	2
510	жизнь в	4	2
511	уходят в	1	2
512	происходит не	1	2
513	их взаимоотношения	2	2
514	за ним	1	2
