N	3gram	Losev_Prob	VeschiIm
1	и т д	12	38
2	это значит что	3	25
3	не может быть	5	24
4	бы то ни	2	12
5	не что иное	5	12
6	не есть ни	8	12
7	что иное как	5	12
8	т д и	4	11
9	тем не менее	25	11
10	содержит в себе	7	11
11	по крайней мере	8	10
12	д и т	3	10
13	в том что	7	9
14	есть не что	5	8
15	от всего прочего	1	8
16	в самом деле	4	7
17	на то что	12	7
18	сама по себе	6	7
19	ни в каком	7	6
20	с точки зрения	3	6
21	то и другое	3	6
22	может быть только	2	6
23	вовсе не есть	12	6
24	значит что мы	1	6
25	даже больше того	1	6
26	и не только	1	6
27	так или иначе	7	6
28	и тем не	8	5
29	в чем же	1	5
30	сущность и явление	3	5
31	не есть только	5	5
32	значит ли это	1	5
33	в то же	4	5
34	и то же	1	5
35	и то что	9	5
36	не потому что	2	5
37	одно и то	1	5
38	подобно тому как	2	5
39	не только в	3	5
40	что оно есть	1	5
41	не есть просто	2	5
42	вещи не есть	1	4
43	о том как	2	4
44	то время как	2	4
45	от того что	1	4
46	есть прежде всего	3	4
47	в то время	2	4
48	более или менее	7	4
49	что не есть	2	4
50	сам по себе	7	4
51	те или другие	2	4
52	ли это что	1	4
53	в каком случае	6	4
54	что же такое	5	4
55	не только не	4	4
56	дело в том	3	4
57	значит не только	1	4
58	о том что	16	4
59	само по себе	1	4
60	есть то что	1	4
61	не есть вещь	1	4
62	тех или других	3	4
63	потому что они	1	4
64	но то что	1	3
65	между собою и	1	3
66	сказать что она	1	3
67	вместе с тем	2	3
68	можно сказать даже	1	3
69	но еще и	1	3
70	указывает на то	3	3
71	той или другой	5	3
72	от самой вещи	1	3
73	мы говорим что	2	3
74	заключается в том	2	3
75	не только это	1	3
76	самой вещи и	1	3
77	именно тем что	1	3
78	ни от чего	2	3
79	если мы возьмем	1	3
80	можно сказать что	6	3
81	свидетельствует о том	3	3
82	можно ли сказать	3	3
83	сами по себе	5	3
84	ли сказать что	3	3
85	если оно не	1	3
86	можно было бы	4	3
87	и в то	1	3
88	от всего иного	1	3
89	а тем не	2	3
90	так что в	1	3
91	в собственном смысле	1	3
92	не может не	1	3
93	с самой вещью	1	3
94	что она есть	2	3
95	только то что	6	3
96	с одной стороны	4	3
97	то что мы	11	3
98	с другой стороны	7	3
99	не есть ли	1	3
100	и не просто	7	3
101	то это значит	2	3
102	так же как	2	2
103	имеем дело не	1	2
104	то что он	3	2
105	в той или	1	2
106	случае не есть	1	2
107	а так как	1	2
108	каком случае не	4	2
109	мы находим в	1	2
110	а не к	1	2
111	дело не с	1	2
112	в данном случае	10	2
113	и это вовсе	1	2
114	в том чтобы	1	2
115	не говорит о	1	2
116	то что не	2	2
117	не имеет никакого	2	2
118	и без всякого	1	2
119	у нас в	1	2
120	есть ни только	1	2
121	есть не только	1	2
122	не есть она	1	2
123	хотя бы и	3	2
124	то или другое	1	2
125	она должна быть	1	2
126	совершенно не важно	1	2
127	в этом смысле	8	2
128	а следовательно и	1	2
129	вещи есть ее	19	2
130	только о том	1	2
131	для того чтобы	9	2
132	не случайно не	1	2
133	мы еще не	3	2
134	есть еще и	2	2
135	крайней мере в	2	2
136	значит ли что	1	2
137	есть ни просто	1	2
138	ни с чем	1	2
139	или по крайней	4	2
140	это совершенно не	1	2
141	одно то что	1	2
142	и есть то	1	2
143	уже не есть	1	2
144	сказать даже больше	1	2
145	не относится к	1	2
146	может быть никакого	1	2
147	вещи а не	1	2
148	в подлинном смысле	1	2
149	и в частности	3	2
150	нужно было бы	1	2
151	а есть только	2	2
152	только один из	1	2
153	ничего не значит	2	2
154	в том или	1	2
155	вырастает на почве	1	2
156	хотя бы даже	2	2
157	никуда не годится	2	2
158	отнюдь не есть	2	2
159	как раз в	1	2
160	в конце концов	11	2
161	и это будет	1	2
162	нельзя сказать что	2	2
163	ни тем более	1	2
164	тех или иных	2	2
165	даже и не	4	2
166	уже не просто	1	2
167	не может считаться	2	2
168	никакого отношения к	1	2
169	в отдельности и	1	2
170	можно говорить о	2	2
171	тем или другим	4	2
172	но даже и	1	2
173	то ясно что	1	2
174	есть она сама	1	2
