N	3gram	Voloshinov	Psycholo
1	в том что	9	78
2	для того чтобы	7	70
3	на то что	2	55
4	в самом деле	13	51
5	о том что	2	34
6	то же самое	8	31
7	с точки зрения	31	29
8	с одной стороны	2	28
9	не может быть	23	23
10	до сих пор	10	23
11	и в самом	1	22
12	к тому что	4	20
13	с другой стороны	6	20
14	на самом деле	5	17
15	не только не	1	16
16	с самого начала	9	16
17	в зависимости от	2	15
18	так же как	2	14
19	во всяком случае	4	14
20	само по себе	2	14
21	в этом отношении	4	14
22	можно было бы	2	13
23	этой точки зрения	1	12
24	в конце концов	3	12
25	и той же	2	12
26	одной и той	2	12
27	в конечном счете	1	11
28	по сравнению с	1	11
29	подобно тому как	1	11
30	с этой точки	1	10
31	сами по себе	1	10
32	том что он	3	10
33	в отличие от	7	9
34	и как бы	1	8
35	и то же	3	8
36	друг с другом	2	8
37	смысле этого слова	6	8
38	с тем что	1	8
39	о которых мы	1	7
40	на этот вопрос	3	7
41	в этом смысле	2	7
42	в свою очередь	5	7
43	можно сказать что	4	7
44	именно то что	1	7
45	одно и то	3	7
46	как и в	1	7
47	сама по себе	2	6
48	и та же	1	6
49	не что иное	1	6
50	до тех пор	2	6
51	никогда не может	1	6
52	сводится к тому	2	6
53	тех пор пока	2	6
54	и тот же	3	6
55	тем не менее	3	6
56	более или менее	3	6
57	и в том	1	6
58	того или иного	2	6
59	в противоречие с	1	6
60	не только в	2	6
61	что иное как	1	6
62	в собственном смысле	2	5
63	в таком случае	5	5
64	как если бы	6	5
65	ни в какой	2	5
66	один и тот	3	5
67	в целом ряде	1	5
68	не было бы	3	5
69	и в результате	1	5
70	в жизни и	1	5
71	мы видели что	1	5
72	мы все же	1	5
73	только после этого	1	5
74	же как и	2	5
75	в русском языке	1	5
76	вместо того чтобы	1	5
77	в применении к	1	4
78	прямо сказать что	1	4
79	если же мы	1	4
80	самом деле если	2	4
81	а между тем	1	4
82	в настоящее время	6	4
83	и того же	9	4
84	а в том	1	4
85	к тому же	2	4
86	таким образом и	1	4
87	собственном смысле слова	2	4
88	лежит в основе	2	4
89	и тем же	2	4
90	но и это	1	4
91	таким образом в	1	4
92	точном смысле этого	4	4
93	мы уже говорили	1	4
94	вопрос о том	2	4
95	вступить в противоречие	1	4
96	то или иное	1	4
97	вовсе не в	1	4
98	одного и того	9	4
99	это вовсе не	1	4
100	и не может	11	4
101	от того что	2	4
102	все более и	2	4
103	же самое что	1	4
104	более и более	2	4
105	одним и тем	2	4
106	так как они	1	4
107	именно в том	1	4
108	одна и та	1	4
109	и в сущности	1	4
110	как это делает	1	4
111	это и есть	2	4
112	в основе своей	1	4
113	и в другом	1	3
114	одни и те	5	3
115	в учении о	1	3
116	друг от друга	1	3
117	дело идет о	1	3
118	в отношении к	7	3
119	по аналогии с	1	3
120	в последнее время	1	3
121	и как он	1	3
122	а не только	1	3
123	по отношению к	9	3
124	ни одна из	1	3
125	дело в том	1	3
126	та и другая	1	3
127	того чтобы сделать	1	3
128	не могут быть	3	3
129	того же самого	1	3
130	может быть и	8	3
131	несмотря на то	1	3
132	может быть дано	1	3
133	только на почве	3	3
134	что все эти	1	3
135	в нем нет	4	3
136	в высшей степени	5	3
137	при этом как	1	3
138	в наше время	1	3
139	бы то ни	11	3
140	то же время	7	3
141	если бы в	1	3
142	но он не	1	3
143	и те же	5	3
144	как только мы	1	3
145	той же самой	1	3
146	есть в сущности	1	3
147	ничего общего с	2	3
148	в то же	7	3
149	не может стать	1	3
150	в ее основе	1	3
151	и здесь мы	3	3
152	с другом и	1	3
153	то все же	1	3
154	оно может быть	1	3
155	во всех этих	1	3
156	в этом случае	3	3
157	и в процессе	1	3
158	из которых каждая	1	3
159	приводит к тому	1	3
160	одной стороны и	1	2
161	а может быть	1	2
162	что и для	1	2
163	том что это	1	2
164	мы уже знаем	2	2
165	в таком порядке	1	2
166	а следовательно и	2	2
167	и не было	1	2
168	лежащая в основе	3	2
169	в своей основе	1	2
170	в одной и	1	2
171	она и не	1	2
172	они не могут	1	2
173	но для того	1	2
174	того чтобы понять	2	2
175	не совпадает с	1	2
176	так или иначе	2	2
177	рядом с этим	1	2
178	так и в	2	2
179	но при этом	2	2
180	если бы они	1	2
181	мы уже указывали	1	2
182	может быть сведена	1	2
183	тому или иному	1	2
184	не иначе как	1	2
185	в точном смысле	5	2
186	к вопросу о	1	2
187	все же не	1	2
188	это значит что	1	2
189	но в этом	1	2
190	и не дает	1	2
191	отношения базиса и	2	2
192	всего того что	1	2
193	каждой из этих	1	2
194	в связи с	12	2
195	же обстоит дело	1	2
196	его с точки	1	2
197	той или иной	5	2
198	прежде всего на	1	2
199	но и в	3	2
200	по крайней мере	1	2
201	в чем же	2	2
202	может быть в	1	2
203	или во всяком	1	2
204	и все другие	1	2
205	как и все	2	2
206	и это не	1	2
207	может быть объяснено	1	2
208	могут быть сведены	1	2
209	не зависит от	1	2
210	тем или иным	1	2
211	что такое понимание	1	2
212	выходит за пределы	1	2
213	как мы увидим	2	2
214	деле если мы	1	2
215	при этом она	1	2
216	таким образом с	1	2
217	не могли бы	1	2
218	так сказать в	1	2
219	как она есть	1	2
220	он как и	1	2
221	обстоит дело и	1	2
222	для этого необходимо	1	2
223	а не к	2	2
224	в той же	1	2
225	о котором говорил	1	2
226	тот же самый	1	2
227	но они не	1	2
228	может быть только	1	2
229	в первом случае	3	2
230	другой стороны и	1	2
231	то ни было	11	2
232	на первый план	2	2
233	тем что в	1	2
234	так же и	1	2
235	сих пор не	1	2
236	к нему и	1	2
237	в узком смысле	4	2
238	равно как и	1	2
