N	4gram	Losev_Prob	KulturaY
1	и тем не менее	6	7
2	можно было бы сказать	1	6
3	с этой точки зрения	1	5
4	одного и того же	1	4
5	и т д и	5	4
6	т д и т	5	4
7	заключается в том что	4	4
8	д и т д	5	3
9	ни в какой мере	1	3
10	в том что он	1	3
11	здесь можно было бы	1	3
12	но с другой стороны	2	3
13	в тех случаях когда	1	3
14	только для того чтобы	1	3
15	в том смысле что	4	2
16	в той или иной	7	2
17	поскольку речь идет о	1	2
18	не что иное как	6	2
19	одной и той же	1	2
20	и в то же	2	2
21	в собственном смысле слова	1	2
22	в какой мере не	1	2
23	один и тот же	1	2
24	одним и тем же	1	2
25	мы должны сказать что	4	1
26	вовсе не потому что	1	1
27	само по себе не	1	1
28	о котором говорилось выше	1	1
29	в этом смысле есть	1	1
30	в узком смысле слова	1	1
31	который в данном случае	1	1
32	и в этом случае	3	1
33	не говоря уже об	1	1
34	если это так то	1	1
35	когда мы говорим что	1	1
36	и в таком случае	1	1
37	или несколько или даже	1	1
38	не выходит за пределы	1	1
39	все более и более	1	1
40	все дело в том	1	1
41	в том что и	1	1
42	то это вовсе не	1	1
43	значит также и то	1	1
44	одно и то же	3	1
45	по крайней мере в	1	1
46	которое мы находим в	1	1
47	в научном ни в	1	1
48	можно ли сказать что	2	1
49	потому что он есть	1	1
50	и т д в	1	1
51	дело в том что	3	1
52	для того чтобы не	1	1
53	для одной и той	1	1
54	в свое время в	1	1
55	уже по одному тому	1	1
56	по себе еще не	1	1
57	тот же звук который	1	1
58	и т д мы	1	1
59	язык и вместо него	1	1
60	в то или иное	1	1
61	с точки зрения их	1	1
62	что бы то ни	1	1
63	о том что он	1	1
64	в то время как	6	1
65	в войне и мире	1	1
66	в связи с этим	1	1
67	этой точки зрения в	1	1
68	не имеется в виду	1	1
69	также и то что	5	1
70	только в том что	1	1
71	ни в научном ни	1	1
72	свидетельствует о том что	1	1
73	тем не менее по	1	1
74	в нашем смысле слова	7	1
75	только о том что	1	1
76	на известной ступени культурного	1	1
77	и в вопросе о	1	1
78	в этом случае он	1	1
79	и тот же звук	1	1
80	это можно было бы	1	1
81	свободу и т д	1	1
82	в том или ином	2	1
83	мы имеем в виду	1	1
84	так по крайней мере	1	1
85	но все дело в	1	1
86	когда имеется в виду	1	1
87	мы приходим к проблеме	1	1
88	в литературе и искусстве	1	1
89	бы то ни было	4	1
90	ответ на этот вопрос	1	1
91	и с точки зрения	2	1
92	по одному тому что	1	1
93	по себе и не	1	1
94	что в живом языке	1	1
95	бы то ни стало	1	1
96	нас в том что	1	1
97	точки зрения в качестве	1	1
98	и т д все	1	1
99	никак не может быть	1	1
100	т д все это	1	1
101	какой бы то ни	1	1
102	только тогда когда мы	1	1
103	но если это так	1	1
104	во что бы то	1	1
105	в таких словах как	1	1
106	еще и потому что	1	1
107	можно ли в этом	1	1
108	как мы видели выше	1	1
109	известной ступени культурного развития	1	1
110	есть не что иное	6	1
