N	3gram	Trubetskoy	Istorich
1	с другой стороны	1	46
2	мы видим что	1	30
3	до сих пор	5	30
4	с одной стороны	7	28
5	так же как	3	27
6	в том что	3	25
7	не может быть	1	24
8	вместе с тем	8	23
9	но все же	4	23
10	тем не менее	3	23
11	точно так же	3	22
12	о том что	4	22
13	мы имеем в	1	19
14	в связи с	3	17
15	мы видели что	1	16
16	о том как	1	15
17	в данном случае	1	15
18	после того как	1	15
19	по отношению к	1	14
20	на то что	2	14
21	в то время	1	13
22	что и в	1	10
23	друг с другом	5	9
24	более или менее	5	9
25	и вместе с	4	9
26	совершенно так же	1	8
27	то же самое	2	8
28	но вместе с	2	8
29	смысле этого слова	1	7
30	начинается с того	1	7
31	с представлением о	1	7
32	с тем что	1	7
33	во всяком случае	6	7
34	к тому же	4	6
35	этой точки зрения	2	6
36	с этой точки	2	6
37	но тем не	1	6
38	с самого начала	2	6
39	то что он	2	5
40	на задний план	1	5
41	для того чтобы	5	5
42	в отличие от	1	5
43	и что он	1	5
44	в том числе	5	5
45	так и в	1	5
46	влечет за собой	2	4
47	так или иначе	3	4
48	только в одном	1	4
49	только то что	1	4
50	с точки зрения	6	4
51	состоит в том	1	4
52	том что они	1	4
53	обстоит дело с	1	4
54	что мы знаем	1	4
55	друг на друга	2	4
56	имеется и в	1	4
57	иметь в виду	1	4
58	сами по себе	1	4
59	ни один из	1	4
60	не совсем так	1	4
61	можно сказать что	2	4
62	но не всегда	1	4
63	но они не	1	4
64	это и есть	1	4
65	в этом направлении	1	3
66	представление о превращении	1	3
67	не только не	1	3
68	в индии в	1	3
69	что в этом	1	3
70	в одном из	1	3
71	даже там где	1	3
72	один и тот	1	3
73	мы видели выше	1	3
74	а так как	3	3
75	мы уже говорили	1	3
76	но и для	2	3
77	и только тогда	1	3
78	и тот же	1	3
79	по сравнению с	2	3
80	но далеко не	1	3
81	не в том	1	3
82	в соответствии с	1	3
83	то ни было	2	3
84	характер состязания в	1	3
85	между человеком и	1	3
86	бы то ни	2	3
87	только тогда когда	1	3
88	что здесь имеется	1	3
89	сих пор не	1	3
90	таким образом в	2	3
91	очень много но	1	3
92	мы знаем о	1	3
93	он как бы	1	2
94	в прямом смысле	1	2
95	в самом деле	1	2
96	указывает на то	1	2
97	с этим и	1	2
98	но этим дело	1	2
99	в таком случае	1	2
100	то ясно что	2	2
101	сказать что в	1	2
102	ничего общего с	2	2
103	том числе и	4	2
104	между этими двумя	2	2
105	и таким образом	3	2
106	а в том	1	2
107	здесь идет речь	1	2
108	человеком и животным	1	2
109	должны прежде всего	1	2
110	нельзя сказать чтобы	1	2
111	и потому что	2	2
112	может быть в	1	2
113	но все это	2	2
114	главным образом в	3	2
115	и не могут	1	2
116	в связь с	1	2
117	мы должны прежде	1	2
118	не только как	1	2
119	и связанные с	2	2
120	может быть и	2	2
121	все эти черты	1	2
122	мы должны признать	2	2
123	не только для	2	2
124	в этой роли	1	2
125	из них не	1	2
126	похожи друг на	1	2
127	с тех пор	2	2
128	в свою очередь	1	2
129	у многих других	1	2
130	тем что в	1	2
131	с одним из	2	2
132	и не потому	1	2
133	совершенно ясно что	1	2
134	не потому что	1	2
135	она живет в	1	2
136	в общих чертах	1	2
137	в этих мифах	1	1
138	и в индии	1	1
139	нам утверждать что	1	1
140	отношении можно говорить	1	1
141	так как самое	1	1
142	и заставляет их	1	1
143	полагают что в	1	1
144	а не как	1	1
145	и по своим	1	1
146	но эта связь	1	1
147	и даже там	1	1
148	из этих трех	1	1
149	тесную связь между	1	1
150	а с точки	1	1
151	у него в	1	1
152	свидетельствует о том	1	1
153	рассмотрении оказывается что	1	1
154	у всех народов	1	1
155	таким образом если	2	1
