N	3gram	Tiupa_Narr	Myshleni
1	в том что	8	133
2	с точки зрения	2	89
3	по отношению к	6	42
4	так же как	2	39
5	с одной стороны	7	39
6	друг с другом	1	35
7	то же самое	1	31
8	в этом отношении	3	30
9	можно было бы	2	28
10	с другой стороны	4	26
11	о том что	6	25
12	не может быть	5	23
13	можно сказать что	4	21
14	в самом деле	1	19
15	и тем самым	3	19
16	в отличие от	5	18
17	состоит в том	3	18
18	в этом смысле	1	18
19	до сих пор	1	17
20	и того же	1	17
21	этой точки зрения	2	17
22	как мы видели	1	17
23	в связи с	2	17
24	одного и того	1	17
25	же как и	1	17
26	с этой точки	1	16
27	и то что	1	15
28	в данном случае	4	15
29	в известном смысле	2	15
30	на всем протяжении	1	14
31	друг от друга	1	14
32	в первую очередь	1	14
33	в свою очередь	3	14
34	подобно тому как	2	14
35	точно так же	2	13
36	а с другой	1	13
37	в том чтобы	1	12
38	один и тот	1	12
39	и тот же	1	12
40	тем не менее	3	12
41	как мы уже	1	11
42	том что в	1	11
43	том числе и	4	10
44	по своей природе	1	10
45	в том числе	6	10
46	связаны между собой	1	10
47	не в состоянии	1	10
48	как и в	1	9
49	более или менее	2	9
50	в конечном счете	2	9
51	на самом деле	1	9
52	том что он	1	9
53	само по себе	1	9
54	то что он	1	8
55	сам по себе	1	8
56	речь идет о	2	8
57	той или иной	4	8
58	независимо от того	1	8
59	в том же	1	8
60	с таким же	1	8
61	к тому чтобы	1	7
62	включает в себя	1	7
63	содержит в себе	1	7
64	в первом случае	2	7
65	только то что	1	6
66	не что иное	2	6
67	что иное как	2	6
68	мере в какой	1	5
69	в меру того	1	5
70	и как бы	1	5
71	есть прежде всего	1	5
72	той мере в	1	5
73	что в этом	1	5
74	но все же	4	5
75	как мы увидим	1	5
76	в той мере	1	5
77	прежде всего в	1	5
78	сами по себе	2	5
79	не может не	2	5
80	в свое время	1	5
81	в то же	3	5
82	только потому что	1	5
83	не только в	2	5
84	то что они	1	5
85	так и в	1	4
86	по аналогии с	1	4
87	не является для	1	4
88	не то что	2	4
89	мы имеем дело	2	4
90	представляет собой не	2	4
91	и тем более	1	4
92	есть не что	1	4
93	в значительной степени	2	4
94	то ни было	3	3
95	один из них	1	3
96	на сегодняшний день	1	3
97	к тому же	4	3
98	что именно в	1	3
99	то же время	3	3
100	но не может	1	3
101	что у нее	1	3
102	дело в том	1	3
103	того или иного	2	3
104	и является в	1	3
105	и столь же	1	3
106	является как бы	1	3
107	один из этих	1	3
108	тех или иных	1	3
109	в соответствии с	1	3
110	том что оно	1	3
111	совершенно очевидно что	1	3
112	бы то ни	3	3
113	не мог бы	1	3
114	к тому или	1	3
115	а не как	1	3
116	имеем дело с	1	3
117	все равно что	1	3
118	в той или	2	2
119	всего в том	1	2
120	в мышлении и	1	2
121	по отношению ко	1	2
122	как бы не	1	2
123	конкретных проблем в	1	2
124	тем более что	1	2
125	фаза в развитии	1	2
126	обладая всеми признаками	1	2
127	не входит в	1	2
128	лишь постольку поскольку	1	2
129	тем самым мы	1	2
130	между ними не	1	2
131	мы не имеем	1	2
132	никогда не бывает	1	2
133	не в его	1	2
134	как это часто	1	2
135	как и для	1	2
136	и речевой деятельности	1	2
137	который в отличие	1	2
138	что не только	1	2
139	в силу своей	1	2
140	все же не	4	2
141	в поведении и	1	2
142	как и на	2	2
143	этого слова а	1	2
144	что оно есть	1	2
145	и не то	1	2
146	по сути дела	2	2
147	в этом последнем	1	2
148	на протяжении всего	1	2
149	не могли бы	1	2
150	он еще не	1	2
151	до известной степени	1	2
152	он не может	1	2
153	с фактической стороны	1	2
154	из этих двух	1	2
155	не отличается от	2	2
156	по себе не	1	2
157	значении этого слова	2	2
158	или хотя бы	1	2
159	все основные свойства	1	2
160	как то что	1	2
161	анализ расчленяющий сложное	1	2
162	это часто бывает	1	2
163	отличие от элементов	1	2
164	здесь как и	1	2
165	ту или иную	2	2
166	самом деле не	1	2
167	этого понятия но	1	2
168	и с точки	1	2
169	целое на единицы	1	2
170	имело место в	1	2
171	в этой фразе	1	2
172	и при этом	1	2
173	и т.д в	1	2
174	но само по	1	2
175	точки зрения и	1	2
176	тот или иной	1	2
177	отношению к которому	2	1
178	все то что	1	1
179	силу которого он	1	1
180	подразумеваем такой продукт	1	1
181	и другого в	1	1
182	по себе а	1	1
183	что по своему	1	1
184	а по своей	2	1
185	проявляет себя в	1	1
186	в том или	2	1
187	в себя и	2	1
188	является далее неразложимыми	1	1
189	они и не	1	1
190	свою очередь как	1	1
191	в неразрывное единство	1	1
192	свойствами присущими целому	1	1
193	наличии у него	1	1
194	единое целое на	1	1
195	чего он сам	1	1
196	что в отличие	1	1
197	далеко не всегда	1	1
198	не могло быть	1	1
199	так или иначе	2	1
200	выступает в роли	1	1
201	в себе два	1	1
202	живая клетка сохраняющая	1	1
203	здесь не в	2	1
204	не сводится к	2	1
205	анализа который в	1	1
206	а во второй	1	1
207	первую очередь по	1	1
208	том чтобы определить	1	1
209	с этого момента	1	1
210	не имеет для	1	1
211	живыми частями этого	1	1
212	обладает всеми основными	1	1
213	а не только	1	1
214	могут быть не	1	1
215	могли бы быть	1	1
216	и т.п то	1	1
217	а также и	1	1
218	в чистом виде	1	1
219	это то что	1	1
220	может и не	1	1
221	на передний план	1	1
222	подлежит сомнению и	1	1
223	и у нас	1	1
224	самым существенным образом	1	1
225	несмотря на свою	1	1
226	в иной ситуации	1	1
227	и до наших	1	1
228	неразложимыми живыми частями	1	1
229	качестве одного из	1	1
230	это не так	1	1
231	как живая клетка	1	1
232	по крайней мере	1	1
233	в данный момент	1	1
234	какой-либо определенной области	1	1
235	из которых он	1	1
236	переход от одной	2	1
237	эта фраза не	1	1
238	дело здесь не	1	1
239	все та же	2	1
240	оно нуждается в	1	1
241	с не меньшим	1	1
242	всеми основными свойствами	1	1
243	только в качестве	1	1
244	от друга в	1	1
245	то в основе	1	1
246	да и в	1	1
247	расчленяющий сложное единое	1	1
248	известном смысле является	1	1
249	клетка сохраняющая все	1	1
250	имеем дело не	1	1
251	именно в форме	1	1
252	свою силу и	1	1
253	не обязательно в	1	1
254	сложное единое целое	1	1
255	здесь в качестве	1	1
256	во всей его	1	1
257	тем что как	1	1
258	самом деле когда	1	1
259	и здесь но	1	1
260	основными свойствами присущими	1	1
261	по направлению к	1	1
262	постольку поскольку оно	1	1
263	и т.д при	1	1
264	принципиальное различие между	1	1
265	происходит и с	1	1
266	в первый раз	1	1
267	до наших дней	1	1
268	и все их	1	1
269	в какой-либо определенной	1	1
270	является настоящей единицей	1	1
271	на фоне которых	1	1
272	именно это и	1	1
273	роль по отношению	1	1
274	и не быть	1	1
275	он отличается от	1	1
276	бы он ни	1	1
277	на протяжении этого	2	1
278	и даже не	1	1
279	в действительности и	1	1
280	подтверждает нашу мысль	1	1
281	в данном контексте	1	1
282	точки зрения не	1	1
283	настоящей единицей биологического	1	1
284	точку зрения на	1	1
285	в силу которого	1	1
286	здесь не только	1	1
287	основные свойства жизни	1	1
288	организму является настоящей	1	1
289	нет у него	2	1
290	в зародышевой форме	1	1
291	в случае с	1	1
292	по всей вероятности	2	1
293	что один из	1	1
294	и т.д не	1	1
295	видеть в этой	1	1
296	иметь в виду	1	1
297	такой продукт анализа	1	1
298	далее неразложимыми живыми	1	1
299	в общей структуре	1	1
300	жизни присущие живому	1	1
301	сам того не	1	1
302	и в то	1	1
303	сказать что если	1	1
304	в качестве одного	1	1
305	частями этого единства	1	1
306	не только о	2	1
307	одной стороны от	1	1
308	очевидно что в	1	1
309	а не в	2	1
310	не только физически	1	1
311	выступает в качестве	1	1
312	живому организму является	1	1
313	целому и который	1	1
314	в качестве своего	1	1
315	все без исключения	1	1
316	и который является	1	1
317	теми же словами	1	1
318	мы подразумеваем такой	1	1
319	его из общей	1	1
320	вовсе и не	1	1
321	что на протяжении	1	1
322	т.д в этом	1	1
323	предполагает отношение к	1	1
324	то что было	1	1
325	собой не что	1	1
326	может показаться что	1	1
327	от элементов обладает	1	1
328	как нам представляется	1	1
329	здесь но в	1	1
330	является в данном	1	1
331	присущими целому и	1	1
332	к нему в	1	1
333	но и там	1	1
334	единицей биологического анализа	1	1
335	не распадается на	1	1
336	легко может быть	1	1
337	речь идет об	1	1
338	не с точки	1	1
339	из них в	1	1
340	ничем не отличается	1	1
341	свойства жизни присущие	1	1
342	том или ином	2	1
343	сохраняющая все основные	1	1
344	элементов обладает всеми	1	1
345	зрения не только	1	1
346	ни на что	1	1
347	который является далее	1	1
348	но имеющие с	1	1
349	то что произошло	1	1
350	в конкретной ситуации	1	1
351	присущие живому организму	1	1
352	далеко не все	1	1
353	с другом и	1	1
354	в отрыве от	1	1
355	она все же	1	1
356	определенной области явлений	1	1
357	продукт анализа который	1	1
358	проблем в какой-либо	1	1
359	не подлежит сомнению	1	1
360	входит в область	1	1
361	речи хотя и	1	1
362	только внешняя сторона	1	1
363	же самое происходит	1	1
364	нельзя сказать о	1	1
365	и во второй	1	1
366	поведении и мышлении	1	1
367	же время в	1	1
368	не могло не	1	1
369	и не могло	1	1
370	по себе без	1	1
371	как это случилось	1	1
372	он не мог	1	1
373	как переход от	1	1
374	точки зрения как	1	1
375	у нас нет	1	1
376	в различных сферах	1	1
377	в этом контексте	1	1
378	что несмотря на	1	1
379	как в случае	1	1
