N	3gram	Bakhtin_Fr	Komedia
1	в том что	6	29
2	к тому же	1	21
3	в то же	5	16
4	то же время	5	16
5	до сих пор	7	16
6	в самом деле	1	13
7	о том что	3	13
8	для того чтобы	2	11
9	по отношению к	2	9
10	с одной стороны	2	9
11	с другой стороны	1	8
12	в конце концов	1	7
13	дошедших до нас	2	7
14	в первую очередь	1	7
15	во всяком случае	2	7
16	в отличие от	4	6
17	в том числе	10	6
18	тому же в	1	6
19	в связи с	1	6
20	с точки зрения	6	6
21	в тех же	1	5
22	в этом отношении	5	5
23	том что он	1	5
24	в самом начале	1	4
25	в одном из	1	4
26	чуть ли не	1	4
27	именно потому что	1	4
28	но все же	3	4
29	в это время	2	4
30	так как он	1	4
31	по сравнению с	2	4
32	во второй половине	2	4
33	и его современников	1	3
34	друг от друга	1	3
35	друг с другом	2	3
36	на протяжении всего	5	3
37	в какой мере	1	3
38	и в силу	1	3
39	на то что	1	3
40	но и в	5	3
41	в чем же	1	3
42	таким образом в	1	3
43	в новое время	4	3
44	том числе и	7	3
45	мы встретим в	1	2
46	в большинстве случаев	2	2
47	при этом что	2	2
48	потому что в	1	2
49	как и в	1	2
50	так и в	3	2
51	но при этом	1	2
52	в отношении к	1	2
53	и в то	2	2
54	а затем и	1	2
55	из них не	1	2
56	древняя аттическая комедия	1	2
57	на первый план	1	2
58	в основе своей	2	2
59	видеть в нем	2	2
60	и в том	2	2
61	в тех случаях	1	2
62	так и не	3	2
63	и его современники	2	2
64	в одной из	1	2
65	таким образом и	1	2
66	подобно тому как	2	2
67	имеем в виду	2	2
68	только потому что	1	2
69	не только в	5	2
70	мы имеем в	1	2
71	в этом случае	1	2
72	как мы видели	2	2
73	тех случаях когда	1	2
74	в разной степени	2	2
75	потому что по	1	2
76	этого нет и	1	1
77	к нему же	1	1
78	время от времени	1	1
79	и далеко не	1	1
80	не могла не	1	1
81	имеет в виду	1	1
82	выходит далеко за	1	1
83	были заново открыты	1	1
84	во время его	1	1
85	в применении к	3	1
86	можем сказать что	1	1
87	не может быть	5	1
88	нет ничего страшного	1	1
89	о его значении	1	1
90	в г в	1	1
91	едой и питьем	1	1
92	одной из этих	1	1
93	из дошедших до	1	1
94	до конца в	1	1
95	она и в	1	1
96	один из них	1	1
97	можно сказать что	3	1
98	во всех его	3	1
99	в борьбе с	1	1
100	из наиболее ярких	1	1
101	основе его лежит	1	1
102	в собственном смысле	3	1
103	его современников и	1	1
104	далеко за пределы	1	1
105	до наших дней	1	1
106	не представляется возможным	1	1
107	площадях и улицах	1	1
108	за пиршественным столом	1	1
109	небольшая по объему	1	1
110	и во всех	2	1
111	дошли до нас	1	1
112	и последующих веков	2	1
113	еще тем что	1	1
114	и все это	1	1
115	далеко не всегда	1	1
116	того или иного	1	1
117	до конца и	1	1
118	как мы уже	8	1
119	тирсо де молина	1	1
120	может быть только	1	1
121	но и сам	1	1
122	но он не	1	1
123	в конце xv	1	1
124	а между тем	1	1
125	мы можем сказать	1	1
126	что в нем	1	1
127	бросается в глаза	1	1
128	чтобы убедиться в	1	1
