N	3gram	Vygotskiy_	Hudozhes
1	по отношению к	9	10
2	в том что	24	8
3	в то же	2	7
4	в отличие от	4	7
5	то же время	1	7
6	с другой стороны	3	6
7	той или иной	2	5
8	в конечном счете	2	5
9	для того чтобы	24	5
10	состоит в том	3	5
11	не может быть	6	4
12	в силу своей	1	4
13	с точки зрения	31	3
14	в этом смысле	2	3
15	в том числе	2	3
16	тем не менее	4	3
17	можно сказать что	7	3
18	и то же	3	3
19	одного и того	3	3
20	одно и то	3	3
21	подобно тому как	2	3
22	и того же	3	3
23	по сути дела	1	3
24	с одной стороны	7	3
25	в свою очередь	3	2
26	до известной степени	2	2
27	этой точки зрения	4	2
28	в том и	3	2
29	с этой точки	4	2
30	в самом деле	4	2
31	как бы не	1	2
32	внутренней и внешней	1	2
33	включает в себя	2	2
34	по своей природе	4	2
35	том числе и	2	2
36	том что он	2	2
37	что в основе	1	2
38	сама по себе	1	2
39	к тому что	10	2
40	в известном смысле	2	2
41	приводит к тому	3	2
42	в значительной степени	1	2
43	мы имеем дело	2	2
44	точно так же	3	1
45	что он не	1	1
46	может и не	1	1
47	его мысли более	1	1
48	мере в какой	2	1
49	больше и больше	2	1
50	сводится до минимума	1	1
51	точки зрения не	1	1
52	в иной ситуации	1	1
53	и том же	3	1
54	он еще не	1	1
55	и тем же	2	1
56	является как бы	1	1
57	вследствие того что	1	1
58	что по своему	1	1
59	не могли быть	1	1
60	в той мере	2	1
61	в соответствии с	1	1
62	заключает в себе	2	1
63	состоит как раз	1	1
64	в котором по	1	1
65	не по отношению	1	1
66	не содержит в	2	1
67	деятельностью а не	1	1
68	заключается в том	9	1
69	внутренней речи с	3	1
70	ту же самую	1	1
71	внутренней речи а	1	1
72	из этих двух	1	1
73	в самом начале	5	1
74	по ту сторону	1	1
75	о том что	4	1
76	в ее внутренней	1	1
77	в отдельности и	1	1
78	одной стороны и	4	1
79	при этом отношение	1	1
80	форма внутренней речи	1	1
81	во внутренней речи	4	1
82	как и в	4	1
83	не только к	1	1
84	для себя и	2	1
85	он мог бы	2	1
86	не в состоянии	1	1
87	в основе всех	1	1
88	стадии в развитии	1	1
89	не принадлежит к	1	1
90	друг от друга	3	1
91	речи от внешней	1	1
92	в настоящее время	1	1
93	не совпадает с	4	1
94	в то время	8	1
95	друг другу и	1	1
96	том что она	2	1
97	во втором случае	5	1
98	речи для себя	10	1
99	не менее важным	1	1
100	всей своей полноте	1	1
101	с которыми он	1	1
102	в нашем примере	1	1
103	именно в этом	3	1
104	в одной из	1	1
105	другом но не	1	1
106	отличием внутренней речи	1	1
107	у нее нет	2	1
108	именно потому что	1	1
109	не что иное	1	1
110	а и в	1	1
111	одним и тем	2	1
112	по своей структуре	2	1
113	таким образом что	1	1
114	которого только и	1	1
115	содержит в себе	4	1
116	в лучшем случае	3	1
117	как раз в	3	1
118	в зависимости от	6	1
119	в этом состоит	1	1
120	отношение к объекту	2	1
121	в его сознании	1	1
122	что он это	1	1
123	по одним и	1	1
124	так же как	13	1
125	же по своей	1	1
126	и тем самым	8	1
127	мы видим в	3	1
128	в том или	1	1
129	речь идет о	1	1
130	имеет место слияние	1	1
131	в этом случае	15	1
132	начинается с осознания	1	1
133	во всей своей	1	1
134	речевой деятельности в	1	1
135	в этой фразе	1	1
136	той мере в	2	1
137	внутренней речи от	2	1
138	к тому же	1	1
139	каждой из них	1	1
140	и по отношению	1	1
141	так же точно	6	1
142	есть не что	1	1
143	речи хотя и	1	1
144	внутренней речи может	1	1
145	в первую очередь	3	1
146	но не в	1	1
147	в себе в	2	1
148	не могут быть	3	1
149	заключать в себе	2	1
150	исходит из того	1	1
151	то же самое	11	1
152	но только не	1	1
153	слова принадлежит к	1	1
154	языка но и	1	1
155	внутренней речи как	4	1
156	что иное как	1	1
157	иначе говоря различные	1	1
158	едва ли не	3	1
159	только о том	1	1
160	на этом пути	1	1
161	в одном случае	2	1
162	в его мысли	1	1
163	из того что	5	1
164	одном и том	3	1
165	субъективной и объективной	1	1
166	нашей внутренней речи	1	1
167	в своей внутренней	1	1
168	это и есть	1	1
169	природу каждой из	1	1
170	прежде всего в	2	1
171	таким образом с	1	1
172	имеем дело с	1	1
173	что несмотря на	1	1
