N	3gram	Voloshinov	DiskursI
1	в том что	9	28
2	в отличие от	2	26
3	по отношению к	11	17
4	с одной стороны	2	14
5	не может быть	14	12
6	в данном случае	4	12
7	то же время	6	10
8	той или иной	1	10
9	о том что	3	9
10	в то же	6	8
11	в этом отношении	4	8
12	и все же	1	7
13	в конечном счете	3	6
14	так и в	3	6
15	по крайней мере	1	6
16	с точки зрения	15	6
17	в основе своей	1	6
18	но при этом	1	5
19	то же самое	2	5
20	в свою очередь	4	5
21	и может быть	2	5
22	что же касается	3	5
23	дело в том	1	5
24	до известной степени	1	4
25	тем не менее	4	4
26	можно сказать что	5	4
27	сказать и о	2	4
28	и прежде всего	7	4
29	а с другой	2	4
30	и не может	3	4
31	в наше время	1	4
32	в свое время	1	4
33	в этом случае	1	4
34	тот или иной	1	4
35	как будто бы	1	3
36	во внешнем мире	4	3
37	в своей основе	4	3
38	как и всякое	1	3
39	и то же	1	3
40	того или иного	1	3
41	по аналогии с	1	3
42	можно говорить о	1	3
43	на первый взгляд	1	3
44	в одной из	1	3
45	одно и то	1	3
46	том что в	1	3
47	во всяком случае	8	3
48	это прежде всего	2	3
49	бы то ни	3	2
50	все то что	3	2
51	точка зрения на	2	2
52	в большинстве случаев	5	2
53	в предыдущей главе	2	2
54	не представляет собой	1	2
55	далеко не всегда	3	2
56	если можно так	1	2
57	и в то	1	2
58	то ни было	2	2
59	в целом и	1	2
60	при этом как	1	2
61	точки зрения на	1	2
62	можно так выразиться	1	2
63	но и в	1	2
64	обратим внимание на	1	2
65	только то что	3	2
66	можно определить как	1	2
67	все же не	1	2
68	и той же	3	2
69	как и все	1	2
70	как мы видели	8	2
71	одной и той	3	2
72	с самого начала	5	2
73	в хх веке	1	2
74	из того же	1	2
75	к себе самому	1	2
76	все же остается	1	2
77	едва ли не	1	2
78	а также и	2	2
79	упускать из виду	1	2
80	что он не	1	1
81	но в более	1	1
82	благодаря тому что	2	1
83	в этот период	3	1
84	на себя и	1	1
85	но так ли	1	1
86	о них в	1	1
87	что же это	1	1
88	и даже не	1	1
89	его точка зрения	1	1
90	в применении к	2	1
91	отнюдь не является	3	1
92	оно не связано	1	1
93	же из этих	1	1
94	в чем не	4	1
95	в этом смысле	2	1
96	по сравнению с	1	1
97	для человека в	1	1
98	не следует упускать	1	1
99	в себя и	1	1
100	и не имеющие	1	1
101	они и не	1	1
