N	2gram	Trubetskoy	DiskursI
1	в качестве	3	72
2	а не	5	60
3	может быть	10	56
4	не только	10	49
5	и в	26	49
6	как и	1	47
7	тогда как	1	47
8	при этом	3	46
9	и не	8	44
10	в том	11	44
11	представляет собой	3	41
12	то есть	4	41
13	том что	7	40
14	в этом	15	38
15	в себе	6	37
16	состоит в	2	37
17	но и	9	35
18	но не	8	31
19	отличие от	1	28
20	но в	7	28
21	так и	6	28
22	в отличие	1	27
23	не может	4	27
24	по своей	2	26
25	как в	1	25
26	еще не	2	23
27	в рамках	3	23
28	а также	2	20
29	в своей	1	19
30	все же	6	19
31	в нем	4	19
32	прежде всего	2	19
33	далеко не	4	18
34	то же	4	17
35	в данном	1	17
36	с другой	8	17
37	в мире	5	17
38	по отношению	1	17
39	отношению к	3	17
40	точки зрения	13	16
41	только в	4	16
42	о том	6	15
43	то что	7	15
44	роль в	1	15
45	в его	5	15
46	не менее	3	14
47	можно сказать	3	14
48	одной стороны	7	14
49	с одной	7	14
50	не в	2	14
51	ни к	1	14
52	не является	1	14
53	это не	1	14
54	или иной	2	14
55	как бы	12	13
56	для него	3	13
57	в своих	1	12
58	в своем	3	12
59	того же	6	12
60	и на	2	12
61	и все	2	12
62	данном случае	1	12
63	не было	2	11
64	что в	9	11
65	с его	2	11
66	и как	3	11
67	той или	2	10
68	а с	7	10
69	для себя	1	10
70	вследствие этого	1	10
71	а в	4	10
72	же время	2	10
73	и т.д	6	10
74	в них	2	9
75	уже не	3	9
76	себя в	1	9
77	между тем	2	9
78	в силу	5	9
79	в то	4	9
80	картина мира	1	9
81	в этих	4	8
82	и даже	3	8
83	в соответствии	1	8
84	к тому	6	8
85	в котором	4	8
86	в одном	3	8
87	из них	7	8
88	в себя	1	8
89	он не	4	8
90	если в	3	8
91	не следует	1	8
92	совпадает с	1	8
93	потому что	7	8
94	соответствии с	1	8
95	этом отношении	2	8
96	человека в	1	8
97	не с	2	8
98	и о	3	8
99	о чем	1	7
100	другой стороны	1	7
101	таким образом	22	7
102	одной из	5	7
103	что и	6	7
104	тому же	5	7
105	его в	1	7
106	к этому	3	7
107	в этой	4	7
108	могут быть	1	7
109	ни в	1	7
110	в процессе	2	7
111	приводит к	2	7
112	той же	1	7
113	но это	1	7
114	и для	5	7
115	лишь в	5	7
116	и ее	1	7
117	и его	1	7
118	мира в	1	7
119	не как	2	6
120	одно из	2	6
121	в строгом	1	6
122	именно в	2	6
123	и того	1	6
124	времени в	1	6
125	крайней мере	5	6
126	никогда не	5	6
127	то в	1	6
128	сказать и	1	6
129	с точки	6	6
130	в ее	1	6
131	во всех	2	6
132	однако в	1	6
133	в сущности	1	6
134	что он	4	6
135	к его	2	6
136	в которых	4	6
137	по крайней	5	6
138	здесь не	1	6
139	одновременно и	2	6
140	в эпоху	7	6
141	в одной	1	6
142	отношение к	5	6
143	одного из	1	6
144	в той	1	5
145	можно говорить	1	5
146	в виду	2	5
147	из двух	1	5
148	мысль о	2	5
149	по своим	2	5
150	к своим	4	5
151	в первую	1	5
152	было в	1	5
153	не всегда	2	5
154	но они	1	5
155	не вполне	3	5
156	свою очередь	1	5
157	к ним	3	5
158	сказать что	2	5
159	несмотря на	6	5
160	как раз	1	5
161	так сказать	1	5
162	в сторону	1	5
163	на этом	1	5
164	но при	2	5
165	с ее	1	5
166	тем что	1	5
167	одного и	1	5
168	первую очередь	1	5
169	во втором	1	5
170	один из	2	5
171	представляют собой	1	5
172	себе не	1	5
173	в свою	2	5
174	в значительной	3	5
175	известной степени	1	5
176	ничего не	1	5
177	того что	3	5
178	того как	1	5
179	в ней	1	5
180	и состоит	1	5
181	мира и	1	5
182	в их	1	5
183	и потому	6	5
184	из этих	10	5
185	что касается	1	5
186	же самое	2	5
187	не к	2	5
188	в самом	4	4
189	и к	5	4
190	человеческой жизни	1	4
191	в результате	3	4
192	по мере	1	4
193	в первом	1	4
194	и до	1	4
195	в жизни	1	4
196	отличается от	2	4
197	во всяком	6	4
198	только на	1	4
199	что они	1	4
200	тем не	3	4
201	к жизни	5	4
202	связи с	9	4
203	одним из	2	4
204	не есть	1	4
205	одном из	1	4
206	по себе	1	4
207	и это	2	4
208	в наше	1	4
209	должны быть	1	4
210	и есть	1	4
211	события в	1	4
212	жизни а	1	4
213	с ним	1	4
214	не могут	2	4
215	не более	1	4
216	с ней	3	4
217	можно назвать	2	4
218	первобытного человека	1	4
219	и во	1	4
220	до известной	1	4
221	у них	3	4
222	в свое	1	4
223	зависит от	1	4
224	мы имеем	2	4
225	не для	1	4
226	однако это	1	4
227	по своему	2	4
228	на его	1	4
229	одну из	1	4
230	а по	1	4
231	и прежде	1	4
232	может и	1	4
233	настоящего времени	1	4
234	в момент	1	3
235	дело с	1	3
236	выступают в	1	3
237	более или	5	3
238	но все	7	3
239	их в	1	3
240	в одно	2	3
241	с этим	1	3
242	входит в	1	3
243	различия между	2	3
244	как на	8	3
245	на почве	1	3
246	вплоть до	2	3
247	к которому	2	3
248	в которой	3	3
249	к чему	1	3
250	в области	9	3
251	между собой	1	3
252	выступает в	2	3
253	действия в	1	3
254	и что	4	3
255	то ни	2	3
256	было бы	1	3
257	о его	1	3
258	и от	4	3
259	бы быть	1	3
260	и по	4	3
261	мире и	1	3
262	них в	1	3
263	живет в	1	3
264	гораздо менее	2	3
265	в миропорядке	1	3
266	заключается в	1	3
267	отношения к	1	3
268	как не	1	3
269	вместе с	15	3
270	не имеет	5	3
271	да и	1	3
272	роли в	1	3
273	о котором	2	3
274	всей своей	1	3
275	это и	1	3
276	и более	1	3
277	идет о	1	3
278	заметить что	1	3
279	тем же	1	3
280	их с	1	3
281	всяком случае	6	3
282	ему в	2	3
283	они не	1	3
284	различие между	1	3
285	том числе	5	3
286	уже в	2	3
287	мы не	1	3
288	еще и	1	3
289	с их	1	3
290	место в	1	3
291	однако не	1	3
292	в сферу	1	3
293	все эти	6	3
294	ли не	1	3
295	в новом	2	3
296	в каждой	1	3
297	или менее	5	3
298	особенно в	2	3
299	знаменательно что	1	3
300	мере в	1	3
301	как показывает	1	3
302	хотя бы	3	3
303	дело не	1	3
304	когда он	3	3
305	в начале	2	3
306	числе и	4	3
307	указывает на	1	3
308	жизни и	2	3
309	бытия в	1	3
310	для этого	2	3
311	и наконец	2	3
312	мира с	1	3
313	котором он	1	3
314	мы можем	2	2
315	для всех	2	2
316	в душе	1	2
317	лицу с	1	2
318	с этой	3	2
319	или по	2	2
320	те же	2	2
321	требует от	2	2
322	этого момента	1	2
323	и с	10	2
324	о мире	1	2
325	жизнь в	1	2
326	и требует	1	2
327	представление о	6	2
328	всегда в	1	2
329	мысли о	1	2
330	тем или	1	2
331	речь идет	1	2
332	так например	2	2
333	в честь	1	2
334	некоторые из	2	2
335	не могли	1	2
336	о которых	1	2
337	для того	5	2
338	и другой	2	2
339	с помощью	1	2
340	а между	1	2
341	уже как	1	2
342	самого начала	2	2
343	указания на	1	2
344	человеком и	1	2
345	в нашем	1	2
346	или из	1	2
347	он сам	1	2
348	у этих	1	2
349	что даже	1	2
350	ничего предосудительного	1	2
351	общих чертах	1	2
352	выбор между	2	2
353	к нему	7	2
354	или иным	1	2
355	бы то	2	2
356	к общему	1	2
357	собой и	1	2
358	к их	1	2
359	должно быть	1	2
360	ни было	2	2
361	чем у	1	2
362	бытия и	1	2
363	с другими	4	2
364	у него	1	2
365	в разные	1	2
366	что она	1	2
367	всем что	1	2
368	но для	1	2
369	сказать нельзя	1	2
370	же как	3	2
371	во главе	1	2
372	должно было	2	2
373	к мысли	1	2
374	в чем	1	2
375	это тоже	1	2
376	не был	1	2
377	не имея	1	2
378	до нас	1	2
379	так обстоит	1	2
380	но зато	1	2
381	не приходится	1	2
382	иметь в	1	2
383	от конца	1	2
384	не совпадает	1	2
385	восходят к	1	2
386	только с	1	2
387	или о	1	2
388	необходимо чтобы	1	2
389	его к	1	2
390	а как	1	2
391	является его	1	2
392	мы видели	2	2
393	утверждать что	2	2
394	а потому	1	2
395	к лицу	1	2
396	не позволяет	1	2
397	как с	1	2
398	как к	1	2
399	отличается не	1	2
400	его с	1	2
401	и при	3	2
402	и должно	1	2
403	чтобы стать	1	2
404	из которых	4	2
405	в отношении	6	2
406	и делает	1	2
407	то с	3	2
408	сами по	1	2
409	т.д в	1	2
410	к искусству	1	2
411	если бы	3	2
412	самом деле	1	2
413	от своего	1	2
414	в россии	2	2
415	одновременно с	1	2
416	героев и	2	2
417	говорили о	2	2
418	время и	1	2
419	до настоящего	1	2
420	стадии развития	2	2
421	не должно	1	2
422	себя не	1	2
423	к одному	1	2
424	вслед за	2	2
425	целый ряд	4	2
426	не представляет	1	2
427	не знаем	1	2
428	на этот	4	2
429	этого слова	1	2
430	друг друга	1	2
431	в самой	2	2
432	могли быть	1	2
433	значение в	1	2
434	может не	1	2
435	ни с	1	2
436	свидетельствует о	2	2
437	все это	6	2
438	он как	1	2
439	что так	1	2
440	что с	1	2
441	лицом к	1	2
442	в широком	1	2
443	как нечто	1	2
444	за убийство	1	2
445	это всегда	1	2
446	по существу	2	2
447	перед собой	1	2
448	к концу	3	2
449	это было	1	2
450	путь к	3	2
451	тем более	1	2
452	с самого	3	2
453	его не	2	2
454	ни один	2	2
455	не по	1	2
456	обстоит дело	1	2
457	мы должны	6	2
458	быть и	2	2
459	и их	1	2
460	к области	1	2
461	заключает в	2	2
462	состязание в	1	2
463	только то	1	2
464	чтобы не	1	2
465	такой же	1	2
466	языка с	1	2
467	на то	2	2
468	и только	4	2
469	которой нет	1	2
470	не могло	2	2
471	есть не	1	2
472	новое и	1	1
473	и другие	3	1
474	с которого	2	1
475	к сожалению	3	1
476	а другие	1	1
477	котором они	1	1
478	мы и	1	1
479	когда она	1	1
480	творчества в	1	1
481	к этой	1	1
482	творец и	2	1
483	не самой	1	1
484	случае мы	1	1
485	самое следует	1	1
486	людей но	1	1
487	даже в	1	1
488	в разных	2	1
489	кроме того	1	1
490	которую нельзя	1	1
491	которые по	1	1
492	что человек	1	1
493	как субъекты	1	1
494	социальной жизни	1	1
495	его от	2	1
496	этом направлении	1	1
497	к рассмотрению	1	1
498	как она	1	1
499	случае в	1	1
500	его мировоззрения	1	1
501	зато в	1	1
502	человека для	1	1
503	а иногда	1	1
504	на земле	1	1
505	том или	1	1
506	и другим	1	1
507	первым шагом	1	1
508	с тем	18	1
509	но далеко	1	1
510	а именно	1	1
511	выход из	2	1
512	народа в	1	1
513	и зла	1	1
514	при таком	2	1
515	или ином	1	1
516	и молитвы	2	1
517	и служило	1	1
518	есть то	1	1
519	целым рядом	1	1
520	при помощи	1	1
521	культуры в	1	1
522	и смерть	1	1
523	на одном	1	1
524	и нет	3	1
525	на все	2	1
