N	3gram	Vygotskiy_	StatiiOP
1	в том что	24	47
2	о том что	4	29
3	в этом отношении	7	24
4	для того чтобы	24	19
5	до сих пор	6	19
6	с точки зрения	31	14
7	с другой стороны	3	13
8	во всяком случае	1	13
9	не может быть	6	11
10	в самом деле	4	9
11	то же время	1	9
12	вместе с тем	6	9
13	на то что	5	9
14	в то же	2	9
15	можно было бы	5	9
16	тем не менее	4	8
17	к тому что	10	8
18	на самом деле	2	8
19	не только в	2	8
20	в конце концов	1	7
21	в этой области	2	7
22	в данном случае	5	7
23	но также и	1	7
24	по этому поводу	3	7
25	но все же	1	7
26	заключается в том	9	7
27	в то время	8	7
28	и в этом	2	7
29	том что он	2	7
30	так же как	13	6
31	по отношению к	9	6
32	в этом смысле	2	6
33	так и в	1	6
34	том что в	3	6
35	не только не	11	6
36	речь идет о	1	6
37	в том смысле	2	6
38	должна была бы	1	6
39	вопрос о том	1	6
40	что он не	1	5
41	то время как	7	5
42	в том же	3	5
43	с тем что	1	5
44	но и в	1	5
45	в том чтобы	1	5
46	как раз в	3	5
47	в одной из	1	5
48	то что в	1	5
49	тот факт что	2	5
50	с самого начала	13	5
51	после того как	1	5
52	мере в какой	2	4
53	то что он	1	4
54	так например в	1	4
55	с одной стороны	7	4
56	ничего общего с	1	4
57	тем более что	1	4
58	на вопрос о	1	4
59	что и в	1	4
60	ответ на вопрос	1	3
61	только потому что	3	3
62	о том как	1	3
63	том смысле что	2	3
64	и в этих	1	3
65	в той мере	2	3
66	в той же	2	3
67	и в и	1	3
68	из этих двух	1	3
69	можно сказать что	7	3
70	в том числе	2	3
71	совершенно так же	1	3
72	той мере в	2	3
73	сказать что в	1	3
74	потому что он	4	3
75	таким образом в	2	3
76	к тому же	1	3
77	но все это	1	3
78	что оба эти	2	3
79	что у него	1	3
80	так как в	2	3
81	и тем же	2	3
82	только в том	2	3
83	в известном смысле	2	3
84	состоит в том	3	3
85	одним и тем	2	3
86	в лучшем случае	3	3
87	в значительной степени	1	3
88	во всех этих	1	3
89	в этом случае	15	3
90	в первую очередь	3	3
91	прежде всего в	2	3
92	но то что	2	2
93	в котором он	1	2
94	из того же	1	2
95	но вместе с	2	2
96	но если это	1	2
97	себе отчета в	1	2
98	и что поэтому	1	2
99	должно было бы	1	2
100	во втором случае	5	2
101	сомнений в том	1	2
102	в обоих случаях	1	2
103	никаких сомнений в	2	2
104	во всех трех	1	2
105	в зависимости от	6	2
106	том числе и	2	2
107	если бы мы	1	2
108	и вместе с	2	2
109	точно так же	3	2
110	нельзя сказать что	1	2
111	независимо от того	1	2
112	свое выражение в	5	2
113	а потому что	1	2
114	в отличие от	4	2
115	очень похоже на	1	2
116	что в этом	2	2
117	не может не	1	2
118	том что она	2	2
119	то же самое	11	2
120	объясняется и то	1	2
121	только тогда когда	1	2
