N	3gram	Voloshinov	KFilosof
1	по отношению к	2	22
2	не может быть	2	11
3	с точки зрения	5	10
4	но все эти	1	3
5	того или иного	5	3
6	не было бы	2	3
7	на самом деле	3	3
8	во всех своих	3	3
9	в нем и	1	3
10	и в этом	1	3
11	в том что	1	2
12	той или иной	4	2
13	к чему не	2	2
14	то или иное	4	2
15	тем не менее	1	2
16	в то же	9	2
17	и та же	1	2
18	одна и та	1	2
19	ни к чему	2	2
20	вопрос о том	1	2
21	то же время	7	2
22	с нашей точки	1	1
23	конечно это не	1	1
24	сознания как и	1	1
25	лежит в основе	1	1
26	не должно быть	2	1
27	в свою очередь	4	1
28	мы не имеем	2	1
29	бытие в котором	1	1
30	и как бы	2	1
31	вместе с тем	2	1
32	равно как и	2	1
33	и содержание и	2	1
34	в конечном счете	1	1
35	отношение к миру	1	1
36	и во всех	1	1
37	в большинстве случаев	1	1
38	и ни к	1	1
39	то же самое	4	1
40	нашей точки зрения	1	1
41	ни на один	1	1
42	в действительной жизни	2	1
43	хотя бы и	1	1
44	мы будем говорить	2	1
45	ту или иную	4	1
46	если мы возьмем	1	1
47	они находятся в	1	1
48	может быть понято	2	1
49	для того чтобы	7	1
50	только в том	1	1
51	в каких бы	1	1
52	но для того	3	1
53	и вследствие этого	2	1
54	независимо от того	1	1
55	одного и того	1	1
56	из которых слагается	1	1
57	и по отношению	1	1
58	до сих пор	1	1
59	пространство и время	1	1
60	смысле этого слова	2	1
61	может заключать в	1	1
62	но в то	2	1
63	мы никогда не	5	1
64	то все же	1	1
65	по всей своей	1	1
66	само по себе	1	1
67	уже не только	1	1
68	и тем самым	3	1
69	и в то	2	1
70	лишь при условии	1	1
71	и не нужно	1	1
72	в зависимости от	7	1
73	и того же	1	1
74	и смысловой и	1	1
75	не может не	1	1
76	заключать в себе	1	1
77	хотя бы только	1	1
78	нужно помнить что	1	1
79	как бы два	1	1
80	и все же	1	1
81	вследствие того что	1	1
82	к тому что	2	1
83	это отнюдь не	1	1
84	и т.п но	2	1
85	но уже не	1	1
86	только тогда когда	1	1
87	и этот момент	1	1
88	в значительной степени	2	1
89	нет и не	1	1
90	связанных с ними	1	1
91	мы не можем	1	1
92	в себя всю	1	1
93	она не дана	1	1
