N	2gram	Bakhtin_Pr	VelikijI
1	и не	42	20
2	и в	38	16
3	то что	8	9
4	в истории	2	8
5	еще не	7	8
6	и потому	4	7
7	а не	5	7
8	человека и	1	6
9	не есть	6	6
10	что есть	1	5
11	хотя и	3	5
12	того что	2	5
13	все это	3	5
14	в боге	1	5
15	как бы	22	5
16	на себя	1	5
17	в мире	3	5
18	но и	9	5
19	все что	3	4
20	в котором	2	4
21	в этом	15	4
22	что мы	1	4
23	в его	43	4
24	в ней	4	4
25	так и	5	4
26	говорить о	3	4
27	и есть	2	4
28	и все	3	4
29	что не	4	4
30	что все	2	4
31	как и	7	4
32	что он	2	4
33	и я	1	4
34	к личности	2	4
35	в нем	15	4
36	во всех	11	3
37	что в	7	3
38	к счастью	1	3
39	бы и	1	3
40	и мы	1	3
41	мы же	1	3
42	должно быть	5	3
43	хотя бы	4	3
44	в том	8	3
45	тому что	1	3
46	не в	7	3
47	его во	1	3
48	и что	2	3
49	что и	2	3
50	ни в	11	3
51	они в	1	3
52	в этих	2	3
53	в них	5	3
54	оно не	3	3
55	не было	2	3
56	лишь в	2	3
57	к чему	2	3
58	как не	1	3
59	в своей	7	3
60	должна быть	4	3
61	с его	2	3
62	не имеет	9	3
63	но это	3	3
64	и для	11	3
65	жизни и	1	3
66	в чем	2	3
67	все эти	5	3
68	но в	4	3
69	к тому	1	3
70	никогда не	5	3
71	от него	3	2
72	нас за	3	2
73	его и	1	2
74	ее и	1	2
75	а к	2	2
76	не могли	2	2
77	которые не	1	2
78	на том	1	2
79	не создает	1	2
80	его не	2	2
81	того чтобы	2	2
82	это не	5	2
83	между тем	7	2
84	не только	9	2
85	для него	1	2
86	человека как	2	2
87	ивана карамазова	2	2
88	свободе и	1	2
89	с ним	5	2
90	для нас	1	2
91	и за	1	2
92	не с	4	2
93	прежде всего	13	2
94	для них	1	2
95	можно было	4	2
96	в форме	4	2
97	а между	1	2
98	ценности и	2	2
99	и это	3	2
100	конечно не	5	2
101	и теперь	1	2
102	только в	13	2
103	все равно	1	2
104	под этим	1	2
105	мы во	1	2
106	а в	6	2
107	до того	1	2
108	истории и	1	2
109	нет и	3	2
110	но не	12	2
111	тем что	2	2
112	и во	2	2
113	могут быть	5	2
114	мы это	1	2
115	с тем	1	2
116	и т	14	2
117	одна из	2	2
118	стало возможным	1	2
119	свободной и	1	2
120	не могут	2	2
121	т д	1	2
122	да и	3	2
123	есть уже	1	2
124	том что	3	2
125	в себя	2	2
126	нем нет	1	2
127	что их	1	2
128	уже не	1	2
129	не к	6	2
130	от своей	1	2
131	своим предметом	4	1
132	и мир	2	1
133	в новом	1	1
134	в самом	7	1
135	во всем	2	1
136	бы то	3	1
137	мире и	1	1
138	перестает быть	4	1
139	художественный образ	1	1
140	могли бы	1	1
141	связь с	3	1
142	и другие	2	1
143	то есть	46	1
144	его связь	1	1
145	всем в	1	1
146	человека в	2	1
147	но как	2	1
148	и быть	1	1
149	если оно	1	1
150	что оно	2	1
151	слова которое	1	1
152	человеческой жизни	1	1
153	должно иметь	2	1
154	из сторон	1	1
155	вообще в	1	1
156	и на	3	1
157	она и	1	1
158	вопрос о	1	1
159	на этом	2	1
160	может быть	26	1
161	они не	3	1
162	себя только	1	1
163	не имеют	2	1
164	раз и	2	1
165	здесь есть	1	1
166	если в	1	1
167	слова для	1	1
168	это как	1	1
169	которая в	1	1
170	мы увидим	3	1
171	и вообще	2	1
172	и вот	1	1
173	его с	1	1
174	она не	2	1
175	но она	2	1
176	которое может	1	1
177	нас как	1	1
178	формы есть	4	1
179	и два	1	1
180	что уже	1	1
181	то же	5	1
182	и если	1	1
183	во что	1	1
184	по сравнению	1	1
185	то ни	3	1
186	для того	2	1
187	и менее	1	1
188	это только	1	1
189	образ и	1	1
190	не для	1	1
191	и должна	3	1
192	что это	2	1
193	не всегда	6	1
194	личность есть	1	1
195	в нашу	1	1
196	тот который	1	1
197	в глазах	1	1
198	о чем	1	1
199	в ее	4	1
200	не нужны	1	1
201	и тем	3	1
202	и уже	1	1
203	души и	2	1
204	как это	2	1
205	но может	1	1
206	мы в	3	1
207	мы все	1	1
208	пути в	1	1
209	свой предмет	1	1
210	в которую	1	1
211	и всегда	1	1
212	в тот	1	1
213	не были	1	1
214	есть и	1	1
215	слова не	3	1
216	в одном	1	1
217	у нас	2	1
218	свою свободу	1	1
219	отказ от	1	1
220	в этой	1	1
221	со словами	2	1
222	в результате	1	1
223	в виду	4	1
224	другой стороны	4	1
225	слова с	2	1
226	основной вопрос	1	1
227	я не	2	1
228	но что	1	1
229	как можно	1	1
230	уже и	1	1
231	власти и	1	1
232	не существует	1	1
233	так же	1	1
234	в виде	2	1
235	это имеет	1	1
236	что бы	1	1
237	свободно и	1	1
238	но с	3	1
239	в своих	2	1
240	в противоположность	1	1
241	их и	2	1
242	с другой	7	1
243	есть моя	1	1
244	в которой	1	1
245	ее от	1	1
246	и навсегда	1	1
247	я в	1	1
248	и с	17	1
249	о мире	1	1
250	к ним	1	1
251	о свободной	1	1
252	спасение это	1	1
253	могут и	1	1
254	каким образом	1	1
255	отношение к	10	1
256	ницше и	1	1
257	на нее	1	1
258	бытия и	1	1
259	места в	1	1
260	дело во	1	1
261	или даже	1	1
262	в понимании	1	1
263	теперь еще	1	1
264	лишь как	4	1
265	найти в	1	1
266	нем но	1	1
267	как мы	7	1
268	из всего	1	1
269	лишь к	1	1
270	в процессе	1	1
271	нам право	1	1
272	бы все	1	1
273	способна понять	1	1
274	смысле и	1	1
275	на него	3	1
276	в своем	5	1
277	ни стало	1	1
278	это ни	1	1
279	стороны в	1	1
280	в познании	2	1
281	и от	3	1
282	нам и	1	1
283	мы будем	3	1
284	за них	1	1
285	ничего не	6	1
286	с ними	4	1
287	чего бы	1	1
288	им и	1	1
289	в праве	1	1
290	к миру	3	1
291	и именно	2	1
292	в сознании	1	1
293	природы и	3	1
294	государстве и	1	1
295	вместе с	1	1
296	все же	6	1
297	но я	1	1
298	и которые	2	1
299	как в	4	1
300	этого слова	1	1
301	в которых	1	1
302	жизни в	1	1
303	значение в	1	1
304	боге который	1	1
305	им в	1	1
306	можно ли	1	1
307	бы ни	1	1
308	себя и	3	1
309	и могут	1	1
310	менее всего	3	1
311	и эта	2	1
312	к этому	2	1
313	в их	10	1
314	миру и	2	1
315	с которым	1	1
316	который был	1	1
317	какие бы	1	1
318	это в	1	1
319	ли он	1	1
320	содержанием то	1	1
321	не осуществляет	1	1
322	нет что	1	1
323	мир лишь	1	1
324	в двух	2	1
325	сравнению с	1	1
326	мира и	1	1
327	может и	4	1
328	есть что-то	1	1
329	бытия в	3	1
330	себя не	1	1
331	есть то	1	1
332	себе и	1	1
333	моей личности	1	1
334	не просто	1	1
335	в едином	2	1
336	в целом	3	1
337	и ее	2	1
338	вовсе не	2	1
339	и закономерности	2	1
340	это самое	1	1
341	есть не	2	1
342	в искусстве	12	1
343	мы указывали	1	1
344	бы в	1	1
345	к нему	10	1
346	освобождается от	2	1
347	от них	2	1
