N	3gram	Ircho_Kome	Formalny
1	с точки зрения	6	40
2	не может быть	1	29
3	то же время	11	20
4	в то же	11	20
5	и т д	1	19
6	и т п	4	18
7	в связи с	3	16
8	во всяком случае	3	16
9	в настоящее время	1	13
10	по отношению к	4	12
11	в самом деле	13	11
12	так и в	1	11
13	в этом отношении	2	11
14	бы то ни	3	10
15	в зависимости от	1	10
16	с другой стороны	2	9
17	и не может	1	9
18	для того чтобы	8	8
19	до сих пор	12	8
20	вместе с тем	5	8
21	как мы видели	1	8
22	с одной стороны	4	8
23	более или менее	2	7
24	то ни было	3	7
25	в высшей степени	2	7
26	в свою очередь	10	7
27	как мы знаем	1	7
28	и в этом	1	7
29	в том что	15	6
30	и в то	2	6
31	одной стороны и	2	5
32	в отличие от	3	5
33	к тому что	1	5
34	мы не можем	1	5
35	в той же	1	4
36	тем не менее	3	4
37	в конце концов	3	4
38	вовсе не является	1	4
39	но все же	3	4
40	а не в	1	4
41	но и в	1	4
42	в лучшем случае	1	4
43	подобно тому как	1	4
44	с самого начала	5	4
45	в нем и	1	4
46	сама по себе	1	4
47	и тот же	3	3
48	обстоит дело с	3	3
49	в том числе	2	3
50	так или иначе	3	3
51	друг с другом	3	3
52	не сводится к	1	3
53	вместо того чтобы	1	3
54	том числе и	2	3
55	точки зрения самого	1	3
56	то же самое	3	3
57	на первый план	1	3
58	равно как и	3	3
59	иначе обстоит дело	3	3
60	в ней и	1	3
61	в том чтобы	1	3
62	потому что он	1	3
63	и в дальнейшем	1	3
64	один и тот	3	3
65	мы увидим что	1	3
66	и в частности	1	3
67	в противном случае	1	3
68	и не менее	1	3
69	т е в	2	3
70	мере в какой	1	2
71	и столь же	1	2
72	о том как	5	2
73	в той мере	1	2
74	отнюдь не является	1	2
75	в известной степени	2	2
76	одного к другому	1	2
77	в собственном смысле	1	2
78	должно было бы	1	2
79	мы не найдем	1	2
80	говоря уже о	2	2
81	с этой точки	1	2
82	тот или другой	1	2
83	друг от друга	1	2
84	только тем что	1	2
85	одних и тех	1	2
86	отца с сыном	1	2
87	но при этом	1	2
88	друг друга в	1	2
89	как например в	1	2
90	именно потому что	2	2
91	в отношении к	1	2
92	не могла быть	1	2
93	и тем самым	1	2
94	точки зрения ее	1	2
95	не было и	1	2
96	той мере в	1	2
97	но в этом	1	2
98	от одного к	1	2
99	и в том	1	2
100	на то чтобы	1	2
101	и здесь не	1	2
102	может быть только	1	2
103	и все же	2	2
104	в какой мере	2	2
105	это не так	1	2
106	как это было	1	2
107	так и не	1	2
108	в это время	1	2
109	имеем в виду	2	2
110	этой точки зрения	1	2
111	и не нуждается	1	2
112	ничего общего с	1	2
113	и тех же	1	2
114	его от всех	1	2
115	на этот вопрос	1	2
116	не говоря уже	2	2
117	в одной из	1	2
118	и до сих	1	2
119	зависимости от того	1	2
120	не только в	1	2
121	так же как	1	2
122	мы имеем в	2	2
123	и между ними	1	2
124	в этом случае	2	2
125	в виду что	1	2
126	что и в	2	2
127	ни в чем	2	2
128	со стороны его	1	2
129	он был бы	1	2
130	не могла не	1	1
131	что он не	3	1
132	в самом начале	1	1
133	никогда не пришли	1	1
134	и если в	1	1
135	бы при этом	1	1
136	то при этом	1	1
137	пришли бы к	1	1
138	но вместе с	1	1
139	между ними с	1	1
140	сделать вывод что	1	1
141	отношения между ними	1	1
142	можем сказать что	1	1
143	то что он	1	1
144	на задний план	1	1
145	не похож на	2	1
146	по сравнению с	3	1
147	же что и	1	1
148	один вопрос связанный	1	1
149	она должна быть	1	1
150	и ничем не	1	1
151	было ясно что	1	1
152	он и не	2	1
153	она могла бы	1	1
154	он не может	1	1
155	сводится к одной	1	1
156	в том же	2	1
157	для нашего времени	1	1
158	а с точки	1	1
159	в ней как	1	1
160	бы ни был	1	1
161	друг на друга	1	1
162	одного и того	1	1
163	на фоне этих	1	1
164	все же в	1	1
165	на эти вопросы	1	1
166	в силу этого	1	1
167	можно сделать вывод	1	1
168	в нем к	1	1
169	мы можем сказать	1	1
170	и чаще всего	1	1
171	что он в	2	1
172	жизни вовсе не	1	1
173	он не похож	1	1
174	как и всякий	2	1
175	в этой области	1	1
176	в чем не	2	1
177	но если бы	1	1
178	и никогда не	1	1
179	по себе не	1	1
180	таким образом в	1	1
181	до тех пор	5	1
182	может быть более	1	1
183	каждой из них	2	1
184	нуждается в существенном	1	1
185	в том чего	1	1
186	и в пределах	1	1
187	прежде всего это	1	1
188	только один из	1	1
189	и того же	1	1
190	самом деле здесь	1	1
191	состоит в том	2	1
192	тот же прием	1	1
193	быть только один	1	1
194	но как раз	1	1
195	по этому поводу	1	1
196	к вопросу о	1	1
197	довести до конца	1	1
198	так как он	2	1
199	и в его	1	1
200	для нас важно	1	1
201	сказать что ни	1	1
202	вопрос связанный с	1	1
203	со своей стороны	1	1
204	и речи о	3	1
205	можно считать только	1	1
206	может быть с	1	1
207	на каждом шагу	1	1
208	т е о	1	1
209	собственном смысле слова	1	1
210	должен был быть	1	1
211	друг друга и	2	1
212	может быть построена	1	1
213	за то что	1	1
214	чуть ли не	2	1
215	каков бы ни	1	1
216	мы еще вернемся	1	1
217	свою роль в	1	1
218	но и здесь	2	1
219	на то что	1	1
220	он должен быть	1	1
221	в этом же	1	1
222	едва ли можно	1	1
223	не нуждается в	1	1
224	не с точки	1	1
225	в чем же	2	1
226	может быть даже	1	1
227	о том что	7	1
228	других действующих лиц	1	1
229	и не была	1	1
230	того чтобы не	1	1
231	по крайней мере	1	1
232	лицом к лицу	1	1
233	достигается тем что	1	1
234	и без того	1	1
235	и в самом	7	1
236	мы остановимся здесь	1	1
237	не в их	1	1
238	можно сказать что	1	1
239	тому что и	1	1
240	но столь же	2	1
241	только в том	1	1
242	мы конечно не	1	1
243	как впрочем и	1	1
244	но никак не	1	1
245	но и все	1	1
246	в то время	3	1
247	рассматривать не как	1	1
248	со стороны не	1	1
249	и здесь все	1	1
250	хотя и не	2	1
251	еще один вопрос	1	1
252	не было бы	1	1
253	кроме того в	1	1
254	что ни в	1	1
255	однако едва ли	1	1
256	ли они к	1	1
257	не пришли бы	1	1
258	относятся прежде всего	1	1
259	сходятся в одной	1	1
260	было и речи	1	1
261	не менее в	1	1
262	и в свою	2	1
263	одну за другой	2	1
264	тому что он	1	1
265	здесь нет и	3	1
266	в других случаях	1	1
267	сам он не	1	1
268	по меньшей мере	1	1
269	тем что он	1	1
270	можем судить о	1	1
271	должна была бы	1	1
272	но при всем	1	1
273	и вся его	1	1
274	и сам он	2	1
275	по этому вопросу	1	1
276	все равно что	1	1
277	самого начала что	1	1
278	этом случае в	1	1
279	он говорит о	1	1
280	со стороны других	1	1
281	она не могла	1	1
282	вопрос о том	1	1
283	и судьба его	1	1
284	должен был бы	1	1
285	потому что с	1	1
286	ясно с самого	1	1
287	можно было бы	1	1
288	его отношение к	1	1
289	несколько слов о	1	1
290	не мешает ему	3	1
