N	3gram	Bakhtin_Fr	NovoeSre
1	и общественной жизни	1	5
2	не может быть	4	4
3	подобно тому как	2	3
4	в средние века	2	3
5	вместе с тем	2	2
6	так же как	4	2
7	в нем нет	1	2
8	большую роль в	1	2
9	он не может	1	2
10	с одной стороны	2	2
11	с другой стороны	2	2
12	в том что	8	1
13	в этой системе	1	1
14	до сих пор	3	1
15	хотя и в	1	1
16	старого мира и	1	1
17	по своему духу	1	1
18	будущее и это	1	1
19	это конечно не	4	1
20	в зависимости от	1	1
21	и в наши	1	1
22	проблема жизни и	1	1
23	что он может	1	1
24	она сама себя	1	1
25	нового времени в	2	1
26	том числе и	3	1
27	можно было бы	2	1
28	и в формах	1	1
29	и не менее	1	1
30	место в жизни	1	1
31	не только в	1	1
32	но и в	3	1
33	в эпоху ренессанса	1	1
34	в большинстве случаев	5	1
35	в отличие от	3	1
36	в значительной степени	1	1
37	в нем не	4	1
38	о том что	5	1
39	же как и	2	1
40	и того же	1	1
41	и не могут	2	1
42	это связано с	1	1
43	как и в	1	1
44	то что в	1	1
45	и не в	2	1
46	и во всех	3	1
47	в том числе	6	1
48	совершенно так же	2	1
49	конечно не в	1	1
50	для них не	1	1
51	в то время	3	1
52	в них будут	1	1
53	как будто не	1	1
54	это и есть	2	1
55	в основе их	1	1
56	по природе своей	1	1
57	и все они	1	1
58	находится во власти	1	1
59	ни в чем	1	1
60	них не существует	1	1
61	знаем также что	1	1
62	но до этого	1	1
63	и не может	1	1
64	одного и того	1	1
65	к жизни и	1	1
66	писатели и философы	1	1
67	не будет уже	1	1
