N	2gram	Bakhtin_Fr	VeschiIm
1	и не	25	57
2	не только	21	48
3	то что	11	48
4	не может	5	46
5	и в	68	45
6	и есть	5	40
7	и т	1	39
8	может быть	10	39
9	а не	6	37
10	что я	2	26
11	потому что	3	25
12	было бы	4	24
13	только в	9	23
14	по себе	1	23
15	в себе	5	23
16	сказать что	3	22
17	в смысле	1	22
18	и что	2	22
19	как бы	7	20
20	что такое	1	20
21	и следовательно	3	20
22	что это	4	19
23	с нею	2	19
24	но и	17	19
25	и ее	3	19
26	в этом	28	18
27	все же	6	18
28	так как	7	17
29	что мы	1	17
30	прежде всего	23	17
31	и это	5	17
32	есть не	1	17
33	таким образом	22	16
34	того что	3	16
35	как раз	8	16
36	от всего	1	15
37	как и	17	15
38	уже не	2	15
39	в том	12	15
40	в ней	6	15
41	но это	5	14
42	и то	2	14
43	сущности и	1	14
44	не в	2	14
45	в самом	6	13
46	том что	6	13
47	есть и	4	13
48	и для	6	13
49	это и	4	13
50	в себя	2	13
51	то ни	1	13
52	что в	14	12
53	и с	15	12
54	бы то	1	12
55	то же	14	12
56	и даже	7	12
57	есть нечто	1	12
58	есть то	1	12
59	о том	5	12
60	еще не	3	12
61	не что	1	12
62	точки зрения	8	12
63	но если	1	12
64	она есть	1	12
65	ничего не	4	12
66	что они	3	12
67	что иное	1	12
68	ни было	1	12
69	не значит	1	12
70	совершенно не	1	12
71	что и	3	12
72	и как	5	12
73	смысл и	2	12
74	если она	1	12
75	иное как	1	12
76	и их	5	11
77	не менее	2	11
78	себя в	2	11
79	еще и	6	11
80	ни в	6	11
81	что не	1	11
82	вовсе не	18	11
83	предполагает что	1	11
84	также и	6	11
85	в то	14	11
86	и только	1	11
87	в чем	3	10
88	что оно	1	10
89	с ее	1	10
90	с ним	3	9
91	в результате	1	9
92	со стороны	2	9
93	бы и	1	9
94	хотя бы	2	9
95	нисколько не	1	9
96	в своем	11	9
97	ни с	1	9
98	должно быть	1	9
99	это не	5	9
100	у нас	4	9
101	но что	1	9
102	другими словами	4	9
103	так что	1	9
104	но не	4	9
105	на то	1	9
106	и его	26	9
107	это есть	2	8
108	если бы	3	8
109	смысла и	1	8
110	с тем	1	8
111	что он	7	8
112	отличается от	1	8
113	в свете	3	8
114	по сравнению	2	8
115	но в	20	8
116	мы не	3	8
117	что значит	2	8
118	мы имеем	2	8
119	для него	7	8
120	в ее	5	8
121	все это	6	8
122	с другими	1	8
123	в отношении	3	8
124	его в	7	8
125	указывает на	1	8
126	и потому	6	8
127	не с	1	8
128	с другой	8	8
129	можно сказать	2	8
130	отнюдь не	1	8
131	в сущности	15	7
132	самом деле	5	7
133	все эти	16	7
134	тем что	6	7
135	сравнению с	2	7
136	в действительности	1	7
137	относится к	2	7
138	слова и	3	7
139	никак не	3	7
140	и тут	2	7
141	и тем	1	7
142	ни от	2	7
143	от того	1	7
144	а в	3	7
145	из них	8	7
146	в той	7	6
147	с полной	3	6
148	в разных	3	6
149	их в	7	6
150	в своей	11	6
151	в данном	5	6
152	в одном	7	6
153	и до	14	6
154	момент в	2	6
155	одна из	3	6
156	ее не	2	6
157	на почве	1	6
158	несмотря на	1	6
159	с точки	4	6
160	все равно	1	6
161	как же	1	6
162	дело в	4	6
163	быть только	1	6
164	между ними	4	6
165	в нем	12	6
166	и вообще	3	6
167	должны быть	2	6
168	одно и	1	6
169	можно было	3	6
170	как мы	18	6
171	бытия и	1	6
172	жизни и	6	6
173	тех или	2	6
174	ведь и	1	6
175	и все	16	6
176	никогда не	2	6
177	все что	4	5
178	как это	1	5
179	один из	9	5
180	на себе	1	5
181	и здесь	5	5
182	даже и	3	5
183	со всем	2	5
184	как к	1	5
185	тогда когда	1	5
186	мысли и	2	5
187	подобно тому	2	5
188	в жизни	1	5
189	ничем не	1	5
190	как о	2	5
191	вместе с	4	5
192	да и	2	5
193	чем же	1	5
194	в свою	3	5
195	и если	2	5
196	думают что	1	5
197	ее с	1	5
198	свою очередь	2	5
199	вообще и	1	5
200	нет и	1	5
201	необходимо и	1	5
202	того же	4	5
203	понять и	2	5
204	только не	1	5
205	во всех	8	5
206	мы видим	9	5
207	что у	2	5
208	и мы	2	5
209	в его	21	5
210	хотя и	2	5
211	как можно	1	5
212	мы находим	3	5
213	знания и	1	5
214	от всех	1	5
215	в которой	6	5
216	мы ее	1	5
217	как она	2	5
218	между прочим	1	5
219	об этом	3	5
220	кроме того	5	5
221	действительности и	1	5
222	тому как	2	5
223	быть и	2	5
224	что для	2	5
225	для этого	3	5
226	в чисто	1	5
227	в особенности	6	4
228	и от	4	4
229	собственном смысле	1	4
230	образом и	2	4
231	существования и	2	4
232	переходит в	1	4
233	еще более	5	4
234	говорит о	2	4
235	о которой	1	4
236	более или	1	4
237	равно как	2	4
238	есть в	1	4
239	то время	1	4
240	его на	2	4
241	метода и	1	4
242	с ними	4	4
243	том как	1	4
244	нельзя и	1	4
245	с этим	2	4
246	во всяком	2	4
247	его и	1	4
248	в основе	7	4
249	и более	2	4
250	в котором	3	4
251	нельзя было	3	4
252	того чтобы	6	4
253	только тогда	1	4
254	о них	1	4
255	же время	13	4
256	так же	3	4
257	при помощи	1	4
258	точке зрения	1	4
259	и еще	3	4
260	на него	1	4
261	что все	2	4
262	слово и	1	4
263	тут же	3	4
264	а следовательно	1	4
265	в отдельности	1	4
266	тот же	4	4
267	то в	2	4
268	и вот	4	4
269	в качестве	2	4
270	так и	8	4
271	и сама	2	4
272	значит не	1	4
273	же не	1	4
274	в их	6	4
275	и притом	1	4
276	и чисто	1	4
277	и эта	1	4
278	в конце	8	4
279	судить о	1	4
280	во имя	1	4
281	время как	1	4
282	что только	1	4
283	или менее	1	4
284	и у	2	4
285	на этом	3	4
286	не было	7	4
287	дело не	3	4
288	он не	11	4
289	оно и	1	4
290	есть ее	1	4
291	но только	2	4
292	и сам	5	4
293	только то	2	4
294	по своей	4	4
295	в этой	15	4
296	отношение к	11	4
297	этого метода	1	4
298	и о	5	4
299	главным образом	3	4
300	само по	1	4
301	если вы	1	3
302	и самое	3	3
303	только что	1	3
304	из которых	1	3
305	нас в	2	3
306	другой стороны	5	3
307	быть может	2	3
308	себе не	1	3
309	в своих	7	3
310	но все	5	3
311	заключается в	1	3
312	из самых	2	3
313	себя как	1	3
314	если он	1	3
315	отношения к	2	3
316	в собственном	1	3
317	вещей в	1	3
318	понимания и	1	3
319	как в	4	3
320	жизни в	1	3
321	не имеет	1	3
322	от его	1	3
323	явлений и	1	3
324	перед нами	4	3
325	понимание и	2	3
326	от этого	2	3
327	к данной	1	3
328	но оно	2	3
329	перестает быть	2	3
330	ни к	1	3
331	именно тем	1	3
332	чем мы	1	3
333	было в	2	3
334	применении к	1	3
335	и реального	2	3
336	но даже	2	3
337	одной стороны	4	3
338	отрыве от	1	3
339	у меня	2	3
340	из его	2	3
341	не понимает	4	3
342	только на	4	3
343	говорит что	1	3
344	превращается в	4	3
345	с в	2	3
346	из основных	1	3
347	в истории	5	3
348	и во	6	3
349	же они	2	3
350	но именно	3	3
351	казалось бы	1	3
352	не мог	1	3
353	в самой	1	3
354	отвлеченным и	1	3
355	в другом	3	3
356	к нему	4	3
357	об их	2	3
358	чтобы это	1	3
359	пусть даже	1	3
360	и всякий	1	3
361	что ему	1	3
362	но когда	1	3
363	на язык	1	3
364	свидетельствует о	2	3
365	с одной	5	3
366	этот метод	1	3
367	он становится	2	3
368	образ и	2	3
369	бы на	1	3
370	нет это	1	3
371	как нечто	3	3
372	у него	14	3
373	в виде	2	3
374	но он	9	3
375	или в	3	3
376	и образ	2	3
377	вот это	2	3
378	ее со	1	3
379	и она	1	3
380	же как	1	3
381	и понимания	2	3
382	той или	2	3
383	ему не	2	3
384	к одному	2	3
385	смыслом и	1	3
386	выражение в	2	3
387	но как	5	3
388	и эти	1	3
389	мы уже	19	3
390	имен и	2	3
391	для тех	1	3
392	есть как	1	3
393	в частности	4	3
394	это может	1	3
395	что из	2	3
396	для того	5	3
397	могла бы	1	3
398	а тем	1	3
399	в отрыве	1	3
400	с прочими	1	3
401	и вещей	2	3
402	все еще	1	3
403	видели что	1	3
404	те кто	1	3
405	из этого	3	3
406	оно может	1	3
407	в целом	3	3
408	в подлинном	2	3
409	мы видели	6	3
410	не к	2	3
411	во всем	4	2
412	и к	4	2
413	не так	3	2
414	к действительности	1	2
415	и другие	4	2
416	никак нельзя	1	2
417	во втором	1	2
418	и уже	1	2
419	еще раз	2	2
420	и этот	2	2
421	религии и	1	2
422	и на	16	2
423	же и	4	2
424	то есть	31	2
425	и который	1	2
426	тех кто	2	2
427	также нечто	1	2
428	связан с	6	2
429	или иных	2	2
430	в применении	1	2
431	тому что	1	2
432	и дает	2	2
433	и совершенно	1	2
434	это уже	2	2
435	о чем	3	2
436	не как	1	2
437	а затем	2	2
438	поэтому в	2	2
439	одно из	3	2
440	в связи	7	2
441	и делает	1	2
442	его от	1	2
443	не на	2	2
444	поэтому и	4	2
445	все то	2	2
446	конечно и	3	2
447	в первом	1	2
448	есть лишь	1	2
449	следовательно в	1	2
450	на такой	2	2
451	существенно и	1	2
452	именно в	5	2
453	это выражение	2	2
454	тем самым	1	2
455	и они	5	2
456	в в	1	2
457	к его	1	2
458	быть понято	1	2
459	и так	5	2
460	в слове	2	2
461	это понимание	1	2
462	почти все	2	2
463	о котором	2	2
464	они как	1	2
465	в это	2	2
466	знает что	1	2
467	на их	4	2
468	говорили что	1	2
469	свое время	1	2
470	нет ничего	1	2
471	и того	1	2
472	то он	1	2
473	нас не	1	2
474	которые мы	1	2
475	видим что	2	2
476	прочим и	1	2
477	что мне	1	2
478	силы и	2	2
479	на основе	3	2
480	но эти	4	2
481	для нее	1	2
482	со всей	1	2
483	но они	4	2
484	смысл в	2	2
485	себе и	1	2
486	конечно не	4	2
487	ли вы	1	2
488	душу и	1	2
489	что здесь	2	2
490	переход от	2	2
491	между собой	1	2
492	тем же	2	2
493	том чтобы	1	2
494	быть в	2	2
495	же она	1	2
496	исходит из	1	2
497	здесь не	5	2
498	с его	6	2
499	он сам	1	2
500	к этому	6	2
501	всяком случае	2	2
502	у них	1	2
503	к этим	1	2
504	не имеющая	1	2
505	мы еще	8	2
506	образы и	1	2
507	точку зрения	1	2
508	указанием на	1	2
509	той же	9	2
510	и такой	2	2
511	в свое	1	2
512	ее и	1	2
513	но на	1	2
514	в более	4	2
515	него как	1	2
516	с но	1	2
517	по преимуществу	3	2
518	она и	1	2
519	основе своей	2	2
520	и свои	3	2
521	данном случае	3	2
522	но из	1	2
523	ее на	1	2
524	и ноги	3	2
525	первом случае	1	2
526	на три	1	2
527	о значении	1	2
528	уже в	4	2
529	обе эти	1	2
530	в состоянии	2	2
531	именно для	1	2
532	для всего	1	2
533	так в	4	2
534	этом отношении	4	2
535	он и	10	2
536	для нас	1	2
537	сознания и	1	2
538	слово в	3	2
539	не знаем	1	2
540	этом в	1	2
541	что между	1	2
542	них и	2	2
543	когда же	2	2
544	и человек	1	2
545	существует только	1	2
546	связи с	8	2
547	нечто совершенно	1	2
548	бы к	1	2
549	ли мы	1	2
550	а также	6	2
551	в виду	8	2
552	но эта	1	2
553	на нее	1	2
554	понимать как	1	2
555	но ведь	3	2
556	и прежде	4	2
557	живой и	2	2
558	следовательно и	2	2
559	на все	1	2
560	и со	2	2
561	один и	3	2
562	это было	2	2
563	раз в	4	2
564	раз и	2	2
565	было ни	3	2
566	но к	1	2
567	руки и	4	2
568	не был	4	2
569	вопрос об	1	2
570	что эти	1	2
571	нечто и	1	2
572	материя и	1	2
573	здесь как	1	2
574	и внутреннее	1	2
575	для его	1	2
576	но с	1	2
577	только к	1	2
578	в полной	1	2
579	жизнь и	2	2
580	он говорит	6	2
581	мы говорили	2	2
582	это для	1	2
583	сказали что	1	2
584	когда он	1	2
585	и этой	1	2
586	я бы	1	2
587	за ними	2	2
588	что эта	2	2
589	и та	1	2
590	как он	4	2
591	что образ	1	2
592	очень интересный	1	2
593	в начале	5	2
594	стороны и	2	2
595	действительности от	1	2
596	далеко не	3	2
597	лишь как	1	2
598	при всем	1	2
599	она была	3	2
600	истории и	1	2
601	одного из	3	2
602	это вовсе	2	2
603	сущности это	1	2
604	этом и	1	2
605	слова в	3	2
606	и выражения	2	2
607	в первой	3	2
608	и необходимо	2	2
609	как будто	2	2
610	есть все	1	2
611	суждения о	1	2
612	нуждается в	4	2
613	конце концов	3	2
614	есть система	1	2
615	гораздо более	1	2
616	не случайно	1	2
617	но для	1	2
618	мы сказали	2	2
619	в одну	1	2
620	что на	2	2
621	одной и	2	1
622	что было	3	1
623	государства и	1	1
624	получилось нечто	1	1
625	однако и	1	1
626	изображение его	1	1
627	в единую	1	1
628	это одна	1	1
629	для всех	1	1
630	до сих	6	1
631	этих вопросов	1	1
632	зрения на	1	1
633	от необходимости	1	1
634	мы встречаем	6	1
635	остается совершенно	1	1
636	они и	4	1
637	что почти	1	1
638	и очень	2	1
639	их из	1	1
640	на эти	1	1
641	что этим	1	1
642	не мы	1	1
643	них в	2	1
644	если в	1	1
645	к этой	3	1
646	видом и	1	1
647	которая в	1	1
648	в основном	7	1
649	с и	1	1
650	теперь что	1	1
651	превратились в	1	1
652	в языке	2	1
653	он берет	1	1
654	был бы	1	1
655	важно для	1	1
656	ровно ничего	1	1
657	в шутку	1	1
658	уж и	1	1
659	оно было	1	1
660	случае мы	1	1
661	и должно	1	1
662	теперь в	1	1
663	но также	1	1
664	характер как	1	1
665	даже в	4	1
666	них получилось	1	1
667	из всех	4	1
668	пребывает в	1	1
669	с искусством	1	1
670	этот материал	1	1
671	интересен и	1	1
672	связанное с	1	1
