N	3gram	Trubetskoy	Tragedij
1	то же время	2	5
2	в то же	2	5
3	так и в	1	3
4	в том что	3	2
5	но в то	1	2
6	между этими двумя	2	2
7	точно так же	3	2
8	в данном случае	1	2
9	о том что	4	2
10	но все же	4	2
11	в отличие от	1	2
12	но в конце	1	1
13	ничего подобного нет	1	1
14	в одном из	1	1
15	все это мы	1	1
16	а между тем	1	1
17	пустоту и потому	1	1
18	уместно вспомнить что	1	1
19	все эти черты	1	1
20	смысле этого слова	1	1
21	в конце концов	3	1
22	не вполне ясно	1	1
23	с тем и	2	1
24	и вместе с	4	1
25	то что он	2	1
26	не может быть	1	1
27	любви ко всему	1	1
28	что в таком	1	1
29	но при этом	1	1
30	же время он	1	1
31	по сравнению с	2	1
32	с самого начала	2	1
33	не только не	1	1
34	обстоит дело с	1	1
35	в связи с	3	1
36	и все же	1	1
37	может быть в	1	1
38	в самом деле	1	1
39	нет в нем	1	1
40	во всяком случае	6	1
41	тем не менее	3	1
42	несмотря на все	1	1
43	в мире при	1	1
44	так обстоит дело	1	1
45	и даже некоторые	1	1
46	одном из своих	1	1
47	это и есть	1	1
48	связан и с	1	1
49	после того как	1	1
50	и в этом	2	1
51	на все усилия	1	1
