N	2gram	Propp_Isto	Hudozhes
1	в качестве	4	31
2	в мире	1	24
3	и в	43	23
4	не только	28	20
5	состоит в	4	20
6	в том	13	20
7	при этом	4	19
8	может быть	22	19
9	в частности	6	18
10	и не	16	16
11	тогда как	6	15
12	но и	24	14
13	а не	13	13
14	но не	10	13
15	а в	13	13
16	в тексте	1	13
17	в себе	2	13
18	в этом	25	12
19	то же	11	12
20	такого рода	1	12
21	так и	6	12
22	и его	10	12
23	сводится к	1	11
24	представляет собой	6	11
25	как бы	5	11
26	точки зрения	3	11
27	в его	7	11
28	по отношению	2	10
29	но в	15	10
30	отношению к	2	10
31	своего рода	1	9
32	том что	12	9
33	с другой	10	9
34	не в	9	9
35	не может	8	9
36	особого рода	3	8
37	себя в	2	8
38	в области	1	8
39	в то	2	8
40	что в	29	7
41	в самом	1	7
42	только в	8	7
43	в своей	4	7
44	не столько	1	7
45	как это	5	7
46	по своей	1	7
47	отношение к	4	7
48	другой стороны	10	6
49	приводит к	1	6
50	уже не	11	6
51	можно сказать	3	6
52	с ее	2	6
53	художественного творчества	1	6
54	с его	1	6
55	мы имеем	24	6
56	в ее	1	6
57	а также	5	6
58	в нем	11	6
59	ни в	2	5
60	в виду	2	5
61	не на	2	5
62	что он	17	5
63	не менее	6	5
64	со стороны	3	5
65	как к	2	5
66	того что	8	5
67	прежде всего	3	5
68	с другими	1	5
69	а на	5	5
70	или иначе	1	5
71	между ними	1	5
72	героя и	1	5
73	то что	20	5
74	могут быть	9	5
75	на смену	7	4
76	так или	1	4
77	не следует	2	4
78	например в	3	4
79	из которого	3	4
80	еще не	15	4
81	в данном	7	4
82	входит в	1	4
83	в другом	11	4
84	говорить о	1	4
85	сказать что	5	4
86	к которому	6	4
87	в своем	2	4
88	к тому	9	4
89	и то	4	4
90	это не	10	4
91	его в	7	4
92	не знает	2	4
93	и как	6	4
94	в этих	18	4
95	так в	8	4
96	в себя	3	4
97	между тем	2	4
98	речи и	1	4
99	он не	11	4
100	и тем	2	4
101	и что	6	4
102	в форме	1	4
103	далеко не	3	4
104	со своей	2	4
105	и о	2	4
106	однако в	1	4
107	в силу	2	4
108	хотя и	4	4
109	и к	4	3
110	человеческой жизни	1	3
111	и на	7	3
112	в момент	1	3
113	с этой	3	3
114	даже в	4	3
115	была бы	1	3
116	говорит и	2	3
117	о чем	1	3
118	подобно тому	3	3
119	если бы	7	3
120	и сам	1	3
121	а именно	8	3
122	в жизни	3	3
123	как и	9	3
124	к его	1	3
125	их в	6	3
126	никто не	2	3
127	себя и	1	3
128	в иной	2	3
129	тем не	6	3
130	но их	1	3
131	виду не	1	3
132	в роли	1	3
133	к нему	12	3
134	потому что	8	3
135	одной стороны	2	3
136	в одном	9	3
137	имеем в	6	3
138	как правило	3	3
139	за пределами	1	3
140	это отношение	1	3
141	из этих	5	3
142	и для	3	3
143	в системе	1	3
144	он должен	3	3
145	таким образом	15	3
146	на языке	1	3
147	человека к	1	3
148	с одной	2	3
149	том числе	1	3
150	с точки	1	3
151	как раз	1	3
152	связи с	9	3
153	но он	8	3
154	в таком	1	3
155	как говорит	1	3
156	в связи	5	3
157	или даже	1	3
158	по своему	1	3
159	во всех	1	3
160	в русской	5	3
161	тому как	3	3
162	принадлежит к	4	3
163	в свою	5	3
164	в которой	1	3
165	не будет	1	3
166	говоря о	1	3
167	в пределах	5	3
168	человека с	2	3
169	слова в	1	3
170	в узком	1	3
171	и прежде	1	3
172	не случайно	2	3
173	в целом	4	3
174	и ее	3	3
175	ведет к	2	2
176	и другие	6	2
177	образом и	2	2
178	один из	7	2
179	с ним	1	2
180	жить и	1	2
181	из которых	1	2
182	не как	1	2
183	а затем	6	2
184	одно из	2	2
185	не признает	1	2
186	по себе	3	2
187	в них	6	2
188	этой точки	1	2
189	самом деле	1	2
190	героя как	1	2
191	заключается в	1	2
192	все эти	8	2
193	к более	2	2
194	именно в	1	2
195	воображаемого мира	1	2
196	в порядке	1	2
197	с ними	5	2
198	как в	6	2
199	дома и	4	2
200	роль в	2	2
201	бы не	1	2
202	отличается от	1	2
203	всей своей	1	2
204	которая не	1	2
205	в каком	1	2
206	к другому	1	2
207	своей жизни	1	2
208	о том	4	2
209	мы легко	1	2
210	могут оказаться	1	2
211	не входит	1	2
212	при всей	1	2
213	свою очередь	1	2
214	это и	4	2
215	не могли	1	2
216	между собой	2	2
217	совпадает с	1	2
218	на основе	1	2
219	времени в	1	2
220	не всегда	7	2
221	могло быть	3	2
222	между двумя	6	2
223	воздействия на	1	2
224	не могло	1	2
225	вступает в	4	2
226	говорит что	4	2
227	и это	5	2
228	превращается в	10	2
229	не вполне	7	2
230	так же	16	2
231	еще один	1	2
232	и наоборот	2	2
233	в глаза	2	2
234	об этом	8	2
235	должен быть	1	2
236	в сказании	1	2
237	видим в	3	2
238	имеем дело	1	2
239	может оказаться	1	2
240	который в	1	2
