N	4gram	Voloshinov	Psycholo
1	одной и той же	2	12
2	с этой точки зрения	1	10
3	одно и то же	3	7
4	в том что он	3	7
5	до тех пор пока	2	6
6	не что иное как	1	6
7	один и тот же	3	5
8	сводится к тому что	1	5
9	так же как и	2	5
10	одним и тем же	2	4
11	все более и более	2	4
12	одного и того же	9	4
13	в собственном смысле слова	2	4
14	то же самое что	1	4
15	вступить в противоречие с	1	4
16	точном смысле этого слова	4	4
17	одна и та же	1	4
18	в самом деле если	2	4
19	никогда не может быть	1	3
20	и в том что	1	3
21	в то же время	7	3
22	несмотря на то что	1	3
23	друг с другом и	1	3
24	одни и те же	5	3
25	дело в том что	1	3
26	так же обстоит дело	1	2
27	может быть сведена к	1	2
28	в точном смысле этого	4	2
29	в одной и той	1	2
30	с другой стороны и	1	2
31	не может быть сведена	1	2
32	до сих пор не	1	2
33	и в свою очередь	1	2
34	с одной стороны и	1	2
35	и не может быть	5	2
36	его с точки зрения	1	2
37	же обстоит дело и	1	2
38	не может быть объяснено	1	2
39	самом деле если мы	1	2
40	смысле этого слова и	1	2
41	бы то ни было	11	2
42	приводит к тому что	1	2
43	или во всяком случае	1	2
44	и с точки зрения	1	1
45	это было так то	1	1
46	именно в том что	1	1
47	с точки зрения тех	2	1
48	с нашей точки зрения	1	1
49	что же касается до	1	1
50	в широком смысле слова	1	1
51	уже с самого начала	2	1
52	дела в самом деле	1	1
53	в жизни и в	1	1
54	для того чтобы понять	2	1
55	не может быть признано	1	1
56	в самом деле какой	1	1
57	в коем случае не	1	1
58	так же нелепо как	1	1
59	в своем чистом виде	1	1
60	в тесной связи с	2	1
61	как и все остальные	1	1
62	может быть отделен от	1	1
63	как это делают некоторые	1	1
64	ни в какой степени	1	1
65	той степени в какой	1	1
66	и в первом случае	1	1
67	в самом деле даже	1	1
68	ни в коем случае	2	1
69	о которых мы упоминали	1	1
70	в связи с этим	3	1
71	в том что это	1	1
72	если бы это было	1	1
73	и там и здесь	1	1
74	но они не могут	1	1
75	и более или менее	1	1
76	из поколения в поколение	1	1
77	не имеют никакого отношения	1	1
78	в этом отношении и	1	1
79	в той степени в	1	1
80	в какой степени не	1	1
81	не имеют ничего общего	1	1
82	с одной стороны оно	1	1
83	строй и порядок в	1	1
84	какого бы то ни	2	1
85	мы на самом деле	1	1
86	но для того чтобы	1	1
87	вызывают к жизни и	1	1
88	следует ли отсюда что	2	1
89	к тому что все	1	1
90	обстоит дело и в	1	1
91	то с другой стороны	1	1
92	и то же слово	2	1
93	в таком случае это	2	1
94	если мы скажем что	1	1
95	имеют никакого отношения к	1	1
96	в конце концов к	1	1
97	ни к чему не	1	1
98	и тот и другой	1	1
99	к тому или иному	1	1
100	с точки зрения своего	2	1
101	можно прямо сказать что	1	1
102	в том числе и	3	1
103	можно сказать что большинство	1	1
104	в зависимости от той	1	1
105	во всяком случае все	1	1
106	мы уже говорили что	1	1
107	и не было бы	1	1
108	в сущности ничего не	1	1
109	имеют ничего общего с	1	1
110	это и есть та	1	1
111	если же мы возьмем	1	1
112	при этом она приобретает	1	1
113	не могут быть сведены	1	1
114	одну и ту же	1	1
115	могут быть сведены к	1	1
116	какой бы то ни	3	1
117	с объективной точки зрения	3	1
