N	2gram	Vinokur_Vv	Stilisti
1	и в	35	42
2	как бы	7	30
3	не только	26	28
4	и т.п	1	25
5	прежде всего	10	22
6	и т.д	5	21
7	хотя бы	6	18
8	то же	11	16
9	но и	7	16
10	социального общения	1	14
11	и не	13	14
12	может быть	30	13
13	не может	19	13
14	как и	7	12
15	что мы	2	11
16	мы уже	2	11
17	точки зрения	12	11
18	в этом	35	10
19	в себе	4	10
20	и как	9	10
21	общественной жизни	1	10
22	мы должны	2	10
23	как мы	11	10
24	мы не	2	9
25	при этом	3	9
26	все же	9	9
27	язык и	3	9
28	то что	19	9
29	для того	23	9
30	в то	6	9
31	таким образом	21	8
32	так как	15	8
33	с тем	6	8
34	и это	6	8
35	в ней	3	8
36	что же	3	8
37	ничего не	2	8
38	и на	3	7
39	так и	2	7
40	мы можем	2	7
41	только в	16	7
42	в которой	1	7
43	зависимости от	3	7
44	и его	6	7
45	потому что	18	7
46	того чтобы	22	7
47	другими словами	1	7
48	и тем	5	7
49	же время	6	7
50	было бы	7	7
51	и той	3	7
52	той же	4	7
53	и от	1	7
54	в зависимости	3	7
55	а не	5	7
56	никогда не	3	7
57	во всех	2	6
58	в его	12	6
59	не в	10	6
60	в нем	13	6
61	в конце	3	6
62	но ведь	4	6
63	и так	2	6
64	на его	1	6
65	бы в	2	6
66	в свою	2	6
67	с помощью	2	6
68	одно и	2	6
69	в форме	2	6
70	или как	3	6
71	когда мы	2	6
72	в этой	3	6
73	точку зрения	1	6
74	слова в	1	6
75	или иной	3	6
76	язык в	3	6
77	в области	4	6
78	в той	10	5
79	в самом	13	5
80	уже в	5	5
81	с точки	4	5
82	все время	2	5
83	самом деле	7	5
84	но все	4	5
85	и с	2	5
86	но в	10	5
87	тому что	2	5
88	вместе с	6	5
89	того или	1	5
90	а с	2	5
91	слова и	1	5
92	как это	5	5
93	и является	1	5
94	а в	6	5
95	же самое	3	5
96	и то	7	5
97	же мы	1	5
98	т.д и	1	5
99	или иного	1	5
100	независимо от	5	5
101	мы видели	3	5
102	одной и	2	4
103	всего в	1	4
104	были бы	1	4
105	и к	3	4
106	мы видим	1	4
107	один из	6	4
108	общения в	1	4
109	того времени	1	4
110	что это	3	4
111	что такое	12	4
112	все это	6	4
113	в качестве	8	4
114	или иную	1	4
115	в одном	4	4
116	его в	6	4
117	слова как	2	4
118	если бы	3	4
119	и все	1	4
120	с самого	1	4
121	в слове	3	4
122	так сказать	1	4
123	к своему	2	4
124	у нас	2	4
125	да и	4	4
126	как только	2	4
127	уже не	6	4
128	к тому	4	4
129	о том	16	4
130	и без	2	4
131	вопроса о	1	4
132	той или	3	4
133	самого начала	1	4
134	в каждом	4	4
135	можно сказать	4	4
136	если мы	1	4
137	языка и	15	4
138	не существует	2	4
139	так называемой	3	4
140	ту или	1	4
141	так называемые	2	4
142	общения и	1	4
143	заключает в	1	4
144	не что	5	4
145	можно было	8	4
146	свою очередь	2	4
147	или иное	1	4
148	так же	3	4
149	лишь в	1	4
150	в целом	5	4
151	не забудем	1	4
152	себя в	2	4
153	мы называем	2	4
154	слово не	1	4
155	что именно	2	4
156	тех или	3	4
157	само собой	2	4
158	не просто	5	4
159	то или	1	4
160	того что	12	4
161	не к	2	4
162	что было	1	3
163	представить себе	7	3
164	этом случае	6	3
165	ответ на	4	3
166	что оно	2	3
167	короче говоря	1	3
168	и здесь	3	3
169	та же	1	3
170	что у	1	3
171	зрения на	1	3
172	что эти	1	3
173	совершенно не	1	3
174	если он	1	3
175	для нас	1	3
176	и вот	3	3
177	иметь дело	2	3
178	в том	38	3
179	или иных	3	3
180	отношения к	1	3
181	несмотря на	2	3
182	для него	1	3
183	хотя и	5	3
184	в разных	7	3
185	в ее	11	3
186	из которых	3	3
187	то мы	1	3
188	на самом	1	3
189	и уже	3	3
190	что и	5	3
191	в виду	5	3
192	общий смысл	1	3
193	долгое время	1	3
194	между ними	3	3
195	но что	3	3
196	и развития	2	3
197	связи с	3	3
198	и даже	6	3
199	нам в	1	3
200	слова но	1	3
201	содержание и	1	3
202	но для	1	3
203	вряд ли	3	3
204	все эти	3	3
205	как в	3	3
206	по своему	5	3
207	должно было	1	3
208	том что	30	3
209	вследствие этого	1	3
210	об этом	6	3
211	конце концов	2	3
212	слова о	1	3
213	еще не	4	3
214	до того	2	3
215	его и	1	3
216	нуждается в	3	3
217	выражение в	2	3
218	а к	1	3
219	в котором	4	3
220	и социального	1	3
221	ведь в	1	3
222	в какой-нибудь	1	3
223	свое выражение	3	3
224	если не	1	3
225	связь и	1	3
226	как предмет	1	3
227	между тем	10	3
228	языком и	1	3
229	во второй	3	3
230	в частности	3	3
231	только на	3	3
232	не с	3	3
233	в тех	2	3
234	связь между	5	3
235	о своем	1	3
236	в начале	3	3
237	от того	3	3
238	заметить что	1	3
239	нет и	1	3
240	не будет	1	3
241	сказать что	6	3
242	главным образом	1	3
243	жизни и	2	3
244	чаще всего	2	3
245	этого слова	2	3
246	и эта	1	3
247	у них	2	3
248	не мог	2	3
249	и для	4	3
250	это не	8	3
251	из них	4	3
252	деятельности и	2	3
253	он должен	1	3
254	только одна	1	2
255	и всего	2	2
256	был и	1	2
257	культурного развития	3	2
258	находятся в	2	2
259	нашего исследования	1	2
260	очевидно что	1	2
261	точном смысле	1	2
262	уяснить себе	1	2
263	явление действительности	1	2
264	тот смысл	1	2
265	что иное	5	2
266	как с	1	2
267	человеческой истории	1	2
268	должно быть	2	2
269	увидим что	2	2
270	зависит от	3	2
271	в языке	2	2
272	и при	2	2
273	и потому	2	2
274	каждый из	2	2
275	мы имеем	4	2
276	еще более	1	2
277	ни к	2	2
278	этом отношении	4	2
279	с ним	1	2
280	кроме того	1	2
281	о чем	4	2
282	одном и	1	2
283	приходится иметь	1	2
284	но как	2	2
285	для них	2	2
286	в отношении	3	2
287	с другими	1	2
288	иными словами	1	2
289	смысле этого	9	2
290	как нечто	8	2
291	но это	2	2
292	слова не	1	2
293	в их	12	2
294	о них	2	2
295	в своих	2	2
296	не было	2	2
297	слове в	1	2
298	на этот	6	2
299	материал для	3	2
300	все то	1	2
301	или в	1	2
302	том же	2	2
303	совсем иным	1	2
304	из двух	4	2
305	с ней	2	2
306	всех его	1	2
307	от нашего	1	2
308	жизни своей	1	2
309	но не	9	2
310	тем что	6	2
311	из всего	1	2
312	слово в	1	2
313	это выражение	1	2
314	я и	1	2
315	говорить в	1	2
316	в жизни	1	2
317	в связи	2	2
318	ясно что	11	2
319	существует и	1	2
320	как не	1	2
321	что он	5	2
322	помнить что	1	2
323	быть понято	1	2
324	или даже	1	2
325	не есть	5	2
326	в своей	4	2
327	на эту	1	2
328	в этих	3	2
329	сделать его	1	2
330	и сам	3	2
331	слишком мало	1	2
332	себе и	2	2
333	в каком	3	2
334	не нужно	2	2
335	тому же	1	2
336	как обычно	1	2
337	должен быть	4	2
338	сих пор	7	2
339	и вообще	3	2
340	связано с	1	2
341	в дальнейшем	2	2
342	с этим	3	2
343	не говоря	2	2
344	форме и	1	2
345	нуждаются в	1	2
346	к этому	3	2
347	еще и	4	2
348	достаточно для	1	2
349	человека в	1	2
350	ответить на	1	2
351	бы и	3	2
352	находит свое	1	2
353	между собой	1	2
354	вопрос о	10	2
355	себе это	1	2
356	как одно	1	2
357	языка в	5	2
358	даже и	4	2
359	в значительной	3	2
360	из этих	9	2
361	не должен	1	2
362	также и	20	2
363	представляет собой	14	2
364	в какой	6	2
365	не всегда	1	2
366	и тогда	3	2
367	значение и	2	2
368	этот процесс	4	2
369	должна была	2	2
370	только тогда	1	2
371	в так	1	2
372	между двумя	1	2
373	нужно было	1	2
374	от которых	2	2
375	для этого	3	2
376	для всякого	1	2
377	ее с	1	2
378	по отношению	4	2
379	как уже	5	2
380	времени и	4	2
381	значительной степени	1	2
382	или группы	2	2
383	о языке	6	2
384	и те	2	2
385	этот вопрос	7	2
386	не должно	1	2
387	человека и	1	2
388	должны были	1	2
389	материалом и	2	2
390	как например	6	2
391	отношение к	3	2
392	литературное произведение	3	2
393	вовсе не	6	2
394	одной из	4	2
395	различие в	1	2
396	тот же	1	2
397	до конца	3	2
398	к которому	1	2
399	на отдельные	1	2
400	деятельности человека	1	2
401	в первой	1	2
402	место в	1	2
403	есть не	5	2
404	в точном	1	2
405	отношению к	4	2
406	природы и	2	2
407	в реальной	1	2
408	здесь не	3	2
409	однако в	3	2
410	в которых	6	2
411	ведь и	1	2
412	только потому	1	2
413	в какой-то	1	2
414	иное как	6	2
415	гораздо более	3	2
416	и том	1	2
417	к нему	3	2
418	в особенности	4	1
419	всего того	3	1
420	что в	13	1
421	которого он	1	1
422	ближе к	2	1
423	то в	1	1
424	как к	1	1
425	не мешает	1	1
426	и историк	2	1
427	с полной	2	1
428	дает нам	1	1
429	и другие	2	1
430	утверждать что	1	1
431	связи и	1	1
432	и будет	1	1
433	собственном смысле	3	1
434	все что	1	1
435	взгляд на	1	1
436	на каком-нибудь	2	1
437	котором они	1	1
438	до сих	7	1
439	на языке	2	1
440	еще раз	2	1
441	которой оно	1	1
442	можно говорить	3	1
443	определить что	1	1
444	человека к	1	1
445	время служит	1	1
446	в прямом	4	1
447	нами не	2	1
448	говоря уже	2	1
449	на протяжении	2	1
450	себя всю	1	1
451	том насколько	1	1
452	человеческий язык	1	1
453	них в	1	1
454	здесь нет	4	1
455	на вопрос	6	1
456	внешним образом	1	1
457	также что	1	1
458	роль и	1	1
459	исторической жизни	1	1
460	того как	3	1
461	время и	1	1
462	писателя не	1	1
463	даже к	1	1
464	однако чрезмерная	1	1
465	которые он	1	1
466	красками и	1	1
467	от действительности	2	1
468	до него	1	1
469	которых мы	1	1
470	но еще	1	1
471	тогда когда	4	1
472	в определенное	1	1
473	обе эти	3	1
474	дело с	9	1
475	человеческого общения	1	1
476	творческой фантазии	1	1
477	ли быть	2	1
478	материала и	1	1
479	к действительности	2	1
480	на те	1	1
481	которых он	1	1
482	но от	1	1
483	с ростом	1	1
484	формы в	1	1
485	вещи и	1	1
486	уже знаем	2	1
487	теми или	1	1
488	бы на	1	1
489	на одно	1	1
490	в каком-нибудь	1	1
491	опираться на	1	1
492	или иными	1	1
493	них были	1	1
494	который можно	1	1
495	это уже	2	1
496	послужит нам	1	1
497	ее можно	1	1
498	чтобы этот	1	1
499	никак не	1	1
500	как раз	4	1
501	что так	1	1
502	тем не	9	1
503	в литературе	1	1
504	нашего времени	2	1
505	и художественно	1	1
506	до наших	2	1
507	не как	3	1
508	ее в	1	1
509	а затем	2	1
510	язык как	5	1
511	о которой	2	1
512	и всегда	1	1
513	что собственно	3	1
514	ее становления	1	1
515	в гораздо	1	1
516	в работах	2	1
517	остановиться на	1	1
518	с каждым	1	1
519	одно из	5	1
520	чем больше	2	1
521	посредством которых	2	1
522	оно осуществляется	1	1
523	в результате	4	1
524	с исторической	1	1
525	опыт с	1	1
526	здесь таким	1	1
527	другой стороны	5	1
528	между языком	2	1
529	представлять себе	1	1
530	превратиться в	1	1
531	слова а	1	1
532	остается ничего	1	1
533	нет никакого	1	1
534	и эти	1	1
535	по мере	4	1
536	себе не	1	1
537	с различной	1	1
538	у него	1	1
539	в следующем	2	1
540	не могут	6	1
541	все равно	2	1
542	он почувствовал	1	1
543	в более	4	1
544	в виде	4	1
545	к самой	2	1
546	однако не	4	1
547	непосредственно в	1	1
548	должен был	4	1
549	говорит он	2	1
550	в конечном	3	1
551	в г	5	1
552	всего сказанного	1	1
553	похож на	1	1
554	за ним	1	1
555	в таких	2	1
556	та область	1	1
557	как они	1	1
558	развитие языка	1	1
559	как же	1	1
560	бы только	1	1
561	этого процесса	1	1
562	в сущности	3	1
563	более или	1	1
564	т.д в	2	1
565	или не	1	1
566	с изучением	2	1
567	в интересах	4	1
568	чем ближе	1	1
569	в собственном	3	1
570	как видно	1	1
571	относится и	1	1
572	других отношений	1	1
573	чтобы эти	1	1
574	человеческой культуры	3	1
575	от своего	1	1
576	разрыва между	1	1
577	наших дней	2	1
578	что его	1	1
579	из сторон	1	1
580	каким образом	2	1
581	будто бы	2	1
582	крайней мере	4	1
583	одним из	5	1
584	теперь мы	1	1
585	более широкого	1	1
586	движение в	1	1
587	мало для	1	1
588	это еще	2	1
589	естественно не	1	1
590	сам собой	1	1
591	же как	3	1
592	по существу	2	1
593	с теми	2	1
594	образом мы	1	1
595	было объяснить	1	1
596	которое с	1	1
597	исключительных случаях	1	1
598	его исследования	1	1
599	именно в	8	1
600	история и	3	1
601	действительности к	2	1
602	в таком	1	1
603	вообще не	3	1
604	иначе как	1	1
605	или иная	1	1
606	теснейшим образом	1	1
607	например в	2	1
608	так много	1	1
609	понимать как	1	1
610	в числе	1	1
611	места и	1	1
612	с их	5	1
613	не остается	1	1
614	одна сторона	1	1
615	в наиболее	2	1
