N	2gram	Vygotskiy_	Mirosoze
1	и в	65	97
2	может быть	33	64
3	не только	16	63
4	в этом	37	55
5	но и	6	54
6	он не	11	53
7	а не	11	53
8	в нем	8	49
9	не может	17	49
10	у него	6	47
11	и не	20	39
12	никогда не	9	38
13	в ней	23	37
14	потому что	26	37
15	не было	4	36
16	не в	12	34
17	и есть	3	33
18	для него	4	31
19	не есть	1	30
20	но он	5	30
21	человеческой природы	1	30
22	как и	12	29
23	прежде всего	2	29
24	и он	5	27
25	в мире	3	27
26	но в	5	27
27	о человеке	2	26
28	человека и	1	26
29	в своей	6	25
30	он был	3	25
31	и это	13	25
32	и все	14	24
33	у нас	4	24
34	в своем	8	23
35	что в	36	23
36	что он	23	22
37	в самом	41	21
38	в себе	9	20
39	отношение к	2	20
40	как бы	29	19
41	до конца	5	19
42	в его	11	18
43	того что	9	17
44	и потому	1	17
45	том что	28	16
46	в том	46	16
47	то что	61	16
48	было бы	22	16
49	и его	8	16
50	в котором	7	15
51	не был	1	15
52	в этой	20	15
53	в конце	5	14
54	она не	10	14
55	нет ничего	1	14
56	те которые	1	14
57	так как	13	14
58	в глубине	1	14
59	та же	6	13
60	и на	7	13
61	друг друга	1	13
62	и вот	6	13
63	в русском	1	13
64	в них	4	12
65	к нему	2	12
66	и у	1	12
67	но не	3	12
68	в любви	1	12
69	это не	7	12
70	все это	12	12
71	и к	5	11
72	с тем	14	11
73	уже не	2	11
74	хотя бы	3	11
75	в которой	8	11
76	в русской	4	11
77	был бы	4	11
78	только в	9	11
79	как в	8	11
80	и там	2	11
81	но это	6	11
82	и для	4	11
83	менее всего	1	11
84	жизни и	6	11
85	то же	17	10
86	так же	12	10
87	о боге	1	10
88	всю жизнь	1	10
89	один из	7	10
90	должна быть	5	10
91	не могут	2	10
92	не имеет	8	10
93	это и	4	10
94	связана с	1	10
95	в самой	9	10
96	есть не	2	10
97	все что	2	9
98	из самых	1	9
99	к тому	18	9
100	он весь	2	9
101	не мог	4	9
102	должно быть	1	9
103	что и	7	9
104	человек и	2	9
105	я не	9	9
106	не будет	2	9
107	доходит до	1	9
108	то есть	30	9
109	с ним	6	9
110	вместе с	10	9
111	в свою	6	9
112	и во	3	9
113	бы и	2	9
114	есть уже	1	9
115	есть и	1	9
116	а в	9	9
117	от него	2	8
118	в этих	3	8
119	и с	4	8
120	тем что	7	8
121	о том	17	8
122	себя в	1	8
123	в дневнике	3	8
124	что не	5	8
125	человеке и	2	8
126	за пределы	1	8
127	жизнь в	1	8
128	не так	4	8
129	в отношении	1	8
130	того чтобы	21	8
131	отношении к	1	8
132	нет и	1	8
133	с его	2	8
134	ничего не	4	8
135	они не	2	8
136	уже в	1	8
137	для того	18	8
138	во всем	2	7
139	что человек	1	7
140	раскрывается в	1	7
141	если он	5	7
142	нем есть	1	7
143	что все	10	7
144	точки зрения	19	7
145	все в	1	7
146	те же	2	7
147	что она	34	7
148	на этом	6	7
149	в жизни	6	7
150	отношения к	3	7
151	жизни в	1	7
152	себя и	1	7
153	более чем	2	7
154	он в	3	7
155	мог бы	1	7
156	но если	6	7
157	высшей степени	1	7
158	в высшей	1	7
159	должен быть	4	7
160	не могу	3	7
161	также и	1	7
162	как он	2	7
163	все еще	1	7
164	же и	1	6
165	самого себя	1	6
166	с этой	5	6
167	не как	1	6
168	к концу	4	6
169	было в	1	6
170	увидим что	11	6
171	на пути	1	6
172	и те	2	6
173	всего в	1	6
174	что у	7	6
175	там и	1	6
176	его в	5	6
177	к чему	6	6
178	и она	4	6
179	у них	2	6
180	совсем не	3	6
181	можно было	7	6
182	чтобы не	2	6
183	и от	1	6
184	и здесь	9	6
185	что это	19	6
186	или к	1	6
187	это есть	3	6
188	если бы	22	6
189	в которых	9	6
190	бы не	5	6
191	к людям	1	6
192	весь в	1	6
193	в ее	9	6
194	к гибели	1	6
195	того как	4	6
196	должен был	4	6
197	и более	4	6
198	на все	2	6
199	нет у	1	6
200	тех которые	1	6
201	жизнь и	2	6
202	быть и	1	6
203	к ней	3	6
204	на то	25	6
205	не к	5	6
206	еще не	3	5
207	бы в	3	5
208	которые не	2	5
209	он хочет	3	5
210	мысли и	2	5
211	одно из	4	5
212	и как	10	5
213	отличается от	2	5
214	с этим	11	5
215	во всяком	6	5
216	для этого	9	5
217	мы увидим	14	5
218	говорит что	17	5
219	до того	1	5
220	перед ним	1	5
221	сказать что	14	5
222	к которому	3	5
223	все время	36	5
224	момент в	1	5
225	по преимуществу	2	5
226	и вместе	3	5
227	от этого	4	5
228	сих пор	6	5
229	до самой	1	5
230	человек который	2	5
231	был в	1	5
232	в то	5	5
233	для чего	2	5
234	означает что	1	5
235	когда он	8	5
236	до сих	7	5
237	и этот	6	5
238	оно не	1	5
239	и мы	19	5
240	да и	1	5
241	хотел бы	2	5
242	тот кто	1	5
243	его и	1	5
244	он же	1	5
245	в основе	5	5
246	и если	13	5
247	той же	6	5
248	тот же	5	5
249	в более	1	5
250	которых он	1	5
251	так и	3	5
252	и тут	2	5
253	как у	2	5
254	в их	3	5
255	и я	3	5
256	думать что	3	5
257	к новому	1	5
258	как будто	13	5
259	в той	8	4
260	тему о	2	4
261	в момент	1	4
262	к этой	3	4
263	еще более	2	4
264	на деле	4	4
265	нас в	1	4
266	не хочет	1	4
267	в своих	6	4
268	и даже	4	4
269	в такой	5	4
270	было не	1	4
271	не что	1	4
272	себе в	1	4
273	его собственной	1	4
274	него не	1	4
275	что они	9	4
276	ее и	1	4
277	мы видим	15	4
278	что иное	1	4
279	к себе	2	4
280	теряет свою	1	4
281	не от	2	4
282	это очень	1	4
283	лежит в	4	4
284	не была	1	4
