N	3gram	Propp_Isto	slovoVRo
1	не может быть	4	19
2	с точки зрения	1	15
3	в узком смысле	1	14
4	в большинстве случаев	2	11
5	с одной стороны	2	11
6	и т д	30	10
7	в этом случае	8	9
8	в зависимости от	1	8
9	во всяком случае	2	8
10	но все же	5	6
11	с другой стороны	10	6
12	в том что	8	5
13	по отношению к	2	5
14	не только в	3	5
15	может быть и	1	5
16	друг с другом	2	4
17	до сих пор	7	4
18	и не может	1	4
19	в свою очередь	1	4
20	можно сказать что	2	4
21	в данном случае	6	3
22	как если бы	1	3
23	в связи с	5	3
24	к тому что	1	3
25	но и здесь	1	3
26	как и в	2	3
27	как мы видели	7	3
28	в другом случае	3	3
29	в средние века	2	2
30	уже не в	1	2
31	и в другом	1	2
32	здесь не только	1	2
33	с этой точки	1	2
34	тем не менее	6	2
35	исключают друг друга	1	2
36	не исключают друг	1	2
37	не только на	1	2
38	не только не	2	2
39	но в этом	1	2
40	и в том	1	2
41	сих пор не	1	2
42	хотя и не	1	2
43	но прежде всего	1	2
44	иметь в виду	1	2
45	между человеком и	2	2
46	но и в	2	2
47	можно утверждать что	2	2
48	о том что	3	2
49	этой точки зрения	1	2
50	в то время	2	2
51	на ту же	1	2
52	мы не можем	1	2
53	языка не может	1	2
54	можно было бы	2	2
55	и к нему	1	2
56	во всех этих	1	2
57	с самого начала	1	2
58	же как и	3	2
59	в других случаях	2	2
60	тем что он	1	2
61	одновременно и в	1	2
62	мы уже говорили	1	2
63	и не только	1	2
64	то время как	2	2
65	мы видели что	6	1
66	время от времени	1	1
67	между героем и	2	1
68	что он не	1	1
69	и столь же	1	1
70	чем перейти к	2	1
71	но и по	1	1
72	и даже не	1	1
73	мы видим что	6	1
74	дело не только	1	1
75	на задний план	1	1
76	даже в самых	1	1
77	здесь перед нами	1	1
78	свою связь с	2	1
79	у нас в	1	1
80	и они в	1	1
81	дело не в	1	1
82	обстоит дело с	1	1
83	совершается не в	1	1
84	в том числе	1	1
85	все же он	1	1
86	она не может	1	1
87	они не только	1	1
88	в них и	1	1
89	и от него	1	1
90	однако не в	1	1
91	так или иначе	1	1
92	не с одним	1	1
93	сами по себе	1	1
94	друг друга в	1	1
95	но она может	1	1
96	которое может стать	1	1
97	и действует в	1	1
98	другой стороны и	3	1
99	именно так как	1	1
100	но они не	1	1
101	и прежде всего	1	1
102	и наконец даже	1	1
103	каждое из них	1	1
104	том что в	2	1
105	не только самый	1	1
106	и как мы	1	1
107	а не с	1	1
108	те моменты которые	1	1
109	самом же деле	1	1
110	и в самых	1	1
111	на самом же	1	1
112	и в его	1	1
113	с ними в	1	1
114	и в различных	1	1
115	параллельно с этим	1	1
116	только в одном	2	1
117	не только по	1	1
118	связи с изучением	3	1
119	в этих случаях	13	1
120	и вступает в	1	1
121	в одном из	2	1
122	друг друга и	1	1
123	при этом превращается	1	1
124	и могут быть	1	1
125	прежде всего он	1	1
126	там где уже	1	1
127	равно как и	1	1
128	на своем пути	1	1
129	на то что	4	1
130	за пределами своего	1	1
131	и может быть	1	1
132	каждый из этих	1	1
133	заключается в том	1	1
134	в чем же	1	1
135	можем здесь входить	1	1
136	с одним из	2	1
137	этих случаях обычно	1	1
138	мы увидим что	2	1
139	несколько иначе обстоит	1	1
140	в виду не	1	1
141	не можем здесь	1	1
142	но и не	1	1
143	одной из них	1	1
144	связи с этим	1	1
145	хотя и в	1	1
146	в нем происходит	1	1
147	при известных условиях	1	1
148	к людям и	1	1
149	подобно тому как	3	1
150	одной и той	2	1
151	вообще не знает	1	1
152	и ничего не	1	1
153	так же как	7	1
154	он действительно был	1	1
155	мы имеем в	4	1
156	всех этих случаях	1	1
157	в соединении с	1	1
158	мы ничего не	1	1
159	иначе обстоит дело	1	1
160	его к своей	1	1
161	и не смеется	1	1
162	героя или в	1	1
163	весь тот комплекс	1	1
164	этом случае в	1	1
165	в таких случаях	2	1
166	утверждать что в	1	1
167	одна из сторон	1	1
168	исходя из этого	1	1
169	также и в	1	1
170	не только как	1	1
171	и той же	2	1
172	здесь входить в	1	1
173	могут быть привлечены	1	1
174	ни с каким	1	1
