N	4gram	Tiupa_Anal	FransuaR
1	в то же время	7	55
2	дело в том что	3	13
3	в той или иной	2	10
4	одной и той же	2	4
5	один и тот же	1	4
6	то же время в	2	4
7	мы уже говорили о	1	3
8	одного и того же	4	3
9	не что иное как	1	3
10	есть не что иное	1	3
11	и в данном случае	1	2
12	заключается в том что	1	2
13	мы видим что в	1	2
14	но дело в том	1	2
15	включает в себя момент	2	2
16	то же время они	1	2
17	и в том что	1	2
18	в этом отношении он	1	2
19	но дело здесь не	1	2
20	в том или ином	1	2
21	но это все же	1	1
22	ее необходимый момент как	1	1
23	для более широкого и	1	1
24	за пределы кажущейся ложной	1	1
25	по отношению к миру	1	1
26	в течение двадцати лет	1	1
27	это по преимуществу ночной	1	1
28	во всяком случае не	1	1
29	постоянного обновления и омоложения	1	1
30	связь с породившим ее	1	1
31	в тех случаях когда	1	1
32	арлекин или защита гротескно-комического	1	1
33	под этим углом зрения	1	1
34	вольный фамильярный контакт между	1	1
35	же время в рамках	1	1
36	он так и не	1	1
37	как ее необходимый момент	1	1
38	входит в целое жизни	1	1
39	бы карнавал переживаемый в	1	1
40	единственности непререкаемости и незыблемости	1	1
41	контакт между всеми людьми	1	1
42	жизни как ее необходимый	1	1
43	условие ее постоянного обновления	1	1
44	момент как условие ее	1	1
45	той или иной мере	1	1
46	ложной единственности непререкаемости и	1	1
47	с одной стороны с	1	1
48	переживаемый в одиночку с	1	1
49	был в значительной степени	1	1
50	и незыблемости существующего мира	1	1
51	миропорядка другого строя жизни	1	1
52	состоит в том что	1	1
53	смерть здесь входит в	1	1
54	в целое жизни как	1	1
55	как бы карнавал переживаемый	1	1
56	непререкаемости и незыблемости существующего	1	1
57	на хуторе близ диканьки	1	1
58	нашли свое отражение в	1	1
59	ее постоянного обновления и	1	1
60	что в отличие от	1	1
61	в одиночку с острым	1	1
62	пределы кажущейся ложной единственности	1	1
63	он не видит что	1	1
64	карнавал переживаемый в одиночку	1	1
65	как бы в точке	1	1
66	необходимый момент как условие	1	1
67	в известном смысле и	1	1
68	выводит за пределы кажущейся	1	1
69	породившим ее карнавальным лоном	1	1
70	в том что он	2	1
71	другого миропорядка другого строя	1	1
72	фамильярный контакт между всеми	1	1
73	включающее в себя и	1	1
74	с породившим ее карнавальным	1	1
75	что в конце концов	1	1
76	в одной из своих	2	1
77	к тому же в	2	1
78	целое жизни как ее	1	1
79	в каждом из этих	1	1
80	здесь входит в целое	1	1
81	который в свою очередь	2	1
82	кажущейся ложной единственности непререкаемости	1	1
83	не в том что	1	1
84	каждом из этих трех	1	1
85	как условие ее постоянного	1	1
