N	2gram	Losev_Prob	PoTuStor
1	может быть	39	17
2	и в	62	16
3	таким образом	13	9
4	в этом	25	9
5	прежде всего	13	9
6	мы можем	11	9
7	и только	10	9
8	совершенно не	7	8
9	точки зрения	14	8
10	и с	11	8
11	не может	14	8
12	и его	12	8
13	не только	33	7
14	сказать что	24	7
15	и к	9	6
16	при этом	9	6
17	для него	4	6
18	самом деле	6	6
19	и это	11	6
20	конечно не	3	6
21	с точки	9	6
22	что такое	4	5
23	ни в	17	5
24	все эти	14	5
25	только для	1	5
26	в чем	5	5
27	еще не	12	5
28	как бы	11	5
29	отношение к	1	5
30	нуждается в	1	5
31	в него	2	5
32	а потому	1	4
33	все что	1	4
34	для всех	3	4
35	и на	4	4
36	так как	14	4
37	все это	9	4
38	в его	10	4
39	мысли и	1	4
40	так и	16	4
41	на самом	13	4
42	его в	4	4
43	и даже	21	4
44	и все	13	4
45	с ними	2	4
46	только в	33	4
47	и не	56	4
48	но мы	1	4
49	можно сказать	10	4
50	но и	20	4
51	хотя бы	6	4
52	и может	4	4
53	в этой	10	4
54	как мы	12	4
55	отнюдь не	16	4
56	в нем	13	4
57	с ее	5	4
58	в один	1	4
59	и ее	7	4
60	и наконец	2	4
61	но в	17	4
62	и вот	1	3
63	до сих	4	3
64	в том	35	3
65	с другими	6	3
66	с их	2	3
67	представлений и	1	3
68	на этой	1	3
69	между ними	1	3
70	их в	2	3
71	отношения к	3	3
72	этом смысле	5	3
73	для сознания	1	3
74	учение о	3	3
75	и как	4	3
76	что в	11	3
77	и она	2	3
78	том что	25	3
79	вместе с	3	3
80	на этом	1	3
81	в этих	6	3
82	и художественного	1	3
83	сравнению с	3	3
84	во всех	4	3
85	но оно	3	3
86	во всяком	14	3
87	и потому	13	3
88	в основе	3	3
89	и притом	7	3
90	только как	3	3
91	по сравнению	3	3
92	по крайней	9	3
93	как это	4	3
94	только на	6	3
95	в одном	4	3
96	и значение	3	3
97	даже не	3	3
98	чем не	4	3
99	а в	9	3
100	то что	42	3
101	и др	1	3
102	могут быть	2	3
103	и есть	9	3
104	сих пор	4	3
105	жизни и	7	3
106	в области	2	3
107	всяком случае	8	3
108	во время	3	3
109	крайней мере	9	3
110	едва ли	8	3
111	в самом	4	2
112	об его	7	2
113	в свое	1	2
114	мы видим	1	2
115	что оно	4	2
116	и этот	3	2
117	это делает	1	2
118	и мы	1	2
119	к другим	2	2
120	они не	1	2
121	мы не	15	2
122	с этой	3	2
123	по всему	1	2
124	ни было	5	2
125	что это	3	2
126	нашего времени	1	2
127	ее в	2	2
128	и говорить	2	2
129	в область	1	2
130	может иметь	4	2
131	для нас	23	2
132	но как	6	2
133	что и	11	2
134	сознания и	2	2
135	этой ступени	1	2
136	быть может	1	2
137	у него	1	2
138	не на	2	2
139	не могут	1	2
140	со всеми	1	2
141	в душе	1	2
142	в них	6	2
143	существует только	1	2
144	поэтому и	3	2
145	и других	1	2
146	эти понятия	1	2
147	чувства и	1	2
148	не знает	1	2
149	всех его	1	2
150	не нуждается	1	2
151	что не	4	2
152	и действительно	2	2
153	вообще не	5	2
154	между собою	5	2
155	в жизни	1	2
156	можно назвать	1	2
157	из тех	1	2
158	но ведь	2	2
159	как и	15	2
160	что он	16	2
161	есть в	6	2
162	же как	5	2
163	не есть	57	2
164	только то	4	2
165	в своей	8	2
166	и так	1	2
167	в одно	4	2
168	связанные с	2	2
169	меньше всего	2	2
170	по своему	6	2
171	себя и	1	2
172	только и	9	2
173	войти в	1	2
174	знаем что	1	2
175	не менее	24	2
176	в каком	9	2
177	во сне	1	2
178	на первый	6	2
179	и вообще	20	2
180	на них	1	2
181	с этим	5	2
182	всей их	1	2
183	не имеющие	1	2
184	к этому	2	2
185	оно не	1	2
186	не существует	6	2
187	между собой	3	2
188	что мы	12	2
189	мы уже	4	2
190	другими словами	9	2
191	да еще	3	2
192	из этих	1	2
193	ту же	1	2
194	на основе	1	2
195	совсем не	4	2
196	на два	1	2
197	а может	3	2
198	в этот	1	2
199	он не	10	2
200	кажется что	2	2
201	в частности	4	2
202	не будет	3	2
203	нечего и	2	2
204	оно и	2	2
205	для меня	4	2
206	но зато	1	2
207	и вся	2	2
208	говорить о	7	2
209	всех других	2	2
210	есть и	2	2
211	в науке	1	2
212	за пределы	6	2
213	в начале	3	2
214	но отнюдь	2	2
215	в пределах	3	2
216	так же	11	2
217	цели и	1	2
218	и всех	1	2
219	момента в	1	2
220	потому и	1	2
221	было бы	14	2
222	что можно	1	2
223	нет и	1	2
224	и о	8	2
225	к следующему	1	2
226	если мы	24	2
227	с нею	2	2
228	находится в	1	2
229	что на	2	2
230	на высоте	1	2
231	о том	14	2
232	в голову	2	2
233	во всей	3	2
234	и исключительно	1	2
235	момент в	1	2
236	и по	3	2
237	с ним	11	2
238	но это	13	2
239	и для	5	2
240	для этого	9	2
241	того же	2	2
242	нам кажется	2	2
243	понятия и	2	2
244	то же	23	2
245	сделать это	1	2
246	не можем	5	2
247	за счет	2	2
248	образов и	4	2
249	никогда не	7	2
250	быть даже	4	1
251	для самого	2	1
252	жизни но	2	1
253	к сожалению	1	1
254	во всем	2	1
255	бы то	5	1
256	они являются	2	1
257	несколько слов	1	1
258	по мнению	2	1
259	от нее	2	1
260	дает нам	2	1
261	представляет себе	1	1
262	что они	8	1
263	так ли	1	1
264	ни ее	1	1
265	этой работе	1	1
266	и то	17	1
267	никак нельзя	4	1
268	заметим что	2	1
269	и вместо	1	1
270	образом и	2	1
271	только из	1	1
272	в более	1	1
273	мышления не	1	1
274	и здесь	8	1
275	образов в	1	1
276	и содержания	2	1
277	мы и	5	1
278	все оттенки	1	1
279	к их	2	1
280	ли все	1	1
281	окажется какой-то	1	1
282	а наоборот	3	1
283	же и	7	1
284	конечно есть	1	1
285	со всем	2	1
286	нельзя сказать	3	1
287	как нам	1	1
288	ведь именно	1	1
289	данном случае	12	1
290	различие между	1	1
291	она как	1	1
292	только что	4	1
293	приходится сказать	1	1
294	живое существо	4	1
295	как учение	1	1
296	сознания с	1	1
297	или только	1	1
298	которая в	1	1
299	время и	2	1
300	и того	1	1
301	с одной	3	1
302	уже в	5	1
303	на ее	2	1
304	внимание на	2	1
305	мог бы	1	1
306	тогда когда	1	1
307	есть прежде	3	1
308	самостоятельности и	1	1
309	ее самой	1	1
310	не чем	2	1
311	не будем	4	1
312	дело с	3	1
313	мы имеем	7	1
314	еще более	3	1
315	это и	11	1
316	несмотря на	4	1
317	но именно	4	1
318	б не	1	1
319	нас здесь	1	1
320	герой нашего	1	1
321	из моментов	1	1
322	хотя и	9	1
323	а ведь	4	1
324	в разных	4	1
325	смысл и	1	1
326	а это	6	1
327	с тем	9	1
328	на какую-нибудь	3	1
329	имеем дело	2	1
330	что при	5	1
331	только не	6	1
332	никакому сомнению	1	1
333	как раз	11	1
334	нашем утверждении	1	1
335	говорит о	1	1
336	о нем	2	1
337	что только	1	1
338	выделить из	1	1
339	в качестве	10	1
340	со всякой	1	1
341	и всегда	2	1
342	исследования мы	1	1
343	нас в	5	1
344	не являются	4	1
345	для объяснения	1	1
346	и слов	1	1
347	объяснения всех	1	1
348	у нас	17	1
349	здесь в	3	1
350	для них	4	1
351	и делает	1	1
352	в виду	20	1
353	я не	1	1
354	это именно	1	1
355	подобно тому	3	1
356	весь мир	2	1
357	что между	1	1
358	них и	1	1
359	освобождение от	1	1
360	можно было	7	1
361	отвлечься от	1	1
362	самый предмет	1	1
363	всю нашу	1	1
364	как они	4	1
365	в своих	2	1
366	наконец мы	1	1
367	является и	2	1
368	связи с	10	1
369	или во	1	1
370	особого рода	1	1
371	нам в	2	1
372	обработке и	1	1
373	приходим к	1	1
374	этой точки	2	1
375	на этот	4	1
376	представляет собою	2	1
377	если бы	9	1
378	оно более	3	1
379	конечно и	2	1
380	столь же	1	1
381	и представления	1	1
382	в конкретной	1	1
383	а во-вторых	2	1
384	сделать некоторые	1	1
385	не говорит	2	1
386	и сам	6	1
387	от своего	1	1
388	пока только	2	1
389	имеет значение	6	1
390	с ней	5	1
391	и можно	3	1
392	именно здесь	2	1
393	жизнь в	3	1
394	что его	3	1
395	определения и	1	1
396	это содержание	1	1
397	но эта	4	1
398	дело в	6	1
399	оно есть	2	1
400	месте и	1	1
401	он может	2	1
402	был связан	1	1
403	есть та	1	1
404	но не	6	1
405	и эта	1	1
406	быть только	1	1
407	как его	1	1
408	и им	1	1
409	в глубине	1	1
410	развития в	1	1
411	он будет	2	1
412	в эпоху	2	1
413	и новых	1	1
414	из того	3	1
415	а то	4	1
416	на другие	1	1
417	из всего	1	1
418	вещей и	2	1
419	времени и	4	1
420	и связанные	1	1
421	в конце	7	1
422	ясно из	1	1
