N	2gram	Tiupa_Narr	UchenyiS
1	и в	22	14
2	не только	50	10
3	а не	27	10
4	и не	34	8
5	прежде всего	7	8
6	то что	14	7
7	в этом	23	7
8	не может	16	7
9	может быть	24	6
10	в искусстве	1	6
11	хотя бы	4	5
12	то же	12	5
13	и только	2	5
14	все это	1	5
15	художественное произведение	1	5
16	в конечном	6	4
17	с другой	6	4
18	в этой	8	4
19	конечном счете	4	4
20	но и	39	4
21	в их	1	4
22	бы то	1	3
23	было бы	2	3
24	не о	2	3
25	и то	3	3
26	только к	3	3
27	или точнее	1	3
28	и т.д	7	3
29	для этого	1	3
30	очевидно что	1	3
31	это не	6	3
32	как и	15	3
33	то ни	1	3
34	для него	8	3
35	в своей	8	3
36	все же	10	3
37	ни было	1	3
38	в области	4	3
39	в частности	23	3
40	в то	9	3
41	не как	1	3
42	у нас	4	3
43	другой стороны	2	3
44	не следует	3	3
45	но в	10	3
46	же время	7	3
47	этого термина	1	2
48	все они	1	2
49	таким образом	5	2
50	в самом	8	2
51	если не	4	2
52	не приходится	1	2
53	материал для	1	2
54	в противном	1	2
55	могли бы	1	2
56	его и	2	2
57	если бы	9	2
58	самом деле	4	2
59	могут быть	1	2
60	является в	1	2
61	не в	12	2
62	ни от	2	2
63	это было	3	2
64	для всех	1	2
65	и с	3	2
66	в противовес	3	2
67	до сих	3	2
68	же самое	3	2
69	одним из	2	2
70	крайней мере	1	2
71	но не	7	2
72	мы и	2	2
73	тем что	1	2
74	как принцип	1	2
75	более чем	2	2
76	в себе	14	2
77	в его	12	2
78	роль не	1	2
79	в конце	4	2
80	должна быть	2	2
81	мы не	5	2
82	ничего не	8	2
83	словесного творчества	1	2
84	между тем	5	2
85	что она	3	2
86	что он	7	2
87	на эту	1	2
88	при таком	1	2
89	этом отношении	5	2
90	противном случае	1	2
91	о чем	6	2
92	как раз	9	2
93	а его	3	2
94	интереса к	1	2
95	не могут	1	2
96	а как	2	2
97	что мы	2	2
98	сводится к	10	2
99	в том	20	2
100	это уже	3	2
101	том что	15	2
102	и через	2	2
103	надо было	1	2
104	нас в	2	2
105	но это	2	2
106	этом смысле	1	2
107	но даже	1	2
108	а о	2	2
109	и для	4	2
110	в системе	1	2
111	в итоге	4	2
112	и является	2	2
113	что и	3	2
114	в сторону	1	2
115	не столько	2	2
116	установку на	1	2
117	меньшей степени	2	2
118	не случайно	2	2
119	с его	6	2
120	и у	4	2
121	превращается в	2	2
122	на первый	1	2
123	сих пор	3	2
124	по крайней	1	2
125	только в	23	2
126	по себе	4	2
127	что все	1	2
128	не все	2	2
129	вопроса о	1	2
130	первый взгляд	1	1
131	в той	4	1
132	было и	2	1
133	признать что	1	1
134	что было	1	1
135	что в	6	1
136	героя не	1	1
137	может обойтись	1	1
138	с которыми	1	1
139	иначе говоря	14	1
140	не было	3	1
141	так или	1	1
142	под понятие	1	1
143	и толстого	1	1
144	и даже	4	1
145	более или	2	1
146	но тут	1	1
147	и потому	2	1
148	для наиболее	1	1
149	столько же	2	1
150	но он	2	1
151	в не	1	1
152	в свое	1	1
153	или просто	2	1
154	в которой	2	1
155	можно сказать	11	1
156	литературного произведения	1	1
157	этого не	2	1
158	или меньшей	1	1
159	мы можем	2	1
160	иначе в	1	1
161	или иначе	2	1
162	в данном	17	1
163	и быть	1	1
164	у кого	1	1
165	целого но	1	1
166	все его	4	1
167	существует в	1	1
168	он уже	3	1
169	а для	4	1
170	еще раз	3	1
171	как на	2	1
172	произведение как	1	1
173	быть не	3	1
174	со своими	3	1
175	восприятия а	1	1
176	и все	7	1
177	слова а	1	1
178	что этот	1	1
179	содержание и	1	1
180	же как	2	1
181	направлено на	1	1
182	сказать что	5	1
183	в сфере	2	1
184	произведения как	1	1
185	в исторической	1	1
186	претендует на	1	1
187	в процессе	2	1
188	достоевского и	2	1
189	данном случае	12	1
190	его как	2	1
191	но для	5	1
192	думает о	1	1
193	то есть	15	1
194	и служит	2	1
195	об ее	1	1
196	и всей	1	1
197	от которой	2	1
198	ее как	1	1
199	сдвиг в	1	1
200	впадая в	1	1
201	об анне	1	1
202	того как	1	1
203	в таком	4	1
204	тех кто	1	1
205	то и	3	1
206	него уже	2	1
207	сводятся к	4	1
208	восемь лет	1	1
209	которое мы	1	1
210	она не	2	1
211	быть в	2	1
212	в произведении	2	1
213	в течение	1	1
214	но именно	3	1
215	до конца	2	1
216	правило не	2	1
217	она в	3	1
218	приобретает характер	1	1
219	в своем	7	1
220	говорить не	1	1
221	к сумме	1	1
222	с тем	1	1
223	в наиболее	2	1
224	в значительной	1	1
225	входит в	2	1
226	для себя	3	1
227	что только	1	1
228	его на	1	1
229	в последние	2	1
230	одной стороны	5	1
231	именно к	1	1
232	относится к	1	1
233	конструктивный принцип	1	1
234	мы имеем	6	1
235	на роль	2	1
236	для читателя	1	1
237	начала и	5	1
238	но также	1	1
239	не меньшей	1	1
240	только часть	1	1
241	анализа в	1	1
242	их в	4	1
243	же в	6	1
244	не для	1	1
245	он может	1	1
246	в ней	5	1
247	но по	1	1
248	показательна в	1	1
249	или даже	3	1
250	впервые в	1	1
251	но что	1	1
252	даже не	1	1
253	и так	1	1
254	разрыв с	1	1
255	его собственному	1	1
256	в период	1	1
257	не вполне	3	1
258	на то	4	1
259	он и	2	1
260	делает и	1	1
261	которой и	1	1
262	строго говоря	2	1
263	в большей	1	1
264	значимость и	2	1
265	бы ни	1	1
266	сам по	1	1
267	не входит	1	1
268	словами как	1	1
269	не столь	2	1
270	в которых	1	1
271	по мнению	2	1
272	к этому	2	1
273	большей или	2	1
274	так и	12	1
275	это то	1	1
276	о нем	5	1
277	что с	2	1
278	в преодолении	1	1
279	сам автор	1	1
280	из которых	1	1
281	друг с	1	1
282	ее в	1	1
283	отнюдь не	6	1
284	детали как	2	1
285	о которой	3	1
286	находятся в	1	1
287	и вся	1	1
288	в качестве	27	1
289	о котором	4	1
290	в нем	9	1
291	ничего подобного	1	1
292	это верно	1	1
293	он не	8	1
294	ней не	1	1
295	может служить	5	1
296	всего лишь	8	1
297	поскольку он	1	1
298	все что	4	1
299	и слово	1	1
300	с каждым	1	1
301	и что	1	1
302	содержание в	1	1
303	в известном	4	1
304	одно из	2	1
305	что для	1	1
306	своей работе	1	1
307	смысле можно	2	1
308	в различных	1	1
309	с одной	5	1
310	с другом	1	1
311	он был	1	1
312	за пределы	1	1
313	и делает	1	1
314	должно быть	1	1
315	случае он	2	1
316	что при	1	1
317	об этом	8	1
318	не обладает	1	1
319	историю в	2	1
320	в виду	2	1
321	само по	1	1
322	или менее	2	1
323	в пределах	2	1
324	тот же	1	1
325	уже не	11	1
326	о том	5	1
327	толстой в	1	1
328	не то	1	1
329	по его	3	1
330	далеко не	6	1
331	тем более	2	1
332	того что	7	1
333	любопытно что	1	1
334	что еще	1	1
335	обращение к	1	1
336	у него	13	1
337	в котором	3	1
338	не впадая	1	1
339	не существует	3	1
340	бы в	2	1
341	в виде	2	1
342	если у	1	1
343	той же	2	1
344	приводит к	2	1
345	никогда не	8	1
346	этого построения	1	1
347	возникает проблема	2	1
