N	4gram	Losev_Prob	Stilisti
1	одно и то же	1	5
2	одной и той же	1	4
3	все больше и больше	1	2
4	не что иное как	5	2
5	но для того чтобы	1	2
6	как бы мы ни	1	2
7	в то же самое	4	2
8	но в то же	1	2
9	и в то же	1	2
10	в связи с этим	2	2
11	между внутренней и внешней	1	2
12	то же самое время	4	2
13	есть не что иное	5	2
14	на эту тему в	1	1
15	то что мы в	1	1
16	что же такое слово	1	1
17	как мы увидим ниже	2	1
18	с нашей точки зрения	1	1
19	и в этом случае	3	1
20	ни на один из	1	1
21	можно было бы говорить	1	1
22	мысль о том что	2	1
23	не говоря уже об	1	1
24	сколько бы мы ни	1	1
25	уже содержит в себе	1	1
26	мы уже видели что	1	1
27	о том что такое	1	1
28	то или иное значение	1	1
29	о котором мы говорили	1	1
30	то же самое и	1	1
31	но даже и в	1	1
32	не говоря ни слова	1	1
33	нельзя было говорить о	1	1
34	и не может быть	1	1
35	серп и молот являются	1	1
36	одним и тем же	2	1
37	одного и того же	2	1
38	вещи и как мы	1	1
39	к окружающей нас действительности	1	1
