N	3gram	Voloshinov	Dialekti
1	это значит что	1	47
2	с точки зрения	31	46
3	сама по себе	2	26
4	по крайней мере	1	26
5	в том что	9	25
6	не может быть	23	18
7	не что иное	1	18
8	что иное как	1	18
9	тем не менее	3	16
10	само по себе	2	16
11	то же время	7	15
12	в то же	7	14
13	в таком случае	5	14
14	и то же	3	12
15	с другой стороны	6	12
16	о том что	2	12
17	одно и то	3	12
18	на то что	2	11
19	в самом деле	13	10
20	имеется в виду	1	9
21	подобно тому как	1	9
22	то или иное	1	9
23	это и есть	2	9
24	внутреннего и внешнего	4	8
25	не только не	1	8
26	и та же	1	8
27	одна и та	1	8
28	в этом смысле	2	8
29	можно сказать что	4	7
30	говоря уже о	1	7
31	вовсе не в	1	7
32	так или иначе	2	7
33	сами по себе	1	7
34	но что такое	1	7
35	в связи с	12	7
36	той или иной	5	7
37	не говоря уже	1	7
38	в коем случае	2	6
39	для того чтобы	7	6
40	более или менее	3	6
41	ни в коем	2	6
42	в зависимости от	2	6
43	и прежде всего	4	6
44	коем случае не	1	6
45	не нуждается в	1	6
46	как и все	2	6
47	во всяком случае	4	6
48	с одной стороны	2	6
49	может быть и	8	6
50	на самом деле	5	5
51	все это –	1	5
52	– все это	2	5
53	по сравнению с	1	5
54	это не есть	1	5
55	ничего общего с	2	5
56	в конце концов	3	5
57	в нем нет	4	5
58	к тому что	4	5
59	на первый план	2	5
60	от того что	2	5
61	до сих пор	10	5
62	одной и той	2	5
63	есть прежде всего	2	5
64	и той же	2	5
65	одной стороны и	1	4
66	это не значит	1	4
67	мы уже знаем	2	4
68	что это –	1	4
69	можем сказать что	1	4
70	с этой точки	1	4
71	так же как	2	4
72	этой точки зрения	1	4
73	может быть только	1	4
74	к тому же	2	4
75	то же самое	8	4
76	а не только	1	4
77	равно как и	1	4
78	как только мы	1	4
79	значит что в	1	4
80	может быть в	1	4
81	есть в сущности	1	4
82	и тем более	1	4
83	связи с этим	3	4
84	с той или	1	4
85	мы можем сказать	2	4
86	можно было бы	2	4
87	как бы ни	1	4
88	не могут быть	3	4
89	никакого отношения к	1	4
90	в этом отношении	4	4
91	как она есть	1	3
92	в той или	3	3
93	и как бы	1	3
94	самом же деле	5	3
95	ничего общего не	1	3
96	несмотря на то	1	3
97	лежащая в основе	3	3
98	и следовательно не	1	3
99	точки зрения самого	2	3
100	это вовсе не	1	3
101	но все же	4	3
102	на самом же	5	3
103	бы то ни	11	3
104	уже о том	1	3
105	имеет общего с	1	3
106	и не может	11	3
107	того или иного	2	3
108	в чем же	2	3
109	ни в какой	2	3
110	ту или иную	1	3
111	в данный момент	2	3
112	как и в	1	3
113	в себе и	1	3
114	не было бы	3	3
115	же может быть	1	3
116	но в то	6	3
