N	2gram	Voloshinov	Psycholo
1	то что	6	193
2	и в	13	190
3	в том	2	163
4	что в	3	123
5	потому что	1	114
6	том что	2	113
7	и что	1	108
8	может быть	8	107
9	таким образом	6	102
10	в этом	2	100
11	все время	1	86
12	в самом	2	82
13	как бы	6	80
14	для того	1	78
15	того чтобы	1	78
16	что он	1	76
17	не только	6	75
18	на то	1	73
19	и не	8	73
20	что она	1	71
21	самом деле	3	70
22	точки зрения	7	69
23	не может	8	68
24	так же	2	63
25	так как	3	63
26	было бы	4	56
27	если бы	2	55
28	то же	4	54
29	при этом	2	52
30	как и	3	51
31	а не	2	50
32	сказать что	1	46
33	по себе	1	46
34	только в	6	46
35	заключается в	1	46
36	к тому	2	45
37	в искусстве	3	45
38	не в	3	45
39	в этой	1	43
40	никогда не	3	42
41	и все	3	42
42	вместе с	1	41
43	как это	1	40
44	но и	3	40
45	же самое	1	38
46	и это	1	37
47	мы видим	2	37
48	и как	1	36
49	вовсе не	2	34
50	и если	1	34
51	и его	12	34
52	тому что	1	33
53	все же	5	33
54	же точно	1	32
55	в себе	3	32
56	все это	4	32
57	художественного произведения	5	32
58	мы не	4	31
59	в его	7	31
60	в ней	2	31
61	как в	2	30
62	с одной	2	29
63	и для	3	29
64	одной стороны	2	29
65	с точки	5	29
66	в нем	2	29
67	искусства в	1	29
68	что они	2	28
69	мы можем	4	28
70	и то	3	28
71	что мы	1	28
72	в своих	2	27
73	в основе	1	27
74	а в	2	27
75	с другой	2	27
76	все то	1	27
77	только что	1	25
78	художественной формы	1	25
79	и здесь	1	25
80	до конца	1	24
81	тем что	2	24
82	художественное произведение	2	24
83	в целом	2	24
84	в своем	1	23
85	один из	1	23
86	для этого	1	23
87	могут быть	2	23
88	с этим	3	22
89	между тем	2	22
90	когда мы	1	22
91	в двух	4	21
92	в которых	1	21
93	в своей	4	21
94	в конце	1	21
95	что эта	2	21
96	и вот	1	21
97	другой стороны	2	20
98	в то	1	20
99	тот же	2	20
100	мы имеем	1	20
101	несмотря на	2	20
102	на этом	1	20
103	там где	2	20
104	все эти	2	20
105	в одном	3	19
106	что при	1	19
107	мы уже	2	19
108	мы должны	6	19
109	в ее	3	19
110	он говорит	1	19
111	с этой	2	18
112	в которой	3	18
113	можно было	1	18
114	но в	4	18
115	зависимости от	2	18
116	вслед за	2	18
117	на самом	1	18
118	но не	1	18
119	и есть	1	18
120	есть не	2	18
121	в виду	1	17
122	мы все	1	17
123	но это	1	17
124	одна из	1	17
125	и о	1	17
126	и к	2	16
127	к этому	1	16
128	сводится к	1	16
129	обратиться к	1	16
130	то это	1	16
131	самого начала	2	16
132	с самого	2	16
133	же как	1	16
134	и тем	2	16
135	не имеет	2	16
136	формы и	1	16
137	так и	3	16
138	тому как	1	16
139	в них	2	15
140	только на	1	15
141	о которых	1	15
142	в зависимости	2	15
143	далеко не	1	15
144	еще не	1	15
145	для него	2	15
146	не можем	1	15
147	в совершенно	1	14
148	хотя бы	5	14
149	это и	1	14
150	того как	1	14
151	прежде всего	9	14
152	такой же	1	14
153	те же	2	14
154	при таком	1	14
155	бы в	2	14
156	столь же	1	14
157	этом отношении	1	14
158	или в	1	14
159	в области	2	14
160	само по	1	14
161	отнюдь не	1	13
162	этот вопрос	1	13
163	едва ли	1	13
164	и он	1	13
165	их в	1	12
166	не менее	2	12
167	того же	1	12
168	в конечном	1	12
169	в самой	1	12
170	и уже	3	12
171	состоит в	1	12
172	но если	1	12
173	и этот	2	12
174	и другое	1	12
175	и может	2	12
176	например в	1	12
177	этой точки	1	12
178	и до	1	12
179	в поэзии	5	12
180	об этом	1	12
181	в нашей	1	12
182	конечном счете	1	11
183	понятно что	3	11
184	конечно не	1	11
185	не было	1	11
186	подобно тому	1	11
187	но мы	4	11
188	как к	1	11
