N	3gram	Voloshinov	VeschiIm
1	не может быть	4	24
2	не что иное	2	12
3	что иное как	2	12
4	тем не менее	1	11
5	в том что	2	9
6	есть не что	2	8
7	в самом деле	2	7
8	на то что	1	7
9	с точки зрения	5	6
10	в чем же	1	5
11	в то же	1	5
12	и то же	2	5
13	одно и то	3	5
14	подобно тому как	1	5
15	равно как и	1	4
16	что в ней	1	4
17	этой точки зрения	1	4
18	с этой точки	1	4
19	есть прежде всего	3	4
20	более или менее	1	4
21	что же такое	1	4
22	само по себе	1	4
23	то же время	1	4
24	потому что они	1	4
25	между собою и	1	3
26	ту или иную	1	3
27	мы не можем	1	3
28	то не только	1	3
29	можно было бы	1	3
30	в собственном смысле	1	3
31	и есть не	1	3
32	только то что	1	3
33	с одной стороны	2	3
34	с другой стороны	2	3
35	так же как	1	2
36	все то что	1	2
37	в данном случае	2	2
38	для того чтобы	1	2
39	но что же	1	2
40	тех или иных	1	2
41	можно говорить о	1	2
42	хотя бы в	1	2
43	нужно сказать что	1	2
44	в связи с	1	2
45	к тому что	1	2
46	в этом отношении	1	2
47	не мог бы	1	2
48	мы все же	1	1
49	не только одно	1	1
50	здесь и там	1	1
51	и как бы	1	1
52	на себя и	1	1
53	слово в его	1	1
54	на том основании	1	1
55	представим себе что	2	1
56	по себе а	1	1
57	существует только в	1	1
58	и более или	1	1
59	которую не может	1	1
60	то или иное	1	1
61	здесь мы не	1	1
62	один и тот	1	1
63	должно было бы	1	1
64	то что в	1	1
65	прежде всего не	1	1
66	и тот же	1	1
67	один из наиболее	1	1
68	тот же самый	1	1
69	и один из	1	1
70	не было бы	1	1
71	мы можем установить	1	1
72	не может в	1	1
73	и здесь и	1	1
74	и вместе с	1	1
75	только потому что	1	1
76	быть и речи	1	1
77	он и не	1	1
78	но в то	1	1
79	в зависимости от	2	1
80	то же самое	1	1
81	то он и	1	1
82	та или иная	1	1
83	несмотря на все	1	1
84	я беседую с	1	1
85	в одном случае	1	1
86	точки зрения и	1	1
87	но так как	2	1
88	те или иные	1	1
89	и не может	1	1
90	только и может	1	1
91	а также и	1	1
92	может быть и	1	1
