N	3gram	Losev_Prob	Problemy
1	то же время	1	26
2	в то же	2	26
3	с точки зрения	13	25
4	по отношению к	2	18
5	и т п	1	18
6	в этом смысле	4	16
7	на самом деле	2	15
8	не может быть	2	14
9	в большинстве случаев	1	12
10	но в то	2	11
11	в конце концов	7	11
12	в романах достоевского	1	10
13	до сих пор	3	10
14	в самом деле	1	9
15	с другой стороны	7	9
16	с самого начала	3	9
17	во всяком случае	6	9
18	в том что	13	8
19	сама по себе	2	7
20	то перед нами	2	7
21	как раз и	1	7
22	бы то ни	4	7
23	и т д	1	7
24	и в этом	1	7
25	между тем как	1	6
26	не входит в	1	6
27	то ни было	2	6
28	как и все	1	6
29	том что он	3	6
30	в той или	2	5
31	сам по себе	3	5
32	к тому же	5	5
33	той или иной	4	5
34	по крайней мере	8	5
35	но все же	2	5
36	себе самом и	1	5
37	можно было бы	2	5
38	и не в	2	4
39	тем не менее	8	4
40	друг на друга	1	4
41	так и в	1	4
42	именно потому что	1	4
43	более или менее	1	4
44	и прежде всего	2	4
45	может быть даже	1	4
46	о том что	14	4
47	в этом отношении	4	4
48	хотя и не	3	4
49	как и у	2	4
50	ни в одном	1	4
51	а вовсе не	1	4
52	друг к другу	1	4
53	это не значит	1	3
54	никак не может	2	3
55	в братьях карамазовых	1	3
56	можно сказать что	4	3
57	а может быть	2	3
58	потому что она	1	3
59	как мы уже	1	3
60	в настоящее время	7	3
61	то же что	1	3
62	в данном случае	5	3
63	они уже не	1	3
64	не только не	1	3
65	это вовсе не	1	3
66	на то что	2	3
67	к другому и	2	3
68	у достоевского нет	1	3
69	все же не	3	3
70	в самой структуре	1	3
71	как мы видели	1	3
72	в то время	4	3
73	как мы увидим	1	3
74	то что я	1	3
75	все это было	1	3
76	то время как	4	3
77	как будто бы	3	2
78	достоевский прежде всего	1	2
79	в себе все	1	2
80	я не хочу	1	2
81	в том же	1	2
82	для того чтобы	3	2
83	в свою очередь	2	2
84	дело в том	4	2
85	но тем не	1	2
86	сохранить за собой	1	2
87	в такой же	1	2
88	вместе с тем	5	2
89	в чем не	2	2
90	в том или	3	2
91	в нем не	1	2
92	по себе но	1	2
93	то же самое	2	2
94	к тому что	1	2
95	и во всяком	1	2
96	не в силах	3	2
97	не исчерпали всех	1	2
98	но это не	1	2
99	прежде всего как	1	2
100	вовсе не как	1	2
101	в одном из	1	2
102	как и его	2	2
103	и только в	1	2
104	он должен быть	1	2
105	бы ни были	1	2
106	здесь конечно не	1	2
107	том или другом	1	2
108	этой точки зрения	2	2
109	то что в	2	2
110	в нем и	2	2
111	человека но не	1	2
112	в этом произведении	2	2
